DLiP-ID,C000QB
SIC0,0.29283840819749996
SIC1,0.634192094373082
SIC2,0.8150387021759884
SIC3,0.9429946436954604
SIC4,0.973954956570052
SIC5,0.973954956570052
SaaN,3.9111606583251604
SaaO,0
SaaS,0
Sare,30.17599999999999
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,44.974147804380216
TIC1,97.39927615460907
TIC2,125.17371366542645
TIC3,144.8251981198297
TIC4,149.5800856219932
TIC5,149.5800856219932
Vabc,216.51586969899822
WPol,20
apol,35.71710199999999
bpol,16.622897999999996
nRot,4
ABCGG,10.468861060865358
ATS0Z,680.0
ATS0d,94.0
ATS0i,4971.899525021987
ATS0m,2682.282688999999
ATS0p,48.33238466788601
ATS0s,127.08333333333331
ATS0v,7067.428169931361
ATS1Z,769.0
ATS1d,116.0
ATS1i,4644.537513178998
ATS1m,2912.0610699999984
ATS1p,60.152588329999965
ATS1s,102.94444444444446
ATS1v,8671.032937062695
ATS2Z,1022.0
ATS2d,168.0
ATS2i,7869.953402063299
ATS2m,3746.5186900000012
ATS2p,84.74011844969796
ATS2s,159.9166666666667
ATS2v,11756.21036889183
ATS3Z,1013.0
ATS3d,179.0
ATS3i,10543.772360780938
ATS3m,3594.848459999999
ATS3p,89.260233354188
ATS3s,186.83333333333337
ATS3v,11868.195428864276
ATS4Z,849.0
ATS4d,150.0
ATS4i,10246.203957834936
ATS4m,2922.521650999999
ATS4p,73.89177728703699
ATS4s,191.9444444444445
ATS4v,9635.064450886186
ATS5Z,707.0
ATS5d,127.0
ATS5i,8814.500784379788
ATS5m,2439.444012999999
ATS5p,63.25157143103699
ATS5s,149.61111111111111
ATS5v,8261.582053787053
ATS6Z,626.0
ATS6d,116.0
ATS6i,7828.760874172186
ATS6m,2180.6686999999993
ATS6p,57.57623051903701
ATS6s,128.33333333333331
ATS6v,7507.070641439886
ATS7Z,588.0
ATS7d,105.0
ATS7i,6599.473425015637
ATS7m,2094.1231439999992
ATS7p,52.25255085533901
ATS7s,121.83333333333331
ATS7v,6996.544488537445
ATS8Z,531.0
ATS8d,87.0
ATS8i,5086.809858802045
ATS8m,1901.6937349999998
ATS8p,47.320305146245005
ATS8s,103.83333333333331
ATS8v,6373.380707297931
C1SP1,0
C1SP2,3
C1SP3,1
C2SP1,0
C2SP2,7
C2SP3,1
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.14285714285714285
GGI10,0.01632486480971329
JGI10,0.004081216202428323
JGT10,0.27465833248341365
Kier1,13.432098765432098
Kier2,7.43801652892562
Kier3,4.6390532544378695
MAXdO,11.683772990677753
MID_C,28.62660075561807
MID_N,4.004861807013857
MID_O,1.7744202114825613
MID_X,0.0
MID_h,5.779282018496417
MINdO,11.683772990677753
MPC10,22
MWC01,18.0
MWC02,4.394449154672439
MWC03,5.176149732573829
MWC04,5.973809611869261
MWC05,6.767343125265392
MWC06,7.5688956634069955
MWC07,8.365672383774996
MWC08,9.16837188715368
MWC09,9.966509298952284
MWC10,10.769684270598214
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.0541
SRW02,3.6109179126442243
SRW03,0.0
SRW04,4.8283137373023015
SRW05,0.0
SRW06,6.248042874508429
SRW07,0.0
SRW08,7.748028524432376
SRW09,0.0
SRW10,9.283311984432006
SaaCH,16.81575121599247
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.8190262555639543
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.07497118291761096
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.86849111866969
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.7541462583554637
VE1_D,4.07254997652911
VE2_A,0.22083213284443903
VE2_D,0.2395617633252418
VE3_A,1.853489149137616
VE3_D,1.9348975841885145
VR1_A,95.34277251656385
VR1_D,77.99759808276433
VR2_A,5.608398383327286
VR2_D,4.5880940048684895
VR3_A,5.088106780724017
VR3_D,4.887306283466909
WPath,614
Xc-3d,0.606493072294114
Xc-4d,0.0
Xc-5d,0.11785113019775792
Xc-6d,0.0
Xp-0d,11.924438962994
Xp-1d,8.360173345306137
Xp-2d,6.810313485084791
Xp-3d,5.451151021966219
Xp-4d,4.143220987499106
Xp-5d,3.0920454127579684
Xp-6d,1.5480517759442174
Xp-7d,1.045325265936689
ZMIC0,55.60701457940928
ZMIC1,36.93507243015007
ZMIC2,24.825783499302695
ZMIC3,20.05744702721946
ZMIC4,19.558720725418464
ZMIC5,19.558720725418464
nAcid,0
nAtom,31
nBase,0
nRing,2
piPC1,3.258096538021482
piPC2,3.7376696182833684
piPC3,4.212127597878484
piPC4,4.637153231841142
piPC5,5.058631492364511
piPC6,4.666970586893538
piPC7,4.808111029984782
piPC8,4.659895085677338
piPC9,4.887525596934148
AATS0Z,21.93548387096774
AATS0d,3.032258064516129
AATS0i,160.38385564587054
AATS0m,86.52524803225803
AATS0p,1.5591091828350325
AATS0s,4.099462365591397
AATS0v,227.98155386875356
AATS1Z,24.03125
AATS1d,3.625
AATS1i,145.14179728684368
AATS1m,91.00190843749995
AATS1p,1.879768385312499
AATS1s,3.2170138888888893
AATS1v,270.9697792832092
AATS2Z,19.653846153846153
AATS2d,3.230769230769231
AATS2i,151.34525773198652
AATS2m,72.04843634615386
AATS2p,1.6296176624941916
AATS2s,3.0753205128205137
AATS2v,226.0809686325352
AATS3Z,15.119402985074627
AATS3d,2.671641791044776
AATS3i,157.36973672807372
AATS3m,53.65445462686565
AATS3p,1.3322422888684777
AATS3s,2.788557213930349
AATS3v,177.1372452069295
AATS4Z,13.476190476190476
AATS4d,2.380952380952381
AATS4i,162.638158060872
AATS4m,46.389232555555544
AATS4p,1.172885353762492
AATS4s,3.046737213403881
AATS4v,152.93753096644738
AATS5Z,13.092592592592593
AATS5d,2.3518518518518516
AATS5i,163.23149600703312
AATS5m,45.17488912962961
AATS5p,1.1713253968710555
AATS5s,2.770576131687243
AATS5v,152.9922602553158
AATS6Z,13.041666666666666
AATS6d,2.4166666666666665
AATS6i,163.0991848785872
AATS6m,45.43059791666665
AATS6p,1.1995048024799377
AATS6s,2.6736111111111107
AATS6v,156.39730502999763
AATS7Z,14.341463414634147
AATS7d,2.5609756097560976
AATS7i,160.96276646379602
AATS7m,51.07617424390242
AATS7p,1.2744524598863174
AATS7s,2.971544715447154
AATS7v,170.6474265496938
AATS8Z,16.09090909090909
AATS8d,2.6363636363636362
AATS8i,154.14575329703166
AATS8m,57.627082878787874
AATS8p,1.4339486407953033
AATS8s,3.1464646464646457
AATS8v,193.1327487059979
AMID_C,1.6839176915069454
AMID_N,0.23558010629493276
AMID_O,0.10437765949897419
AMID_X,0.0
AMID_h,0.3399577657939069
ATS0dv,214.0
ATS0pe,189.11180000000002
ATS0se,233.38070800000008
ATS1dv,208.0
ATS1pe,203.9305000000001
ATS1se,243.95155200000008
ATS2dv,258.0
ATS2pe,325.3496
ATS2se,394.8114000000001
ATS3dv,226.0
ATS3pe,402.7279999999998
ATS3se,500.01733600000006
ATS4dv,182.0
ATS4pe,382.8552
ATS4se,477.9315239999999
ATS5dv,152.0
ATS5pe,324.25550000000004
ATS5se,406.273476
ATS6dv,142.0
ATS6pe,284.36600000000004
ATS6se,357.138528
ATS7dv,146.0
ATS7pe,245.1885
ATS7se,306.91433600000005
ATS8dv,126.0
ATS8pe,199.782
ATS8se,247.198596
ATSC0Z,215.48387096774195
ATSC0c,0.4359207116043934
ATSC0d,13.354838709677422
ATSC0i,47.60111380724067
ATSC0m,1030.5992747741936
ATSC0p,7.180404820195545
ATSC0s,38.172043010752695
ATSC0v,1589.8328691681943
ATSC1Z,5.919875130072825
ATSC1c,-0.22112402599294578
ATSC1d,2.4724245577523414
ATSC1i,-3.7333406710922272
ATSC1m,28.451440491154735
ATSC1p,-0.04551705555836941
ATSC1s,-0.880997803214244
ATSC1v,18.946987665957877
ATSC2Z,-45.26326742976068
ATSC2c,0.009455268802823453
ATSC2d,-4.788761706555668
ATSC2i,-3.3202582090762114
ATSC2m,-220.1027329760669
ATSC2p,-1.4404301010261427
ATSC2s,1.114637530350329
ATSC2v,-371.349358463666
ATSC3Z,-15.303850156087414
ATSC3c,-0.053814959029587106
ATSC3d,-4.766909469302808
ATSC3i,-18.181635333132643
ATSC3m,-77.89611386680542
ATSC3p,-2.1798800161350225
ATSC3s,-0.07613596947623985
ATSC3v,-340.7504377346388
ATSC4Z,-41.822060353798115
ATSC4c,0.14175454430196197
ATSC4d,-2.2372528616024976
ATSC4i,-5.136100506141709
ATSC4m,-203.23570579916745
ATSC4p,-1.4966606455613096
ATSC4s,-4.179384899988438
ATSC4v,-393.0407570010266
ATSC5Z,-16.746097814776284
ATSC5c,-0.10071130079548594
ATSC5d,1.3496357960457848
ATSC5i,-4.953104781796738
ATSC5m,-77.1476714453693
ATSC5p,-0.1980567255616983
ATSC5s,-7.688576714070993
ATSC5v,-51.12848558477312
ATSC6Z,13.6378772112383
ATSC6c,-0.034374818353950294
ATSC6d,2.160249739854318
ATSC6i,7.285090626361571
ATSC6m,67.67892993028107
ATSC6p,0.8148918479636977
ATSC6s,0.39758931668401043
ATSC6v,197.3910856455267
ATSC7Z,25.585848074921962
ATSC7c,0.03104233136586454
ATSC7d,0.36940686784599386
ATSC7i,12.216058470913755
ATSC7m,127.35152016961501
ATSC7p,1.7635788044960485
ATSC7s,-1.6227020464793616
ATSC7v,364.16088191715505
ATSC8Z,-15.805411030176902
ATSC8c,0.04073513775870217
ATSC8d,-1.3454734651404785
ATSC8i,-5.193273984876898
ATSC8m,-74.40336208220614
ATSC8p,-0.3424159967594214
ATSC8s,-3.898196323274367
ATSC8v,-98.90394339795107
AXp-0d,0.7014375860584705
AXp-1d,0.46445407473922984
AXp-2d,0.3095597038674905
AXp-3d,0.20965965469100845
AXp-4d,0.1428696892241071
AXp-5d,0.09662641914868651
AXp-6d,0.06450215733100906
AXp-7d,0.043555219414028706
GATS1Z,0.8026992889221556
GATS1c,1.489045207473391
GATS1d,0.8423913043478259
GATS1i,1.1853914767504425
GATS1m,0.8071785738397361
GATS1p,1.0003924129031125
GATS1s,0.5508912852112675
GATS1v,0.9319410812516331
GATS2Z,1.0080176186089358
GATS2c,1.039405446106954
GATS2d,1.3607859531772573
GATS2i,1.114895448055592
GATS2m,1.0124678223649632
GATS2p,1.0865582496222939
GATS2s,0.628270585048754
GATS2v,1.0776530445715138
GATS3Z,0.9859795334703726
GATS3c,1.0898538753145555
GATS3d,1.2405364481938135
GATS3i,1.139915133001501
GATS3m,0.9889183691961958
GATS3p,1.112019288485252
GATS3s,0.8991433676686988
GATS3v,1.0689931554299033
GATS4Z,1.1226119190191044
GATS4c,1.052826688364851
GATS4d,1.0697032436162868
GATS4i,0.9994357581828822
GATS4m,1.1189557602324796
GATS4p,1.040741182746675
GATS4s,1.538737983456293
GATS4v,1.0607390352209902
GATS5Z,1.0673652694610778
GATS5c,1.2965158569285704
GATS5d,0.8527911969940954
GATS5i,1.0054454959819514
GATS5m,1.0620079890635878
GATS5p,0.9573459768269903
GATS5s,1.397183098591549
GATS5v,0.9693573669155978
GATS6Z,0.9629491017964071
GATS6c,1.1640353890222515
GATS6d,0.8423913043478259
GATS6i,0.8525842600108734
GATS6m,0.9604541007506302
GATS6p,0.880107206954118
GATS6s,0.9603359741784038
GATS6v,0.8907105878636984
GATS7Z,0.9168248868117422
GATS7c,0.8890359026333635
GATS7d,1.1231884057971013
GATS7i,0.73424751819632
GATS7m,0.910918950256283
GATS7p,0.7905066129306452
GATS7s,1.3694950188938508
GATS7v,0.8028122421774191
GATS8Z,1.0104109961894392
GATS8c,0.5795010126196651
GATS8d,1.0210803689064556
GATS8i,1.0408367713594524
GATS8m,1.0097048868183096
GATS8p,1.04679778777448
GATS8s,1.324743918053777
GATS8v,1.0372373932015928
MATS1Z,0.02661395958083825
MATS1c,-0.4914056489590922
MATS1d,0.17934782608695649
MATS1i,-0.07597876364335109
MATS1m,0.026743986387769498
MATS1p,-0.00614096957989752
MATS1s,-0.022358421361502335
MATS1v,0.01154517223624898
MATS2Z,-0.1252245508982036
MATS2c,0.012930780100985832
MATS2d,-0.21376811594202882
MATS2i,-0.04158273921026565
MATS2m,-0.12731921516382277
MATS2p,-0.11959185677488342
MATS2s,0.017407908992416024
MATS2v,-0.13924818929596372
MATS3Z,-0.032860398605773534
MATS3c,-0.0571192374958255
MATS3d,-0.16515249837767676
MATS3i,-0.17672692432752418
MATS3m,-0.03497138645702906
MATS3p,-0.14046578525190195
MATS3s,-0.0009228505360521315
MATS3v,-0.09916806562039439
MATS4Z,-0.09550185343598515
MATS4c,0.16001129156807284
MATS4d,-0.08243232880914039
MATS4i,-0.05309303393351962
MATS4m,-0.09703565057275837
MATS4p,-0.1025641425700066
MATS4s,-0.05387510246665176
MATS4v,-0.1216486406614499
MATS5Z,-0.04461355067642495
MATS5c,-0.13262904288299354
MATS5d,0.0580157452138128
MATS5i,-0.059734926643025536
MATS5m,-0.04297351952015972
MATS5p,-0.015834654756676874
MATS5s,-0.11562945574682665
MATS5v,-0.01846202741816823
MATS6Z,0.040874500998004
MATS6c,-0.05092761809493206
MATS6d,0.1044685990338164
MATS6i,0.09884126623404424
MATS6m,0.04241154635285701
MATS6p,0.07329451913300654
MATS6s,0.006726819248826302
MATS6v,0.08018562534779825
MATS7Z,0.08977654447203157
MATS7c,0.05384243145122058
MATS7d,0.020914339578178395
MATS7i,0.1940402498142458
MATS7m,0.09343124543521482
MATS7p,0.18570507736796799
MATS7s,-0.032141875644108545
MATS7v,0.17318874201182377
MATS8Z,-0.06890310288513883
MATS8c,0.08778280203770059
MATS8d,-0.09464207290294245
MATS8i,-0.10248773015608492
MATS8m,-0.06781885949402712
MATS8p,-0.04479740629701368
MATS8s,-0.09593256508749463
MATS8v,-0.058439957313756605
MAXaaN,3.9111606583251604
MINaaN,3.9111606583251604
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,22.360529998747154
SpAD_D,148.58847770990278
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,1.4767689436885867
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,258
TMWC10,103.15088512826709
TSRW10,48.71861503331934
VE1_Dt,4.049776604641238
VE2_Dt,0.23822215321419046
VE3_Dt,1.929289971311443
VR1_Dt,79.50866675099851
VR2_Dt,4.67698039711756
VR3_Dt,4.906494282516504
Xc-3dv,0.2522154998390741
Xc-4dv,0.0
Xc-5dv,0.017010345435994292
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2041241452319315
Xch-7d,0.1310943487475822
Xp-0dv,9.465827871043551
Xp-1dv,5.582329244292054
Xp-2dv,3.7331997997136313
Xp-3dv,2.4657825626292458
Xp-4dv,1.5641813169332892
Xp-5dv,0.9736144076293305
Xp-6dv,0.4234144814301307
Xp-7dv,0.2410299875560407
Xpc-4d,1.4532327591521597
Xpc-5d,1.9373303470801
Xpc-6d,2.3657416506699755
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,32
nFRing,0
nHBAcc,2
nHBDon,1
nHRing,1
nSpiro,0
naRing,2
piPC10,5.2108513407667605
AATS0dv,6.903225806451613
AATS0pe,6.100380645161291
AATS0se,7.528409935483873
AATS1dv,6.5
AATS1pe,6.372828125000003
AATS1se,7.623486000000002
AATS2dv,4.961538461538462
AATS2pe,6.256723076923077
AATS2se,7.5925269230769254
AATS3dv,3.373134328358209
AATS3pe,6.010865671641787
AATS3se,7.4629453134328365
AATS4dv,2.888888888888889
AATS4pe,6.077066666666667
AATS4se,7.586214666666665
AATS5dv,2.814814814814815
AATS5pe,6.004731481481482
AATS5se,7.523582888888889
AATS6dv,2.9583333333333335
AATS6pe,5.924291666666668
AATS6se,7.440386
AATS7dv,3.5609756097560976
AATS7pe,5.98020731707317
AATS7se,7.4857155121951235
AATS8dv,3.8181818181818183
AATS8pe,6.054
AATS8se,7.490866545454546
AATSC0Z,6.951092611862643
AATSC0c,0.014061958438851399
AATSC0d,0.43080124869927167
AATSC0i,1.5355198002335702
AATSC0m,33.24513789594173
AATSC0p,0.23162596194179177
AATSC0s,1.2313562261533126
AATSC0v,51.28493126349014
AATSC1Z,0.18499609781477577
AATSC1c,-0.006910125812279556
AATSC1d,0.07726326742976067
AATSC1i,-0.1166668959716321
AATSC1m,0.8891075153485855
AATSC1p,-0.001422407986199044
AATSC1s,-0.027531181350445126
AATSC1v,0.5920933645611837
AATSC2Z,-0.8704474505723208
AATSC2c,0.00018183209236198947
AATSC2d,-0.0920915712799167
AATSC2i,-0.06385111940531175
AATSC2m,-4.2327448649243635
AATSC2p,-0.02770057886588736
AATSC2s,0.021435337122121714
AATSC2v,-7.141333816608962
AATSC3Z,-0.22841567397145393
AATSC3c,-0.0008032083437251807
AATSC3d,-0.07114790252690759
AATSC3i,-0.2713676915392932
AATSC3m,-1.1626285651762003
AATSC3p,-0.03253552262888093
AATSC3s,-0.0011363577533767143
AATSC3v,-5.085827428875206
AATSC4Z,-0.6638422278380653
AATSC4c,0.002250072131777174
AATSC4d,-0.03551195018416663
AATSC4i,-0.0815254048593922
AATSC4m,-3.225963584113769
AATSC4p,-0.02375651818351285
AATSC4s,-0.06633944285695934
AATSC4v,-6.238742174619469
AATSC5Z,-0.31011292249585715
AATSC5c,-0.0018650240888052952
AATSC5d,0.02499325548232935
AATSC5i,-0.09172416262586552
AATSC5m,-1.4286605823216536
AATSC5p,-0.0036677171400314496
AATSC5s,-0.14238105026057393
AATSC5v,-0.9468238071254281
