DLiP-ID,C000WX
AMW,7.458051468121212
IC0,1.2628839008717192
IC1,2.8862340906047073
IC2,3.4686365436008777
IC3,4.014091089055423
IC4,4.135303210267544
IC5,4.195909270873605
MID,40.15342751261252
Mpe,0.9534165181224006
Mse,0.9860954777196584
NdO,0
NdS,0
NsF,0
NsI,0
NtN,0
SMR,79.40340000000002
SdO,0
SdS,0
Spe,31.462745098039218
SsF,0
SsI,0
Sse,32.54115076474873
StN,0
fMF,0.5757575757575758
nBr,0
nCl,0
AMID,2.113338290137501
BIC0,0.23132149811356034
BIC1,0.5286693363374567
BIC2,0.635347557383028
BIC3,0.7352580578813736
BIC4,0.7574603913254504
BIC5,0.7685615580474888
CIC0,3.7815102184867344
CIC1,2.158160028753746
CIC2,1.5757575757575757
CIC3,1.0303030303030303
CIC4,0.9090909090909092
CIC5,0.8484848484848486
GGI1,2.5
GGI2,2.222222222222223
GGI3,1.3333333333333335
GGI4,0.35444444444444445
GGI5,0.3961111111111111
GGI6,0.19437641723356
GGI7,0.13201530612244894
GGI8,0.04081632653061225
GGI9,0.022499999999999992
JGI1,0.11363636363636365
JGI2,0.07168458781362011
JGI3,0.047619047619047616
JGI4,0.01611111111111111
JGI5,0.02200617283950617
JGI6,0.010230337749134738
JGI7,0.008250956632653059
JGI8,0.004081632653061225
JGI9,0.005624999999999998
MIC0,9.883323663487236
MIC1,24.018691318941638
MIC2,28.606843900652684
MIC3,31.157207537016323
MIC4,31.27938935519814
MIC5,32.007328749137535
MPC2,31
MPC3,44
MPC4,60
MPC5,70
MPC6,73
MPC7,86
MPC8,98
MPC9,92
Mare,0.9629090909090908
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.30516837267493147
RPCG,0.14032079891788998
SIC0,0.25035393170911335
SIC1,0.5721666511996844
SIC2,0.6876220337918441
SIC3,0.7957528682485134
SIC4,0.8197819425722177
SIC5,0.8317964797340698
SaaN,0
SaaO,0
SaaS,0
Sare,31.775999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,41.675168728766735
TIC1,95.24572498995533
TIC2,114.46500593882897
TIC3,132.46500593882897
TIC4,136.46500593882897
TIC5,138.46500593882897
Vabc,210.4642215758543
WPol,28
apol,39.92510199999999
bpol,15.184897999999995
nRot,2
ABCGG,12.61962882441788
ATS0Z,724.0
ATS0d,120.0
ATS0i,5166.831307489486
ATS0m,2859.107051
ATS0p,56.05588066788601
ATS0s,85.41666666666667
ATS0v,8121.588098214995
ATS1Z,902.0
ATS1d,156.0
ATS1i,5169.684547907401
ATS1m,3443.2296539999993
ATS1p,72.37767632
ATS1s,106.44444444444446
ATS1v,10458.117502263625
ATS2Z,1323.0
ATS2d,248.0
ATS2i,8713.195013002249
ATS2m,4960.0699509999995
ATS2p,111.60820956484899
ATS2s,162.66666666666669
ATS2v,15702.152950391235
ATS3Z,1294.0
ATS3d,256.0
ATS3i,11464.706081456794
ATS3m,4679.6750919999995
ATS3p,119.716331618792
ATS3s,182.05555555555557
ATS3v,16026.02785260598
ATS4Z,1110.0
ATS4d,235.0
ATS4i,12185.894091123091
ATS4m,3852.8889179999996
ATS4p,110.17679122848998
ATS4s,178.00000000000003
ATS4v,14273.904021610155
ATS5Z,896.0
ATS5d,196.0
ATS5i,11053.475814241885
ATS5m,3126.6040819999994
ATS5p,91.495994807282
ATS5s,146.88888888888889
ATS5v,11618.289622433425
ATS6Z,882.0
ATS6d,174.0
ATS6i,9178.737443850136
ATS6m,3198.6810589999995
ATS6p,80.236712992735
ATS6s,133.69444444444446
ATS6v,10620.986398657129
ATS7Z,768.0
ATS7d,146.0
ATS7i,7814.767365502992
ATS7m,2735.082432
ATS7p,71.803567258792
ATS7s,122.66666666666667
ATS7v,9486.984560721525
ATS8Z,540.0
ATS8d,110.0
ATS8i,6980.273288682993
ATS8m,1821.5497939999998
ATS8p,56.973967258792
ATS8s,100.66666666666667
ATS8v,7150.896191460095
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,10
C2SP3,1
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.058823529411764705
GGI10,0.0
JGI10,0.0
JGT10,0.29924521005449767
Kier1,12.71900826446281
Kier2,5.4131113423517165
Kier3,2.3801652892561984
MID_C,36.03487804905407
MID_N,4.118549463558448
MID_O,0.0
MID_X,0.0
MID_h,4.118549463558448
MPC10,99
MWC01,22.0
MWC02,4.672828834461906
MWC03,5.54907608489522
MWC04,6.437751649736401
MWC05,7.327123292259293
MWC06,8.22121009392507
MWC07,9.114379980830272
MWC08,10.010321981449955
MWC09,10.905019762719549
MWC10,11.80172940788994
NaaCH,10
NaaNH,2
NaaSe,0
NaaaC,4
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,0
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.240000000000002
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.1298987149230735
SRW05,3.044522437723423
SRW06,6.655440350367647
SRW07,5.41610040220442
SRW08,8.270013062273787
SRW09,7.515889085215125
SRW10,9.929398934320629
SaaCH,21.138324305030654
SaaNH,6.676906336608718
SaaSe,0
SaaaC,5.037263689426389
SaasC,2.6950982615268333
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.119714642361401
VE1_D,4.30678171303155
VE2_A,0.21682708644007373
VE2_D,0.22667272173850264
VE3_A,2.0576377855723704
VE3_D,2.1020448090541577
VR1_A,108.07567840533402
VR1_D,101.1838420324874
VR2_A,5.688193600280738
VR2_D,5.3254653701309165
VR3_A,5.324685593878113
VR3_D,5.258792966567554
WPath,698
Xc-3d,0.9388321936425752
Xc-4d,0.0
Xc-5d,0.2721655269759087
Xc-6d,0.0
Xp-0d,12.656489770562876
Xp-1d,9.415816237971965
Xp-2d,8.327344742112308
Xp-3d,7.568735753865528
Xp-4d,6.689334301142864
Xp-5d,5.212490502577015
Xp-6d,3.4759101478468666
Xp-7d,2.6441231713819984
ZMIC0,61.0612592197719
ZMIC1,46.10364644703702
ZMIC2,36.289028538650264
ZMIC3,30.699955449685252
ZMIC4,30.204344754083202
ZMIC5,29.097292347043766
nAcid,0
nAtom,33
nBase,0
nRing,4
piPC1,3.4965075614664802
piPC2,4.197201947661808
piPC3,4.907124917726591
piPC4,5.5726292044366454
piPC5,6.047076627100872
piPC6,6.364158929433028
piPC7,6.8365109910295185
piPC8,7.289402522005083
piPC9,7.392748539325969
AATS0Z,21.939393939393938
AATS0d,3.6363636363636362
AATS0i,156.57064568149957
AATS0m,86.63960760606061
AATS0p,1.6986630505420002
AATS0s,2.5883838383838387
AATS0v,246.10873024893922
AATS1Z,25.055555555555557
AATS1d,4.333333333333333
AATS1i,143.60234855298336
AATS1m,95.64526816666665
AATS1p,2.010491008888889
AATS1s,2.9567901234567904
AATS1v,290.5032639517674
AATS2Z,22.05
AATS2d,4.133333333333334
AATS2i,145.21991688337081
AATS2m,82.66783251666666
AATS2p,1.8601368260808164
AATS2s,2.7111111111111112
AATS2v,261.70254917318726
AATS3Z,17.026315789473685
AATS3d,3.3684210526315788
AATS3i,150.85139580864202
AATS3m,61.574672263157886
AATS3p,1.5752148897209473
AATS3s,2.39546783625731
AATS3v,210.8687875342892
AATS4Z,14.23076923076923
AATS4d,3.0128205128205128
AATS4i,156.229411424655
AATS4m,49.39601176923077
AATS4p,1.41252296446782
AATS4s,2.2820512820512824
AATS4v,182.9987695078225
AATS5Z,12.8
AATS5d,2.8
AATS5i,157.90679734631263
AATS5m,44.66577259999999
AATS5p,1.3070856401040285
AATS5s,2.0984126984126985
AATS5v,165.97556603476323
AATS6Z,15.206896551724139
AATS6d,3.0
AATS6i,158.2540938594851
AATS6m,55.14967343103447
AATS6p,1.3833916033230171
AATS6s,2.3050766283524906
AATS6v,183.12045514926083
AATS7Z,15.36
AATS7d,2.92
AATS7i,156.29534731005984
AATS7m,54.70164864
AATS7p,1.43607134517584
AATS7s,2.4533333333333336
AATS7v,189.7396912144305
AATS8Z,12.272727272727273
AATS8d,2.5
AATS8i,158.6425747427953
AATS8m,41.39885895454545
AATS8p,1.2948628922452727
AATS8s,2.287878787878788
AATS8v,162.52036798772943
AMID_C,1.8965725288975828
AMID_N,0.21676576123991834
AMID_O,0.0
AMID_X,0.0
AMID_h,0.21676576123991834
ATS0dv,222.0
ATS0pe,196.7857
ATS0se,242.65054
ATS1dv,262.0
ATS1pe,228.749
ATS1se,272.78146399999997
ATS2dv,368.0
ATS2pe,373.1505
ATS2se,449.471836
ATS3dv,298.0
ATS3pe,454.843
ATS3se,559.29112
ATS4dv,245.0
ATS4pe,463.13699999999994
ATS4se,574.6976239999999
ATS5dv,214.0
ATS5pe,402.05899999999997
ATS5se,505.90439200000003
ATS6dv,229.0
ATS6pe,340.6806
ATS6se,424.774316
ATS7dv,174.0
ATS7pe,297.93
ATS7se,369.020096
ATS8dv,102.0
ATS8pe,256.416
ATS8se,321.316584
ATSC0Z,211.87878787878785
ATSC0c,0.391551085192018
ATSC0d,18.06060606060606
ATSC0i,51.21339367930402
ATSC0m,1020.6193549696967
ATSC0p,7.752433100904059
ATSC0s,8.136363636363637
ATSC0v,1734.451846375999
ATSC1Z,10.98071625344352
ATSC1c,-0.16762295399667151
ATSC1d,7.085399449035814
ATSC1i,3.9721437736650036
ATSC1m,54.403830336088035
ATSC1p,0.7297272897256322
ATSC1s,-0.5376492194674004
ATSC1v,149.99199973876793
ATSC2Z,-22.840220385674936
ATSC2c,-0.04251442642587434
ATSC2d,-2.534435261707989
ATSC2i,-8.879799811855976
ATSC2m,-110.66517664187343
ATSC2p,-1.092725816898381
ATSC2s,-1.8640955004591362
ATSC2v,-225.0346776574666
ATSC3Z,-47.78145087235996
ATSC3c,0.0596431580909089
ATSC3d,-11.897153351698806
ATSC3i,-20.303938324486438
ATSC3m,-233.1921758089991
ATSC3p,-2.6621977918440174
ATSC3s,-0.0968778696051425
ATSC3v,-538.8825875995745
ATSC4Z,-114.0771349862259
ATSC4c,-0.10001172068267082
ATSC4d,-5.62809917355372
ATSC4i,-4.028577878197401
ATSC4m,-545.4822886556473
ATSC4p,-2.460287747142871
ATSC4s,-4.569788797061525
ATSC4v,-684.5251423208921
ATSC5Z,28.378328741965106
ATSC5c,-0.00578372834311724
ATSC5d,4.477502295684114
ATSC5i,-5.307457567569029
ATSC5m,134.8425045491277
ATSC5p,0.19345714294005298
ATSC5s,0.675390266299357
ATSC5v,111.55981387199836
ATSC6Z,72.39485766758494
ATSC6c,0.13250600036568932
ATSC6d,1.6510560146923787
ATSC6i,8.743777613095862
ATSC6m,346.16571668962354
ATSC6p,1.8196621405867714
ATSC6s,3.757805325987144
ATSC6v,461.73979140986035
ATSC7Z,-23.937557392102843
ATSC7c,-0.06602351452976876
ATSC7d,-5.364554637281911
ATSC7i,-2.870101077756935
ATSC7m,-114.24011480257117
ATSC7p,-0.5609550091508797
ATSC7s,0.010560146923783237
ATSC7v,-144.6584140516561
ATSC8Z,-53.53535353535353
ATSC8c,-0.020333633529664344
ATSC8d,-3.6565656565656566
ATSC8i,-3.577776343777887
ATSC8m,-256.4412183838383
ATSC8p,-1.306805239511233
ATSC8s,-1.8636363636363638
ATSC8v,-344.9573212082407
AXp-0d,0.6661310405559409
AXp-1d,0.4279916471805439
AXp-2d,0.2686240239391067
AXp-3d,0.172016721678762
AXp-4d,0.11148890501904773
AXp-5d,0.0744641500368145
AXp-6d,0.047615207504751594
AXp-7d,0.030745618271883702
GATS1Z,0.7887109077040428
GATS1c,1.4801160244433038
GATS1d,0.5906040268456376
GATS1i,0.956563361832948
GATS1m,0.7867450137355915
GATS1p,0.7883992518588083
GATS1s,0.9619973791295952
GATS1v,0.7691706695109689
GATS2Z,0.9162471395881008
GATS2c,0.9932089570570766
GATS2d,1.240268456375839
GATS2i,1.0840770177514818
GATS2m,0.9169774059018515
GATS2p,0.9800542236629992
GATS2s,0.9577488102627768
GATS2v,0.9537085389945871
GATS3Z,1.0214380344453815
GATS3c,0.7775529525409777
GATS3d,1.3754856941010245
GATS3i,1.125528711899425
GATS3m,1.023601459217526
GATS3p,1.1016944488584668
GATS3s,0.86536639550459
GATS3v,1.0808371218401032
GATS4Z,1.202429149797571
GATS4c,1.2088785919143612
GATS4d,1.0903458957150234
GATS4i,1.0318509864719245
GATS4m,1.1995202887573737
GATS4p,1.0860463131647378
GATS4s,1.2297505928790846
GATS4v,1.1185453674396824
GATS5Z,0.9450147106897681
GATS5c,0.8340028516478021
GATS5d,0.8605944391179291
GATS5i,0.9799364203537876
GATS5m,0.9468752105502299
GATS5p,0.998927346038423
GATS5s,0.9083266826283586
GATS5v,0.9889332233716557
GATS6Z,0.8150398484968043
GATS6c,0.8578063948129184
GATS6d,0.977551492710021
GATS6i,0.8882054349202694
GATS6m,0.8155524589051498
GATS6p,0.847476614565575
GATS6s,0.7534407842633618
GATS6v,0.8354781874000929
GATS7Z,1.0541876430205952
GATS7c,1.3373530216478449
GATS7d,1.098523489932886
GATS7i,1.0412586178435876
GATS7m,1.0519994157389647
GATS7p,0.9985657786122549
GATS7s,1.0662693978895097
GATS7v,1.0062257544787279
GATS8Z,1.1945080091533182
GATS8c,1.2018361428876558
GATS8d,0.9261744966442954
GATS8i,1.0310472439141343
GATS8m,1.192614952230518
GATS8p,1.1042542587906965
GATS8s,1.2687771570453137
GATS8v,1.1330351490952448
MATS1Z,0.04750667429443171
MATS1c,-0.39242484648355974
MATS1d,0.35961968680089496
MATS1i,0.07109725661468283
MATS1m,0.04886266125098264
MATS1p,0.08628474100221382
MATS1s,-0.06057314297537751
MATS1v,0.07927153856388927
MATS2Z,-0.059289187643020616
MATS2c,-0.05971873254485763
MATS2d,-0.07718120805369127
MATS2i,-0.09536352789083823
MATS2m,-0.059636187435263326
MATS2p,-0.07752394525326808
MATS2s,-0.12600869025450026
MATS2v,-0.07135918646009827
MATS3Z,-0.0979201794532097
MATS3c,0.06614127260837262
MATS3d,-0.2860296714941717
MATS3i,-0.17214605619313444
MATS3m,-0.09920887439348626
MATS3p,-0.1491085816939872
MATS3s,-0.005170048025090668
MATS3v,-0.1349063062620772
MATS4Z,-0.22778780144340788
MATS4c,-0.10806419049331142
MATS4d,-0.13184047496128035
MATS4i,-0.03328032396674163
MATS4m,-0.22611854963718708
MATS4p,-0.13426635952829777
MATS4s,-0.23762116220216783
MATS4v,-0.1669730938838265
MATS5Z,0.0631415495259889
MATS5c,-0.0069636246544676475
MATS5d,0.11687440076701824
MATS5i,-0.04885610890511935
MATS5m,0.062284346243201845
MATS5p,0.011764206584155699
MATS5s,0.03913274807129554
MATS5v,0.03032225068248587
MATS6Z,0.19440444251558436
MATS6c,0.19254536096785085
MATS6d,0.05201342281879196
MATS6i,0.09714075937695774
MATS6m,0.19297728882810797
MATS6p,0.13354839668371624
MATS6s,0.2627785269376484
MATS6v,0.15146803861943942
MATS7Z,-0.07456521739130435
MATS7c,-0.11128948747077998
MATS7d,-0.1960402684563759
MATS7i,-0.03698772089155799
MATS7m,-0.07387521645808455
MATS7p,-0.047756659260485036
MATS7s,0.0008566108007448749
MATS7v,-0.0550459521107949
MATS8Z,-0.18950228832951946
MATS8c,-0.03894823874583184
MATS8d,-0.15184563758389263
MATS8i,-0.052395126841941426
MATS8m,-0.18844529339107943
MATS8p,-0.1264253321346467
MATS8s,-0.17178770949720673
MATS8v,-0.1491641243582239
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.192653663324002
SpAD_D,150.97606862985361
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.9524074074074074
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,694
TMWC10,115.03944108816758
TSRW10,68.76792547679842
VE1_Dt,4.323513007633031
VE2_Dt,0.22755331619121216
VE3_Dt,2.1059221541748676
VR1_Dt,99.44905636605309
VR2_Dt,5.234160861371215
VR3_Dt,5.241499402900995
Xc-3dv,0.4927992798267444
Xc-4dv,0.0
Xc-5dv,0.10059223176554562
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.19245008972987526
Xch-6d,0.5749149571305296
Xch-7d,0.7737688195192222
Xp-0dv,10.480609473082808
Xp-1dv,6.516507857945052
Xp-2dv,4.895771344103633
Xp-3dv,3.7307402984221483
Xp-4dv,2.7609244268825015
Xp-5dv,1.8191721658596054
Xp-6dv,1.0294765496088019
Xp-7dv,0.6626483164051242
Xpc-4d,2.71811201981658
Xpc-5d,4.765986323710904
Xpc-6d,6.626239827478601
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,36
nFRing,2
nHBAcc,0
nHBDon,2
nHRing,2
nSpiro,0
naRing,4
piPC10,7.839234763032685
AATS0dv,6.7272727272727275
AATS0pe,5.96320303030303
AATS0se,7.353046666666667
AATS1dv,7.277777777777778
AATS1pe,6.354138888888889
AATS1se,7.577262888888888
AATS2dv,6.133333333333334
AATS2pe,6.219175000000001
AATS2se,7.491197266666666
AATS3dv,3.9210526315789473
AATS3pe,5.984776315789474
AATS3se,7.359093684210526
AATS4dv,3.141025641025641
AATS4pe,5.937653846153846
AATS4se,7.367918256410255
AATS5dv,3.057142857142857
AATS5pe,5.7437
AATS5se,7.2272056000000005
AATS6dv,3.9482758620689653
AATS6pe,5.873803448275862
AATS6se,7.323695103448276
AATS7dv,3.48
AATS7pe,5.958600000000001
AATS7se,7.380401920000001
AATS8dv,2.3181818181818183
AATS8pe,5.827636363636364
AATS8se,7.302649636363636
AATSC0Z,6.420569329660238
AATSC0c,0.01186518439975812
AATSC0d,0.5472910927456381
AATSC0i,1.5519210205849703
AATSC0m,30.92785924150596
AATSC0p,0.23492221517891088
AATSC0s,0.24655647382920112
AATSC0v,52.55914685987875
AATSC1Z,0.30501989592898665
AATSC1c,-0.004656193166574209
AATSC1d,0.19681665136210594
AATSC1i,0.1103373270462501
AATSC1m,1.5112175093357787
AATSC1p,0.02027020249237867
AATSC1s,-0.014934700540761122
AATSC1v,4.166444437187998
AATSC2Z,-0.3806703397612489
AATSC2c,-0.0007085737737645723
AATSC2d,-0.04224058769513315
AATSC2i,-0.14799666353093294
AATSC2m,-1.8444196106978905
AATSC2p,-0.01821209694830635
AATSC2s,-0.031068258340985602
AATSC2v,-3.7505779609577767
AATSC3Z,-0.6287033009521048
AATSC3c,0.0007847783959330118
AATSC3d,-0.15654149146972113
AATSC3i,-0.2671570832169268
AATSC3m,-3.068318102749988
AATSC3p,-0.03502891831373707
AATSC3s,-0.0012747088105939802
AATSC3v,-7.090560363152297
AATSC4Z,-1.4625273716182807
AATSC4c,-0.0012822015472137285
AATSC4d,-0.07215511760966307
AATSC4i,-0.05164843433586412
AATSC4m,-6.993362675072401
AATSC4p,-0.03154215060439578
AATSC4s,-0.058587035859763145
AATSC4v,-8.77596336308836
AATSC5Z,0.4054046963137872
AATSC5c,-8.262469061596056e-05
AATSC5d,0.06396431850977306
AATSC5i,-0.07582082239384327
AATSC5m,1.9263214935589672
AATSC5p,0.0027636734705721853
AATSC5s,0.0096484323757051
AATSC5v,1.5937116267428337
AATSC6Z,1.2481872011652577
AATSC6c,0.00228458621320154
AATSC6d,0.028466483011937563
AATSC6i,0.15075478643268728
AATSC6m,5.968374425683164
AATSC6p,0.03137348518253054
AATSC6s,0.06478974699977834
AATSC6v,7.961030886376903
