DLiP-ID,C001NF
AATSC5m,-15.188023859543826
AATSC5p,0.031296117483171196
AATSC5s,-0.44853568070460914
AATSC5v,2.6839139296231
AATSC6Z,4.114172335600908
AATSC6c,0.0010854093601397445
AATSC6d,-0.1375
AATSC6i,-0.08309620861180522
AATSC6m,18.82242832290249
AATSC6p,0.058089806511390625
AATSC6s,-0.12898846455909502
AATSC6v,6.224674720681857
AATSC7Z,1.8150213573801617
AATSC7c,0.0005532531568503289
AATSC7d,-0.15843023255813954
AATSC7i,-0.2706270968717251
AATSC7m,7.7658192444233585
AATSC7p,-0.03111160666839584
AATSC7s,-0.3427529974736196
AATSC7v,-5.661163585338824
AATSC8Z,-5.274427952999382
AATSC8c,0.0013204909458552256
AATSC8d,0.07007575757575757
AATSC8i,-0.2766337877591317
AATSC8m,-24.597402052566487
AATSC8p,-0.13979879385996383
AATSC8s,-0.27021852830430504
AATSC8v,-14.937367017986682
ATS0are,187.05610000000001
ATS1are,191.2828
ATS2are,309.7949
ATS3are,382.4946
ATS4are,373.6479
ATS5are,334.5701
ATS6are,285.6093000000001
ATS7are,281.16630000000004
ATS8are,210.35010000000005
ATSC0dv,110.35097001763668
ATSC0pe,4.087010714285713
ATSC0se,3.1485209642857135
ATSC1dv,-11.33440413202319
ATSC1pe,-0.5665396683673471
ATSC1se,-0.06742817729591898
ATSC2dv,27.49218946837994
ATSC2pe,1.6043145408163246
ATSC2se,1.0266357729591833
ATSC3dv,-41.94834971025449
ATSC3pe,-1.017504336734694
ATSC3se,-0.7525881403061218
ATSC4dv,7.164210128495837
ATSC4pe,0.1869968112244889
ATSC4se,-0.016669786989793912
ATSC5dv,-30.33767951625095
ATSC5pe,-2.674758801020408
ATSC5se,-1.9505942563775507
ATSC6dv,-9.121378180901992
ATSC6pe,0.13450420918367414
ATSC6se,-0.13135440688775687
ATSC7dv,-21.456097253716298
ATSC7pe,0.3483871173469387
ATSC7se,0.37053512627551116
ATSC8dv,-3.048563869992428
ATSC8pe,0.11318022959183749
ATSC8se,0.22573054209183738
AXp-0dv,0.6209312510632642
AXp-1dv,0.3692268530262468
AXp-2dv,0.2047083518225405
AXp-3dv,0.11552203519436721
AXp-4dv,0.057884949216716525
AXp-5dv,0.030492078012203064
AXp-6dv,0.01770796520886072
AXp-7dv,0.010248835031428682
BertzCT,719.6302792280106
ECIndex,260
ETA_eta,11.82284652291684
GATS1dv,0.8024032502599888
GATS1pe,0.7116688648980957
GATS1se,0.616178085741215
GATS2dv,0.72213597927019
GATS2pe,0.5329485182738269
GATS2se,0.5991931434831779
GATS3dv,1.1473580064160889
GATS3pe,1.0427296896719567
GATS3se,1.0465034391120474
GATS4dv,0.9731484804412294
GATS4pe,1.01200037210062
GATS4se,1.017057700181317
GATS5dv,1.18836522126631
GATS5pe,1.3782027514819317
GATS5se,1.3255458357375096
GATS6dv,0.9844012210519586
GATS6pe,0.8500760685202161
GATS6se,0.8911467104163093
GATS7dv,1.0908113721521209
GATS7pe,1.0341464060974799
GATS7se,1.0723903688237084
GATS8dv,1.0635487512695077
GATS8pe,1.2259982985373443
GATS8se,1.2258683155329446
LogEE_A,3.8630739543773904
LogEE_D,74.16008424915461
MATS1dv,-0.09917051575061141
MATS1pe,-0.13383958496169254
MATS1se,-0.0206773492927211
MATS2dv,0.1516468427551635
MATS2pe,0.23893729524635085
MATS2se,0.1984769161313902
MATS3dv,-0.18351381454184934
MATS3pe,-0.12018784008341704
MATS3se,-0.11539335982919202
MATS4dv,0.03305122054342912
MATS4pe,0.023292910950935445
MATS4se,-0.002695372560401947
MATS5dv,-0.15093642501031804
MATS5pe,-0.3593078488583932
MATS5se,-0.3401325593334364
MATS6dv,-0.05143157509664886
MATS6pe,0.020477437860383772
MATS6se,-0.025958738048588486
MATS7dv,-0.1266088749648295
MATS7pe,0.055506761159641
MATS7se,0.07663239013300155
MATS8dv,-0.023440303722871664
MATS8pe,0.023496808956492806
MATS8se,0.060831402102049015
MAXaaCH,1.6766921768707483
MAXaasC,0.44237654320987696
MAXsNH2,5.112356841913721
MAXssNH,2.8015046296296298
MDEC-22,4.548854739162096
MDEC-23,9.610889200572569
MDEC-33,4.508797713853318
MDEN-12,0.5
MDEN-22,0.4999999999999999
MDEO-11,0.4999999999999999
MINaaCH,1.3503160430839003
MINaasC,-0.1194053917863438
MINsNH2,5.112356841913721
MINssNH,2.8015046296296298
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.847689075630252
SM1_Dzi,1.1984384580506324
SM1_Dzm,2.873759930632601
SM1_Dzp,-2.8271061439323946
SM1_Dzv,-1.431806706199651
SddssSe,0
SpAD_Dt,275.64486286718216
SpAbs_A,23.224589113081485
SpAbs_D,148.32016849830933
SpMAD_A,1.2223467954253415
SpMAD_D,7.806324657805754
SpMax_A,2.3985275800964057
SpMax_D,74.16008424915461
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,93.46000000000001
TpiPC10,7.951773876800661
VAdjMat,5.321928094887363
VE1_DzZ,4.319851306243196
VE1_Dzi,4.3025071415500395
VE1_Dzm,4.320022417298734
VE1_Dzp,4.324536762536555
VE1_Dzv,4.316529008239055
VE2_DzZ,0.22736059506543138
VE2_Dzi,0.22644774429210734
VE2_Dzm,0.22736960091045968
VE2_Dzp,0.22760719802823973
VE2_Dzv,0.22718573727573974
VE3_DzZ,2.105074867984925
VE3_Dzi,2.10105179513513
VE3_Dzm,2.105114477604472
VE3_Dzp,2.1061589138919166
VE3_Dzv,2.1043054951581053
VR1_DzZ,91.84664987056635
VR1_Dzi,94.42256976996482
VR1_Dzm,91.81868588894656
VR1_Dzp,92.19174103528945
VR1_Dzv,93.13747994449727
VR2_DzZ,4.834034203714019
VR2_Dzi,4.969608935261307
VR2_Dzm,4.832562415207714
VR2_Dzp,4.852196896594182
VR2_Dzv,4.901972628657751
VR3_DzZ,5.161974223249628
VR3_Dzi,5.189634017293454
VR3_Dzm,5.161669713073876
VR3_Dzp,5.165724436098959
VR3_Dzv,5.175930566720018
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.04557283536183117
Xch-7dv,0.10369320407465017
Xpc-4dv,2.050646629461188
Xpc-5dv,2.2435475130775324
Xpc-6dv,2.5167190132361315
Zagreb1,98.0
Zagreb2,113.0
fragCpx,58.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,12
nBondsD,2
nBondsM,14
nBondsO,20
nBondsS,15
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.680575
AATS1are,6.595958620689656
AATS2are,6.734671739130435
AATS3are,6.5947344827586205
AATS4are,6.793598181818182
AATS5are,6.5601980392156864
AATS6are,6.346873333333335
AATS7are,6.538751162790699
AATS8are,6.3742454545454565
AATSC0dv,3.941106072058453
AATSC0pe,0.14596466836734687
AATSC0se,0.11244717729591834
AATSC1dv,-0.3908415217939031
AATSC1pe,-0.019535850633356798
AATSC1se,-0.0023251095619282406
AATSC2dv,0.5976562927908683
AATSC2pe,0.03487640306122445
AATSC2se,0.02231816897737355
AATSC3dv,-0.7232474087974912
AATSC3pe,-0.01754317821956369
AATSC3se,-0.012975657591484857
AATSC4dv,0.13025836597265159
AATSC4pe,0.0033999420222634346
AATSC4se,-0.0003030870361780711
AATSC5dv,-0.5948564611029599
AATSC5pe,-0.05244625100040016
AATSC5se,-0.03824694620348139
AATSC6dv,-0.20269729290893315
AATSC6pe,0.00298898242630387
AATSC6se,-0.0029189868197279306
AATSC7dv,-0.498979005900379
AATSC7pe,0.008102025984812529
AATSC7se,0.00861709595989561
AATSC8dv,-0.09238072333310388
AATSC8pe,0.0034297039270253784
AATSC8se,0.006840319457328405
AETA_eta,0.6222550801535179
ATSC0are,3.913524999999998
ATSC1are,-0.8174187500000001
ATSC2are,2.1148624999999983
ATSC3are,-1.5012375
ATSC4are,1.103268749999997
ATSC5are,-2.629881249999999
ATSC6are,-0.17214374999999843
ATSC7are,-0.07558124999999988
ATSC8are,0.0660562500000012
BCUTZ-1h,17.00214128044917
BCUTZ-1l,5.699294794804644
BCUTc-1h,0.46249248921442965
BCUTc-1l,-0.3679265910663701
BCUTd-1h,4.0429914066963
BCUTd-1l,0.9684731676397188
BCUTi-1h,14.551016400397495
BCUTi-1l,10.319295388468841
BCUTm-1h,35.45153107004999
BCUTm-1l,11.711092336632387
BCUTp-1h,2.9556383429650497
BCUTp-1l,0.760970406787026
BCUTs-1h,7.014209653654069
BCUTs-1l,0.30019560258961886
BCUTv-1h,24.442066653445846
BCUTv-1l,14.702147007798247
BalabanJ,1.9891574485969892
Diameter,8
ETA_beta,28.5
GATS1are,0.8297775464354498
GATS2are,0.5102447115535504
GATS3are,1.119030400540654
GATS4are,0.933448861204529
GATS5are,1.4287059545009257
GATS6are,0.8922672015638076
GATS7are,1.0503395870878913
GATS8are,1.1036760047179044
HybRatio,0.0
Lipinski,True
LogEE_Dt,137.82243143359108
MATS1are,-0.2016677794448035
MATS2are,0.32893813344635636
MATS3are,-0.18518735534526712
MATS4are,0.14351871801230082
MATS5are,-0.36894011729809306
MATS6are,-0.027369613498486847
MATS7are,-0.012575797439499823
MATS8are,0.01432154573504151
MAXddssS,-3.87761928382464
MINddssS,-3.87761928382464
NsssssAs,0
RotRatio,0.15
SM1_Dzpe,1.398698348387897
SM1_Dzse,1.4087030292574938
SMR_VSA1,8.417796984328938
SMR_VSA2,0.0
SMR_VSA3,4.9839785209472085
SMR_VSA4,5.138973737607942
SMR_VSA5,4.895483475517775
SMR_VSA6,5.316788604006331
SMR_VSA7,46.57394554140377
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,93.1782346741833
SpAD_Dzi,107.06740443639521
SpAD_Dzm,93.06956184698461
SpAD_Dzp,133.93224355719389
SpAD_Dzv,130.6746110213419
SpAbs_Dt,275.6448628671821
SpDiam_A,4.797055160192813
SpDiam_D,108.93409132732373
SpMAD_Dt,14.50762436143064
SpMax_Dt,137.82243143359108
SsssssAs,0
VE1_Dzpe,4.307526194149657
VE1_Dzse,4.3093414919683015
VE2_Dzpe,0.22671190495524512
VE2_Dzse,0.22680744694570007
VE3_Dzpe,2.1022176566300703
VE3_Dzse,2.1026389925288274
VMcGowan,200.83999999999983
VR1_Dzpe,93.88608202528302
VR1_Dzse,93.69429937288761
VR2_Dzpe,4.941372738172791
VR2_Dzse,4.9312789143625055
VR3_Dzpe,5.183936040157765
VR3_Dzse,5.181891234429258
mZagreb1,7.618055555555555
mZagreb2,4.083333333333333
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,8
nBondsKS,21
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.13976874999999994
AATSC1are,-0.028186853448275866
AATSC2are,0.0459752717391304
AATSC3are,-0.025883405172413793
AATSC4are,0.02005943181818176
AATSC5are,-0.051566299019607825
AATSC6are,-0.003825416666666632
AATSC7are,-0.0017577034883720902
AATSC8are,0.002001704545454582
AETA_beta,1.5
BCUTdv-1h,6.017542589040486
BCUTdv-1l,0.6420910869146779
BCUTpe-1h,3.5371184527986834
BCUTpe-1l,2.2441085140112227
BCUTse-1h,3.7685424887314474
BCUTse-1l,2.44051628591538
ETA_alpha,9.628571428571428
ETA_dBeta,4.5
ETA_eta_B,0.5213481466158534
ETA_eta_F,19.647276642619666
ETA_eta_L,3.4333805716301926
ETA_eta_R,31.470123165536506
ETA_psi_1,0.5448666127728377
LabuteASA,119.9652065333067
LogEE_DzZ,46.42977871483319
LogEE_Dzi,53.596777926516054
LogEE_Dzm,46.37801831194483
LogEE_Dzp,66.40160572146246
LogEE_Dzv,65.11123076758679
PEOE_VSA1,5.316788604006331
PEOE_VSA2,0.0
PEOE_VSA3,18.540749242884086
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,29.268246848926644
PEOE_VSA7,24.26546827384644
PEOE_VSA8,6.196843571613076
PEOE_VSA9,15.732652902166215
SM1_Dzare,1.3370572125263154
SpAD_Dzpe,107.41325998836128
SpAD_Dzse,107.15980375084088
SpAbs_DzZ,90.982261518678
SpAbs_Dzi,106.09867162193589
SpAbs_Dzm,90.85285131532427
SpAbs_Dzp,135.6303175868573
SpAbs_Dzv,131.65426824137322
SpDiam_Dt,206.44407444687948
SpMAD_DzZ,4.9041176144307
SpMAD_Dzi,5.635126549283958
SpMAD_Dzm,4.898397991946559
SpMAD_Dzp,7.049065450378626
SpMAD_Dzv,6.877611106386415
SpMax_DzZ,46.42977871483319
SpMax_Dzi,53.596777926516054
SpMax_Dzm,46.37801831194483
SpMax_Dzp,66.40160572146246
SpMax_Dzv,65.11123076758679
VE1_Dzare,4.304960787645605
VE2_Dzare,0.226576883560295
VE3_Dzare,2.101621915449771
VR1_Dzare,94.13601870099748
VR2_Dzare,4.954527300052499
VR3_Dzare,5.186594629993363
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,12
nAromBond,12
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5067669172932331
AETA_dBeta,0.23684210526315788
AETA_eta_B,0.027439376137676493
AETA_eta_F,1.0340671917168245
AETA_eta_L,0.1807042406121154
AETA_eta_R,1.6563222718703425
BCUTare-1h,3.5809833589606037
BCUTare-1l,2.1922410572723057
ETA_beta_s,12.0
ETA_dPsi_A,0.1691333872271623
ETA_dPsi_B,0.0
ETA_eta_BR,0.6933481466158533
ETA_eta_FL,5.45948484412705
ETA_eta_RL,8.892865415757242
LogEE_Dzpe,53.78024569672737
LogEE_Dzse,53.6540441401182
PEOE_VSA10,4.895483475517775
PEOE_VSA11,5.817862777835028
PEOE_VSA12,10.023291153407584
PEOE_VSA13,0.0
SlogP_VSA1,10.455762341614273
SlogP_VSA2,13.401775505276145
SlogP_VSA3,10.023291153407584
SlogP_VSA4,0.0
SlogP_VSA5,0.0
SlogP_VSA6,41.4241623894389
SlogP_VSA7,10.045266627482652
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,107.46233841026114
SpAbs_Dzpe,106.22383620750281
SpAbs_Dzse,105.95013228854853
SpDiam_DzZ,71.69705253688754
SpDiam_Dzi,79.16990978377373
SpDiam_Dzm,71.64291667585177
SpDiam_Dzp,104.75790702636802
SpDiam_Dzv,100.24865561264187
SpMAD_Dzpe,5.653329473071646
SpMAD_Dzse,5.639989671096888
SpMax_Dzpe,53.78024569672737
SpMax_Dzse,53.6540441401182
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.631578947368421
AETA_eta_BR,0.03649200771662386
AETA_eta_FL,0.2873413075856342
AETA_eta_RL,0.46804554819774963
DetourIndex,1284
EState_VSA1,10.023291153407584
EState_VSA2,15.73597956709413
EState_VSA3,10.710019588424888
EState_VSA4,0.0
EState_VSA5,18.3295777085363
EState_VSA6,18.19910120538483
EState_VSA7,0.0
EState_VSA8,10.30076712495354
EState_VSA9,28.340853518072976
ETA_beta_ns,16.5
ETA_shape_p,0.25914935707220577
ETA_shape_x,0.08654797230464888
ETA_shape_y,0.2596439169139466
GhoseFilter,True
LogEE_Dzare,53.801540637368795
SlogP_VSA10,11.50524905251859
SlogP_VSA11,0.0
SpAbs_Dzare,106.34266898127146
SpDiam_Dzpe,80.20365264732456
SpDiam_Dzse,80.31133307601515
SpMAD_Dzare,5.655912547908481
SpMax_Dzare,53.801540637368795
TopoPSA(NO),85.08000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,22.869009791159264
VSA_EState9,22.099564205054456
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.868421052631579
EState_VSA10,8.417796984328938
ETA_dAlpha_A,0.006766917293233058
ETA_dAlpha_B,0.0
FilterItLogS,-4.464085352713263
SpDiam_Dzare,79.9019144593184
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.7275510204081633
ETA_epsilon_2,0.9300751879699246
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.6150375939849626
ETA_epsilon_5,0.8441558441558441
AETA_beta_ns_d,0.07894736842105263
ETA_dEpsilon_A,0.2893692022263448
ETA_dEpsilon_B,0.11251342642320072
ETA_dEpsilon_C,-0.1768557758031441
ETA_dEpsilon_D,0.0859193438140805
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.6842105263157895
MDEDescriptor,"0.0,0.0,0.0,0.0,4.548854739162096,9.610889200572569,0.0,4.508797713853318,0.0,0.0,0.4999999999999999,0.0,0.0,0.0,0.5,0.0,0.4999999999999999,0.0,0.0"
APolDescriptor,37.525137
BCUTDescriptor,"11.998527437257902,34.970156831634206,-0.24305093771755268,0.24149486125358133,6.765781942040061,11.91555457399"
BPolDescriptor,18.474863
TPSADescriptor,93.46
ALOGPDescriptor,"3.3467999999999996,11.201070239999996,71.4588"
XLogPDescriptor,3.271
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,316.97925296
ChiPathDescriptor,"14.043605595440514,8.892865415757242,8.780141397994086,6.502469624397982,5.043684895484375,3.7444841245416596,2.3745406531441207,1.5788436428027335,11.184938960172536,6.224073293656342,4.788442052904565,3.3359679225120726,1.9497568990843377,1.182459546330894,0.618051823980425,0.3429435432714813"
ChiChainDescriptor,"0.0,0.0,0.0,0.15137471507731048,0.28478751768596877,0.0,0.0,0.0,0.04557283536183117,0.09050881977157972"
AtomCountDescriptor,28
BondCountDescriptor,20
SmallRingDescriptor,"2,2,2,2,0,0,0,2,0,0,0"
ChiClusterDescriptor,"2.245362217440921,0.2886751345948129,0.6447867640450448,0.11785113019775793,0.7759391185031275,0.029444385555732224,0.20981902700303395,0.008499861963362563"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,2,9,0,0,0,0,0"
ZagrebIndexDescriptor,98.0
LargestChainDescriptor,9
MannholdLogPDescriptor,1.79
WeightedPathDescriptor,"37.78887793697335,1.9888883124722816,21.686141253975087,4.771286280190644,8.590072335359356"
FractionalPSADescriptor,0.2948457955126603
WienerNumbersDescriptor,"686.0,29.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"3.74730442222103,5.497180115498907,7.056817710864081,1.5476661787039638,1.6586494406221155,1.7394109800589999"
FractionalCSP3Descriptor,0.0
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,17
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,6.185493460166469,3.7616326530612243"
AromaticAtomsCountDescriptor,12
AromaticBondsCountDescriptor,12
FragmentComplexityDescriptor,499.08
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.0
AutocorrelationDescriptorMass,"43.1825318290589,33.46430839047761,44.0493010511568,55.51685317677746,41.06608452901222"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,3
AutocorrelationDescriptorCharge,"0.34913705595471817,-0.1453656696088537,-0.0016882388349634065,-0.15085867471765577,0.196204278849789"
EccentricConnectivityIndexDescriptor,260
AutocorrelationDescriptorPolarizability,"1516.6694438988955,1746.2880499768062,2433.968978461243,2346.776880358368,1932.922570123215"
