DLiP-ID,P000C8
DLiP-Mol-ID,24953
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H25Cl2N3O3S/c1-3-12-9-14(18)15(19)10-16(12)20-11-17(23)22-7-5-13(6-8-22)21-26(24,25)4-2/h9-10,13,20-21H,3-8,11H2,1-2H3"
Standard Inchi Key(RDKit),PGWCCYGESSQJDE-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCc1cc(Cl)c(Cl)cc1NCC(=O)N1CCC(NS(=O)(=O)CC)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),422.378
MW Monoisotopic(RDKit),421.09936802
MolLogP(RDKit),2.898
XLogP(SDF),
XLogP(CDK),3.025
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),78.51
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.708524325155424
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KRAS/SOS1
Common Target Pref Name,KRAS/SOS1
RDKit Descriptors
Ipc,451040.15191501856
qed,0.708524325155424
Chi0,19.3196264773794
Chi1,12.252350636694876
TPSA,78.51
Chi0n,15.017933979248578
Chi0v,17.34628845221321
Chi1n,8.7490295492396
Chi1v,11.157223721578209
Chi2n,6.306905257172136
Chi2v,9.16385379244562
Chi3n,4.531017364737574
Chi3v,6.705697176039563
Chi4n,2.9117519232802795
Chi4v,4.171912675489923
MolMR,106.52820000000004
MolWt,422.37800000000027
fr_SH,0
Kappa1,21.282002902688806
Kappa2,9.260094395666787
