DLiP-ID,I000JL
AATSC5Z,-1.0702984306663237
AATSC5c,0.00016598463888809595
AATSC5d,-0.0329731583912186
AATSC5i,0.1770223855760886
AATSC5m,-5.0555984672602605
AATSC5p,0.009674807107926902
AATSC5s,-0.3212716712403168
AATSC5v,-2.120758486373616
AATSC6Z,-0.7553254437869824
AATSC6c,0.0006278328908911754
AATSC6d,-0.026035502958579877
AATSC6i,-0.08251072331010356
AATSC6m,-3.5538741189088037
AATSC6p,-0.02148845124153846
AATSC6s,-0.021061390532544383
AATSC6v,-6.413892419930017
AATSC7Z,-0.30356354323059265
AATSC7c,-0.0011703554174928442
AATSC7d,-0.007506844475845625
AATSC7i,-0.18724000551424644
AATSC7m,-1.3906094915661475
AATSC7p,-0.015013049021226929
AATSC7s,0.05346955434857274
AATSC7v,-2.949797628937571
AATSC8Z,-0.1632889546351087
AATSC8c,0.00013484440582984045
AATSC8d,0.018392504930966457
AATSC8i,0.04937946488081392
AATSC8m,-0.8852498620133159
AATSC8p,0.0010643958088177902
AATSC8s,0.023633026517641927
AATSC8v,-0.3008593332116901
ATS0are,332.0646999999999
ATS1are,351.404
ATS2are,609.902
ATS3are,815.7699
ATS4are,893.169
ATS5are,893.9229
ATS6are,807.775
ATS7are,808.8770000000001
ATS8are,728.5529000000001
ATSC0dv,225.30769230769232
ATSC0pe,7.749251923076919
ATSC0se,5.097842076923076
ATSC1dv,69.42455621301772
ATSC1pe,-0.046039534023666756
ATSC1se,-0.16481511982248576
ATSC2dv,61.85502958579883
ATSC2pe,0.4532349112426056
ATSC2se,0.2520390887573953
ATSC3dv,51.30769230769231
ATSC3pe,1.7173663461538455
ATSC3se,0.852101499999999
ATSC4dv,-66.76479289940829
ATSC4pe,-1.2891599482248475
ATSC4se,-1.273606782544387
ATSC5dv,-114.27810650887575
ATSC5pe,-2.401464718934903
ATSC5se,-1.091159742603562
ATSC6dv,-49.11538461538461
ATSC6pe,0.41494134615384715
ATSC6se,0.5602339615384617
ATSC7dv,-29.71597633136094
ATSC7pe,-0.27275495562130603
ATSC7se,-0.11908481360946135
ATSC8dv,-2.1331360946745512
ATSC8pe,-0.49973713017751764
ATSC8se,-0.11781833136094247
AXp-0dv,0.5533022117347728
AXp-1dv,0.30185165530852104
AXp-2dv,0.1568443146999227
AXp-3dv,0.08510025664113118
AXp-4dv,0.04629371362072759
AXp-5dv,0.02590145974565522
AXp-6dv,0.013497027880167703
AXp-7dv,0.007293076085276787
BertzCT,1109.338637106729
ECIndex,756
ETA_eta,25.29388564545383
GATS1dv,0.41978956516341287
GATS1pe,0.5755688711752711
GATS1se,0.5922487754063639
GATS2dv,0.6991133919426424
GATS2pe,0.678317491440241
GATS2se,0.6554181552867308
GATS3dv,0.8662512803004438
GATS3pe,0.7898498391035762
GATS3se,0.7946591609870765
GATS4dv,1.1838965836548925
GATS4pe,1.185416442602189
GATS4se,1.2765402763792097
GATS5dv,1.3310782727448156
GATS5pe,1.3707901009713392
GATS5se,1.4325970331333997
GATS6dv,1.0429839535677705
GATS6pe,0.8962058620546749
GATS6se,0.9145360373975432
GATS7dv,0.9789100757734034
GATS7pe,0.8451076220879024
GATS7se,0.8174594673148401
GATS8dv,0.9931418572891771
GATS8pe,1.0348871516382105
GATS8se,0.9728456325570154
LogEE_A,4.337440139896926
LogEE_D,175.7359924717085
MATS1dv,0.2913249945684222
MATS1pe,-0.005617095320344365
MATS1se,-0.030566895138080998
MATS2dv,0.14870689655172417
MATS2pe,0.031680766869721995
MATS2se,0.0267801887576955
MATS3dv,0.09108910891089107
MATS3pe,0.08864681975505825
MATS3se,0.06685978005142953
MATS4dv,-0.1108562109001771
MATS4pe,-0.06223512525743558
MATS4se,-0.09346252912983617
MATS5dv,-0.1911222606518523
MATS5pe,-0.11677252954819113
MATS5se,-0.08065405635096468
MATS6dv,-0.0871969955616251
MATS6pe,0.021418394976587134
MATS6se,0.04395851837580691
MATS7dv,-0.05118144341454217
MATS7pe,-0.013658764447160646
MATS7se,-0.009065015456397657
MATS8dv,-0.004102651644474782
MATS8pe,-0.027944988569202838
MATS8se,-0.01001494543887943
MAXaaCH,1.8510392944574388
MAXaaNH,2.8433449023249846
MAXaaaC,0.46839057504138926
MAXaasC,0.5982136063381209
MAXdssC,-0.08372667008850243
MAXsCH3,1.945216280165775
MAXsssN,1.758879703115814
MDEC-12,2.262255341322406
MDEC-13,1.6062541205522771
MDEC-22,14.551379845576216
MDEC-23,24.534214965253135
MDEC-33,10.159387152274967
MDEN-23,0.31622776601683794
MDEN-33,0.33333333333333337
MDEO-11,0.5436901865014462
MINaaCH,1.2624089634578453
MINaaNH,2.8433449023249846
MINaaaC,0.1257248823897108
MINaasC,-0.5466557212549061
MINdssC,-0.7462602169221928
MINsCH3,1.945216280165775
MINsssN,1.4632454648526076
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.511904761904762
SM1_Dzi,1.5488545075243887
SM1_Dzm,1.543086245660115
SM1_Dzp,-6.799632915426464
SM1_Dzv,-2.701616984205071
SddssSe,0
SpAD_Dt,609.7216836453116
SpAbs_A,39.64163780516732
SpAbs_D,351.47198494341694
SpMAD_A,1.3213879268389106
SpMAD_D,11.715732831447234
SpMax_A,2.4808018242865852
SpMax_D,175.7359924717085
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,73.48
TpiPC10,8.525858662537082
VAdjMat,6.044394119358453
VE1_DzZ,5.408185435882711
VE1_Dzi,5.406166528238274
VE1_Dzm,5.408316433096815
VE1_Dzp,5.41312696564508
VE1_Dzv,5.417499738113735
VE2_DzZ,0.18027284786275702
VE2_Dzi,0.1802055509412758
VE2_Dzm,0.1802772144365605
VE2_Dzp,0.18043756552150264
VE2_Dzv,0.18058332460379117
VE3_DzZ,2.7865259160004077
VE3_Dzi,2.7861525403835254
VE3_Dzm,2.7865501377341433
VE3_Dzp,2.7874392118969666
VE3_Dzv,2.788246694755689
VR1_DzZ,191.0304114213625
VR1_Dzi,191.39519505095114
VR1_Dzm,191.00269903623405
VR1_Dzp,191.45805713870436
VR1_Dzv,190.5280730931861
VR2_DzZ,6.367680380712083
VR2_Dzi,6.379839835031705
VR2_Dzm,6.366756634541135
VR2_Dzp,6.381935237956812
VR2_Dzv,6.35093576977287
VR3_DzZ,6.35104492614162
VR3_Dzi,6.352952663144841
VR3_Dzm,6.350899847694656
VR3_Dzp,6.35328105052543
VR3_Dzv,6.348411837696226
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.03608439182435161
Xch-6dv,0.15387383037528485
Xch-7dv,0.1943838545202856
Xpc-4dv,1.9575977850490438
Xpc-5dv,2.7690365905388195
Xpc-6dv,3.5824958893231744
Zagreb1,160.0
Zagreb2,193.0
fragCpx,219.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,3
nBondsM,19
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,7
naHRing,1
AATS0are,6.385859615384613
AATS1are,6.389163636363636
AATS2are,6.3531458333333335
AATS3are,6.275153076923077
AATS4are,6.425676258992806
AATS5are,6.477702173913044
AATS6are,6.213653846153846
AATS7are,6.0363955223880605
AATS8are,6.071274166666668
AATSC0dv,4.3328402366863905
AATSC0pe,0.1490240754437869
AATSC0se,0.098035424556213
AATSC1dv,1.262264658418504
AATSC1pe,-0.000837082436793941
AATSC1se,-0.0029966385422270135
AATSC2dv,0.6443232248520712
AATSC2pe,0.004721196992110475
AATSC2se,0.002625407174556201
AATSC3dv,0.3946745562130177
AATSC3pe,0.01321051035502958
AATSC3se,0.006554626923076915
AATSC4dv,-0.4803222510748798
AATSC4pe,-0.009274532001617607
AATSC4se,-0.009162638723340914
AATSC5dv,-0.8281022210788098
AATSC5pe,-0.01740191825315147
AATSC5se,-0.00790695465654755
AATSC6dv,-0.37781065088757393
AATSC6pe,0.0031918565088757474
AATSC6se,0.004309492011834321
AATSC7dv,-0.221761017398216
AATSC7pe,-0.0020354847434425824
AATSC7se,-0.0008886926388765772
AATSC8dv,-0.017776134122287925
AATSC8pe,-0.004164476084812647
AATSC8se,-0.0009818194280078539
AETA_eta,0.8431295215151277
ATSC0are,8.513082692307686
ATSC1are,-0.15183361686390573
ATSC2are,0.42617810650887505
ATSC3are,1.6026798076923068
ATSC4are,-1.5935095044378709
ATSC5are,-2.2225752218934915
ATSC6are,0.8416067307692305
ATSC7are,-0.3071303994082826
ATSC8are,-0.515158136094673
BCUTZ-1h,9.004070652371592
BCUTZ-1l,5.675330143145224
BCUTc-1h,0.46765126438369103
BCUTc-1l,-0.40812574220556846
BCUTd-1h,3.2861705238543117
BCUTd-1l,0.9762359024453588
BCUTi-1h,17.424772932094164
BCUTi-1l,10.936546188633324
BCUTm-1h,19.00014260696627
BCUTm-1l,11.687194606827662
BCUTp-1h,2.013274822494833
BCUTp-1l,0.5458500297599452
BCUTs-1h,8.001921689983211
BCUTs-1l,1.2382105118942384
BCUTv-1h,20.91336268872439
BCUTv-1l,13.304119124357431
BalabanJ,1.3621031460140463
Diameter,15
ETA_beta,38.5
GATS1are,0.5885178248788738
GATS2are,0.681887978751257
GATS3are,0.8014533739134088
GATS4are,1.2068855992387528
GATS5are,1.3715303267882923
GATS6are,0.8710570133796334
GATS7are,0.8252857396318973
GATS8are,1.0271166234413416
HybRatio,0.2608695652173913
Lipinski,True
LogEE_Dt,304.8608418226558
MATS1are,-0.016862491344820978
MATS2are,0.02711667238561702
MATS3are,0.07530432232922948
MATS4are,-0.07002552113802223
MATS5are,-0.09837706772827365
MATS6are,0.03954415861740405
MATS7are,-0.014000208317177031
MATS8are,-0.026222603535779595
MAXssCH2,0.651049200735799
MAXsssCH,-0.19174894494834982
MINssCH2,0.2544488536155207
MINsssCH,-0.19174894494834982
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,1.6190119046886822
SM1_Dzse,1.4797733799930697
SMR_VSA1,18.774026599890284
SMR_VSA2,0.0
SMR_VSA3,14.783797982648164
SMR_VSA4,0.0
SMR_VSA5,19.386399651764595
SMR_VSA6,19.634269217737724
SMR_VSA7,71.67190394374585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,290.80337345981366
SpAD_Dzi,281.87505917359925
SpAD_Dzm,290.6953967709705
SpAD_Dzp,386.71365659664025
SpAD_Dzv,351.71872074960345
SpAbs_Dt,609.7216836453116
SpDiam_A,4.902164575187336
SpDiam_D,266.1548858743163
SpMAD_Dt,20.324056121510388
SpMax_Dt,304.8608418226558
SsssssAs,0
VE1_Dzpe,5.407682652835773
VE1_Dzse,5.40820031983361
VE2_Dzpe,0.18025608842785912
VE2_Dzse,0.18027334399445366
VE3_Dzpe,2.786432944628498
VE3_Dzse,2.7865286681121084
VMcGowan,297.80000000000075
VR1_Dzpe,191.07826830612672
VR1_Dzse,191.03646980615645
VR2_Dzpe,6.369275610204224
VR2_Dzse,6.367882326871881
VR3_Dzpe,6.351295414484615
VR3_Dzse,6.351076639881241
mZagreb1,9.722222222222221
mZagreb2,6.666666666666665
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,10
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.1637131286982247
AATSC1are,-0.002760611215707377
AATSC2are,0.0044393552761341154
AATSC3are,0.012328306213017745
AATSC4are,-0.011464097154229287
AATSC5are,-0.016105617549952836
AATSC6are,0.0064738979289940815
AATSC7are,-0.0022920179060319595
AATSC8are,-0.004292984467455608
AETA_beta,1.2833333333333334
BCUTdv-1h,7.0040648573440745
BCUTdv-1l,0.9879853551958763
BCUTpe-1h,3.9886794523693085
BCUTpe-1l,2.2238220614176973
BCUTse-1h,4.009964721862678
BCUTse-1l,2.419608465779465
ETA_alpha,13.985714285714288
ETA_dBeta,-0.5
ETA_eta_B,0.40697450932555235
ETA_eta_F,32.274585432748395
ETA_eta_L,6.788085701665211
ETA_eta_R,57.56847107820222
ETA_psi_1,0.5460122699386507
LabuteASA,172.827739197815
LogEE_DzZ,145.40608849426513
LogEE_Dzi,140.88765949205515
LogEE_Dzm,145.35442281430622
LogEE_Dzp,191.9931565552598
LogEE_Dzv,175.3190369779607
PEOE_VSA1,14.783797982648164
PEOE_VSA2,14.383611552215466
PEOE_VSA3,4.39041504767482
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,31.18920547353706
PEOE_VSA7,30.686289896772447
PEOE_VSA8,48.339330042276806
PEOE_VSA9,5.563451491696996
SM1_Dzare,1.8043900169108715
SpAD_Dzpe,288.58122791732546
SpAD_Dzse,291.1910451251078
SpAbs_DzZ,289.4930559994963
SpAbs_Dzi,280.53271860041144
SpAbs_Dzm,289.3580553580652
SpAbs_Dzp,390.78594602594603
SpAbs_Dzv,353.3396909401264
SpDiam_Dt,425.49529764197234
SpMAD_DzZ,9.69344578199379
SpMAD_Dzi,9.395835305786642
SpMAD_Dzm,9.68984655903235
SpMAD_Dzp,12.890455219888008
SpMAD_Dzv,11.723957358320115
SpMax_DzZ,145.40608849426513
SpMax_Dzi,140.88765949205515
SpMax_Dzm,145.35442281430622
SpMax_Dzp,191.9931565552598
SpMax_Dzv,175.3190369779607
VE1_Dzare,5.406885929263639
VE2_Dzare,0.18022953097545463
VE3_Dzare,2.7862856019827835
VR1_Dzare,191.13889130202622
VR2_Dzare,6.3712963767342075
VR3_Dzare,6.351612632039526
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46619047619047627
AETA_dBeta,-0.016666666666666666
AETA_eta_B,0.013565816977518411
AETA_eta_F,1.0758195144249465
AETA_eta_L,0.22626952338884038
AETA_eta_R,1.918949035940074
BCUTare-1h,4.107725208114161
BCUTare-1l,2.174146038934805
ETA_beta_s,19.5
ETA_dPsi_A,0.16798773006134926
ETA_dPsi_B,0.0
ETA_eta_BR,0.7509745093255523
ETA_eta_FL,7.7191533513823325
ETA_eta_RL,14.507239053047543
LogEE_Dzpe,144.28961328957865
LogEE_Dzse,145.59955419437276
PEOE_VSA10,5.817220841045895
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.0575124346018
SlogP_VSA3,4.794537184071822
SlogP_VSA4,5.817220841045895
SlogP_VSA5,34.060536174154265
SlogP_VSA6,54.727780119305955
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,285.54761154124753
SpAbs_Dzpe,287.1780842665952
SpAbs_Dzse,289.90857486244727
SpDiam_DzZ,225.42884528886063
SpDiam_Dzi,217.6493303478557
SpDiam_Dzm,225.38818624731658
SpDiam_Dzp,299.34285551475125
SpDiam_Dzv,274.24413037600067
SpMAD_Dzpe,9.61937426391085
SpMAD_Dzse,9.706368170836926
SpMax_Dzpe,144.28961328957865
SpMax_Dzse,145.59955419437276
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.65
AETA_eta_BR,0.025032483644185078
AETA_eta_FL,0.2573051117127444
AETA_eta_RL,0.48357463510158477
DetourIndex,4407
EState_VSA1,17.507645516762338
EState_VSA2,35.98820907648641
EState_VSA3,24.04573023815184
EState_VSA4,0.0
EState_VSA5,17.163120370925164
EState_VSA6,29.16537800469692
EState_VSA7,25.122838405075452
EState_VSA8,4.9839785209472085
EState_VSA9,0.0
ETA_beta_ns,19.0
ETA_shape_p,0.12768130745658832
ETA_shape_x,0.0
ETA_shape_y,0.3789581205311542
GhoseFilter,True
LogEE_Dzare,142.76833850548783
SlogP_VSA10,4.39041504767482
SlogP_VSA11,0.0
SpAbs_Dzare,283.9838068599247
SpDiam_Dzpe,223.57962382269218
SpDiam_Dzse,225.72771541364455
SpMAD_Dzare,9.518253718041585
SpMax_Dzare,142.76833850548783
TopoPSA(NO),73.48
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,14.222692364797691
VSA_EState9,61.94397430186898
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6333333333333333
EState_VSA10,18.774026599890284
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03380952380952375
FilterItLogS,-4.822330325312442
SpDiam_Dzare,221.08031048772733
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6195054945054945
ETA_epsilon_2,0.8538095238095234
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5517316017316012
ETA_epsilon_5,0.835944700460829
AETA_beta_ns_d,0.016666666666666666
ETA_dEpsilon_A,0.17664835164835208
ETA_dEpsilon_B,0.06777389277389334
ETA_dEpsilon_C,-0.10887445887445873
ETA_dEpsilon_D,0.017864823348694325
PetitjeanIndex,0.4666666666666667
TopoShapeIndex,0.875
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,2.262255341322406,1.6062541205522771,0.0,14.551379845576216,24.534214965253135,0.0,10.159387152274967,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.31622776601683794,0.33333333333333337"
APolDescriptor,61.41244599999997
BCUTDescriptor,"11.850000000000003,18.998408135192662,-0.283119354563322,0.27458896782880116,4.76248873604743,10.4687308237223"
BPolDescriptor,32.747553999999994
TPSADescriptor,73.48
ALOGPDescriptor,"2.347999999999998,5.513103999999991,109.58689999999999"
XLogPDescriptor,3.811000000000001
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,407.16451996
ChiPathDescriptor,"21.250347897697548,14.507239053047549,12.867577455148139,11.7241292357636,9.663917842303372,7.529120330058984,4.956626013399028,3.483924017763305,16.599066352043184,9.961104625181196,7.371682790896365,5.616616938314657,3.9812593713825746,2.6937518135481433,1.4711760389382802,0.882462206318492"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.4172973289590084,0.6822679155568481,0.0,0.0,0.036084391824351615,0.15387383037528488,0.1943838545202856"
AtomCountDescriptor,52
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.8629958343388284,0.0,0.7082213196986864,0.0,0.8192334390813463,0.0,0.1760850861319686,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,11,3,4,2,0,0"
ZagrebIndexDescriptor,160.0
LargestChainDescriptor,16
MannholdLogPDescriptor,3.2199999999999998
WeightedPathDescriptor,"61.32407309923069,2.044135769974356,20.29621289443505,7.712237470924573,10.021425073760241"
FractionalPSADescriptor,0.18046759085791342
WienerNumbersDescriptor,"2551.0,52.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.4262217022270445,8.955641904048765,12.734333568970632,1.9575977850490431,2.769036590538823,3.2385427143404635"
FractionalCSP3Descriptor,0.2608695652173913
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,0,9,1,0,0,3,3,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,14
PetitjeanNumberDescriptor,0.4666666666666667
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.29244001810774,4.859504132231405"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2155.07
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.2608695652173913
AutocorrelationDescriptorMass,"34.90539214949493,35.90751650836641,52.26068065751823,59.75154952809612,58.95629925222385"
PetitjeanShapeIndexDescriptor,"0.875,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6568456796255197,-0.3153791226810801,-0.0485409525169825,0.19526250382083224,-0.2784861136355545"
EccentricConnectivityIndexDescriptor,756
AutocorrelationDescriptorPolarizability,"2041.2343277034963,2429.8693230208182,3447.0259464373903,3578.849987650348,3273.9418801798674"
