DLiP-ID,T0043Q
DLiP-Mol-ID,21241
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H22Cl2N2O5S/c19-11-8-12(20)10-13(9-11)28(26,27)22-7-3-6-16(22)17(23)21-15-5-2-1-4-14(15)18(24)25/h8-10,14-16H,1-7H2,(H,21,23)(H,24,25)/t14-,15+,16-/m0/s1"
Standard Inchi Key(RDKit),NBNFKQYGXDDSSQ-XHSDSOJGSA-N
Canonical SMILES(RDKit),O=C(O)[C@H]1CCCC[C@H]1NC(=O)[C@@H]1CCCN1S(=O)(=O)c1cc(Cl)cc(Cl)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),449.356
MW Monoisotopic(RDKit),448.062648164
MolLogP(RDKit),2.9061
XLogP(SDF),
XLogP(CDK),3.444
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),103.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.71970197770079
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,1795188.4558262888
qed,0.71970197770079
Chi0,20.474327015758657
Chi1,13.196414434037449
TPSA,103.78
Chi0n,15.105446672781277
Chi0v,17.433801145745914
Chi1n,9.21043229746563
Chi1v,11.406424572284724
Chi2n,7.223202267875899
Chi2v,9.986628429692262
Chi3n,5.359807096912616
Chi3v,7.682178271646937
Chi4n,3.980851515820545
Chi4v,6.364490219407789
MolMR,104.90030000000004
MolWt,449.3560000000001
fr_SH,0
Kappa1,21.36105506976234
Kappa2,8.568072756109393
