DLiP-ID,I0010Z
AATSC6Z,-1.064516129032258
AATSC6c,-9.129749139201436e-05
AATSC6d,-0.06921014251426864
AATSC6i,-0.31359700920255623
AATSC6m,-5.114045335436784
AATSC6p,-0.04074736525403513
AATSC6s,-0.18497762568089512
AATSC6v,-9.172105765528384
AATSC7Z,-0.3253968253968254
AATSC7c,-0.00129678721808074
AATSC7d,-0.04117151785361112
AATSC7i,-0.1421268496450612
AATSC7m,-1.6017500075522562
AATSC7p,-0.019540467341944208
AATSC7s,0.16140234557227554
AATSC7v,-3.7427183859395243
AATSC8Z,0.008928571428571428
AATSC8c,0.000559414342815588
AATSC8d,0.005848548034379306
AATSC8i,0.09107885568974383
AATSC8m,0.02503450087092407
AATSC8p,0.0028186459126815304
AATSC8s,0.19758874535930432
AATSC8v,0.3182872080741724
ATS0are,326.34469999999993
ATS1are,353.07500000000005
ATS2are,603.6600000000001
ATS3are,776.6449
ATS4are,833.7429999999999
ATS5are,804.8508999999999
ATS6are,755.643
ATS7are,755.276
ATS8are,668.8408999999999
ATSC0dv,208.0
ATSC0pe,5.625645283018864
ATSC0se,3.6157516981132067
ATSC1dv,67.0
ATSC1pe,0.23322196511214077
ATSC1se,-0.026381643289429053
ATSC2dv,42.0
ATSC2pe,0.2546311854752603
ATSC2se,0.23434816945531745
ATSC3dv,25.0
ATSC3pe,1.8244715913136351
ATSC3se,1.1531809441082204
ATSC4dv,-96.0
ATSC4pe,-1.7932117479530045
ATSC4se,-1.3027870914916444
ATSC5dv,-115.0
ATSC5pe,-1.8702858668565268
ATSC5se,-0.8782219935920383
ATSC6dv,-74.0
ATSC6pe,-1.19540783196867
ATSC6se,-0.6442270672837328
ATSC7dv,-20.0
ATSC7pe,-0.04271520113919615
ATSC7se,0.12254509505162124
ATSC8dv,6.0
ATSC8pe,0.3122986472054102
ATSC8se,0.3512629775720913
AXp-0dv,0.5607672004304389
AXp-1dv,0.3030877054950837
AXp-2dv,0.15715541857281787
AXp-3dv,0.08381177350763157
AXp-4dv,0.04583542899301115
AXp-5dv,0.02522396964140644
AXp-6dv,0.012897699047763516
AXp-7dv,0.007116413300641247
BertzCT,1123.0634829703736
ECIndex,804
ETA_eta,23.818190358553068
GATS1dv,0.47098214285714285
GATS1pe,0.6069849716910584
GATS1se,0.6195861216348462
GATS2dv,0.82421875
GATS2pe,0.817842105548535
GATS2se,0.7591317506948805
GATS3dv,0.9424603174603174
GATS3pe,0.7990061887466363
GATS3se,0.7861552089512515
GATS4dv,1.3035714285714286
GATS4pe,1.3748248072226323
GATS4se,1.5051779460203731
GATS5dv,1.375984251968504
GATS5pe,1.5081927589579427
GATS5se,1.6358261634594327
GATS6dv,1.127016129032258
GATS6pe,1.1219753763934213
GATS6se,1.1518626739574414
GATS7dv,1.0257936507936507
GATS7pe,0.9978563225858633
GATS7se,0.9536441998270964
GATS8dv,0.9910714285714286
GATS8pe,0.9997215054431132
GATS8se,0.9531466963045819
LogEE_A,4.3345483220091685
LogEE_D,184.67424053341077
MATS1dv,0.3048592032967033
MATS1pe,0.03923602007633146
MATS1se,-0.006905435730938501
MATS2dv,0.11147836538461539
MATS2pe,0.0249887126854828
MATS2se,0.0357822465024272
MATS3dv,0.05055708180708181
MATS3pe,0.13641749957634236
MATS3se,0.13415417191279624
MATS4dv,-0.18392134181607864
MATS4pe,-0.12702331985251963
MATS4se,-0.14358169520725014
MATS5dv,-0.23073137492428827
MATS5pe,-0.13874195052970983
MATS5se,-0.10136262730796768
MATS6dv,-0.15206265508684863
MATS6pe,-0.09082343777548058
MATS6se,-0.07615432155137604
MATS7dv,-0.04044566544566545
MATS7pe,-0.0031938567643654604
MATS7se,0.014256163208921658
MATS8dv,0.013650412087912086
MATS8pe,0.026269729752235845
MATS8se,0.045971812477164746
MAXaaCH,1.9211846836224542
MAXaaaC,0.8796547211319248
MAXaasC,0.629760542539153
MAXaasN,1.8534841886708768
MAXdsCH,1.8804432456195277
MAXdssC,-0.05236227981676911
MAXsCH3,1.9004368368000568
MAXsssN,1.7237150940623163
MDEC-12,2.208454596053922
MDEC-13,1.0332073440396503
MDEC-22,21.39113795735768
MDEC-23,24.188743185963858
MDEC-33,6.204660932678426
MDEN-33,0.6082201995573401
MDEO-11,0.5436901865014462
MINaaCH,1.7084122784916436
MINaaaC,0.7563345815162751
MINaasC,0.3995292008242948
MINaasN,1.8534841886708768
MINdsCH,1.8586846836224542
MINdssC,-0.5229710989334
MINsCH3,1.9004368368000568
MINsssN,1.5405555555555555
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.1785714285714288
SM1_Dzi,1.1951513140078471
SM1_Dzm,1.1752972727426438
SM1_Dzp,-4.80142824756291
SM1_Dzv,-2.1549573189043634
SddssSe,0
SpAD_Dt,630.2656936787323
SpAbs_A,39.99938087013946
SpAbs_D,369.3484810668216
SpMAD_A,1.3333126956713153
SpMAD_D,12.31161603556072
SpMax_A,2.4916736494648846
SpMax_D,184.67424053341077
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,62.620000000000005
TpiPC10,8.67342073093374
VAdjMat,6.044394119358453
VE1_DzZ,5.400689809053703
VE1_Dzi,5.3999939101936905
VE1_Dzm,5.4006983310678285
VE1_Dzp,5.4088120287049035
VE1_Dzv,5.406803942188548
VE2_DzZ,0.18002299363512345
VE2_Dzi,0.17999979700645635
VE2_Dzm,0.18002327770226095
VE2_Dzp,0.18029373429016346
VE2_Dzv,0.18022679807295158
VE3_DzZ,2.785138976497323
VE3_Dzi,2.7850101144957935
VE3_Dzm,2.7851405544452708
VE3_Dzp,2.786641769373757
VE3_Dzv,2.786270438412149
VR1_DzZ,191.35734048594563
VR1_Dzi,191.53932953699123
VR1_Dzm,191.35714516196546
VR1_Dzp,191.32735869197901
VR1_Dzv,191.13848593926542
VR2_DzZ,6.378578016198188
VR2_Dzi,6.384644317899708
VR2_Dzm,6.378571505398849
VR2_Dzp,6.3775786230659675
VR2_Dzv,6.371282864642181
VR3_DzZ,6.352754861371558
VR3_Dzi,6.35370545237429
VR3_Dzm,6.352753840642072
VR3_Dzp,6.352598169483472
VR3_Dzv,6.351610511261343
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.032274861218395144
Xch-6dv,0.18189192277944932
Xch-7dv,0.1995063621601979
Xpc-4dv,1.7196052486990714
Xpc-5dv,2.3737160161939963
Xpc-6dv,3.0030454865416276
Zagreb1,158.0
Zagreb2,189.0
fragCpx,219.06
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,16
nBondsD,4
nBondsM,20
nBondsO,33
nBondsS,36
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,6
naHRing,1
AATS0are,6.157447169811319
AATS1are,6.3049107142857155
AATS2are,6.288125000000001
AATS3are,6.163848412698413
AATS4are,6.2687443609022555
AATS5are,6.337408661417322
AATS6are,6.093895161290323
AATS7are,5.994253968253968
AATS8are,5.971793749999999
AATSC0dv,3.9245283018867925
AATSC0pe,0.10614425062299743
AATSC0se,0.06822173015307938
AATSC1dv,1.1964285714285714
AATSC1pe,0.004164677948431085
AATSC1se,-0.0004711007730255188
AATSC2dv,0.4375
AATSC2pe,0.0026524081820339615
AATSC2se,0.002441126765159557
AATSC3dv,0.1984126984126984
AATSC3pe,0.014479933264393929
AATSC3se,0.009152229715144606
AATSC4dv,-0.7218045112781954
AATSC4pe,-0.01348279509739101
AATSC4se,-0.009795391665350709
AATSC5dv,-0.905511811023622
AATSC5pe,-0.01472666036894903
AATSC5se,-0.006915133807811325
AATSC6dv,-0.5967741935483871
AATSC6pe,-0.009640385741682822
AATSC6se,-0.005195379574868813
AATSC7dv,-0.15873015873015872
AATSC7pe,-0.0003390095328507631
AATSC7se,0.0009725801194573115
AATSC8dv,0.05357142857142857
AATSC8pe,0.002788380778619734
AATSC8se,0.003136276585465101
AETA_eta,0.7939396786184356
ATSC0are,5.954207547169809
ATSC1are,0.14643919544322104
ATSC2are,0.28341274474902606
ATSC3are,1.8992971520113937
ATSC4are,-2.000579316482727
ATSC5are,-1.6640860092559537
ATSC6are,-1.123162940548236
ATSC7are,-0.02145001779992975
ATSC8are,0.3802897116411518
BCUTZ-1h,8.025283378922232
BCUTZ-1l,5.675806703471108
BCUTc-1h,0.46506001432893795
BCUTc-1l,-0.4451978962064808
BCUTd-1h,3.279020084421523
BCUTd-1l,0.9762359044118396
BCUTi-1h,14.551383535663154
BCUTi-1l,10.936809016277003
BCUTm-1h,16.012488789974878
BCUTm-1l,11.687419448627624
BCUTp-1h,2.0134787690826026
BCUTp-1l,0.746577898077332
BCUTs-1h,7.010547875407912
BCUTs-1l,1.366908237092192
BCUTv-1h,20.913410371170908
BCUTv-1l,14.701658539754254
BalabanJ,1.303490164529081
Diameter,16
ETA_beta,39.0
GATS1are,0.6233485143351482
GATS2are,0.8259264496645781
GATS3are,0.8060369197899975
GATS4are,1.417437539147371
GATS5are,1.535441439595031
GATS6are,1.120467351606085
GATS7are,0.9922472444808005
GATS8are,0.9915320306236591
HybRatio,0.20833333333333334
Lipinski,True
LogEE_Dt,315.13284683936615
MATS1are,0.023276689206165567
MATS2are,0.02627846805651989
MATS3are,0.13417582448535684
MATS4are,-0.13389243326300135
MATS5are,-0.11663367206724086
MATS6are,-0.08062560393214054
MATS7are,-0.0015153362497717729
MATS8are,0.03022375737377484
MAXssCH2,0.4098013003410734
MINssCH2,0.34389959687578786
NsssssAs,0
RotRatio,0.12121212121212122
SM1_Dzpe,1.259715422276622
SM1_Dzse,1.1662733799930698
SMR_VSA1,14.383611552215466
SMR_VSA2,0.0
SMR_VSA3,14.366919109492311
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,26.1790256236503
SMR_VSA7,77.99707027799545
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,300.6009843966768
SpAD_Dzi,290.20405366887456
SpAD_Dzm,300.65185918988254
SpAD_Dzp,397.3153660803593
SpAD_Dzv,366.11883314879043
SpAbs_Dt,630.2656936787321
SpDiam_A,4.870098056305501
SpDiam_D,281.90623792668794
SpMAD_Dt,21.008856455957744
SpMax_Dt,315.13284683936615
SsssssAs,0
VE1_Dzpe,5.400406817549815
VE1_Dzse,5.400730557127728
VE2_Dzpe,0.18001356058499382
VE2_Dzse,0.1800243519042576
VE3_Dzpe,2.7850865759839794
VE3_Dzse,2.7851465214446804
VMcGowan,305.8300000000009
VR1_Dzpe,191.38255486381965
VR1_Dzse,191.35397656103908
VR2_Dzpe,6.379418495460655
VR2_Dzse,6.378465885367969
VR3_Dzpe,6.35288661862089
VR3_Dzse,6.352737281933706
mZagreb1,9.11111111111111
mZagreb2,6.722222222222222
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,45
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.11234353862584545
AATSC1are,0.0026149856329146614
AATSC2are,0.002952216091135688
AATSC3are,0.015073786920725347
AATSC4are,-0.015041949747990427
AATSC5are,-0.013103039442960266
AATSC6are,-0.009057765649582548
AATSC7are,-0.00017023823650737897
AATSC8are,0.003395443853938855
AETA_beta,1.3
BCUTdv-1h,6.025263201880723
BCUTdv-1l,0.9939081145777813
BCUTpe-1h,3.496055879587449
BCUTpe-1l,2.224657746155843
BCUTse-1h,3.708828044825356
BCUTse-1l,2.4205322668533222
ETA_alpha,14.2
ETA_dBeta,0.0
ETA_eta_B,0.31765811184851067
ETA_eta_F,32.129497036238256
ETA_eta_L,6.528250232953797
ETA_eta_R,55.94768739479132
ETA_psi_1,0.579591836734694
LabuteASA,174.54751436369645
LogEE_DzZ,150.28299063571802
LogEE_Dzi,145.02932273960855
LogEE_Dzm,150.30845213902577
LogEE_Dzp,197.6973973906671
LogEE_Dzv,182.62842511061433
PEOE_VSA1,14.366919109492311
PEOE_VSA2,14.383611552215466
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,42.47422251760354
PEOE_VSA7,25.122838405075452
PEOE_VSA8,49.525499791245615
PEOE_VSA9,11.080152209313258
SM1_Dzare,1.4141461144718472
SpAD_Dzpe,298.1466587701172
SpAD_Dzse,300.9499250307349
SpAbs_DzZ,299.57955582524824
SpAbs_Dzi,289.1682558634011
SpAbs_Dzm,299.63326822017217
SpAbs_Dzp,400.19622302889707
SpAbs_Dzv,367.41180754013305
SpDiam_Dt,449.3744312805378
SpMAD_DzZ,10.02003281322256
SpMAD_Dzi,9.673468455629152
SpMAD_Dzm,10.02172863966275
SpMAD_Dzp,13.243845536011976
SpMAD_Dzv,12.203961104959681
SpMax_DzZ,150.28299063571802
SpMax_Dzi,145.02932273960855
SpMax_Dzm,150.30845213902577
SpMax_Dzp,197.6973973906671
SpMax_Dzv,182.62842511061433
VE1_Dzare,5.399924891789365
VE2_Dzare,0.17999749639297885
VE3_Dzare,2.7849973332137132
VR1_Dzare,191.40970737919136
VR2_Dzare,6.380323579306379
VR3_Dzare,6.353028484160482
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47333333333333333
AETA_dBeta,0.0
AETA_eta_B,0.010588603728283689
AETA_eta_F,1.070983234541275
AETA_eta_L,0.2176083410984599
AETA_eta_R,1.8649229131597107
BCUTare-1h,3.5499239318054383
BCUTare-1l,2.174927546313476
ETA_beta_s,19.5
ETA_dPsi_A,0.1344081632653059
ETA_dPsi_B,0.0
ETA_eta_BR,0.6616581118485106
ETA_eta_FL,8.068305217570789
ETA_eta_RL,14.596555450524585
LogEE_Dzpe,149.04877586281782
LogEE_Dzse,150.45840219346692
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,17.59760440506795
SlogP_VSA1,0.0
SlogP_VSA2,58.14354913821055
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,27.639714551228256
SlogP_VSA6,66.87016729460144
SlogP_VSA7,0.0
SlogP_VSA8,17.102879821901503
SlogP_VSA9,0.0
SpAD_Dzare,294.7862084664574
SpAbs_Dzpe,297.0549054041442
SpAbs_Dzse,299.9391547680742
SpDiam_DzZ,235.93252509086068
SpDiam_Dzi,227.0939185181258
SpDiam_Dzm,235.97369074332954
SpDiam_Dzp,312.99435162277825
SpDiam_Dzv,288.87075862939224
SpMAD_Dzpe,9.938221959003906
SpMAD_Dzse,10.031664167691163
SpMax_Dzpe,149.04877586281782
SpMax_Dzse,150.45840219346692
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,30
AETA_beta_s,0.65
AETA_eta_BR,0.022055270394950355
AETA_eta_FL,0.2689435072523596
AETA_eta_RL,0.4865518483508195
DetourIndex,4578
EState_VSA1,11.690424675716445
EState_VSA2,5.907179729351506
EState_VSA3,37.305928607044294
EState_VSA4,10.902924932081056
EState_VSA5,0.0
EState_VSA6,28.12939717023725
EState_VSA7,66.23138132336759
EState_VSA8,0.0
EState_VSA9,0.0
ETA_beta_ns,19.5
ETA_shape_p,0.10563380281690139
ETA_shape_x,0.0
ETA_shape_y,0.3309859154929577
GhoseFilter,True
LogEE_Dzare,147.36214152176035
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,293.56061516724856
SpDiam_Dzpe,233.89593300548376
SpDiam_Dzse,236.22163434474385
SpMAD_Dzare,9.826206948881914
SpMax_Dzare,147.36214152176035
TopoPSA(NO),62.620000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.8534841886708768
VSA_EState9,68.81318247799578
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.65
EState_VSA10,14.383611552215466
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02666666666666669
FilterItLogS,-3.4871667628976026
SpDiam_Dzare,231.13748738243578
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5924528301886793
ETA_epsilon_2,0.8166666666666663
ETA_epsilon_3,0.44285714285714245
ETA_epsilon_4,0.5246376811594198
ETA_epsilon_5,0.8166666666666663
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.1495956873315369
ETA_dEpsilon_B,0.06781514902925956
ETA_dEpsilon_C,-0.08178053830227733
ETA_dEpsilon_D,0.0
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8
MDEDescriptor,"0.0,2.208454596053922,1.0332073440396503,0.0,21.39113795735768,24.188743185963858,0.0,6.204660932678426,0.0,0.0,0.5436901865014462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6082201995573401"
APolDescriptor,63.28223899999996
BCUTDescriptor,"11.988248664491854,15.996937431723751,-0.29522267011444003,0.2745680328045811,5.423957252836409,10.655613570498975"
BPolDescriptor,33.957761
TPSADescriptor,62.620000000000005
ALOGPDescriptor,"2.676299999999999,7.162581689999994,116.51749999999998"
XLogPDescriptor,3.4730000000000003
VAdjMaDescriptor,6.044394119358453
WeightDescriptor,401.17394178
ChiPathDescriptor,"21.087211190881018,14.596555450524589,12.710778147010931,11.466408817689343,9.372163538962992,7.477103723833208,5.036215900177924,3.776395943606984,16.82301601291317,10.001894281337762,7.229149254349618,5.3639535044884195,3.8043406064199243,2.598068873064862,1.4187468952539866,0.8895516625801562"
ChiChainDescriptor,"0.0,0.0,0.07856742013183861,0.48075632711195054,0.6548530212958055,0.0,0.0,0.03227486121839514,0.18189192277944927,0.1995063621601979"
AtomCountDescriptor,53
BondCountDescriptor,33
SmallRingDescriptor,"4,3,3,2,0,0,1,3,0,0,0"
ChiClusterDescriptor,"1.6522652263201554,0.0,0.657506158692851,0.0,0.7326811492930126,0.0,0.14589021041741568,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,4,12,3,5,0,0,0"
ZagrebIndexDescriptor,158.0
LargestChainDescriptor,17
MannholdLogPDescriptor,3.4399999999999995
WeightedPathDescriptor,"61.50576544945331,2.0501921816484434,18.056642856913673,7.711551057389753,10.345091799523932"
FractionalPSADescriptor,0.15609189301318135
WienerNumbersDescriptor,"2672.0,50.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"4.972034766314002,7.969849488921599,11.195061492311776,1.7196052486990707,2.373716016193996,2.730621491747611"
FractionalCSP3Descriptor,0.20833333333333334
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,4,0,2,10,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,0
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"23.168044077134986,10.744801512287335,5.16796875"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,2266.06
HBondAcceptorCountDescriptor,5
HybridizationRatioDescriptor,0.20833333333333334
AutocorrelationDescriptorMass,"33.40334801045228,35.4919133300217,50.097110434467936,55.840012260340224,52.868020788100935"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,6
AutocorrelationDescriptorCharge,"0.6104686806276314,-0.31720038741180434,-0.05182779645409929,0.17850674914726544,-0.21784449286412677"
EccentricConnectivityIndexDescriptor,804
AutocorrelationDescriptorPolarizability,"2093.817183050211,2475.0704247754097,3481.7954850031983,3554.7067387976067,3199.3668485384173"
