DLiP-ID,P000KN
AATSC6m,-14.935408437892464
AATSC6p,-0.08037651499574519
AATSC6s,-0.13939037153322872
AATSC6v,-20.154865294498105
AATSC7Z,-1.711556715709539
AATSC7c,-0.00112971784987257
AATSC7d,0.07994186046511628
AATSC7i,-0.17814054341385507
AATSC7m,-8.144511139208582
AATSC7p,-0.034682521771379406
AATSC7s,-0.20335983230501498
AATSC7v,-9.369220666562313
AATSC8Z,2.7602040816326534
AATSC8c,4.0519609521697264e-05
AATSC8d,0.2625
AATSC8i,0.10370953478305482
AATSC8m,13.23046669974491
AATSC8p,0.06557246161482069
AATSC8s,0.07867535903250195
AATSC8v,17.740471735152415
ATS0are,175.36450000000002
ATS1are,196.33290000000002
ATS2are,310.6344
ATS3are,350.49580000000003
ATS4are,340.24989999999997
ATS5are,336.587
ATS6are,320.37400000000014
ATS7are,253.29999999999998
ATS8are,161.63100000000003
ATSC0dv,106.7142857142857
ATSC0pe,2.4779999999999993
ATSC0se,1.2537489999999993
ATSC1dv,47.234693877551
ATSC1pe,0.07359999999999772
ATSC1se,0.0023285000000004136
ATSC2dv,47.70408163265304
ATSC2pe,2.078599999999998
ATSC2se,1.226431
ATSC3dv,-11.045918367346943
ATSC3pe,-0.4673000000000019
ATSC3se,-0.2025682499999994
ATSC4dv,-21.331632653061224
ATSC4pe,0.13609999999999944
ATSC4se,0.0025387499999999508
ATSC5dv,-90.7091836734694
ATSC5pe,-1.649000000000002
ATSC5se,-0.8834347499999993
ATSC6dv,-102.11224489795917
ATSC6pe,-1.7459999999999987
ATSC6se,-0.7375709999999995
ATSC7dv,-11.811224489795908
ATSC7pe,-0.9669999999999972
ATSC7se,-0.4442912500000003
ATSC8dv,49.80612244897961
ATSC8pe,0.6840000000000036
ATSC8se,0.20635049999999883
AXp-0dv,0.5488415450780715
AXp-1dv,0.27852403108196067
AXp-2dv,0.14187384613771575
AXp-3dv,0.07017081593942623
AXp-4dv,0.03562477323777736
AXp-5dv,0.019050824846351615
AXp-6dv,0.009642422765250453
AXp-7dv,0.004996988541289763
BertzCT,671.9287781816278
ECIndex,232
ETA_eta,9.30689036815823
GATS1dv,0.40481927710843385
GATS1pe,0.8052966101694914
GATS1se,0.9130597910746093
GATS2dv,0.6878765060240966
GATS2pe,0.42711864406779637
GATS2se,0.4056060064654091
GATS3dv,1.0350492880613364
GATS3pe,1.0731355932203388
GATS3se,1.1104143434828444
GATS4dv,1.067250821467689
GATS4pe,0.8537519260400614
GATS4se,0.879835872614491
GATS5dv,1.4464651057058426
GATS5pe,1.40324592260953
GATS5se,1.4779663173831687
GATS6dv,1.4475208526413348
GATS6pe,1.3352591264667533
GATS6se,1.2807307707339532
GATS7dv,1.0032221910899413
GATS7pe,1.2950137958218364
GATS7se,1.215434557048593
GATS8dv,0.6240963855421688
GATS8pe,0.7563559322033896
GATS8se,0.6689487289720669
LogEE_A,3.7891208863959682
LogEE_D,58.13949448912847
MATS1dv,0.41311914323962506
MATS1pe,0.027721280602635685
MATS1se,0.0017334144766353182
MATS2dv,0.26076528335564475
MATS2pe,0.4893126177024478
MATS2se,0.5706230540031009
MATS3dv,-0.05269563100888405
MATS3pe,-0.09600410888546522
MATS3se,-0.08225382795555912
MATS4dv,-0.1017646342947548
MATS4pe,0.027960965588084127
MATS4se,0.0010308718455245196
MATS5dv,-0.44906670707989205
MATS5pe,-0.3515616671996594
MATS5se,-0.3722597148895183
MATS6dv,-0.5152404489753888
MATS6pe,-0.37940026075619276
MATS6se,-0.3167728272442214
MATS7dv,-0.07207123065907034
MATS7pe,-0.2541058993561943
MATS7se,-0.23075267077585584
MATS8dv,0.4356091030789828
MATS8pe,0.2576271186440692
MATS8se,0.15361431993166016
MAXaaCH,2.0199244142101285
MAXaaaC,0.5290306122448982
MAXaasC,1.0628703703703706
MAXaasN,1.6643518518518519
MAXsCH3,1.9278873771730916
MAXsNH2,5.604547745023935
MDEC-12,1.2438160584536437
MDEC-13,1.7697645979915575
MDEC-22,6.945629181536277
MDEC-23,9.358451363376927
MDEC-33,4.130851920890754
MDEN-12,1.1905507889761497
MDEN-13,0.33333333333333337
MDEN-22,1.3103706971044482
MDEN-23,1.8898815748423097
MINaaCH,1.9687037037037036
MINaaaC,0.5290306122448982
MINaasC,0.23637140967498138
MINaasN,1.6643518518518519
MINsCH3,1.9278873771730916
MINsNH2,5.604547745023935
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.7142857142857145
SM1_Dzi,1.1262479272882393
SM1_Dzm,0.7125008924109377
SM1_Dzp,-2.5909090909090904
SM1_Dzv,-1.5966231412171439
SddssSe,0
SpAD_Dt,280.4438740166854
SpAbs_A,22.300186078718966
SpAbs_D,116.27898897825699
SpMAD_A,1.3117756516893508
SpMAD_D,6.839940528132763
SpMax_A,2.468431914779776
SpMax_D,58.13949448912847
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,69.1
TpiPC10,8.770278966602154
VAdjMat,5.247927513443585
VE1_DzZ,4.057190633037474
VE1_Dzi,4.054636086081519
VE1_Dzm,4.057199840896311
VE1_Dzp,4.055135091327296
VE1_Dzv,4.058252365725263
VE2_DzZ,0.23865827253161614
VE2_Dzi,0.23850800506361877
VE2_Dzm,0.23865881417037121
VE2_Dzp,0.23853735831337033
VE2_Dzv,0.2387207273956037
VE3_DzZ,1.9311190228533572
VE3_Dzi,1.9304891901094252
VE3_Dzm,1.9311212923667276
VE3_Dzp,1.9306122528285796
VE3_Dzv,1.9313806802130375
VR1_DzZ,85.07030129542017
VR1_Dzi,85.22698566080362
VR1_Dzm,85.06970223252613
VR1_Dzp,84.78293596254139
VR1_Dzv,84.76791674098276
VR2_DzZ,5.004135370318833
VR2_Dzi,5.01335209769433
VR2_Dzm,5.004100131325067
VR2_Dzp,4.9872315272083165
VR2_Dzv,4.9863480435872205
VR3_DzZ,4.974106239778971
VR3_Dzi,4.975946367856122
VR3_Dzm,4.9740991977796565
VR3_Dzp,4.970722546754364
VR3_Dzv,4.970545381952673
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.022360679774997897
Xch-6dv,0.08059905605957685
Xch-7dv,0.08487170418246243
Xpc-4dv,0.7440159617109163
Xpc-5dv,1.0630269311013025
Xpc-6dv,1.3696556149666532
Zagreb1,92.0
Zagreb2,109.0
fragCpx,89.05
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,2
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,1
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,16
nBondsD,0
nBondsM,16
nBondsO,19
nBondsS,14
nBondsT,0
nFARing,0
nFHRing,1
nFaRing,1
nHetero,5
naHRing,2
AATS0are,6.263017857142858
AATS1are,6.544430000000001
AATS2are,6.471550000000001
AATS3are,6.372650909090909
AATS4are,6.186361818181817
AATS5are,6.350698113207547
AATS6are,6.161038461538464
AATS7are,5.890697674418604
AATS8are,5.387700000000001
AATSC0dv,3.8112244897959178
AATSC0pe,0.08849999999999998
AATSC0se,0.044776749999999976
AATSC1dv,1.5744897959183668
AATSC1pe,0.0024533333333332575
AATSC1se,7.761666666668045e-05
AATSC2dv,0.9938350340136051
AATSC2pe,0.04330416666666662
AATSC2se,0.025550645833333333
AATSC3dv,-0.20083487940630804
AATSC3pe,-0.00849636363636367
AATSC3se,-0.00368305909090908
AATSC4dv,-0.387847866419295
AATSC4pe,0.0024745454545454446
AATSC4se,4.615909090909001e-05
AATSC5dv,-1.7114940315748943
AATSC5pe,-0.031113207547169848
AATSC5se,-0.01666858018867923
AATSC6dv,-1.9636970172684456
AATSC6pe,-0.03357692307692305
AATSC6se,-0.014184057692307683
AATSC7dv,-0.27467963929757927
AATSC7pe,-0.02248837209302319
AATSC7se,-0.010332354651162797
AATSC8dv,1.6602040816326535
AATSC8pe,0.02280000000000012
AATSC8se,0.006878349999999961
AETA_eta,0.5474641393034253
ATSC0are,2.607267857142855
ATSC1are,0.04754158163265189
ATSC2are,2.375315816326528
ATSC3are,-0.4682261479591845
ATSC4are,0.0909631377551018
ATSC5are,-1.8030248724489797
ATSC6are,-1.7063724489795902
ATSC7are,-0.9824292091836717
ATSC8are,0.5925880102040834
BCUTZ-1h,7.1887491370036
BCUTZ-1l,5.690661298027306
BCUTc-1h,0.4265846653573514
BCUTc-1l,-0.40285371359851896
BCUTd-1h,3.2542210797640814
BCUTd-1l,0.9929433805559268
BCUTi-1h,14.695404169848075
BCUTi-1l,10.951759560337734
BCUTm-1h,14.175900901132973
BCUTm-1l,11.702233012129637
BCUTp-1h,1.9878858047652057
BCUTp-1l,0.9001116065194108
BCUTs-1h,4.005319170785295
BCUTs-1l,1.4629202466312297
BCUTv-1h,20.894247612265673
BCUTv-1l,15.441932822406383
BalabanJ,1.71881800191432
Diameter,8
ETA_beta,26.0
GATS1are,0.8496825494668064
GATS2are,0.4103757011650126
GATS3are,1.0912143813777297
GATS4are,0.862194079113268
GATS5are,1.4423296065799893
GATS6are,1.3118938449210285
GATS7are,1.2629820711049053
GATS8are,0.7184244591012758
HybRatio,0.08333333333333333
Lipinski,True
LogEE_Dt,140.2219370083427
MATS1are,0.017018636092789665
MATS2are,0.5314378762662063
MATS3are,-0.0914250811137949
MATS4are,0.017761315304309785
MATS5are,-0.3653408449917951
MATS6are,-0.35240565389119904
MATS7are,-0.2453608070081378
MATS8are,0.21213092522961305
NsssssAs,0
RotRatio,0.05263157894736842
SM1_Dzpe,0.8059210526315791
SM1_Dzse,0.7013149655604256
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,19.582036743811077
SMR_VSA4,0.0
SMR_VSA5,6.923737199690624
SMR_VSA6,5.733667477162185
SMR_VSA7,42.09213040561812
SMR_VSA8,0.0
SMR_VSA9,11.257379486545457
SpAD_DzZ,79.82073470977758
SpAD_Dzi,76.55766751029947
SpAD_Dzm,79.83510590293307
SpAD_Dzp,108.63810510260328
SpAD_Dzv,99.38577363210587
SpAbs_Dt,280.4438740166853
SpDiam_A,4.856022836761012
SpDiam_D,82.85947901954626
SpMAD_Dt,16.49669847156973
SpMax_Dt,140.2219370083427
SsssssAs,0
VE1_Dzpe,4.056697459035799
VE1_Dzse,4.057257208526565
VE2_Dzpe,0.2386292622962235
VE2_Dzse,0.23866218873685674
VE3_Dzpe,1.9309974599240474
VE3_Dzse,1.931135431977032
VMcGowan,167.15999999999977
VR1_Dzpe,85.10192949468727
VR1_Dzse,85.06596224923052
VR2_Dzpe,5.005995852628663
VR2_Dzse,5.003880132307678
VR3_Dzpe,4.974477959647534
VR3_Dzse,4.9740552330611765
mZagreb1,4.916666666666667
mZagreb2,3.6666666666666656
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,1
n9FaRing,1
n9aHRing,0
nBondsKD,7
nBondsKS,23
nFAHRing,0
nFaHRing,1
nG12Ring,0
AATSC0are,0.0931167091836734
AATSC1are,0.001584719387755063
AATSC2are,0.04948574617346934
AATSC3are,-0.00851320269016699
AATSC4are,0.0016538752319109418
AATSC5are,-0.034019337216018485
AATSC6are,-0.032814854788069045
AATSC7are,-0.02284719091124818
AATSC8are,0.019752933673469444
AETA_beta,1.5294117647058822
BCUTdv-1h,5.187597790862855
BCUTdv-1l,0.9959523250132469
BCUTpe-1h,3.265851441434969
BCUTpe-1l,2.239463853768173
BCUTse-1h,3.4255763106089594
BCUTse-1l,2.4352402897237417
ETA_alpha,8.000000000000002
ETA_dBeta,3.0
ETA_eta_B,0.17703011935521573
ETA_eta_F,15.650977861647087
ETA_eta_L,3.035827638104417
ETA_eta_R,24.957868229805317
ETA_psi_1,0.5755395683453239
LabuteASA,97.93888804342693
LogEE_DzZ,39.95238416161149
LogEE_Dzi,38.345083633225514
LogEE_Dzm,39.95946476866717
LogEE_Dzp,53.86063501353835
LogEE_Dzv,49.41112979113225
PEOE_VSA1,5.733667477162185
PEOE_VSA2,0.0
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,9.499376414562832
PEOE_VSA5,5.098681808301038
PEOE_VSA6,30.33183534230805
PEOE_VSA7,12.990104268152233
PEOE_VSA8,11.257379486545457
PEOE_VSA9,5.693927994848461
SM1_Dzare,0.9283387622149836
SpAD_Dzpe,79.08558906693284
SpAD_Dzse,79.92521930037083
SpAbs_DzZ,79.20325254332661
SpAbs_Dzi,75.65778454783295
SpAbs_Dzm,79.21900917057523
SpAbs_Dzp,110.3121791179858
SpAbs_Dzv,100.41888272348166
SpDiam_Dt,194.29230707835904
SpMAD_DzZ,4.69533733586927
SpMAD_Dzi,4.503392206488204
SpMAD_Dzm,4.696182700172534
SpMAD_Dzp,6.390476770741369
SpMAD_Dzv,5.846221978359169
SpMax_DzZ,39.95238416161149
SpMax_Dzi,38.345083633225514
SpMax_Dzm,39.95946476866717
SpMax_Dzp,53.86063501353835
SpMax_Dzv,49.41112979113225
VE1_Dzare,4.055973814189071
VE2_Dzare,0.23858669495229828
VE3_Dzare,1.9308190612624287
VR1_Dzare,85.14695621381699
VR2_Dzare,5.008644483165705
VR3_Dzare,4.975006911364219
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,1
nAromAtom,15
nAromBond,16
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47058823529411775
AETA_dBeta,0.17647058823529413
AETA_eta_B,0.01041353643265975
AETA_eta_F,0.9206457565674757
AETA_eta_L,0.17857809635908337
AETA_eta_R,1.4681098958709011
BCUTare-1h,3.2866077281805137
BCUTare-1l,2.189796131202773
ETA_beta_s,11.5
ETA_dPsi_A,0.13846043165467603
ETA_dPsi_B,0.0
ETA_eta_BR,0.43503011935521574
ETA_eta_FL,5.201355804913463
ETA_eta_RL,8.23718344301788
LogEE_Dzpe,39.59020165420945
LogEE_Dzse,40.003863471688966
PEOE_VSA10,0.0
PEOE_VSA11,0.0
PEOE_VSA12,5.948339280986494
PEOE_VSA13,5.777653723919194
SlogP_VSA1,5.733667477162185
SlogP_VSA2,19.582036743811077
SlogP_VSA3,0.0
SlogP_VSA4,6.923737199690624
SlogP_VSA5,5.693927994848461
SlogP_VSA6,36.39820241076966
SlogP_VSA7,0.0
SlogP_VSA8,17.03503321046465
SlogP_VSA9,0.0
SpAD_Dzare,78.11177337036915
SpAbs_Dzpe,78.39874562641367
SpAbs_Dzse,79.31783451668092
SpDiam_DzZ,57.86617205311385
SpDiam_Dzi,55.84994166565863
SpDiam_Dzm,57.87517592291826
SpDiam_Dzp,77.75092849150056
SpDiam_Dzv,70.86819155998214
SpMAD_Dzpe,4.652093474525461
SpMAD_Dzse,4.701483488257107
SpMax_Dzpe,39.59020165420945
SpMax_Dzse,40.003863471688966
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,17
AETA_beta_s,0.6764705882352942
AETA_eta_BR,0.025590007020895044
AETA_eta_FL,0.3059621061713802
AETA_eta_RL,0.48454020253046354
DetourIndex,1177
EState_VSA1,0.0
EState_VSA2,5.948339280986494
EState_VSA3,5.777653723919194
EState_VSA4,16.95130748139392
EState_VSA5,0.0
EState_VSA6,4.5153978936156225
EState_VSA7,43.321939610460284
EState_VSA8,15.066638850195453
EState_VSA9,5.733667477162185
ETA_beta_ns,14.5
ETA_shape_p,0.11249999999999998
ETA_shape_x,0.0
ETA_shape_y,0.36249999999999993
GhoseFilter,True
LogEE_Dzare,39.11049484766781
SlogP_VSA10,5.948339280986494
SlogP_VSA11,0.0
SpAbs_Dzare,77.33796280050376
SpDiam_Dzpe,57.407056020130554
SpDiam_Dzse,57.93165915825948
SpMAD_Dzare,4.594810198257009
SpMax_Dzare,39.11049484766781
TopoPSA(NO),69.1
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.6643518518518519
VSA_EState9,35.66898148148149
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.8529411764705882
EState_VSA10,0.0
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.02941176470588225
FilterItLogS,-2.9855711154213247
SpDiam_Dzare,56.80328405231572
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6142857142857145
ETA_epsilon_2,0.8176470588235293
ETA_epsilon_3,0.44468085106383015
ETA_epsilon_4,0.5444444444444447
ETA_epsilon_5,0.7631578947368421
AETA_beta_ns_d,0.029411764705882353
ETA_dEpsilon_A,0.1696048632218844
ETA_dEpsilon_B,0.06984126984126982
ETA_dEpsilon_C,-0.09976359338061458
ETA_dEpsilon_D,0.054489164086687136
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8823529411764706
MDEDescriptor,"0.0,1.2438160584536437,1.7697645979915575,0.0,6.945629181536277,9.358451363376927,0.0,4.130851920890754,0.0,0.0,0.0,0.0,0.0,0.0,1.1905507889761497,0.33333333333333337,1.3103706971044482,1.8898815748423097,0.0"
APolDescriptor,33.95472300000001
BCUTDescriptor,"11.988395291269747,14.014785187982534,-0.288938258112112,0.23173971441502922,5.492676014421281,10.509945819729513"
BPolDescriptor,15.985276999999998
TPSADescriptor,69.1
ALOGPDescriptor,"1.4917999999999991,2.2254672399999973,65.7861"
XLogPDescriptor,1.6920000000000006
VAdjMaDescriptor,5.247927513443585
WeightDescriptor,225.10144544
ChiPathDescriptor,"11.828062645816686,8.237183443017882,7.639031445410092,6.170076562143021,5.597116620179553,4.623832070657017,2.9934345283181534,2.1240804748872417,9.330306266327215,5.291956590557253,3.8305938457183246,2.5261493738193446,1.8168634351266462,1.2192527901665031,0.6267574797412793,0.34978919789028345"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.3774396103359917,0.4986466381935222,0.0,0.0,0.022360679774997897,0.08059905605957685,0.0848717041824624"
AtomCountDescriptor,28
BondCountDescriptor,19
SmallRingDescriptor,"3,3,2,2,0,0,1,2,0,0,0"
ChiClusterDescriptor,"1.182849129498868,0.0,0.1916383190435099,0.0,0.4294388871126625,0.0,0.045950330875337404,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,8,1,1,0,0,0"
ZagrebIndexDescriptor,92.0
LargestChainDescriptor,9
MannholdLogPDescriptor,2.2300000000000004
WeightedPathDescriptor,"35.0728582413749,2.0631093083161707,15.275070098177329,0.0,15.275070098177329"
FractionalPSADescriptor,0.306972706749759
WienerNumbersDescriptor,"479.0,25.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.4145913166344286,4.340027055093061,6.4133090659561445,0.7440159617109161,1.0630269311013025,1.2712144868163937"
FractionalCSP3Descriptor,0.08333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,16
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"12.055401662049862,4.938271604938271,2.419753086419753"
AromaticAtomsCountDescriptor,15
AromaticBondsCountDescriptor,16
FragmentComplexityDescriptor,628.05
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.08333333333333333
AutocorrelationDescriptorMass,"18.799901506382405,20.68943576672005,30.323155339922,27.38177993435742,25.18798156626139"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,1
AutocorrelationDescriptorCharge,"0.24627470933644924,-0.21222205381528936,0.12962660408792467,-0.038153261878048295,0.0017584395494397755"
EccentricConnectivityIndexDescriptor,232
AutocorrelationDescriptorPolarizability,"1090.0746472888338,1291.2690121647645,1834.0398964572455,1720.0008503287363,1467.528004996185"
