DLiP-ID,C002JM
fMF,0.625
nBr,0
nCl,0
AMID,2.083758440035089
BIC0,0.24878936728106157
BIC1,0.4794112328772312
BIC2,0.7253396118710062
BIC3,0.8762980210115778
BIC4,0.8990590085703201
BIC5,0.9104395023496912
CIC0,3.6336853429636014
CIC1,2.367143936307951
CIC2,1.0165414066556506
CIC3,0.1875
CIC4,0.0625
CIC5,0.0
GGI1,3.5
GGI2,2.88888888888889
GGI3,1.5277777777777777
GGI4,1.511111111111111
GGI5,0.6944444444444445
GGI6,0.5624943310657596
GGI7,0.2430201247165533
GGI8,0.09247448979591835
GGI9,0.027191358024691345
JGI1,0.13999999999999999
JGI2,0.08024691358024695
JGI3,0.0412912912912913
JGI4,0.044444444444444446
JGI5,0.02394636015325671
JGI6,0.022499773242630382
JGI7,0.012151006235827667
JGI8,0.006164965986394559
JGI9,0.003398919753086418
MIC0,12.136359979428448
MIC1,27.84728881476946
MIC2,42.95526376209109
MIC3,44.478624999999994
MIC4,45.29231249999998
MIC5,45.3553125
MPC2,36
MPC3,51
MPC4,69
MPC5,88
MPC6,100
MPC7,117
MPC8,134
MPC9,149
Mare,1.0125
NaaN,0
NaaO,2
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,0
NssS,0
NtCH,0
NtsC,0
RNCG,0.25531090150832236
RPCG,0.1923576310933448
SIC0,0.27326293140727975
SIC1,0.5265712127384098
SIC2,0.7966917186688699
SIC3,0.9625
SIC4,0.9875
SIC5,1.0
SaaN,0
SaaO,10.37616898148148
SaaS,0
Sare,32.4
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,43.72206902516476
TIC1,84.25139403814556
TIC2,127.47067498701918
TIC3,154.0
TIC4,158.0
TIC5,160.0
Vabc,235.6546755147504
WPol,37
apol,39.93593
bpol,15.240069999999998
nRot,2
ABCGG,14.101859554699193
ATS0Z,914.0
ATS0d,132.0
ATS0i,4873.28007307249
ATS0m,3630.786822
ATS0p,57.21914504849
ATS0s,194.72222222222223
ATS0v,8799.704783654666
ATS1Z,1032.0
ATS1d,168.0
ATS1i,4860.378213329001
ATS1m,4015.0731129999995
ATS1p,72.1605831
ATS1s,131.83333333333334
ATS1v,11010.56430939738
ATS2Z,1554.0
ATS2d,254.0
ATS2i,7956.707183118751
ATS2m,5982.472712
ATS2p,106.90077387599999
ATS2s,223.16666666666669
ATS2v,16214.405082794641
ATS3Z,1666.0
ATS3d,275.0
ATS3i,10382.086687961044
ATS3m,6321.422377000001
ATS3p,116.09548882709399
ATS3s,276.1666666666667
ATS3v,17320.55999488606
ATS4Z,1606.0
ATS4d,245.0
ATS4i,10214.016346460246
ATS4m,6042.662838
ATS4p,106.876947299396
ATS4s,331.55555555555554
ATS4v,16059.479553612693
ATS5Z,1392.0
ATS5d,217.0
ATS5i,9590.536829982946
ATS5m,5203.360449
ATS5p,94.493704489094
ATS5s,264.0277777777778
ATS5v,14016.164100333885
ATS6Z,1199.0
ATS6d,182.0
ATS6i,8464.997376632695
ATS6m,4487.076433
ATS6p,78.157707843943
ATS6s,232.94444444444446
ATS6v,11831.387206464324
ATS7Z,956.0
ATS7d,143.0
ATS7i,6806.894294620996
ATS7m,3546.8466119999994
ATS7p,63.600647227395996
ATS7s,200.66666666666669
ATS7v,9661.322256772208
ATS8Z,740.0
ATS8d,109.0
ATS8i,5474.665807828651
ATS8m,2685.849331
ATS8p,53.918696241999996
ATS8s,153.66666666666669
ATS8v,7929.224571437932
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,12
C2SP3,0
C3SP2,4
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.004691358024691353
JGI10,0.0023456790123456764
JGT10,0.3764893536995241
Kier1,15.5232
Kier2,6.481481481481482
Kier3,2.9219530949634756
MAXdO,12.354260046611238
MID_C,38.20653097446751
MID_N,0.0
MID_O,7.636154706304442
MID_X,0.0
MID_h,7.636154706304442
MINdO,12.076740677752582
MPC10,141
MWC01,25.0
MWC02,4.812184355372417
MWC03,5.6937321388027
MWC04,6.591673732008658
MWC05,7.489412083508719
MWC06,8.39366870513074
MWC07,9.297160063928743
MWC08,10.204295601206814
MWC09,11.110610390293171
MWC10,12.019363477231181
NaaCH,10
NaaNH,0
NaaSe,0
NaaaC,4
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.7702000000000027
SRW02,3.9318256327243257
SRW03,0.0
SRW04,5.272999558563747
SRW05,2.3978952727983707
SRW06,6.825460036255307
SRW07,4.442651256490317
SRW08,8.478660241699453
SRW09,6.293419278846481
SRW10,10.18606913959895
SaaCH,17.449082577475437
SaaNH,0
SaaSe,0
SaaaC,3.1294374895019743
SaasC,0.08860161039724601
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.47816279289493546
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.202859688564832
VE1_D,4.627328934442677
VE2_A,0.1910390767529469
VE2_D,0.21033313338375806
VE3_A,2.2242225321908964
VE3_D,2.3204371579812055
VR1_A,157.26883590602569
VR1_D,125.22809780519822
VR2_A,7.148583450273895
VR2_D,5.692186263872646
VR3_A,5.84641403195756
VR3_D,5.618594217215315
WPath,991
Xc-3d,1.3364006405892541
Xc-4d,0.0
Xc-5d,0.46265582890522383
Xc-6d,0.0
Xp-0d,15.104083527755582
Xp-1d,10.737183443017884
Xp-2d,9.725872329042517
Xp-3d,8.800075226554208
Xp-4d,7.574650847511188
Xp-5d,5.950601390370045
Xp-6d,4.3472123234276
Xp-7d,3.224742240093686
ZMIC0,67.67103086585652
ZMIC1,55.85073874407187
ZMIC2,28.913627340099147
ZMIC3,24.9375
ZMIC4,23.625
ZMIC5,23.4375
nAcid,0
nAtom,32
nBase,0
nRing,4
piPC1,3.6506582412937387
piPC2,4.366278277705742
piPC3,5.084505142662711
piPC4,5.771635808227487
piPC5,6.3909220623796035
piPC6,6.889018333645173
piPC7,7.413188263571108
piPC8,7.918642868124761
piPC9,8.390149635760588
AATS0Z,28.5625
AATS0d,4.125
AATS0i,152.29000228351532
AATS0m,113.4620881875
AATS0p,1.7880982827653125
AATS0s,6.085069444444445
AATS0v,274.9907744892083
AATS1Z,29.485714285714284
AATS1d,4.8
AATS1i,138.86794895225717
AATS1m,114.71637465714284
AATS1p,2.061730945714286
AATS1s,3.766666666666667
AATS1v,314.58755169706797
AATS2Z,27.75
AATS2d,4.535714285714286
AATS2i,142.08405684140627
AATS2m,106.82986985714285
AATS2p,1.9089423906428569
AATS2s,3.985119047619048
AATS2v,289.54294790704716
AATS3Z,23.8
AATS3d,3.9285714285714284
AATS3i,148.3155241137292
AATS3m,90.30603395714287
AATS3p,1.6585069832441999
AATS3s,3.9452380952380954
AATS3v,247.43657135551516
AATS4Z,23.61764705882353
AATS4d,3.6029411764705883
AATS4i,150.20612274206246
AATS4m,88.86268879411764
AATS4p,1.5717198132264116
AATS4s,4.875816993464052
AATS4v,236.16881696489256
AATS5Z,22.095238095238095
AATS5d,3.4444444444444446
AATS5i,152.23074333306263
AATS5m,82.593023
AATS5p,1.4999000712554602
AATS5s,4.1909171075837754
AATS5v,222.47879524339498
AATS6Z,21.8
AATS6d,3.309090909090909
AATS6i,153.90904321150353
AATS6m,81.58320787272727
AATS6p,1.4210492335262364
AATS6s,4.235353535353536
AATS6v,215.11613102662406
AATS7Z,21.727272727272727
AATS7d,3.25
AATS7i,154.7021430595681
AATS7m,80.61015027272725
AATS7p,1.4454692551680908
AATS7s,4.560606060606061
AATS7v,219.575505835732
AATS8Z,20.555555555555557
AATS8d,3.0277777777777777
AATS8i,152.0740502174625
AATS8m,74.60692586111111
AATS8p,1.4977415622777777
AATS8s,4.268518518518519
AATS8v,220.25623809549813
AMID_C,1.7366604988394323
AMID_N,0.0
AMID_O,0.34709794119565646
AMID_X,0.0
AMID_h,0.34709794119565646
ATS0dv,362.0
ATS0pe,212.7794
ATS0se,256.320792
ATS1dv,372.0
ATS1pe,232.27949999999998
ATS1se,274.64942799999994
ATS2dv,558.0
ATS2pe,374.0046
ATS2se,444.41626399999996
ATS3dv,576.0
ATS3pe,457.27209999999997
ATS3se,551.784796
ATS4dv,557.0
ATS4pe,454.1617
ATS4se,547.5974880000001
ATS5dv,478.0
ATS5pe,415.5702
ATS5se,504.109836
ATS6dv,400.0
ATS6pe,362.49649999999997
ATS6se,440.93578
ATS7dv,288.0
ATS7pe,295.42999999999995
ATS7se,358.812048
ATS8dv,189.0
ATS8pe,240.40099999999998
ATS8se,291.519604
ATSC0Z,210.875
ATSC0c,0.8451370393849335
ATSC0d,19.5
ATSC0i,43.259580806211844
ATSC0m,997.693225875
ATSC0p,7.379191768336874
ATSC0s,65.38541666666667
ATSC0v,1448.1602935406686
ATSC1Z,10.41796875
ATSC1c,-0.3808750801080361
ATSC1d,6.046875
ATSC1i,-1.6809548337551519
ATSC1m,49.378639011718676
ATSC1p,-0.1983382587356447
ATSC1s,-4.142035590277777
ATSC1v,24.557748194803473
ATSC2Z,-9.28125
ATSC2c,-0.054786115632551806
ATSC2d,-1.0
ATSC2i,-7.010068215381997
ATSC2m,-50.2237970312501
ATSC2p,-1.2656706890382812
ATSC2s,2.5234375000000027
ATSC2v,-240.01890097602598
ATSC3Z,30.6484375
ATSC3c,-0.03824147553426076
ATSC3d,-5.78125
ATSC3i,-3.686208004638526
ATSC3m,141.7009530859375
ATSC3p,-0.5013027971682265
ATSC3s,8.571831597222223
ATSC3v,25.37003830529553
ATSC4Z,-21.734375
ATSC4c,-0.0981445507872393
ATSC4d,-3.4375
ATSC4i,-7.411311454694848
ATSC4m,-110.32729860937503
ATSC4p,-1.4171677538604843
ATSC4s,16.674045138888882
ATSC4v,-319.0585560987046
ATSC5Z,1.27734375
ATSC5c,0.26841250764649094
ATSC5d,-0.265625
ATSC5i,-1.6943837344021921
ATSC5m,0.44335074609377045
ATSC5p,-0.4088637149670351
ATSC5s,-4.383789062500003
ATSC5v,-114.88899799042456
ATSC6Z,21.55859375
ATSC6c,-0.09251583981066994
ATSC6d,-3.390625
ATSC6i,-6.146688772242416
ATSC6m,105.87513790234375
ATSC6p,-0.6976096558603786
ATSC6s,-8.494032118055559
ATSC6v,82.02125054511713
ATSC7Z,-45.953125
ATSC7c,0.019429435918198713
ATSC7d,-4.1875
ATSC7i,6.420359977124655
ATSC7m,-204.62961857812505
ATSC7p,1.113022044177797
ATSC7s,-22.238281250000007
ATSC7v,111.46447133751045
ATSC8Z,-114.296875
ATSC8c,0.03464765288446582
ATSC8d,-6.3125
ATSC8i,-2.9184470809774186
ATSC8m,-534.6205074218751
ATSC8p,-0.7794651066492972
ATSC8s,-24.84157986111112
ATSC8v,-415.50929734547867
AXp-0d,0.6865492512616174
AXp-1d,0.42948733772071535
AXp-2d,0.270163120251181
AXp-3d,0.17255049463831781
AXp-4d,0.10977754851465489
AXp-5d,0.06762047034511415
AXp-6d,0.043472123234276
AXp-7d,0.02756189948798022
GATS1Z,0.5754255229062579
GATS1c,1.3247687143032987
GATS1d,0.635897435897436
GATS1i,0.9011097671281175
GATS1m,0.5797463950402839
GATS1p,0.875295999301349
GATS1s,0.5418420992739934
GATS1v,0.7516625648078744
GATS2Z,0.7350326022525192
GATS2c,1.0020327684298975
GATS2d,1.0361721611721613
GATS2i,0.9847076140803847
GATS2m,0.740205415163169
GATS2p,0.9722753592627406
GATS2s,0.5822921171017394
GATS2v,0.8927465495165076
GATS3Z,0.8305868405453468
GATS3c,1.015798132036845
GATS3d,1.215018315018315
GATS3i,0.9845932372158304
GATS3m,0.8333245868303407
GATS3p,0.9751332920895799
GATS3s,0.7534050994939955
GATS3v,0.9223642953455375
GATS4Z,0.9879702918511802
GATS4c,1.0582179235393017
GATS4d,1.098793363499246
GATS4i,1.0423618905900172
GATS4m,0.9881812214164921
GATS4p,1.0360312344484823
GATS4s,1.1380233469841656
GATS4v,1.0111971113592253
GATS5Z,0.9987109643304071
GATS5c,0.9398383024914411
GATS5d,0.9841269841269842
GATS5i,0.9996730672035573
GATS5m,0.9990544592299858
GATS5p,1.0009047242795452
GATS5s,1.1186990718614103
GATS5v,1.003250727146012
GATS6Z,0.9929622244974942
GATS6c,1.203837774510657
GATS6d,1.1272727272727272
GATS6i,1.075650172401523
GATS6m,0.9868613493620344
GATS6p,1.040631364093777
GATS6s,1.2925533815130756
GATS6v,0.950235899824759
GATS7Z,1.2094627364336907
GATS7c,1.1865389777267157
GATS7d,1.2103729603729603
GATS7i,0.8963897528463727
GATS7m,1.1926812820936326
GATS7p,0.8712654371919694
GATS7s,1.8213197773497278
GATS7v,0.8865918782243852
GATS8Z,1.4557729039056841
GATS8c,1.0195695451042197
GATS8d,1.126068376068376
GATS8i,1.038423214732045
GATS8m,1.444641041170908
GATS8p,1.0493768595758433
GATS8s,1.6990836622826426
GATS8v,1.1619425961554561
MATS1Z,0.045168938944872554
MATS1c,-0.412038081922945
MATS1d,0.2835164835164835
MATS1i,-0.03552676568334121
MATS1m,0.045250567076559424
MATS1p,-0.02457421385041112
MATS1s,-0.0579181744388053
MATS1v,0.015504359876239117
MATS2Z,-0.02515030908629012
MATS2c,-0.03704292952633276
MATS2d,-0.029304029304029304
MATS2i,-0.09259806015867275
MATS2m,-0.028765668489044625
MATS2p,-0.09801078714873472
MATS2s,0.02205330116752773
MATS2v,-0.09470889259451623
MATS3Z,0.06644085019900077
MATS3c,-0.020685186629393733
MATS3d,-0.13553113553113552
MATS3i,-0.038953767647728836
MATS3m,0.06492735128752627
MATS3p,-0.031055839201051014
MATS3s,0.059930054545316615
MATS3v,0.008008596733688051
MATS4Z,-0.04850238850727013
MATS4c,-0.05464873601127866
MATS4d,-0.08295625942684766
MATS4i,-0.08062204750211349
MATS4m,-0.052038770446515795
MATS4p,-0.09037608634410658
MATS4s,0.1200054978180534
MATS4v,-0.10367996107867469
MATS5Z,0.0030767493719479496
MATS5c,0.16131882223463032
MATS5d,-0.006919006919006918
MATS5i,-0.019894768768380804
MATS5m,0.00022571470259749913
MATS5p,-0.02814357101998853
MATS5s,-0.034054788077410365
MATS5v,-0.040296862646953875
MATS6Z,0.05948159724093334
MATS6c,-0.0636907332178935
MATS6d,-0.10116550116550116
MATS6i,-0.0826696703717199
MATS6m,0.06174250624992088
MATS6p,-0.05500358228025438
MATS6s,-0.07558233280712173
MATS6v,0.03295315793111368
MATS7Z,-0.15848466885811285
MATS7c,0.016719772286732146
MATS7d,-0.15617715617715616
MATS7i,0.10793800179324943
MATS7m,-0.14916563220480025
MATS7p,0.10969637366753124
MATS7s,-0.2473532521326054
MATS7v,0.05597796764986874
MATS8Z,-0.4817888427846934
MATS8c,0.03644132518141031
MATS8d,-0.2877492877492877
MATS8i,-0.059967644964292605
MATS8m,-0.4763169845146209
MATS8p,-0.09389346344813991
MATS8s,-0.33771145687666326
MATS8v,-0.2550419309850062
MAXaaO,5.3020219198790635
MINaaO,5.074147061602418
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,29.5336451675311
SpAD_D,185.76629019854062
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,932
TMWC10,122.61210054748314
TSRW10,69.82898041697695
VE1_Dt,4.668056545825769
VE2_Dt,0.21218438844662585
VE3_Dt,2.329200188216876
VR1_Dt,120.31967279291612
VR2_Dt,5.469076036041642
VR3_Dt,5.578609501088334
Xc-3dv,0.5103885174518504
Xc-4dv,0.0
Xc-5dv,0.10068759247651618
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.2777777777777778
Xch-7d,0.5546080790922604
Xp-0dv,11.406495853751712
Xp-1dv,6.777048928718863
Xp-2dv,4.9524675051874185
Xp-3dv,3.631522112527316
Xp-4dv,2.570320842711918
Xp-5dv,1.7127103732973348
Xp-6dv,0.9918237993673636
Xp-7dv,0.6082459849851212
Xpc-4d,3.769519339282874
Xpc-5d,6.327211907494023
Xpc-6d,10.09998397633361
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,35
nFRing,1
nHBAcc,4
nHBDon,0
nHRing,2
nSpiro,0
naRing,4
piPC10,8.647324327292493
AATS0dv,11.3125
AATS0pe,6.64935625
AATS0se,8.01002475
AATS1dv,10.628571428571428
AATS1pe,6.636557142857143
AATS1se,7.847126514285713
AATS2dv,9.964285714285714
AATS2pe,6.678653571428571
AATS2se,7.936004714285714
AATS3dv,8.228571428571428
AATS3pe,6.532458571428571
AATS3se,7.882639942857144
AATS4dv,8.191176470588236
AATS4pe,6.6788485294117645
AATS4se,8.05290423529412
AATS5dv,7.587301587301587
AATS5pe,6.596352380952381
AATS5se,8.001743428571428
AATS6dv,7.2727272727272725
AATS6pe,6.590845454545454
AATS6se,8.017014181818181
AATS7dv,6.545454545454546
AATS7pe,6.7143181818181805
AATS7se,8.154819272727273
AATS8dv,5.25
AATS8pe,6.677805555555555
AATS8se,8.097766777777778
AATSC0Z,6.58984375
AATSC0c,0.02641053248077917
AATSC0d,0.609375
AATSC0i,1.3518619001941201
AATSC0m,31.17791330859375
AATSC0p,0.2305997427605273
AATSC0s,2.0432942708333335
AATSC0v,45.25500917314589
AATSC1Z,0.29765625
AATSC1c,-0.010882145145943888
AATSC1d,0.17276785714285714
AATSC1i,-0.04802728096443291
AATSC1m,1.4108182574776764
AATSC1p,-0.005666807392446992
AATSC1s,-0.11834387400793649
AATSC1v,0.7016499484229564
AATSC2Z,-0.16573660714285715
AATSC2c,-0.000978323493438425
AATSC2d,-0.017857142857142856
AATSC2i,-0.1251797895603928
AATSC2m,-0.8968535184151804
AATSC2p,-0.02260126230425502
AATSC2s,0.04506138392857147
AATSC2v,-4.286051803143321
AATSC3Z,0.43783482142857144
AATSC3c,-0.0005463067933465822
AATSC3d,-0.08258928571428571
AATSC3i,-0.05266011435197895
AATSC3m,2.024299329799107
AATSC3p,-0.007161468530974663
AATSC3s,0.12245473710317462
AATSC3v,0.362429118647079
AATSC4Z,-0.3196231617647059
AATSC4c,-0.0014433022174594014
AATSC4d,-0.050551470588235295
AATSC4i,-0.10898987433374777
AATSC4m,-1.62246027366728
AATSC4p,-0.020840702262654182
AATSC4s,0.24520654616013063
AATSC4v,-4.692037589686833
AATSC5Z,0.02027529761904762
AATSC5c,0.004260515994388745
AATSC5d,-0.004216269841269841
AATSC5i,-0.026894979911145908
AATSC5m,0.007037313430059849
AATSC5p,-0.006489900237571986
AATSC5s,-0.06958395337301591
AATSC5v,-1.8236348887368978
AATSC6Z,0.3919744318181818
AATSC6c,-0.001682106178375817
AATSC6d,-0.06164772727272727
AATSC6i,-0.11175797767713483
AATSC6m,1.925002507315341
AATSC6p,-0.012683811924734157
AATSC6s,-0.15443694760101015
AATSC6v,1.491295464456675
AATSC7Z,-1.0443892045454546
AATSC7c,0.00044157808904997077
