DLiP-ID,T001F9
DLiP-Mol-ID,17093
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H26N4O2S/c1-14-21(16(3)27)15(2)23-22(14)18(28)12-25-8-10-26(11-9-25)13-20-24-17-6-4-5-7-19(17)29-20/h4-7,23H,8-13H2,1-3H3"
Standard Inchi Key(RDKit),FAOAJPWDHJORMB-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(=O)c1c(C)[nH]c(C(=O)CN2CCN(Cc3nc4ccccc4s3)CC2)c1C
SMILES(SDF),
MW(SDF),
MW(RDKit),410.543
MW Monoisotopic(RDKit),410.177647072
MolLogP(RDKit),3.44434
XLogP(SDF),
XLogP(CDK),1.77
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),69.3
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.630612297682743
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,4865956.251206618
qed,0.6306122976827431
Chi0,20.543241116511002
Chi1,13.918723993369941
TPSA,69.30000000000001
Chi0n,17.118427421769255
Chi0v,17.93492400269698
Chi1n,9.945533822904885
Chi1v,10.762030403832611
Chi2n,7.7319870052390325
Chi2v,8.84718687652828
Chi3n,5.597570421773298
Chi3v,6.6187158091963045
Chi4n,4.123445845522754
Chi4v,5.133274607128073
MolMR,115.93870000000005
MolWt,410.5430000000001
fr_SH,0
Kappa1,19.94447261331612
Kappa2,8.179989017607259
Kappa3,4.170744893086781
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1027.1368848219468
MolLogP,3.444340000000002
NOCount,6
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.332054645705175
SMR_VSA1,9.589074368143644
SMR_VSA2,0.0
SMR_VSA3,19.76777650359537
SMR_VSA4,0.0
SMR_VSA5,27.315968004984448
SMR_VSA6,32.72378202956288
SMR_VSA7,51.78785094379012
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,174.09057717499627
NHOHCount,1
PEOE_VSA1,4.9839785209472085
PEOE_VSA2,19.388893829844598
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,11.336785877934737
PEOE_VSA6,12.13273413692322
PEOE_VSA7,38.46739722769209
PEOE_VSA8,37.43640511019576
PEOE_VSA9,29.00006144075897
RingCount,4
SMR_VSA10,33.11989640474998
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,2
fr_lactam,0
fr_phenol,0
ExactMolWt,410.17764707199996
NumHDonors,1
PEOE_VSA10,5.007623696852765
PEOE_VSA11,11.566489892729878
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,64.05804842588813
SlogP_VSA3,6.544756405912575
SlogP_VSA4,13.847474399381248
SlogP_VSA5,44.03519423777795
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,10.216620634085363
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,0
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,11.566489892729878
EState_VSA3,17.802135892458033
EState_VSA4,54.50548593057735
EState_VSA5,4.699919916469101
EState_VSA6,18.26052307762536
