DLiP-ID,C000PA
ATS8se,39.496896
ATSC0Z,150.66666666666666
ATSC0c,0.8212724311416422
ATSC0d,13.809523809523807
ATSC0i,31.68022850232865
ATSC0m,709.7923338095238
ATSC0p,4.679305222057238
ATSC0s,72.1851851851852
ATSC0v,928.5000474083248
ATSC1Z,-7.888888888888899
ATSC1c,-0.5159925358013235
ATSC1d,3.199546485260772
ATSC1i,3.4571267293387953
ATSC1m,-32.86133499092994
ATSC1p,0.7033910555183721
ATSC1s,-9.552469135802472
ATSC1v,103.52339155272675
ATSC2Z,-0.8888888888889053
ATSC2c,0.04891595844769645
ATSC2d,-2.6439909297052147
ATSC2i,-12.74171515344385
ATSC2m,-11.206795167800685
ATSC2p,-1.1990282391972866
ATSC2s,17.882716049382715
ATSC2v,-230.3560726685721
ATSC3Z,-12.777777777777787
ATSC3c,0.24819622261519847
ATSC3d,-3.8866213151927433
ATSC3i,-4.103441246288098
ATSC3m,-65.12669802947855
ATSC3p,-1.1278670251455927
ATSC3s,-3.3179012345679038
ATSC3v,-219.22270094123735
ATSC4Z,-47.0
ATSC4c,-0.4009767945377953
ATSC4d,-5.571428571428571
ATSC4i,-0.9642643573653422
ATSC4m,-219.90659447619046
ATSC4p,-0.984232706084382
ATSC4s,-27.620370370370367
ATSC4v,-205.12345493078752
ATSC5Z,33.22222222222223
ATSC5c,0.2726421564731075
ATSC5d,-1.8526077097505682
ATSC5i,-0.5676335621394586
ATSC5m,150.75530490929725
ATSC5p,-0.21225752700679335
ATSC5s,29.515432098765434
ATSC5v,20.177763048812878
ATSC6Z,-23.22222222222222
ATSC6c,-0.022757494878300113
ATSC6d,-0.6848072562358285
ATSC6i,-5.360010821843898
ATSC6m,-106.88219092290242
ATSC6p,-0.670629412557836
ATSC6s,-18.293209876543212
ATSC6v,-106.11249246117313
ATSC7Z,-27.77777777777777
ATSC7c,-0.033237278798390044
ATSC7d,1.8140589569160992
ATSC7i,0.07187077636154149
ATSC7m,-125.79309780498863
ATSC7p,0.2024337007156357
ATSC7s,-19.169753086419753
ATSC7v,-8.258688238173576
ATSC8Z,-2.4444444444444393
ATSC8c,-0.02591044546414082
ATSC8d,2.1405895691609973
ATSC8i,3.2315007314942097
ATSC8m,-7.876284240362722
ATSC8p,0.6805637936897995
ATSC8s,-7.169753086419753
ATSC8v,101.42787687384497
AXp-0d,0.7235280023619584
AXp-1d,0.44543603669013704
AXp-2d,0.293389348214705
AXp-3d,0.18228205304497946
AXp-4d,0.1164670775215543
AXp-5d,0.077245013322148
AXp-6d,0.05036220855422048
AXp-7d,0.035445509282558414
GATS1Z,0.6757843925985519
GATS1c,1.4992181155253994
GATS1d,0.7899686520376177
GATS1i,0.9515956668076533
GATS1m,0.6754309681097115
GATS1p,0.7915066519951808
GATS1s,0.6910886701805119
GATS1v,0.7159722277461573
GATS2Z,0.6734773555439875
GATS2c,0.7174717624997496
GATS2d,1.1926977687626776
GATS2i,1.2642592166781954
GATS2m,0.6851261394450175
GATS2p,1.0934762922289358
GATS2s,0.4622279902212295
GATS2v,1.0021515291110201
GATS3Z,0.8975261464199518
GATS3c,0.6933662511987274
GATS3d,1.1191222570532917
GATS3i,1.0821834231991656
GATS3m,0.9041931477350695
GATS3p,1.0410498031331754
GATS3s,0.7688383320117542
GATS3v,1.032485566941348
GATS4Z,1.1583438685208598
GATS4c,1.195858099831556
GATS4d,1.120689655172414
GATS4i,0.9742810269995152
GATS4m,1.1555283271280563
GATS4p,1.039634477518964
GATS4s,1.2160998314153777
GATS4v,1.0608910172909578
GATS5Z,0.9914269911504425
GATS5c,0.7741745821743325
GATS5d,0.9956896551724139
GATS5i,0.8760153454613175
GATS5m,0.9925486985839395
GATS5p,1.0071138716845263
GATS5s,1.0064055284761415
GATS5v,1.0095086550137762
GATS6Z,1.3518863530507685
GATS6c,1.1733325619609438
GATS6d,0.9147005444646099
GATS6i,1.0052071768971895
GATS6m,1.3421264048387678
GATS6p,1.1395967253721346
GATS6s,1.6032513299667843
GATS6v,1.1606017222787186
GATS7Z,1.6834271922767499
GATS7c,1.5068788907537787
GATS7d,0.5266457680250785
GATS7i,0.7897166962473744
GATS7m,1.657240982347831
GATS7p,0.893536805861137
GATS7s,2.083585988152432
GATS7v,1.0555329465648577
GATS8Z,1.6327433628318586
GATS8c,1.5154606297997828
GATS8d,0.1448275862068966
GATS8i,0.34517942678002417
GATS8m,1.6075861736571064
GATS8p,0.44578675724361283
GATS8s,1.7178040020523342
GATS8v,0.8444198464440817
MATS1Z,-0.04997988736926797
MATS1c,-0.5997258777381139
MATS1d,0.22115987460815056
MATS1i,0.1041654293950366
MATS1m,-0.04419269757047746
MATS1p,0.1434868432279365
MATS1s,-0.1263176920565325
MATS1v,0.10642733204118804
MATS2Z,-0.003643935450286377
MATS2c,0.03678779016453188
MATS2d,-0.11825557809330628
MATS2i,-0.24841622869965457
MATS2m,-0.009751928478967406
MATS2p,-0.15826628745986523
MATS2s,0.15301210273745203
MATS2v,-0.1532350495436357
MATS3Z,-0.0404766693483508
MATS3c,0.14423628941455943
MATS3d,-0.13432601880877743
MATS3i,-0.0618196486390672
MATS3m,-0.04379195900858786
MATS3p,-0.11503848232741552
MATS3s,-0.02193724054293578
MATS3v,-0.1126860646376524
MATS4Z,-0.15597345132743365
MATS4c,-0.24411923457627918
MATS4d,-0.20172413793103447
MATS4i,-0.015218709001648522
MATS4m,-0.15490910791888282
MATS4p,-0.1051686798977037
MATS4s,-0.19131605951770128
MATS4v,-0.11045958236800216
MATS5Z,0.144704092920354
MATS5c,0.21785878644040202
MATS5d,-0.08803879310344837
MATS5i,-0.011758422926988624
MATS5m,0.13938325920729866
MATS5p,-0.029768094938882418
MATS5s,0.2683307144689584
MATS5v,0.014261342299059886
MATS6Z,-0.17035398230088494
MATS6c,-0.030626890299968224
MATS6d,-0.054809437386569945
MATS6i,-0.18700062364972184
MATS6m,-0.16643311322922352
MATS6p,-0.15840428164566084
MATS6s,-0.28009640571413136
MATS6v,-0.12631364838061304
MATS7Z,-0.3519710378117457
MATS7c,-0.07726180058025461
MATS7d,0.2507836990595611
MATS7i,0.004331024499114305
MATS7m,-0.3383390436988475
MATS7p,0.08259011100796339
MATS7s,-0.5069849339987872
MATS7v,-0.016980706334395638
MATS8Z,-0.06814159292035385
MATS8c,-0.13250642152704012
MATS8d,0.6510344827586207
MATS8i,0.4284155674975024
MATS8m,-0.04660573555645181
MATS8p,0.6108530642590756
MATS8s,-0.4171626475115443
MATS8v,0.4588013582327895
MAXsOH,8.698589380196523
MINsOH,8.698589380196523
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,4
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,17.68399683598874
SpAD_D,83.35096253263274
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,299
TMWC10,98.76149901266072
TSRW10,45.92401667199567
VE1_Dt,3.733124617627888
VE2_Dt,0.266651758401992
VE3_Dt,1.653717818698824
VR1_Dt,57.357033812569526
VR2_Dt,4.096930986612109
VR3_Dt,4.3857677198001905
Xc-3dv,0.32107546250375246
Xc-4dv,0.0
Xc-5dv,0.051019835686695866
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1388888888888889
Xch-7d,0.27323607817372114
Xp-0dv,7.150461522375814
Xp-1dv,4.036555626593094
Xp-2dv,2.8979998183945415
Xp-3dv,1.9677016598174994
Xp-4dv,1.3122024710480773
Xp-5dv,0.8779499339785052
Xp-6dv,0.4225439891965489
Xp-7dv,0.21646938896711335
Xpc-4d,2.385155430569911
Xpc-5d,3.3215039322421256
Xpc-6d,5.305216509533403
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,22
nFRing,1
nHBAcc,2
nHBDon,2
nHRing,1
nSpiro,0
naRing,2
piPC10,6.380910097455232
AATS0dv,11.333333333333334
AATS0pe,6.840352380952381
AATS0se,8.223390095238098
AATS1dv,10.136363636363637
AATS1pe,6.77959090909091
AATS1se,8.017565272727273
AATS2dv,9.470588235294118
AATS2pe,6.732047058823531
AATS2se,7.9878104705882365
AATS3dv,7.295454545454546
AATS3pe,6.6443340909090916
AATS3se,8.006967181818181
AATS4dv,6.333333333333333
AATS4pe,6.688930952380952
AATS4se,8.147035428571428
AATS5dv,6.4375
AATS5pe,6.677474999999999
AATS5se,8.197875125000001
AATS6dv,4.105263157894737
AATS6pe,6.613289473684211
AATS6se,8.186291578947367
AATS7dv,3.0
AATS7pe,6.756909090909091
AATS7se,8.431114909090908
AATS8dv,0.0
AATS8pe,6.085200000000001
AATS8se,7.8993792
AATSC0Z,7.174603174603174
AATSC0c,0.039108211006744865
AATSC0d,0.6575963718820861
AATSC0i,1.5085823096346975
AATSC0m,33.79963494331066
AATSC0p,0.2228240581932018
AATSC0s,3.437389770723105
AATSC0v,44.21428797182499
AATSC1Z,-0.35858585858585906
AATSC1c,-0.023454206172787432
AATSC1d,0.1454339311482169
AATSC1i,0.15714212406085434
AATSC1m,-1.49369704504227
AATSC1p,0.03197232070538055
AATSC1s,-0.434203142536476
AATSC1v,4.705608706942125
AATSC2Z,-0.026143790849673686
AATSC2c,0.0014387046602263663
AATSC2d,-0.0777644391089769
AATSC2i,-0.37475632804246617
AATSC2m,-0.3296116225823731
AATSC2p,-0.035265536446979016
AATSC2s,0.5259622367465504
AATSC2v,-6.775178607899179
AATSC3Z,-0.2904040404040406
AATSC3c,0.005640823241254511
AATSC3d,-0.08833230261801689
AATSC3i,-0.09326002832472949
AATSC3m,-1.4801522279426942
AATSC3p,-0.02563334148058165
AATSC3s,-0.07540684624017963
AATSC3v,-4.982334112300848
AATSC4Z,-1.119047619047619
AATSC4c,-0.009547066536614173
AATSC4d,-0.13265306122448978
AATSC4i,-0.02295867517536529
AATSC4m,-5.235871297052154
AATSC4p,-0.023434112049628142
AATSC4s,-0.6576278659611992
AATSC4v,-4.883891784066369
AATSC5Z,1.0381944444444446
AATSC5c,0.00852006738978461
AATSC5d,-0.05789399092970526
AATSC5i,-0.01773854881685808
AATSC5m,4.711103278415539
AATSC5p,-0.006633047718962292
AATSC5s,0.9223572530864198
AATSC5v,0.6305550952754024
AATSC6Z,-1.222222222222222
AATSC6c,-0.001197762888331585
AATSC6d,-0.03604248717030676
AATSC6i,-0.2821058327286262
AATSC6m,-5.625378469626443
AATSC6p,-0.03529628487146506
