DLiP-ID,C0018Z
DLiP-Mol-ID,32005
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C12H9N3OS/c1-8-6-7-13-12(14-8)15-11(16)9-4-2-3-5-10(9)17-15/h2-7H,1H3"
Standard Inchi Key(RDKit),IXQZKZKVGGJPMS-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccnc(-n2sc3ccccc3c2=O)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),243.291
MW Monoisotopic(RDKit),243.046632908
MolLogP(RDKit),2.15062
XLogP(SDF),
XLogP(CDK),2.131
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),47.78
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.657632263279339
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,13797.07407128044
qed,0.6576322632793387
Chi0,11.828062645816686
Chi1,8.25402019542349
TPSA,47.78
Chi0n,9.122238982565356
Chi0v,9.938735563493083
Chi1n,5.166414091913748
Chi1v,5.939810754047722
Chi2n,3.684998745668679
Chi2v,4.672547708801292
Chi3n,2.4553074809399162
Chi3v,3.519695989686189
Chi4n,1.637306345906999
Chi4v,2.578002404668234
MolMR,67.74900000000002
MolWt,243.29100000000003
fr_SH,0
Kappa1,10.163664112220566
Kappa2,3.7801018750837665
Kappa3,1.6427375926866297
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
