DLiP-ID,T002LG
Sp,26.143401796407193
Sv,23.980152859759816
nB,0
nC,16
nF,0
nH,17
nI,0
nN,1
nO,2
nP,0
nS,1
nX,0
ABC,15.584858756805467
AMW,7.759405399567581
IC0,1.5476461142436588
IC1,3.0872303965024614
IC2,3.921575407401836
IC3,4.3986425548181405
IC4,4.452696608872194
IC5,4.560804716980303
MID,41.25790495919521
Mpe,0.9613142554319022
Mse,0.9985925473908
NdO,1
NdS,0
NsF,0
NsI,0
NtN,0
SMR,82.07100000000004
SdO,12.084549477198287
SdS,0
Spe,35.56862745098038
SsF,0
SsI,0
Sse,36.9479242534596
StN,0
fMF,0.5135135135135135
nBr,0
nCl,0
AMID,2.0628952479597604
BIC0,0.28180763161308603
BIC1,0.5621473011661082
BIC2,0.714071432468343
BIC3,0.8009395877245604
BIC4,0.8107821769391516
BIC5,0.8304673553683343
CIC0,3.6618072513852913
CIC1,2.1222229691264887
CIC2,1.287877958227114
CIC3,0.8108108108108096
CIC4,0.7567567567567561
CIC5,0.6486486486486474
GGI1,3.0
GGI2,2.000000000000001
GGI3,0.75
GGI4,0.7866666666666667
GGI5,0.3819444444444445
GGI6,0.2016326530612245
GGI7,0.16493055555555555
GGI8,0.13529856386999242
GGI9,0.061250000000000006
JGI1,0.13636363636363635
JGI2,0.06896551724137934
JGI3,0.02678571428571428
JGI4,0.03746031746031746
JGI5,0.021219135802469136
JGI6,0.01260204081632653
JGI7,0.010308159722222222
JGI8,0.009019904257999495
JGI9,0.005104166666666667
MIC0,16.928886021087685
MIC1,30.695130668096482
MIC2,36.19056350534788
MIC3,37.26620394670027
MIC4,37.915447189943514
MIC5,38.61917691967325
MPC2,29
MPC3,37
MPC4,45
MPC5,56
MPC6,50
MPC7,53
MPC8,56
MPC9,61
Mare,0.9720000000000003
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,1
NtCH,0
NtsC,0
RNCG,0.2494025385739761
RPCG,0.15355500383540263
SIC0,0.2970841671133393
SIC1,0.5926207952779576
SIC2,0.7527805956140611
SIC3,0.8443577945892757
SIC4,0.8547339416166573
SIC5,0.8754862356714207
SaaN,0
SaaO,0
SaaS,0
Sare,35.96400000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.260148202601687
SssS,1.6049924414210126
StCH,0
StsC,0
TIC0,57.26290622701538
TIC1,114.22752467059108
TIC2,145.09829007386793
TIC3,162.7497745282712
TIC4,164.7497745282712
TIC5,168.7497745282712
Vabc,257.69033097479775
WPol,28
apol,43.659480999999985
bpol,23.828518999999996
nRot,3
ABCGG,11.909494243502811
ATS0Z,1026.0
ATS0d,119.0
ATS0i,5861.782223467333
ATS0m,4061.4746749999995
ATS0p,63.08722738243301
ATS0s,133.03120713305898
ATS0v,8577.567047232134
ATS1Z,1068.0
ATS1d,151.0
ATS1i,5562.522901520298
ATS1m,4076.8697079999984
ATS1p,77.18987327000002
ATS1s,108.33024691358025
ATS1v,10756.4542545511
ATS2Z,1539.0
ATS2d,233.0
ATS2i,10320.585336528502
ATS2m,5682.808053999999
ATS2p,115.81780850824502
ATS2s,178.74691358024694
ATS2v,15513.125997703097
ATS3Z,1666.0
ATS3d,256.0
ATS3i,13389.910236599851
ATS3m,6015.839023999999
ATS3p,129.775193894188
ATS3s,211.72839506172843
ATS3v,16805.51355050212
ATS4Z,1375.0
ATS4d,213.0
ATS4i,12788.129883313868
ATS4m,4851.099277
ATS4p,118.88184904703701
ATS4s,203.46913580246917
ATS4v,14541.835180881139
ATS5Z,1253.0
ATS5d,182.0
ATS5i,12719.757486223476
ATS5m,4419.541025999998
ATS5p,101.66915062492299
ATS5s,195.97222222222223
ATS5v,11882.410523981536
ATS6Z,998.0
ATS6d,151.0
ATS6i,8720.426473964468
ATS6m,3519.7079419999995
ATS6p,77.319351441886
ATS6s,131.39814814814818
ATS6v,9590.670210977556
ATS7Z,796.0
ATS7d,138.0
ATS7i,6782.361520731326
ATS7m,2843.9471959999996
ATS7p,68.517217830547
ATS7s,125.48148148148147
ATS7v,9246.267048846
ATS8Z,789.0
ATS8d,146.0
ATS8i,8817.985190571737
ATS8m,2772.8393910000004
ATS8p,70.800751514188
ATS8s,144.83333333333337
ATS8v,9304.46426701262
C1SP1,0
C1SP2,1
C1SP3,5
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.3125
GGI10,0.020508111417202324
JGI10,0.0025635139271502905
JGT10,0.3303921065438818
Kier1,14.917355371900827
Kier2,7.319857312722949
Kier3,4.023374726077429
MAXdO,12.084549477198287
MID_C,33.24812197729085
MID_N,2.192914201825493
MID_O,3.7745577038522935
MID_X,0.0
MID_h,8.009782981904351
MINdO,12.084549477198287
MPC10,53
MWC01,22.0
MWC02,4.634728988229636
MWC03,5.459585514144159
MWC04,6.300785794663244
MWC05,7.13966033596492
MWC06,7.984462732262196
MWC07,8.82776136765472
MWC08,9.674137279312397
MWC09,10.519510678674001
MWC10,11.366985980814487
NaaCH,7
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,1
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,0
NssPH,0
NssSe,0
NsssB,0
NsssN,1
NsssP,0
SLogP,2.790700000000001
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.081404364984463
SRW05,0.0
SRW06,6.566672429803241
SRW07,0.0
SRW08,8.141189793457691
SRW09,0.0
SRW10,9.758750756069444
SaaCH,14.612783966873593
SaaNH,0
SaaSe,0
SaaaC,2.4515530493903515
SaasC,1.1438050359032506
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.2004246451667091
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,0
SssPH,0
SssSe,0
SsssB,0
SsssN,1.886455498866213
SsssP,0
VE1_A,3.7983585721793256
VE1_D,4.415733427157935
VE2_A,0.18991792860896628
VE2_D,0.22078667135789676
VE3_A,2.0277161992833332
VE3_D,2.178321122485769
VR1_A,183.67798944870916
VR1_D,103.49525781964203
VR2_A,9.183899472435458
VR2_D,5.174762890982102
VR3_A,5.906331347685623
VR3_D,5.332672974047975
WPath,910
Xc-3d,0.9398264056274472
Xc-4d,0.0
Xc-5d,0.20118446353109126
Xc-6d,0.0
Xp-0d,13.7862462825598
Xp-1d,9.826499840494924
Xp-2d,8.436418544255073
Xp-3d,7.133109640222244
Xp-4d,5.6702673295039245
Xp-5d,4.6980413790596485
Xp-6d,2.753876903448882
Xp-7d,1.9460020619541014
ZMIC0,65.85123152056967
ZMIC1,43.58626425365581
ZMIC2,30.623960843115768
ZMIC3,27.734439840396178
ZMIC4,26.693536046138142
ZMIC5,25.479148286170428
nAcid,0
nAtom,37
nBase,0
nRing,3
piPC1,3.3843902633457743
piPC2,3.9219733362813143
piPC3,4.468777561082536
piPC4,5.003946305945459
piPC5,5.58114392002342
piPC6,5.763720586368686
piPC7,6.1007392672626795
piPC8,6.45277572103549
piPC9,6.7772772557913665
AATS0Z,27.72972972972973
AATS0d,3.2162162162162162
AATS0i,158.4265465801982
AATS0m,109.7695858108108
AATS0p,1.7050601995252164
AATS0s,3.5954380306232157
AATS0v,231.8261364116793
AATS1Z,27.384615384615383
AATS1d,3.871794871794872
AATS1i,142.6287923466743
AATS1m,104.53512071794867
AATS1p,1.9792275197435902
AATS1s,2.77769863880975
AATS1v,275.8065193474641
AATS2Z,22.63235294117647
AATS2d,3.426470588235294
AATS2i,151.77331377247796
AATS2m,83.57070667647058
AATS2p,1.703203066297721
AATS2s,2.628631082062455
AATS2v,228.13420584857496
AATS3Z,19.372093023255815
AATS3d,2.9767441860465116
AATS3i,155.69663065813782
AATS3m,69.95161655813952
AATS3p,1.5090138824905581
AATS3s,2.4619580821131213
AATS3v,195.41294826165256
AATS4Z,16.566265060240966
AATS4d,2.566265060240964
AATS4i,154.07385401582974
AATS4m,58.446979240963856
AATS4p,1.4323114343016508
AATS4s,2.451435371114086
AATS4v,175.20283350459204
AATS5Z,15.860759493670885
AATS5d,2.3037974683544302
AATS5i,161.00958843320856
AATS5m,55.943557291139214
AATS5p,1.2869512737332025
AATS5s,2.480661040787623
AATS5v,150.41025979723463
AATS6Z,18.145454545454545
AATS6d,2.7454545454545456
AATS6i,158.55320861753577
AATS6m,63.99468985454545
AATS6p,1.4058063898524726
AATS6s,2.3890572390572395
AATS6v,174.37582201777374
AATS7Z,17.68888888888889
AATS7d,3.066666666666667
AATS7i,150.71914490514058
AATS7m,63.19882657777777
AATS7p,1.5226048406788222
AATS7s,2.788477366255144
AATS7v,205.4726010854667
AATS8Z,14.089285714285714
AATS8d,2.607142857142857
AATS8i,157.4640212602096
AATS8m,49.51498912500001
AATS8p,1.2642991341819285
AATS8s,2.5863095238095246
AATS8v,166.15114762522535
AMID_C,1.6624060988645426
AMID_N,0.10964571009127463
AMID_O,0.18872788519261469
AMID_X,0.0
AMID_h,0.40048914909521754
ATS0dv,244.44444444444446
ATS0pe,225.8852
ATS0se,280.511061
ATS1dv,232.0
ATS1pe,249.13500000000002
ATS1se,299.2206359999999
ATS2dv,291.66666666666663
ATS2pe,430.53010000000006
ATS2se,526.45891
ATS3dv,253.0
ATS3pe,528.9184999999999
ATS3se,656.793836
ATS4dv,205.33333333333334
ATS4pe,492.8939999999999
ATS4se,617.9371960000001
ATS5dv,199.66666666666669
ATS5pe,461.5716
ATS5se,589.345352
ATS6dv,163.0
ATS6pe,331.9212
ATS6se,418.95652000000007
ATS7dv,183.0
ATS7pe,276.82950000000005
ATS7se,339.86426399999993
ATS8dv,170.0
ATS8pe,332.9205
ATS8se,416.0892760000001
ATSC0Z,401.5675675675676
ATSC0c,0.495251493842171
ATSC0d,18.432432432432428
ATSC0i,56.293345178990215
ATSC0m,1829.4330498918916
ATSC0p,11.569652215152974
ATSC0s,41.12262262262265
ATSC0v,1995.3391157117553
ATSC1Z,33.644996347699056
ATSC1c,-0.18235426816736025
ATSC1d,4.760409057706355
ATSC1i,-6.928531543350815
ATSC1m,154.98058070854685
ATSC1p,0.09899658033946596
ATSC1s,-0.15001237473709927
ATSC1v,18.115617068770803
ATSC2Z,-65.82688093498902
ATSC2c,-0.14211342509538655
ATSC2d,-4.227173119065012
ATSC2i,10.915275309547692
ATSC2m,-292.5261846391521
ATSC2p,0.9038764534879724
ATSC2s,-2.8710061412764127
ATSC2v,-13.464180549570177
ATSC3Z,-45.859751643535425
ATSC3c,0.08231880457763488
ATSC3d,-8.140248356464573
ATSC3i,17.507956746710242
ATSC3m,-227.7497838027754
ATSC3p,0.35820706974941563
ATSC3s,-14.459031353676002
ATSC3v,-91.97032230711503
ATSC4Z,-50.62454346238129
ATSC4c,-0.10006493460836373
ATSC4d,-3.2403214024835645
ATSC4i,-20.289245372752728
ATSC4m,-260.24619213586544
ATSC4p,-2.275145011996316
ATSC4s,-11.286611686761841
ATSC4v,-812.0762080120783
ATSC5Z,47.436815193571945
ATSC5c,0.12960271692018774
ATSC5d,7.644265887509131
ATSC5i,5.929078360970151
ATSC5m,254.82484114974406
ATSC5p,1.9876028651126774
ATSC5s,11.587097858619384
ATSC5v,553.7580111921617
ATSC6Z,-99.0869247626004
ATSC6c,-0.04236044181813625
ATSC6d,0.43827611395178995
ATSC6i,2.0572950502033462
ATSC6m,-419.38392097443386
ATSC6p,-1.8751717110477164
ATSC6s,-1.7818579340100857
ATSC6v,191.1138521620249
ATSC7Z,-91.90650109569027
ATSC7c,-0.03587723603596238
ATSC7d,-3.4718772826880935
ATSC7i,-18.372058147124488
ATSC7m,-428.8141759225711
ATSC7p,-3.6342129878923166
ATSC7s,-1.7468259049840633
ATSC7v,-587.0290990832332
ATSC8Z,8.681519357195027
ATSC8c,0.08926865935031524
ATSC8d,-1.8436815193571947
ATSC8i,-15.718049795499711
ATSC8m,30.703380974433735
ATSC8p,-2.052543571684095
ATSC8s,3.6593558022486956
ATSC8v,-278.41831320192955
AXp-0d,0.68931231412799
AXp-1d,0.44665908365886015
AXp-2d,0.29091098428465767
AXp-3d,0.19278674703303364
AXp-4d,0.12600594065564277
AXp-5d,0.08389359605463657
AXp-6d,0.05507753806897764
AXp-7d,0.03671702003686984
GATS1Z,0.7355788645329632
GATS1c,1.3498373790579397
GATS1d,0.7762237762237765
GATS1i,1.1756176965507605
GATS1m,0.7371038808164738
GATS1p,0.9322792638681815
GATS1s,0.5500962179515783
GATS1v,0.9332318265548778
GATS2Z,1.1245635150008313
GATS2c,1.5168210025289754
GATS2d,1.292478868380197
GATS2i,0.9770594415410047
GATS2m,1.1110057758875194
GATS2p,0.9795758003631855
GATS2s,0.7239537953370064
GATS2v,0.9382737562588428
GATS3Z,1.1018447504593873
GATS3c,1.1386985085518835
GATS3d,1.3171929345972861
GATS3i,0.9026984339541768
GATS3m,1.096987725915891
GATS3p,1.0072639009019286
GATS3s,1.1719481892064234
GATS3v,0.9745052291560341
GATS4Z,1.046621267679413
GATS4c,0.8229396276114773
GATS4d,0.964774052220613
GATS4i,1.106536006259095
GATS4m,1.0509479456795565
GATS4p,1.1009251297125693
GATS4s,1.4114178071046637
GATS4v,1.175639111971741
GATS5Z,1.339056145008187
GATS5c,0.7076122264217486
GATS5d,0.7169531162997886
GATS5i,0.9328150551088239
GATS5m,1.2965503613200104
GATS5p,1.1645115168439855
GATS5s,1.2823812560305787
GATS5v,0.9079869753545518
GATS6Z,1.725329482739632
GATS6c,1.1807612550808189
GATS6d,1.100826446280992
GATS6i,1.0448725152263347
GATS6m,1.6629499701300934
GATS6p,1.457536329560411
GATS6s,1.2751930290822484
GATS6v,0.9549081386457368
GATS7Z,0.8954906447704939
GATS7c,0.947328991092932
GATS7d,1.1718475073313785
GATS7i,1.2450122912134733
GATS7m,0.9179083010986565
GATS7p,1.080447111561194
GATS7s,1.087386545534373
GATS7v,1.1767971929441976
GATS8Z,0.6227381112628116
GATS8c,0.7354329742458258
GATS8d,1.0114160033514876
GATS8i,1.0971771314741914
GATS8m,0.6560705163154615
GATS8p,0.862435197958402
GATS8s,0.8686998057867543
GATS8v,1.0389912166087443
MATS1Z,0.07948752463491998
MATS1c,-0.3493230598731602
MATS1d,0.24501842243777736
MATS1i,-0.1167673054876235
MATS1m,0.08037072394074099
MATS1p,0.008117774923842682
MATS1s,-0.003460854959299102
MATS1v,0.008613378512911815
MATS2Z,-0.08919437340153448
MATS2c,-0.1561356673121209
MATS2d,-0.12478437122649652
MATS2i,0.10550437000228201
MATS2m,-0.08700436416536605
MATS2p,0.042509067684818644
MATS2s,-0.03798797369074815
MATS2v,-0.0036716055844943515
MATS3Z,-0.04913334606366627
MATS3c,0.07151160635915399
MATS3d,-0.190002045966037
MATS3i,0.1338078772008161
MATS3m,-0.05356051269926735
MATS3p,0.013320395556930768
MATS3s,-0.15127308646140605
MATS3v,-0.01983052741638513
MATS4Z,-0.05619868084533582
MATS4c,-0.09006991510530142
MATS4d,-0.07836625092746353
MATS4i,-0.16066914002320803
MATS4m,-0.06341492669885755
MATS4p,-0.08766220898841307
MATS4s,-0.12235068661714839
MATS4v,-0.1814277447929816
MATS5Z,0.055326287164056
MATS5c,0.12256400518433622
MATS5d,0.1942351237982108
MATS5i,0.049329278791295846
MATS5m,0.06523788521823774
MATS5p,0.08046072521452127
MATS5s,0.13196795999928762
MATS5v,0.12998042080060768
MATS6Z,-0.16599566808208607
MATS6c,-0.057540511942238935
MATS6d,0.0159957344708078
MATS6i,0.024585472473132582
MATS6m,-0.1542177241192145
MATS6p,-0.10903345473222457
MATS6s,-0.02914951313622246
MATS6v,0.06443390977152323
MATS7Z,-0.18818145107013054
MATS7c,-0.059563799619918104
MATS7d,-0.15487129358097104
MATS7i,-0.2683428108330361
MATS7m,-0.1927266727078549
MATS7p,-0.25827316356321206
MATS7s,-0.03492673827279697
MATS7v,-0.24189791427265883
MATS8Z,0.014284031690479383
MATS8c,0.11909318645712512
MATS8d,-0.06608713866778385
MATS8i,-0.18448255314077702
MATS8m,0.011088770059519458
MATS8p,-0.11721569798671556
MATS8s,0.05879461232920207
MATS8v,-0.09219232735352395
MAXssO,5.260148202601687
MAXssS,1.6049924414210126
MINssO,5.260148202601687
MINssS,1.6049924414210126
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,5
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,27.00209034620781
SpAD_D,187.33886355646007
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.2552876825788983
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,482
TMWC10,113.90761867171976
TSRW10,53.35467983408516
VE1_Dt,4.41641692721519
VE2_Dt,0.2208208463607595
VE3_Dt,2.178475897943884
VR1_Dt,103.36083888006277
VR2_Dt,5.168041944003138
VR3_Dt,5.33137333666098
Xc-3dv,0.5471439332103779
Xc-4dv,0.0
Xc-5dv,0.06005263899617292
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.32111426259404335
Xp-0dv,12.065440838079395
Xp-1dv,7.7848721151809315
Xp-2dv,5.839546005770357
Xp-3dv,4.425586678184705
Xp-4dv,3.1535839363818736
Xp-5dv,2.2987446761965282
Xp-6dv,1.323852446473115
Xp-7dv,0.8693122845809781
Xpc-4d,2.3479292783017534
Xpc-5d,3.366391619285937
Xpc-6d,4.828127169708407
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,39
nFRing,1
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.285634317921879
AATS0dv,6.606606606606607
AATS0pe,6.1050054054054055
AATS0se,7.581380027027026
AATS1dv,5.948717948717949
AATS1pe,6.388076923076923
AATS1se,7.672323999999997
AATS2dv,4.28921568627451
AATS2pe,6.3313250000000005
AATS2se,7.742042794117646
AATS3dv,2.941860465116279
AATS3pe,6.150215116279068
AATS3se,7.637137627906977
AATS4dv,2.4738955823293174
AATS4pe,5.938481927710842
AATS4se,7.445026457831326
AATS5dv,2.527426160337553
AATS5pe,5.842678481012658
AATS5se,7.460067746835444
AATS6dv,2.963636363636364
AATS6pe,6.034930909090909
AATS6se,7.617391272727274
AATS7dv,4.066666666666666
AATS7pe,6.151766666666668
AATS7se,7.552539199999998
AATS8dv,3.0357142857142856
AATS8pe,5.945008928571428
AATS8se,7.430165642857145
AATSC0Z,10.853177501826151
AATSC0c,0.013385175509247865
AATSC0d,0.4981738495252008
AATSC0i,1.52144176159433
AATSC0m,49.44413648356464
AATSC0p,0.3126933031122425
AATSC0s,1.1114222330438555
AATSC0v,53.92808420842582
AATSC1Z,0.8626922140435656
AATSC1c,-0.00467575046582975
AATSC1d,0.12206177071041936
AATSC1i,-0.17765465495771318
AATSC1m,3.9738610438088937
AATSC1p,0.0025383738548581014
AATSC1s,-0.0038464711471051095
AATSC1v,0.4645030017633539
AATSC2Z,-0.968042366691015
AATSC2c,-0.0020899033102262728
AATSC2d,-0.06216431057448547
AATSC2i,0.16051875455217193
AATSC2m,-4.30185565645812
AATSC2p,0.01329230078658783
AATSC2s,-0.04222067854818254
AATSC2v,-0.1980026551407379
AATSC3Z,-0.5332529260876212
AATSC3c,0.0009571954020655218
AATSC3d,-0.0946540506565648
AATSC3i,0.20358089240360747
AATSC3m,-2.648253300032272
AATSC3p,0.004165198485458321
AATSC3s,-0.16812827155437213
AATSC3v,-1.0694223524083142
AATSC4Z,-0.6099342585829071
AATSC4c,-0.0012056016217875149
AATSC4d,-0.039040016897392345
AATSC4i,-0.24444873943075576
AATSC4m,-3.1354962907935597
AATSC4p,-0.027411385686702604
AATSC4s,-0.13598327333448001
AATSC4v,-9.784050698940701
AATSC5Z,0.6004660151085056
AATSC5c,0.0016405407205087054
AATSC5d,0.09676285933555862
AATSC5i,0.07505162482240697
AATSC5m,3.2256309006296715
