DLiP-ID,T006UJ
DLiP-Mol-ID,24597
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H14O3/c18-17(19)9-5-4-6-14-10-12-16(13-11-14)20-15-7-2-1-3-8-15/h1-13H,(H,18,19)/b6-4+,9-5+"
Standard Inchi Key(RDKit),VYBYUBBPKVODPS-REZHQCRGSA-N
Canonical SMILES(RDKit),O=C(O)/C=C/C=C/c1ccc(Oc2ccccc2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),266.296
MW Monoisotopic(RDKit),266.094294308
MolLogP(RDKit),4.1329
XLogP(SDF),
XLogP(CDK),4.084
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),2
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),46.53
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.653362883209135
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,E1/E2
Common Target Pref Name,E1/E2
RDKit Descriptors
Ipc,40128.56914000789
qed,0.6533628832091353
Chi0,14.208896013370174
Chi1,9.737183443017884
TPSA,46.53
Chi0n,10.769263675892823
Chi0v,10.769263675892823
Chi1n,6.145380310204278
Chi1v,6.145380310204278
Chi2n,4.040621376711907
Chi2v,4.040621376711907
Chi3n,2.497595396474522
Chi3v,2.497595396474522
