DLiP-ID,C001JW
ATS0v,11280.707647827092
ATS1Z,1789.0
ATS1d,192.0
ATS1i,6074.081513386498
ATS1m,7110.900454000001
ATS1p,97.57131568200003
ATS1s,141.32561728395063
ATS1v,13519.389559177995
ATS2Z,2593.0
ATS2d,284.0
ATS2i,9935.842253397235
ATS2m,10253.695070000003
ATS2p,146.2669791348491
ATS2s,325.61728395061715
ATS2v,19751.623044813095
ATS3Z,3060.0
ATS3d,322.0
ATS3i,13446.607794616388
ATS3m,11809.480941000002
ATS3p,168.19824980624497
ATS3s,327.3672839506174
ATS3v,22295.983675053547
ATS4Z,2684.0
ATS4d,310.0
ATS4i,14188.465589707595
ATS4m,10090.417233
ATS4p,158.87189593994302
ATS4s,361.4938271604938
ATS4v,20990.44712469497
ATS5Z,3013.0
ATS5d,299.0
ATS5i,14630.95573249023
ATS5m,11738.655601000002
ATS5p,156.373022173339
ATS5s,384.2989540466392
ATS5v,20443.49467425488
ATS6Z,3165.0
ATS6d,272.0
ATS6i,13722.941934330409
ATS6m,12536.860975000001
ATS6p,146.36209640449005
ATS6s,401.5432098765431
ATS6v,20136.65569101383
ATS7Z,2192.0
ATS7d,254.0
ATS7i,13215.55455091974
ATS7m,8226.54668
ATS7p,137.004955065339
ATS7s,401.6944444444444
ATS7v,18445.13299318398
ATS8Z,2116.0
ATS8d,223.0
ATS8i,12869.7435038112
ATS8m,8061.361950999998
ATS8p,125.49875297564101
ATS8s,311.3395061728395
ATS8v,16655.771426102056
C1SP1,0
C1SP2,1
C1SP3,1
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.05555555555555555
GGI10,0.1362105907560453
JGI10,0.01047773775046502
JGT10,0.5369927071298304
Kier1,21.702734839476815
Kier2,9.212018140589569
Kier3,5.331434674261303
MAXdO,12.72905908814143
MID_C,37.68398721815339
MID_N,2.041138231582838
MID_O,8.6887141277313
MID_X,1.7579469078547794
MID_h,16.74966737984675
MINdO,10.855932599553736
MPC10,112
MWC01,29.0
MWC02,4.962844630259907
MWC03,5.808142489980444
MWC04,6.703188113240863
MWC05,7.576097340623111
MWC06,8.47782846789396
MWC07,9.36228862824824
MWC08,10.268026494031647
MWC09,11.158661897040325
MWC10,12.066712872274172
NaaCH,9
NaaNH,0
NaaSe,0
NaaaC,2
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.285400000000002
SRW02,4.07753744390572
SRW03,0.0
SRW04,5.424950017481403
SRW05,0.0
SRW06,6.966967138613983
SRW07,0.0
SRW08,8.6020856584342
SRW09,0.0
SRW10,10.290075604874604
SaaCH,14.387083686231863
SaaNH,0
SaaSe,0
SaaaC,0.9414412740404807
SaasC,1.3043875631462538
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-1.03745203011775
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.5373214285714285
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.35418040818087
VE1_D,5.107274792081488
VE2_A,0.16126594104373593
VE2_D,0.1891583256326477
VE3_A,2.4643881700080694
VE3_D,2.623917726175867
VR1_A,264.1375456307896
VR1_D,164.22535338873936
VR2_A,9.782872060399614
VR2_D,6.082420495879235
VR3_A,6.569721746657238
VR3_D,6.094491363643648
WPath,1826
Xc-3d,2.6896867580471486
Xc-4d,0.2041241452319315
Xc-5d,0.646851114825647
Xc-6d,0.10206207261596575
Xp-0d,19.604083527755577
Xp-1d,12.775694130382421
Xp-2d,12.347842738089222
Xp-3d,9.528895154473812
Xp-4d,7.601051695820113
Xp-5d,6.3836036106968805
Xp-6d,4.692432343160871
Xp-7d,3.088878051621213
ZMIC0,90.81977601929792
ZMIC1,56.790329361494116
ZMIC2,37.58766781728629
ZMIC3,33.62290344504592
ZMIC4,32.4764222727373
ZMIC5,32.31263924812179
nAcid,1
nAtom,41
nBase,0
nRing,3
piPC1,3.7256934272366524
piPC2,4.406719247264253
piPC3,4.945207488773801
piPC4,5.540773228894619
piPC5,6.147800337840577
piPC6,6.47932536164633
piPC7,6.817762188372098
piPC8,7.14216636256564
piPC9,7.52827086095468
AATS0Z,67.51219512195122
AATS0d,3.8048780487804876
AATS0i,155.2162808444436
AATS0m,305.54515960975607
AATS0p,2.1213000162899025
AATS0s,7.350760313158688
AATS0v,275.139210922612
AATS1Z,41.604651162790695
AATS1d,4.465116279069767
AATS1i,141.2577096136395
AATS1m,165.36977800000003
AATS1p,2.269100364697675
AATS1s,3.2866422624174567
AATS1v,314.40440835297665
AATS2Z,37.57971014492754
AATS2d,4.115942028985507
AATS2i,143.99771381735124
AATS2m,148.60427637681164
AATS2p,2.119811291809407
AATS2s,4.719091071748075
AATS2v,286.2554064465666
AATS3Z,34.0
AATS3d,3.577777777777778
AATS3i,149.40675327351542
AATS3m,131.21645490000003
AATS3p,1.8688694422916108
AATS3s,3.637414266117971
AATS3v,247.73315194503942
AATS4Z,28.86021505376344
AATS4d,3.3333333333333335
AATS4i,152.56414612588813
AATS4m,108.49911003225806
AATS4p,1.7082999563434733
AATS4s,3.8870303995752025
AATS4v,225.70373252360181
AATS5Z,32.0531914893617
AATS5d,3.1808510638297873
AATS5i,155.64846523925777
AATS5m,124.87931490425534
AATS5p,1.6635427890780745
AATS5s,4.088286745177013
AATS5v,217.4839858963285
AATS6Z,35.561797752808985
AATS6d,3.056179775280899
AATS6i,154.19035881270122
AATS6m,140.86360646067416
AATS6p,1.6445179371291017
AATS6s,4.511721459287001
AATS6v,226.25455832599812
AATS7Z,25.488372093023255
AATS7d,2.953488372093023
AATS7i,153.66923896418302
AATS7m,95.65751953488372
AATS7p,1.5930808728527792
AATS7s,4.670865633074935
AATS7v,214.47829061841836
AATS8Z,25.49397590361446
AATS8d,2.6867469879518073
AATS8i,155.0571506483277
AATS8m,97.12484278313251
AATS8p,1.512033168381217
AATS8s,3.751078387624572
AATS8v,200.67194489279586
AMID_C,1.3957032303019774
AMID_N,0.07559771228084584
AMID_O,0.32180422695301114
AMID_X,0.0651091447353622
AMID_h,0.6203580511054351
ATS0dv,387.95610425240056
ATS0pe,275.28899999999993
ATS0se,334.59765899999996
ATS1dv,311.3703703703704
ATS1pe,287.5256
ATS1se,344.3703539999998
ATS2dv,535.5555555555557
ATS2pe,462.49090000000007
ATS2se,554.7274079999997
ATS3dv,490.2222222222222
ATS3pe,593.4471000000001
ATS3se,723.3852619999998
ATS4dv,504.3703703703703
ATS4pe,610.9141999999999
ATS4se,747.012928
ATS5dv,536.283950617284
ATS5pe,619.8072999999998
ATS5se,760.209446
ATS6dv,506.4814814814815
ATS6pe,596.393
ATS6se,728.850928
ATS7dv,472.7037037037037
ATS7pe,561.3308999999999
ATS7se,688.7451639999999
ATS8dv,319.14814814814815
ATS8pe,534.4339000000001
ATS8se,660.1642480000002
ATSC0Z,1409.560975609756
ATSC0c,1.2015960753107362
ATSC0d,29.560975609756095
ATSC0i,64.12679426072292
ATSC0m,7177.629375804877
ATSC0p,17.5399614134859
ATSC0s,127.76265097527519
ATSC0v,2115.1629425607175
ATSC1Z,36.33848899464606
ATSC1c,-0.8022802782083954
ATSC1d,4.9970255800119014
ATSC1i,5.3664853534084465
ATSC1m,145.1067689363476
ATSC1p,0.5023628703121993
ATSC1s,-26.738944766367275
ATSC1v,214.3796782741371
ATSC2Z,-99.87091017251635
ATSC2c,0.2571908082568404
ATSC2d,-3.7001784651992855
ATSC2i,-2.443654519980964
ATSC2m,-430.32593942772144
ATSC2p,-0.9689902591803007
ATSC2s,51.21978882842123
ATSC2v,-274.3789518637723
ATSC3Z,-318.54848304580605
ATSC3c,0.0677781478886592
ATSC3d,-2.792385484830458
ATSC3i,-19.299434566189706
ATSC3m,-1585.8466644253417
ATSC3p,-4.4686039357593215
ATSC3s,-35.60915488935075
ATSC3v,-460.5695454071679
ATSC4Z,-433.97977394408076
ATSC4c,-0.06518045480204714
ATSC4d,-3.7846519928613906
ATSC4i,-29.92762550601046
ATSC4m,-2069.6057747525283
ATSC4p,-6.159077706058582
ATSC4s,-15.416075250785621
ATSC4v,-746.9137976568799
ATSC5Z,371.3723973825102
ATSC5c,-0.22071219596358518
ATSC5d,-4.676383105294468
ATSC5i,10.174272275664704
ATSC5m,1763.9321103254015
ATSC5p,6.620589038729713
ATSC5s,-35.801339396825156
ATSC5v,259.867329644489
ATSC6Z,179.27007733491962
ATSC6c,0.08169014696203518
ATSC6d,-4.9494348602022615
ATSC6i,0.006576896276366373
ATSC6m,896.4702716186791
ATSC6p,-4.3392360802851035
ATSC6s,-11.51134808547725
ATSC6v,15.241600166856841
ATSC7Z,-202.39619274241522
ATSC7c,0.3551698290850858
ATSC7d,-5.859607376561571
ATSC7i,5.5698088375756845
ATSC7m,-914.5916657370615
ATSC7p,-1.578797207603381
ATSC7s,27.743462804245627
ATSC7v,-127.38543986002908
ATSC8Z,7.864366448542497
ATSC8c,-0.4629733995599415
ATSC8d,-5.720999405116004
ATSC8i,-3.429343732614535
ATSC8m,84.18148993158809
ATSC8p,-0.055446353861680175
ATSC8s,-60.2436882318236
ATSC8v,-251.90456135009032
AXp-0d,0.726077167694651
AXp-1d,0.44054117690973865
AXp-2d,0.293996255668791
AXp-3d,0.17979047461271344
AXp-4d,0.1117801719973546
AXp-5d,0.07092892900774311
AXp-6d,0.04692432343160871
AXp-7d,0.028868019174030028
GATS1Z,0.584711169486724
GATS1c,1.5479324034318152
GATS1d,0.9755161562667894
GATS1i,0.9414313068202116
GATS1m,0.561111972020253
GATS1p,0.8582760602299273
GATS1s,0.8269678516808499
GATS1v,0.7077518934273122
GATS2Z,0.7322662381433869
GATS2c,0.6211249135777721
GATS2d,1.1864447314296647
GATS2i,1.038986432034841
GATS2m,0.7036033745582766
GATS2p,0.9364694484183553
GATS2s,0.4968409286766957
GATS2v,0.9163040863262527
GATS3Z,1.0375176879537347
GATS3c,0.7771434484550378
GATS3d,1.1351301796846351
GATS3i,1.1530072882374578
GATS3m,1.0229743516518286
GATS3p,1.131547333281529
GATS3s,0.9969901571342416
GATS3v,1.0305548534773772
GATS4Z,0.9378349051548602
GATS4c,0.9290280713259762
GATS4d,1.1057879981546543
GATS4i,1.2541800013622446
GATS4m,0.9056283513894454
GATS4p,1.1347194505442744
GATS4s,0.9528001022616778
GATS4v,1.0974669730224607
GATS5Z,0.43472114229165204
GATS5c,1.1072141912433058
GATS5d,1.1372094656274139
GATS5i,0.9757666131962853
GATS5m,0.4002101210111187
GATS5p,0.7431127542749899
GATS5s,1.1876334585285049
GATS5v,0.8843957503309209
GATS6Z,0.7673119875073103
GATS6c,1.0328397725851681
GATS6d,1.064263729743761
GATS6i,1.0231298553986272
GATS6m,0.7464397610184859
GATS6p,1.1016699529806173
GATS6s,1.1548014704746223
GATS6v,0.9389393112433138
GATS7Z,0.7346836449560896
GATS7c,0.8368461705360998
GATS7d,1.0620538798065853
GATS7i,0.9146548636639343
GATS7m,0.7041568039442035
GATS7p,0.9322534505380117
GATS7s,0.9264954500741561
GATS7v,0.994469991695439
GATS8Z,0.6608910725960321
GATS8c,1.0800141418372429
GATS8d,0.9455644359616685
GATS8i,0.9536740334924263
GATS8m,0.6409525352884698
GATS8p,0.8550443320726837
GATS8s,1.29660435658446
GATS8v,1.0402618301002904
MATS1Z,0.02458093499703831
MATS1c,-0.63662401380051
MATS1d,0.1611789085885334
MATS1i,0.07979318851771319
MATS1m,0.019276227518682874
MATS1p,0.027308905881952072
MATS1s,-0.19955184650718213
MATS1v,0.09663961406205722
MATS2Z,-0.04210075713804227
MATS2c,0.12718377405426995
MATS2d,-0.07437700291768307
MATS2i,-0.022643056082387418
MATS2m,-0.03562470380421978
MATS2p,-0.03282657282413727
MATS2s,0.23821474235763732
MATS2v,-0.07708000420118136
MATS3Z,-0.10295158114925557
MATS3c,0.025696415334878604
MATS3d,-0.04303263659699304
MATS3i,-0.13710282475626015
MATS3m,-0.10065179189573284
MATS3p,-0.11606053745063538
MATS3s,-0.12696940940605014
MATS3v,-0.09919567467266607
MATS4Z,-0.13573333809642882
MATS4c,-0.023914416759310348
MATS4d,-0.056442741048298356
MATS4i,-0.20574706047187225
MATS4m,-0.12711813318329715
MATS4p,-0.15480606017400514
MATS4s,-0.053195000248246145
MATS4v,-0.15567811388705
MATS5Z,0.11491633237906736
MATS5c,-0.08011684413048989
MATS5d,-0.06899971912084826
MATS5i,0.06920218848259994
MATS5m,0.10719063406350088
MATS5p,0.16463569454824706
MATS5s,-0.12222255645776645
MATS5v,0.053587544572209364
MATS6Z,0.05858922972115418
MATS6c,0.03131879371526092
MATS6d,-0.07713130863648164
MATS6i,4.72471169768498e-05
MATS6m,0.057537198607325486
MATS6p,-0.11396683707005058
MATS6s,-0.04150650082964577
MATS6v,0.0033195604799700373
MATS7Z,-0.06845479538489273
MATS7c,0.1409168642895741
MATS7d,-0.09450072914268172
MATS7i,0.0414081822008539
MATS7m,-0.06074794844054539
MATS7p,-0.0429124313291058
MATS7s,0.1035242654387421
MATS7v,-0.028711862626868572
MATS8Z,0.0027560407743932413
MATS8c,-0.19032827095239774
MATS8d,-0.09560022267286973
MATS8i,-0.026416620207700144
MATS8m,0.005793504425951855
MATS8p,-0.0015615292477149819
MATS8s,-0.23292355085166266
MATS8v,-0.05882988057972866
MAXsBr,3.2642594217434135
MAXsOH,10.43652254871952
MAXssS,0.9173552179008524
MINsBr,3.2642594217434135
MINsOH,8.887970168743527
MINssS,0.9173552179008524
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,1
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,-3.860482082493491
SdssSe,0
SdsssP,0
SpAD_A,33.87971850690043
SpAD_D,281.26152774448474
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,-0.2591246389893571
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,866
TMWC10,132.38379093359265
TSRW10,62.3616158633099
VE1_Dt,5.151984836164652
VE2_Dt,0.1908142531912834
VE3_Dt,2.632633818516982
VR1_Dt,157.8994701015332
VR2_Dt,5.848128522279008
VR3_Dt,6.055210338354489
Xc-3dv,1.4993095939348835
Xc-4dv,0.05103103630798288
Xc-5dv,0.2146865922332909
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.21202758782931808
Xch-7d,0.39488602584750593
Xp-0dv,16.935882021191798
Xp-1dv,10.916082091684123
Xp-2dv,9.173541185513237
Xp-3dv,6.624155786312186
Xp-4dv,4.5476064789472534
Xp-5dv,3.6778589139746907
Xp-6dv,2.682387794289961
Xp-7dv,1.4665123252688912
Xpc-4d,5.056306877285659
Xpc-5d,7.438226789843967
Xpc-6d,11.507413196129683
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,1
nHBAcc,5
nHBDon,3
nHRing,0
nSpiro,0
naRing,3
piPC10,7.586429083091537
AATS0dv,9.462344006156112
AATS0pe,6.714365853658535
AATS0se,8.16091851219512
AATS1dv,7.241171403962102
AATS1pe,6.686641860465116
AATS1se,8.008612883720925
AATS2dv,7.761674718196459
AATS2pe,6.702766666666667
AATS2se,8.03952765217391
AATS3dv,5.446913580246913
AATS3pe,6.593856666666667
AATS3se,8.03761402222222
AATS4dv,5.423337315810434
AATS4pe,6.568969892473118
AATS4se,8.032397075268817
AATS5dv,5.7051484108221695
AATS5pe,6.593694680851062
AATS5se,8.087334531914893
AATS6dv,5.690803162713276
AATS6pe,6.701044943820225
AATS6se,8.18933626966292
AATS7dv,5.496554694229113
AATS7pe,6.527103488372092
AATS7se,8.008664697674417
AATS8dv,3.845158411423472
AATS8pe,6.438962650602411
AATS8se,7.953786120481929
AATSC0Z,34.379535990481855
AATSC0c,0.029307221349042345
AATSC0d,0.7209994051160024
AATSC0i,1.5640681527005589
AATSC0m,175.06413111719212
AATSC0p,0.4278039369142903
AATSC0s,3.116162218909151
AATSC0v,51.58934006245652
AATSC1Z,0.8450811394103735
AATSC1c,-0.018657680888567337
AATSC1d,0.1162098972095791
AATSC1i,0.12480198496298713
AATSC1m,3.3745760217755256
AATSC1p,0.011682857449120914
AATSC1s,-0.621835924799239
AATSC1v,4.985573913352026
AATSC2Z,-1.44740449525386
AATSC2c,0.003727403018215078
AATSC2d,-0.05362577485796066
AATSC2i,-0.03541528289827484
AATSC2m,-6.236607817793065
AATSC2p,-0.014043337089569575
AATSC2s,0.7423157801220468
AATSC2v,-3.9765065487503226
AATSC3Z,-3.539427589397845
AATSC3c,0.0007530905320962133
AATSC3d,-0.031026505387005087
AATSC3i,-0.2144381618465523
AATSC3m,-17.62051849361491
AATSC3p,-0.04965115484177024
AATSC3s,-0.39565727654834165
AATSC3v,-5.117439393412976
AATSC4Z,-4.666449182194417
AATSC4c,-0.0007008651053983563
