DLiP-ID,I0016U
ATS6v,9165.342436789779
ATS7Z,1091.0
ATS7d,141.0
ATS7i,7512.353261444245
ATS7m,4132.560229000001
ATS7p,65.51174553709399
ATS7s,193.67283950617286
ATS7v,9189.585655474391
ATS8Z,1291.0
ATS8d,140.0
ATS8i,6784.488451409394
ATS8m,5200.230209000001
ATS8p,66.751186331094
ATS8s,152.1172839506173
ATS8v,9393.081243069511
C1SP1,0
C1SP2,2
C1SP3,0
C2SP1,0
C2SP2,7
C2SP3,4
C3SP2,2
C3SP3,0
C4SP3,0
FCSP3,0.26666666666666666
GGI10,0.09019691868176717
JGI10,0.006442637048697655
JGT10,0.4160973472352888
Kier1,16.84375
Kier2,7.7134986225895315
Kier3,4.11032990805841
MAXdO,12.140706412194508
MID_C,31.44142987493195
MID_N,8.13119780786709
MID_O,3.553045727038623
MID_X,1.7616467344945907
MID_h,13.445890269400305
MINdO,12.140706412194508
MPC10,59
MWC01,24.0
MWC02,4.74493212836325
MWC03,5.58724865840025
MWC04,6.453624998892692
MWC05,7.312553498102598
MWC06,8.181720455128108
MWC07,9.046526486737967
MWC08,9.917045230468194
MWC09,10.78483481081208
MWC10,11.656514855918896
NaaCH,3
NaaNH,1
NaaSe,0
NaaaC,0
NaasC,6
NaasN,0
NdCH2,0
NddsN,0
NdsCH,1
NdssC,1
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.520500000000001
SRW02,3.8918202981106265
SRW03,0.0
SRW04,5.198497031265826
SRW05,2.3978952727983707
SRW06,6.698268054115413
SRW07,4.727387818712341
SRW08,8.287276755814599
SRW09,6.842683282238422
SRW10,9.92176941621414
SaaCH,4.98612187381876
SaaNH,2.922909343425667
SaaSe,0
SaaaC,0
SaasC,3.8713960657214637
SaasN,0
SdCH2,0
SddsN,0
SdsCH,1.3998968568909045
SdssC,-0.3424661044973536
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.4519453892668177
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.5876837920259548
VE1_D,4.635323058223002
VE2_A,0.16307653600117977
VE2_D,0.21069650264650008
VE3_A,2.0659641713644823
VE3_D,2.3221632566776638
VR1_A,369.1928028405831
VR1_D,118.81338933145177
VR2_A,16.781491038208323
VR2_D,5.400608605975081
VR3_A,6.69977636887171
VR3_D,5.566011465752305
WPath,1179
Xc-3d,1.3655785156950868
Xc-4d,0.0
Xc-5d,0.33767311236222824
Xc-6d,0.0
Xp-0d,15.526733258565956
Xp-1d,10.647867045540842
Xp-2d,9.513371524655305
Xp-3d,7.978552055657337
Xp-4d,6.454082469482594
Xp-5d,5.045407177389468
Xp-6d,3.05844279784013
Xp-7d,1.9755169801874066
ZMIC0,73.73050041161517
ZMIC1,36.86608313530158
ZMIC2,29.229478509646224
ZMIC3,27.078126300697033
ZMIC4,26.600406654074554
ZMIC5,26.600406654074554
nAcid,0
nAtom,37
nBase,0
nRing,3
piPC1,3.481240089335692
piPC2,4.056123349401903
piPC3,4.611400735738727
piPC4,5.136900770433979
piPC5,5.483499411575128
piPC6,5.5726292044366454
piPC7,5.673215873088803
piPC8,5.904850818318553
piPC9,6.043523173554225
AATS0Z,56.86486486486486
AATS0d,3.4864864864864864
AATS0i,163.00294094591177
AATS0m,266.501951054054
AATS0p,1.7278811235874327
AATS0s,4.7588722982241505
AATS0v,241.30963249320882
AATS1Z,30.923076923076923
AATS1d,4.153846153846154
AATS1i,149.65844797239868
AATS1m,122.12849494871797
AATS1p,1.9163570334871802
AATS1s,3.392371003482115
AATS1v,279.6788426180287
AATS2Z,27.772727272727273
AATS2d,3.742424242424242
AATS2i,151.96784099562572
AATS2m,109.3351573787879
AATS2p,1.7242354633241816
AATS2s,3.1314534231200906
AATS2v,242.53844357608202
AATS3Z,23.08139534883721
AATS3d,3.0232558139534884
AATS3i,158.90832497932365
AATS3m,87.80074025581393
AATS3p,1.4432828427329882
AATS3s,3.2229399942578225
AATS3v,194.7253328244092
AATS4Z,21.3855421686747
AATS4d,2.6987951807228914
AATS4i,166.4713654878125
AATS4m,80.8687787951807
AATS4p,1.2568948345287467
AATS4s,3.313215826268034
AATS4v,168.98054547725928
AATS5Z,23.5
AATS5d,2.606060606060606
AATS5i,171.46223012891878
AATS5m,90.68219293939391
AATS5p,1.1627709531369244
AATS5s,3.3465207631874305
AATS5v,160.63775628379247
AATS6Z,22.96
AATS6d,2.86
AATS6i,168.69227527972782
AATS6m,86.55211106000003
AATS6p,1.28106117387886
AATS6s,3.6662037037037045
AATS6v,183.30684873579557
AATS7Z,23.717391304347824
AATS7d,3.0652173913043477
AATS7i,163.31202742270096
AATS7m,89.8382658478261
AATS7p,1.4241683812411736
AATS7s,4.21027911969941
AATS7v,199.77360120596504
AATS8Z,30.023255813953487
AATS8d,3.255813953488372
AATS8i,157.7788011955673
AATS8m,120.93558625581399
AATS8p,1.5523531704905582
AATS8s,3.5376112546655185
AATS8v,218.44374983882585
AMID_C,1.4291559034059977
AMID_N,0.36959990035759505
AMID_O,0.1615020785017556
AMID_X,0.08007485156793594
AMID_h,0.6111768304272865
ATS0dv,307.06721536351165
ATS0pe,239.5327
ATS0se,291.7566369999999
ATS1dv,313.03703703703707
ATS1pe,260.38470000000007
ATS1se,308.9414979999999
ATS2dv,426.55555555555554
ATS2pe,425.21609999999987
ATS2se,512.1161199999999
ATS3dv,419.81481481481484
ATS3pe,544.2773
ATS3se,666.897316
ATS4dv,361.81481481481484
ATS4pe,532.6633999999999
ATS4se,654.5251
ATS5dv,258.5925925925926
ATS5pe,430.5225
ATS5se,529.844104
ATS6dv,237.03703703703704
ATS6pe,332.7959
ATS6se,406.56209799999993
ATS7dv,258.03703703703707
ATS7pe,303.0881
ATS7se,369.7153219999999
ATS8dv,232.5925925925926
ATS8pe,278.93500000000006
ATS8se,339.4471799999999
ATSC0Z,1188.972972972973
ATSC0c,0.855802072050358
ATSC0d,21.729729729729737
ATSC0i,59.12495421959915
ATSC0m,6295.027966702701
ATSC0p,11.355115795680268
ATSC0s,59.30455455455456
ATSC0v,1880.561219549519
ATSC1Z,-7.674214755295828
ATSC1c,-0.3733997153289315
ATSC1d,6.041636230825425
ATSC1i,14.655333253009962
ATSC1m,-35.17425863257824
ATSC1p,1.0716653509759333
ATSC1s,-2.323208969730492
ATSC1v,136.6910218111251
ATSC2Z,48.777940102264445
ATSC2c,-0.17070911810127212
ATSC2d,-2.653031409788164
ATSC2i,-16.14228324558331
ATSC2m,245.08240663842236
ATSC2p,-0.5824950092413709
ATSC2s,5.55142780418056
ATSC2v,-128.02256592895617
ATSC3Z,-95.31555880204523
ATSC3c,0.034459701347137536
ATSC3d,-6.588020452885317
ATSC3i,-23.881655414213423
ATSC3m,-517.1186398224982
ATSC3p,-2.7056385355180868
ATSC3s,17.246913830747665
ATSC3v,-362.00621378491667
ATSC4Z,-11.506939371804272
ATSC4c,0.1860559497715081
ATSC4d,-8.718042366691016
ATSC4i,-14.819373595322372
ATSC4m,-54.49262349525242
ATSC4p,-1.2458464933205537
ATSC4s,1.2766773279786263
ATSC4v,-340.21157274651455
ATSC5Z,65.1563184806428
ATSC5c,0.09020984853988609
ATSC5d,0.6712929145361564
ATSC5i,2.662192197589757
ATSC5m,312.5000118816653
ATSC5p,-0.32728921765902497
ATSC5s,-20.341119836052275
ATSC5v,101.55971450719855
ATSC6Z,-96.99050401753104
ATSC6c,-0.3536712304842423
ATSC6d,3.6084733382030674
ATSC6i,8.382300631914003
ATSC6m,-470.3460015982469
ATSC6p,0.9215897668638495
ATSC6s,-24.78615702789878
ATSC6v,165.17964397206313
ATSC7Z,-98.75018261504748
ATSC7c,0.09925922965419601
ATSC7d,3.6333089846603377
ATSC7i,12.987609487586086
ATSC7m,-490.94491841417096
ATSC7p,1.531250212865015
ATSC7s,7.8906663169676134
ATSC7v,170.83739288755862
ATSC8Z,146.40978816654493
ATSC8c,0.07952744590031238
ATSC8d,0.7465303140978821
ATSC8i,4.344988375536941
ATSC8m,719.695665453616
ATSC8p,0.8813117049130108
ATSC8s,-4.641620662203748
ATSC8v,241.73908390691423
AXp-0d,0.705760602662089
AXp-1d,0.44366112689753506
AXp-2d,0.2882839855956153
AXp-3d,0.18554772222458923
AXp-4d,0.11952004573115914
AXp-5d,0.08137753511918497
AXp-6d,0.05365689119017772
AXp-7d,0.03527708893191798
GATS1Z,0.494544462629569
GATS1c,1.338309615867466
GATS1d,0.7646383467278988
GATS1i,0.9496157715454068
GATS1m,0.4892266888892809
GATS1p,0.6983591809349756
GATS1s,0.6876801620325361
GATS1v,0.7827509037013354
GATS2Z,0.5649642910281208
GATS2c,0.8182599790860392
GATS2d,1.1923337856173675
GATS2i,1.2457710986965451
GATS2m,0.5617020806483348
GATS2p,0.8679366832821551
GATS2s,0.554018608404825
GATS2v,0.9539081902026381
GATS3Z,0.8939120009134853
GATS3c,0.804552573340378
GATS3d,1.1654807358556054
GATS3i,1.1560814071690837
GATS3m,0.8928008169315412
GATS3p,1.0400762911750567
GATS3s,0.7340731106922549
GATS3v,1.0526812074724758
GATS4Z,0.7474710626466587
GATS4c,1.0413408877275387
GATS4d,1.1177845711203018
GATS4i,1.108402652797126
GATS4m,0.7382671616667416
GATS4p,0.8985270954825444
GATS4s,0.9853848025943617
GATS4v,1.00104628720138
GATS5Z,0.8553600654664485
GATS5c,1.2040024297501994
GATS5d,0.8911126187245587
GATS5i,0.970908299476507
GATS5m,0.8511465202775859
GATS5p,0.8909031658134697
GATS5s,1.519734448727701
GATS5v,0.8726063751317418
GATS6Z,0.8486988543371523
GATS6c,1.6437198825464405
GATS6d,0.8117910447761192
GATS6i,0.9163323159883927
GATS6m,0.8352538540593779
GATS6p,0.7815747583848676
GATS6s,1.937170349803008
GATS6v,0.7979107315844364
GATS7Z,0.8879420764249627
GATS7c,1.1000008012727593
GATS7d,0.8823815704088253
GATS7i,0.825384748489404
GATS7m,0.8786020428300662
GATS7p,0.7844746728091397
GATS7s,1.4479772395377626
GATS7v,0.8285680838264922
GATS8Z,0.7442812012332052
GATS8c,0.8229626631463923
GATS8d,1.059527941686914
GATS8i,0.9351749113532087
GATS8m,0.7497785227706721
GATS8p,0.8676599232679396
GATS8s,1.3031257960071307
GATS8v,0.8322183641240116
MATS1Z,-0.006123490984374776
MATS1c,-0.4139403532057407
MATS1d,0.2637772675086109
MATS1i,0.2351592129768556
MATS1m,-0.005301080578845065
MATS1p,0.0895374535834118
MATS1s,-0.03716527448458139
MATS1v,0.06895878978716558
MATS2Z,0.022999016350080188
MATS2c,-0.11182558366446396
MATS2d,-0.0684456505352027
MATS2i,-0.1530565552048055
MATS2m,0.021825905021576122
MATS2p,-0.028757983478928727
MATS2s,0.052477656993068236
MATS2v,-0.03816425948170093
MATS3Z,-0.03449015042904205
MATS3c,0.017323731675226616
MATS3d,-0.1304379266458405
MATS3i,-0.17377883563853988
MATS3m,-0.035342380756571055
MATS3p,-0.10251359911095602
MATS3s,0.12511996613327275
MATS3v,-0.08281935084059673
MATS4Z,-0.0043143112548393375
MATS4c,0.09691563835116442
MATS4d,-0.17884972726727802
MATS4i,-0.11173330906812075
MATS4m,-0.003858901426647993
MATS4p,-0.04890988013133075
MATS4s,0.009596585334317934
MATS4v,-0.08064644694644396
MATS5Z,0.030721494817239497
MATS5c,0.059093322474263785
MATS5d,0.017318709482888543
MATS5i,0.025242151984149197
MATS5m,0.027829804971000106
MATS5p,-0.016158383788606134
MATS5s,-0.1922846423054246
MATS5v,0.030275532045585474
MATS6Z,-0.060365521003818874
MATS6c,-0.305814532478649
MATS6d,0.12288557213930341
MATS6i,0.10491175087557499
MATS6m,-0.0552906266697672
MATS6p,0.06005895842459725
MATS6s,-0.30928073464867567
MATS6v,0.0649981161307831
MATS7Z,-0.06680513057710098
MATS7c,0.09329136747722265
MATS7d,0.1344905905256327
MATS7i,0.17668606420575128
MATS7m,-0.06273053589970276
MATS7p,0.10846721443225733
MATS7s,0.10702112756941766
MATS7v,0.07307004108932319
MATS8Z,0.10595742566301695
MATS8c,0.07996077039173499
MATS8d,0.02956149485132478
MATS8i,0.06323406042567838
MATS8m,0.0983749425317422
MATS8p,0.06678381729357329
MATS8s,-0.06734647436146618
MATS8v,0.11060955994455009
MAXaaN,4.087244320567733
MAXdsN,3.8891064342403627
MAXsBr,3.3155696747958827
MAXsOH,9.700109778122044
MINaaN,4.087244320567733
MINdsN,3.8891064342403627
MINsBr,3.3155696747958827
MINsOH,9.700109778122044
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,4
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,28.58343590358985
SpAD_D,220.1133477793533
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,3.9941266221198783
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,522
TMWC10,119.68500112282406
TSRW10,69.96559792926976
VE1_Dt,4.62310618196295
VE2_Dt,0.21014119008922502
VE3_Dt,2.3195241733010454
VR1_Dt,119.03709289870075
VR2_Dt,5.410776949940943
VR3_Dt,5.567892509936978
Xc-3dv,0.7589193221662268
Xc-4dv,0.0
Xc-5dv,0.08394169613634009
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.34301303412082035
Xch-7d,0.6089776265024908
Xp-0dv,13.351678290592364
Xp-1dv,7.822546519534921
Xp-2dv,6.054366790359679
Xp-3dv,4.1239761711431075
Xp-4dv,2.8896807919419167
Xp-5dv,1.9775263081219752
Xp-6dv,0.9277334327175348
Xp-7dv,0.45967197784994257
Xpc-4d,3.2553722339114115
Xpc-5d,4.931330205003272
Xpc-6d,7.133172116405158
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,39
nFRing,1
nHBAcc,4
nHBDon,3
nHRing,1
nSpiro,0
naRing,2
piPC10,6.447008670999078
AATS0dv,8.299113928743559
AATS0pe,6.473856756756757
AATS0se,7.885314513513511
AATS1dv,8.026590693257361
AATS1pe,6.676530769230771
AATS1se,7.921576871794869
AATS2dv,6.462962962962963
AATS2pe,6.4426681818181795
AATS2se,7.75933515151515
AATS3dv,4.881567614125754
AATS3pe,6.328805813953488
AATS3se,7.754619953488373
AATS4dv,4.35921463632307
AATS4pe,6.417631325301204
AATS4se,7.885844578313252
AATS5dv,3.9180695847362514
AATS5pe,6.523068181818181
AATS5se,8.02794096969697
AATS6dv,4.7407407407407405
AATS6pe,6.655918000000001
AATS6se,8.131241959999999
AATS7dv,5.6095008051529796
AATS7pe,6.588871739130434
AATS7se,8.03728960869565
AATS8dv,5.409130060292852
AATS8pe,6.486860465116281
AATS8se,7.894120465116276
AATSC0Z,32.134404674945216
AATSC0c,0.023129785731090757
AATSC0d,0.5872899926953983
AATSC0i,1.5979717356648417
AATSC0m,170.13589099196489
AATSC0p,0.30689502150487213
AATSC0s,1.6028257987717447
AATSC0v,50.82597890674376
AATSC1Z,-0.19677473731527764
AATSC1c,-0.009574351675100809
AATSC1d,0.15491374950834422
AATSC1i,0.37577777571820414
AATSC1m,-0.901904067502006
AATSC1p,0.02747859874297265
AATSC1s,-0.05956946076232031
AATSC1v,3.504897995157054
AATSC2Z,0.7390596985191582
AATSC2c,-0.0025865017894132138
AATSC2d,-0.040197445602850976
AATSC2i,-0.24458004917550472
AATSC2m,3.713369797551854
AATSC2p,-0.008825681958202589
AATSC2s,0.08411254248758424
AATSC2v,-1.9397358474084267
AATSC3Z,-1.1083204511865725
AATSC3c,0.00040069420171090156
AATSC3d,-0.07660488898703857
AATSC3i,-0.2776936676071328
AATSC3m,-6.01300743979649
AATSC3p,-0.03146091320369868
AATSC3s,0.20054550965985657
AATSC3v,-4.20937457889438
AATSC4Z,-0.13863782375667796
AATSC4c,0.0022416379490543146
AATSC4d,-0.10503665502037368
