DLiP-ID,T002XD
SIC2,0.7554779969856077
SIC3,0.8603031529430821
SIC4,0.8710490642551527
SIC5,0.892540886879294
SaaN,7.128819625586608
SaaO,9.225421534385209
SaaS,0
Sare,37.52800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,0
SssS,0
StCH,0
StsC,0
TIC0,66.28500613013597
TIC1,116.6075250475963
TIC2,140.6075250475963
TIC3,160.11730005192322
TIC4,162.11730005192322
TIC5,166.11730005192325
Vabc,258.3442161011235
WPol,27
apol,41.189516
bpol,19.526483999999996
nRot,4
ABCGG,15.274105565632679
ATS0Z,1066.0
ATS0d,132.0
ATS0i,6003.378329620988
ATS0m,4232.938760000001
ATS0p,54.21277085818801
ATS0s,226.16666666666669
ATS0v,8627.68970484931
ATS1Z,1160.0
ATS1d,158.0
ATS1i,5929.2972411984
ATS1m,4495.2068500000005
ATS1p,65.22300368
ATS1s,163.66666666666669
ATS1v,10380.864333567188
ATS2Z,1612.0
ATS2d,227.0
ATS2i,9147.218105376098
ATS2m,6161.992265999999
ATS2p,91.13047079199998
ATS2s,262.7222222222223
ATS2v,14082.545886671694
ATS3Z,1392.0
ATS3d,216.0
ATS3i,11577.269752421096
ATS3m,5054.530467
ATS3p,88.80518529539602
ATS3s,262.5
ATS3v,13177.271985330124
ATS4Z,1442.0
ATS4d,209.0
ATS4i,10837.41867686224
ATS4m,5416.162300999999
ATS4p,84.28137332533899
ATS4s,286.69444444444446
ATS4v,12715.458142210142
ATS5Z,1445.0
ATS5d,189.0
ATS5i,10582.610911853546
ATS5m,5366.16566
ATS5p,79.363919760245
ATS5s,319.8333333333333
ATS5v,12374.2474587434
ATS6Z,1231.0
ATS6d,188.0
ATS6i,9824.28332808674
ATS6m,4561.673993
ATS6p,79.202382219641
ATS6s,240.83333333333334
ATS6v,11696.696471826985
ATS7Z,1174.0
ATS7d,174.0
ATS7i,9097.804828155195
ATS7m,4320.791775999999
ATS7p,77.46290690339599
ATS7s,213.00000000000003
ATS7v,11547.992957423752
ATS8Z,1145.0
ATS8d,167.0
ATS8i,9175.19668059169
ATS8m,4231.489717999999
ATS8p,70.48796998279198
ATS8s,246.47222222222229
ATS8v,10333.733064499891
C1SP1,0
C1SP2,4
C1SP3,0
C2SP1,0
C2SP2,8
C2SP3,0
C3SP2,0
C3SP3,0
C4SP3,0
FCSP3,0.0
GGI10,0.05917355371900826
JGI10,0.004551811824539097
JGT10,0.37152526757846294
Kier1,18.781065088757398
Kier2,9.629757785467127
Kier3,6.3525
MAXdO,11.802655864457812
MID_C,29.18077979488366
MID_N,12.081130159141951
MID_O,7.517515576517932
MID_X,0.0
MID_h,19.598645735659883
MINdO,11.802655864457812
MPC10,59
MWC01,26.0
MWC02,4.795790545596741
MWC03,5.594711379601839
MWC04,6.434546518787453
MWC05,7.242082359256962
MWC06,8.084254106307318
MWC07,8.894670262984233
MWC08,9.737255856891121
MWC09,10.549254824049264
MWC10,11.3919887115697
NaaCH,8
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,4
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,0
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,4
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,2.9505999999999997
SRW02,3.970291913552122
SRW03,0.0
SRW04,5.241747015059643
SRW05,3.044522437723423
SRW06,6.665683717782408
SRW07,5.1298987149230735
SRW08,8.163086375583216
SRW09,6.951772164398911
SRW10,9.70216664573239
SaaCH,12.29885302191385
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.5351859563863541
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.9850024869911227
SdssS,0
SsCH3,0
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,10.191410619803477
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.498969547038481
VE1_D,4.827254964992795
VE2_A,0.1874570644599367
VE2_D,0.20113562354136647
VE3_A,2.3793171183610604
VE3_D,2.4497467132283055
VR1_A,155.4065045232448
VR1_D,134.96378448214327
VR2_A,6.475271021801866
VR2_D,5.623491020089303
VR3_A,5.921513031060419
VR3_D,5.780475216708114
WPath,1587
Xc-3d,1.3938468501173518
Xc-4d,0.0
Xc-5d,0.0
Xc-6d,0.0
Xp-0d,16.77781011412252
Xp-1d,11.68667318580106
Xp-2d,10.35277410869566
Xp-3d,7.783710322423499
Xp-4d,6.791183458299318
Xp-5d,4.0937178391293
Xp-6d,2.832375627171166
Xp-7d,1.903743559117355
ZMIC0,80.21605455073917
ZMIC1,52.414538908440235
ZMIC2,38.946534735443414
ZMIC3,35.86048612313037
ZMIC4,34.62773751145836
ZMIC5,33.394988899786355
nAcid,0
nAtom,36
nBase,0
nRing,3
piPC1,3.6109179126442243
piPC2,4.143134726391533
piPC3,4.574710978503383
piPC4,5.119489699008338
piPC5,5.2179881595041415
piPC6,5.345618327166001
piPC7,5.568344503761097
piPC8,5.792441798590616
piPC9,5.891989456089514
AATS0Z,29.61111111111111
AATS0d,3.6666666666666665
AATS0i,166.76050915613854
AATS0m,117.58163222222225
AATS0p,1.5059103016163335
AATS0s,6.282407407407408
AATS0v,239.6580473569253
AATS1Z,30.526315789473685
AATS1d,4.157894736842105
AATS1i,156.0341379262737
AATS1m,118.29491710526317
AATS1p,1.7163948336842108
AATS1s,4.30701754385965
AATS1v,273.1806403570313
AATS2Z,27.79310344827586
AATS2d,3.913793103448276
AATS2i,157.71065698924306
AATS2m,106.24124596551722
AATS2p,1.5712150136551721
AATS2s,4.529693486590039
AATS2v,242.80251528744301
AATS3Z,20.17391304347826
AATS3d,3.130434782608696
AATS3i,167.78651815103038
AATS3m,73.25406473913043
AATS3p,1.2870316709477683
AATS3s,3.8043478260869565
AATS3v,190.97495630913224
AATS4Z,21.848484848484848
AATS4d,3.1666666666666665
AATS4i,164.20331328579152
AATS4m,82.06306516666666
AATS4p,1.2769905049293786
AATS4s,4.343855218855219
AATS4v,192.65845670015366
AATS5Z,22.936507936507937
AATS5d,3.0
AATS5i,167.9779509818023
AATS5m,85.1772326984127
AATS5p,1.259744758099127
AATS5s,5.076719576719577
AATS5v,196.41662632926034
AATS6Z,20.516666666666666
AATS6d,3.1333333333333333
AATS6i,163.73805546811232
AATS6m,76.02789988333333
AATS6p,1.3200397036606832
AATS6s,4.013888888888889
AATS6v,194.9449411971164
AATS7Z,20.964285714285715
AATS7d,3.107142857142857
AATS7i,162.46080050277132
AATS7m,77.15699599999998
AATS7p,1.3832661947034999
AATS7s,3.8035714285714293
AATS7v,206.21415995399556
AATS8Z,20.446428571428573
AATS8d,2.982142857142857
AATS8i,163.84279786770875
AATS8m,75.56231639285713
AATS8p,1.2587137496927139
AATS8s,4.401289682539684
AATS8v,184.5309475803552
AMID_C,1.215865824786819
AMID_N,0.5033804232975813
AMID_O,0.31322981568824715
AMID_X,0.0
AMID_h,0.8166102389858284
ATS0dv,426.0
ATS0pe,251.89900000000003
ATS0se,300.80547199999995
ATS1dv,420.0
ATS1pe,270.1802
ATS1se,316.64613599999996
ATS2dv,539.0
ATS2pe,407.9908
ATS2se,481.349256
ATS3dv,433.0
ATS3pe,469.08570000000003
ATS3se,566.635164
ATS4dv,480.0
ATS4pe,440.18
ATS4se,533.021124
ATS5dv,488.0
ATS5pe,443.93840000000006
ATS5se,533.4569439999999
ATS6dv,380.0
ATS6pe,398.00589999999994
ATS6se,483.741268
ATS7dv,356.0
ATS7pe,374.7250000000001
ATS7se,452.968112
ATS8dv,370.0
ATS8pe,373.15759999999995
ATS8se,453.38365600000003
ATSC0Z,263.22222222222223
ATSC0c,1.2344676383257027
ATSC0d,18.222222222222214
ATSC0i,61.47854336088084
ATSC0m,1239.2440115555555
ATSC0p,7.085653405014221
ATSC0s,69.91666666666666
ATSC0v,1474.79235822595
ATSC1Z,5.154320987654316
ATSC1c,-0.9176404319339702
ATSC1d,0.7654320987654338
ATSC1i,-8.345094189871878
ATSC1m,25.585994691358096
ATSC1p,-0.0803350121570115
ATSC1s,-4.736111111111109
ATSC1v,42.42769975209508
ATSC2Z,-12.969135802469141
ATSC2c,0.8225973117521896
ATSC2d,-5.691358024691355
ATSC2i,-9.925782667197248
ATSC2m,-76.27816283950605
ATSC2p,-2.761196959345357
ATSC2s,12.375
ATSC2v,-595.295825201833
ATSC3Z,-148.2314814814815
ATSC3c,-0.708776398387839
ATSC3d,-3.2592592592592595
ATSC3i,-4.818665401950013
ATSC3m,-689.5733042592593
ATSC3p,-0.2670351228167041
ATSC3s,-35.93749999999999
ATSC3v,-316.74503851012764
ATSC4Z,99.3148148148148
ATSC4c,0.23344673445553557
ATSC4d,-1.9629629629629628
ATSC4i,-11.32537067530418
ATSC4m,462.4544455925925
ATSC4p,-1.4797199174264066
ATSC4s,21.76388888888889
ATSC4v,86.75831606624517
ATSC5Z,-59.02777777777777
ATSC5c,-0.20424856603007213
ATSC5d,0.5555555555555549
ATSC5i,-2.977227526087535
ATSC5m,-273.5486066666667
ATSC5p,0.5248211715346663
ATSC5s,-22.00694444444445
ATSC5v,-24.75339720492572
ATSC6Z,18.962962962962965
ATSC6c,0.5092036184917179
ATSC6d,0.7407407407407407
ATSC6i,9.587218541889722
ATSC6m,94.82940040740735
ATSC6p,1.3156405415897408
ATSC6s,-7.083333333333334
ATSC6v,230.03393858471327
ATSC7Z,-80.01234567901236
ATSC7c,-0.7456685168250538
ATSC7d,-1.0123456790123455
ATSC7i,-3.015131007214297
ATSC7m,-368.81851575308656
ATSC7p,-0.23878960274390118
ATSC7s,-26.583333333333332
ATSC7v,-109.77441247790948
ATSC8Z,32.65432098765432
ATSC8c,0.6525569459602589
ATSC8d,-0.9012345679012348
ATSC8i,1.8003698056726172
ATSC8m,143.97785646913576
ATSC8p,-0.9492107466014568
ATSC8s,33.972222222222214
ATSC8v,-170.4326199181929
AXp-0d,0.6990754214217717
AXp-1d,0.4494874302231177
AXp-2d,0.3044933561381077
AXp-3d,0.19459275806058746
AXp-4d,0.1331604599666533
AXp-5d,0.08528578831519375
AXp-6d,0.05664751254342332
AXp-7d,0.03661045305994914
GATS1Z,0.6508409055564195
GATS1c,1.748022386570167
GATS1d,0.9098202824133507
GATS1i,1.3358352510428544
GATS1m,0.6524945039387005
GATS1p,0.990665615253998
GATS1s,0.5840286054827176
GATS1v,0.8088784993659371
GATS2Z,0.777172093564868
GATS2c,0.6058071180749528
GATS2d,1.2584104289318758
GATS2i,1.2418835882790904
GATS2m,0.7869678823729551
GATS2p,1.2261946623892452
GATS2s,0.5411135314345212
GATS2v,1.1270219649341848
GATS3Z,1.2525923614807202
GATS3c,1.273228857885662
GATS3d,1.0856309650053024
GATS3i,1.0478813512748129
GATS3m,1.2501389461922827
GATS3p,0.941568311309118
GATS3s,1.241211932770206
GATS3v,1.057158773050355
GATS4Z,0.7897463448328792
GATS4c,0.9674254507069447
GATS4d,1.1931818181818186
GATS4i,1.0555123935742212
GATS4m,0.794595640677855
GATS4p,1.1121461317841734
GATS4s,0.8547633666823178
GATS4v,0.9972817856428118
GATS5Z,1.1207260447446181
GATS5c,1.1916581324457918
GATS5d,0.9756097560975613
GATS5i,0.9864352900523436
GATS5m,1.114492588410781
GATS5p,0.8775928937708756
GATS5s,1.7794552597889906
GATS5v,0.9161690254730974
GATS6Z,0.9551498522583369
GATS6c,0.6619834855932192
GATS6d,1.0884146341463419
GATS6i,0.8501400448372254
GATS6m,0.9548000559616091
GATS6p,0.9098605706863027
GATS6s,1.1555423122765196
GATS6v,0.9478660432440895
GATS7Z,1.1136027859856479
GATS7c,1.1398929720583864
GATS7d,0.926067073170732
GATS7i,1.0389239395269738
GATS7m,1.112291397736729
GATS7p,1.0214076883590137
GATS7s,1.1618494239173618
GATS7v,1.0373076905035543
GATS8Z,0.9378957365977206
GATS8c,0.49979220305357114
GATS8d,0.9603658536585369
GATS8i,0.9041569171994311
GATS8m,0.944546947340665
GATS8p,1.1055724418237196
GATS8s,0.4626042908224077
GATS8v,1.1179291048410893
MATS1Z,0.018551020861567152
MATS1c,-0.7042254815804024
MATS1d,0.03979460847240062
MATS1i,-0.12859573883829148
MATS1m,0.019559798688384686
MATS1p,-0.010740978886798824
MATS1s,-0.06417414214917506
MATS1v,0.02725445565190493
MATS2Z,-0.030581796480400585
MATS2c,0.41360147963839133
MATS2d,-0.19386038687973084
MATS2i,-0.10021107014287449
MATS2m,-0.038204797560900505
MATS2p,-0.24187556045944464
MATS2s,0.10985984957461677
MATS2v,-0.25053964946941626
MATS3Z,-0.2938132031493751
MATS3c,-0.29955939733593956
MATS3d,-0.09331919406150588
MATS3i,-0.04089371932434723
MATS3m,-0.29032004414018253
MATS3p,-0.019662642922294186
MATS3s,-0.268176400476758
MATS3v,-0.11205528699687421
MATS4Z,0.20580221804367008
MATS4c,0.10314938883533219
MATS4d,-0.05875831485587585
MATS4i,-0.10048180350566087
MATS4m,0.20354980702913247
MATS4p,-0.11390903687000738
MATS4s,0.16979087658467876
MATS4v,0.0320877156640822
MATS5Z,-0.1281432792618947
MATS5c,-0.09454558603188316
MATS5d,0.01742160278745643
MATS5i,-0.027672628189374927
MATS5m,-0.1261361669422939
MATS5p,0.04232465168184751
MATS5s,-0.17986264827742784
MATS5v,-0.009591044002851823
MATS6Z,0.04322498944702407
MATS6c,0.247493058229868
MATS6d,0.024390243902439032
MATS6i,0.09356648369769405
MATS6m,0.04591318555013544
MATS6p,0.1114060030646193
MATS6s,-0.06078665077473183
MATS6v,0.09358630208584397
MATS7Z,-0.19541096303443284
MATS7c,-0.3883117850661738
MATS7d,-0.03571428571428572
MATS7i,-0.03152804862763084
MATS7m,-0.19132440024642575
MATS7p,-0.021664565423889566
MATS7s,-0.24442363357738808
MATS7v,-0.047850305685919886
MATS8Z,0.079750346740638
MATS8c,0.3398233220601557
MATS8d,-0.03179442508710803
MATS8i,0.01882576466665956
MATS8m,0.07468843309419136
MATS8p,-0.08611865041235153
MATS8s,0.31236165503150004
MATS8v,-0.07429101898931917
MAXaaN,3.564409812793304
MAXaaO,4.612710767192604
MINaaN,3.564409812793304
MINaaO,4.612710767192604
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,30.685820622069425
SpAD_D,273.7039573693963
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,493
TMWC10,122.72455456504463
TSRW10,72.86916898475519
VE1_Dt,4.818766506234223
VE2_Dt,0.20078193775975928
VE3_Dt,2.447986721095792
VR1_Dt,135.5697470857969
VR2_Dt,5.648739461908204
VR3_Dt,5.7849549838817325
Xc-3dv,0.397828184156213
Xc-4dv,0.0
Xc-5dv,0.0
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.28867513459481287
Xch-6d,0.2874574785652648
Xch-7d,0.23570226039551584
Xp-0dv,12.146222506372377
Xp-1dv,6.7573989193271755
Xp-2dv,4.50842526226158
Xp-3dv,2.7371536822296956
Xp-4dv,1.7860475789152908
Xp-5dv,0.9045679467916193
Xp-6dv,0.46935667512380114
Xp-7dv,0.2511499606165778
Xpc-4d,2.2397988516376532
Xpc-5d,3.892576329851984
Xpc-6d,4.296544355787602
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,6
nHBDon,4
nHRing,2
nSpiro,0
naRing,3
piPC10,6.300671109188034
AATS0dv,11.833333333333334
AATS0pe,6.997194444444445
AATS0se,8.355707555555554
AATS1dv,11.052631578947368
AATS1pe,7.110005263157895
AATS1se,8.332793052631578
AATS2dv,9.293103448275861
AATS2pe,7.034324137931034
AATS2se,8.299125103448276
AATS3dv,6.27536231884058
AATS3pe,6.79834347826087
AATS3se,8.212103826086956
AATS4dv,7.2727272727272725
AATS4pe,6.66939393939394
AATS4se,8.076077636363635
AATS5dv,7.746031746031746
AATS5pe,7.04664126984127
AATS5se,8.467570539682539
AATS6dv,6.333333333333333
AATS6pe,6.633431666666666
AATS6se,8.062354466666667
AATS7dv,6.357142857142857
AATS7pe,6.691517857142858
AATS7se,8.088716285714286
AATS8dv,6.607142857142857
AATS8pe,6.663528571428571
AATS8se,8.096136714285715
AATSC0Z,7.311728395061729
AATSC0c,0.03429076773126952
AATSC0d,0.5061728395061726
AATSC0i,1.7077373155800233
AATSC0m,34.423444765432095
AATSC0p,0.19682370569483948
AATSC0s,1.9421296296296293
AATSC0v,40.96645439516528
AATSC1Z,0.13564002599090305
AATSC1c,-0.024148432419315004
AATSC1d,0.020142949967511415
AATSC1i,-0.21960774183873363
AATSC1m,0.6733156497725815
AATSC1p,-0.0021140792672897763
AATSC1s,-0.12463450292397656
AATSC1v,1.1165184145288178
AATSC2Z,-0.2236057896977438
AATSC2c,0.014182712271589477
AATSC2d,-0.09812686249467853
AATSC2i,-0.17113418391719393
AATSC2m,-1.3151407386121734
AATSC2p,-0.047606844126644086
AATSC2s,0.21336206896551724
AATSC2v,-10.263721124169535
AATSC3Z,-2.148282340311326
AATSC3c,-0.010272121715765782
AATSC3d,-0.04723564143853999
AATSC3i,-0.06983573046304367
AATSC3m,-9.99381600375738
AATSC3p,-0.0038700742437203493
AATSC3s,-0.5208333333333333
AATSC3v,-4.590507804494604
AATSC4Z,1.5047699214365877
AATSC4c,0.0035370717341747814
AATSC4d,-0.029741863075196405
AATSC4i,-0.17159652538339668
AATSC4m,7.006885539281704
AATSC4p,-0.02241999874888495
AATSC4s,0.32975589225589225
AATSC4v,1.3145199403976542
AATSC5Z,-0.9369488536155202
AATSC5c,-0.0032420407306360654
AATSC5d,0.008818342151675474
AATSC5i,-0.04725757977916722
AATSC5m,-4.342041375661377
AATSC5p,0.008330494786264546
AATSC5s,-0.3493165784832452
