DLiP-ID,C000TC
MZ,0.7479674796747968
Mi,1.1085853493917657
Mm,0.7156204373633113
Mp,0.72885479772163
Mv,0.6873658933739756
SZ,30.666666666666668
Si,45.45199932506239
Sm,29.340437931895764
Sp,29.88304670658683
Sv,28.182001628332998
nB,0
nC,19
nF,0
nH,16
nI,0
nN,2
nO,3
nP,0
nS,1
nX,0
ABC,19.1893423479595
AMW,8.58751617980489
IC0,1.663271266628045
IC1,3.25931014471449
IC2,4.120257956979046
IC3,5.076825785000352
IC4,5.241579138711655
IC5,5.241579138711655
MID,50.77313336032675
Mpe,0.981635581061693
Mse,1.0121418293571136
NdO,2
NdS,0
NsF,0
NsI,0
NtN,0
SMR,99.66140000000001
SdO,24.54638870235371
SdS,0
Spe,40.247058823529414
SsF,0
SsI,0
Sse,41.49781500364166
StN,0
fMF,0.5121951219512195
nBr,0
nCl,0
AMID,2.03092533441307
BIC0,0.2903796028282804
BIC1,0.5690215446546454
BIC2,0.7193287668121519
BIC3,0.8863296593017198
BIC4,0.9150928649045579
BIC5,0.9150928649045579
CIC0,3.694280737990039
CIC1,2.098241859903594
CIC2,1.237294047639038
CIC3,0.2807262196177316
CIC4,0.11597286590642852
CIC5,0.11597286590642852
GGI1,4.5
GGI2,2.4444444444444455
GGI3,1.6527777777777777
GGI4,1.2144444444444447
GGI5,0.6491666666666666
GGI6,0.31600907029478453
GGI7,0.2517361111111111
GGI8,0.17611489040060466
GGI9,0.15655864197530867
JGI1,0.16666666666666663
JGI2,0.06790123456790127
JGI3,0.04722222222222222
JGI4,0.03571895424836602
JGI5,0.02163888888888889
JGI6,0.010896864492923602
JGI7,0.00968215811965812
JGI8,0.008005222290936576
JGI9,0.00920933188090051
MIC0,18.294315966949302
MIC1,32.58199516685194
MIC2,41.62543351513052
MIC3,45.76780089032002
MIC4,45.933872270861
MIC5,45.933872270861
MPC2,36
MPC3,46
MPC4,57
MPC5,61
MPC6,59
MPC7,61
MPC8,67
MPC9,69
Mare,0.9929756097560974
NaaN,0
NaaO,0
NaaS,1
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.22077132976070982
RPCG,0.11807022780228794
SIC0,0.3104535924605761
SIC1,0.608358097486509
SIC2,0.7690560825965815
SIC3,0.9476017742103572
SIC4,0.9783533849402745
SIC5,0.9783533849402745
SaaN,0
SaaO,0
SaaS,1.3708143932476196
Sare,40.711999999999996
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.205186432303898
SssS,0
StCH,0
StsC,0
TIC0,68.19412193174985
TIC1,133.6317159332941
TIC2,168.9305762361409
TIC3,208.14985718501444
TIC4,214.90474468717787
TIC5,214.90474468717787
Vabc,307.91943840461283
WPol,35
apol,49.90468799999999
bpol,23.123311999999995
nRot,5
ABCGG,15.733780032533476
ATS0Z,1246.0
ATS0d,142.0
ATS0i,6453.938988325584
ATS0m,4945.415024
ATS0p,72.862518477584
ATS0s,206.61454046639233
ATS0v,10276.738958235232
ATS1Z,1262.0
ATS1d,174.0
ATS1i,6195.822242109198
ATS1m,4861.980985000001
ATS1p,86.85922494000002
ATS1s,147.87654320987656
ATS1v,12480.467343696657
ATS2Z,1793.0
ATS2d,257.0
ATS2i,10083.076896197123
ATS2m,6797.4677729999985
ATS2p,123.95011012254697
ATS2s,235.43209876543213
ATS2v,17341.870531125158
ATS3Z,1843.0
ATS3d,270.0
ATS3i,12615.409781983652
ATS3m,6825.647325000001
ATS3p,125.32747650194297
ATS3s,275.17592592592587
ATS3v,17673.350510350887
ATS4Z,1755.0
ATS4d,251.0
ATS4i,13090.264109689222
ATS4m,6490.874833
ATS4p,117.34708319248999
ATS4s,334.8950617283951
ATS4v,16760.335769211648
ATS5Z,1609.0
ATS5d,240.0
ATS5i,13195.27121752654
ATS5m,5838.88684
ATS5p,117.98980646364099
ATS5s,304.98148148148147
ATS5v,16387.18230190713
ATS6Z,1541.0
ATS6d,228.0
ATS6i,12547.494483627599
ATS6m,5610.355970999999
ATS6p,118.212876339037
ATS6s,270.895061728395
ATS6v,15863.73574995896
ATS7Z,1399.0
ATS7d,216.0
ATS7i,11559.961404831967
ATS7m,5075.572187999998
ATS7p,110.86558317933898
ATS7s,220.45370370370378
ATS7v,14784.567856845033
ATS8Z,1216.0
ATS8d,186.0
ATS8i,10747.554365648395
ATS8m,4352.337900999999
ATS8p,97.14988295449
ATS8s,233.8487654320988
ATS8v,12733.77175285731
C1SP1,0
C1SP2,3
C1SP3,0
C2SP1,0
C2SP2,14
C2SP3,0
C3SP2,1
C3SP3,0
C4SP3,0
FCSP3,0.05263157894736842
GGI10,0.11988572594633201
JGI10,0.007492857871645751
JGT10,0.38443440125010964
Kier1,19.753086419753085
Kier2,9.796296296296296
Kier3,5.489603024574669
MAXdO,12.437273207926165
MID_C,39.24422521566733
MID_N,4.070980527011005
MID_O,5.45931833318482
MID_X,0.0
MID_h,11.528908144659427
MINdO,12.109115494427545
MPC10,71
MWC01,27.0
MWC02,4.844187086458591
MWC03,5.673323267171493
MWC04,6.52649485957079
MWC05,7.367077059881012
MWC06,8.22282213081366
MWC07,9.066354521447801
MWC08,9.922848906014748
MWC09,10.767579316866689
MWC10,11.624404225936138
NaaCH,11
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,5
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,2
NdssS,0
NsCH3,1
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,2
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.261300000000003
SRW02,4.007333185232471
SRW03,0.0
SRW04,5.293304824724492
SRW05,2.3978952727983707
SRW06,6.769641976852503
SRW07,4.442651256490317
SRW08,8.33110454805304
SRW09,6.293419278846481
SRW10,9.935228438320191
SaaCH,19.41991767950726
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,2.763657297655315
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,-0.4561217817909733
SdssS,0
SsCH3,1.520677480174927
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,5.629479796548249
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,4.582432551243781
VE1_D,4.932248884668047
VE2_A,0.18329730204975125
VE2_D,0.19728995538672187
VE3_A,2.4385207137291505
VE3_D,2.512085779136613
VR1_A,162.59426676354826
VR1_D,143.65409579213548
VR2_A,6.503770670541931
VR2_D,5.746163831685419
VR3_A,6.0075486686094495
VR3_D,5.88369902919466
WPath,1661
Xc-3d,1.3490689080761826
Xc-4d,0.0
Xc-5d,0.2821175568066727
Xc-6d,0.0
Xp-0d,17.648053602125596
Xp-1d,12.169035095596021
Xp-2d,10.485805329432557
Xp-3d,8.729366492152666
Xp-4d,7.268047139064259
Xp-5d,5.047859520361903
Xp-6d,3.179490114839894
Xp-7d,2.0440182272497065
ZMIC0,78.78874862316991
ZMIC1,55.17936221570199
ZMIC2,34.357884747032706
ZMIC3,25.079657851253653
ZMIC4,24.4797614236816
ZMIC5,24.4797614236816
nAcid,0
nAtom,41
nBase,0
nRing,3
piPC1,3.6506582412937387
piPC2,4.208417018481948
piPC3,4.7481876928230164
piPC4,5.265600457733422
piPC5,5.5909869805108565
piPC6,5.66187482157746
piPC7,5.859628145745238
piPC8,6.1951704045297165
piPC9,6.438351469808369
AATS0Z,30.390243902439025
AATS0d,3.4634146341463414
AATS0i,157.41314605672156
AATS0m,120.61987863414635
AATS0p,1.777134597014244
AATS0s,5.039379035765666
AATS0v,250.65216971305443
AATS1Z,29.348837209302324
AATS1d,4.046511627906977
AATS1i,144.08888935137668
AATS1m,113.06932523255817
AATS1p,2.0199819753488377
AATS1s,3.4389893769738733
AATS1v,290.2434265975967
AATS2Z,26.36764705882353
AATS2d,3.7794117647058822
AATS2i,148.28054259113415
AATS2m,99.96276136764703
AATS2p,1.822795737096279
AATS2s,3.4622367465504724
AATS2v,255.02750781066408
AATS3Z,22.475609756097562
AATS3d,3.292682926829268
AATS3i,153.8464607558982
AATS3m,83.23960152439025
AATS3p,1.5283838597797923
AATS3s,3.3558039747064132
AATS3v,215.52866476037667
AATS4Z,21.14457831325301
AATS4d,3.0240963855421685
AATS4i,157.71402541794242
AATS4m,78.20331124096386
AATS4p,1.4138202794275903
AATS4s,4.034880261787893
AATS4v,201.93175625556202
AATS5Z,19.3855421686747
AATS5d,2.891566265060241
AATS5i,158.9791712955005
AATS5m,70.34803421686748
AATS5p,1.4215639332968795
AATS5s,3.6744756804997767
AATS5v,197.43593134827867
AATS6Z,19.2625
AATS6d,2.85
AATS6i,156.843681045345
AATS6m,70.12944963749999
AATS6p,1.4776609542379624
AATS6s,3.3861882716049374
AATS6v,198.296696874487
AATS7Z,18.653333333333332
AATS7d,2.88
AATS7i,154.1328187310929
AATS7m,67.67429583999997
AATS7p,1.4782077757245198
AATS7s,2.939382716049384
AATS7v,197.12757142460043
AATS8Z,17.6231884057971
AATS8d,2.6956521739130435
AATS8i,155.76165747316514
AATS8m,63.07736088405795
AATS8p,1.4079693181810145
AATS8s,3.3891125424941855
AATS8v,184.54741670807695
AMID_C,1.569769008626693
AMID_N,0.16283922108044022
AMID_O,0.2183727333273928
AMID_X,0.0
AMID_h,0.4611563257863771
ATS0dv,352.44444444444446
ATS0pe,261.6279
ATS0se,319.9674969999999
ATS1dv,341.66666666666663
ATS1pe,281.71250000000003
ATS1se,335.85159199999987
ATS2dv,466.6666666666667
ATS2pe,441.9547000000001
ATS2se,532.9864739999999
ATS3dv,471.66666666666663
ATS3pe,526.8014000000001
ATS3se,642.178788
ATS4dv,478.6666666666667
ATS4pe,540.5092999999999
ATS4se,658.7593979999999
ATS5dv,375.0
ATS5pe,534.7164999999999
ATS5se,656.2157719999999
ATS6dv,354.66666666666663
ATS6pe,500.5047
ATS6se,618.1983359999999
ATS7dv,304.6666666666667
ATS7pe,461.5427
ATS7se,571.2423079999999
ATS8dv,296.66666666666663
ATS8pe,424.44020000000006
ATS8se,525.1200700000002
ATSC0Z,420.2439024390244
ATSC0c,0.9331816467637181
ATSC0d,22.487804878048784
ATSC0i,65.0984443570497
ATSC0m,1916.3565248780487
ATSC0p,12.119155443990243
ATSC0s,70.09608886212317
ATSC0v,2072.646209989646
ATSC1Z,18.76859012492561
ATSC1c,-0.5168299300880979
ATSC1d,7.390838786436648
ATSC1i,0.5056434278680914
ATSC1m,88.78338671326557
ATSC1p,0.6852399266143295
ATSC1s,-5.095991754858826
ATSC1v,91.07805460819
ATSC2Z,-10.33135038667464
ATSC2c,0.06830777907851962
ATSC2d,-2.345627602617488
ATSC2i,-5.693481074929776
ATSC2m,-44.10755470017891
ATSC2p,0.05623974217957142
ATSC2s,3.6713400557673164
ATSC2v,-120.7839117291677
ATSC3Z,-50.853658536585385
ATSC3c,-0.21095347641403112
ATSC3d,-8.292682926829269
ATSC3i,-33.86825973263398
ATSC3m,-246.83742231707328
ATSC3p,-5.594972362906951
ATSC3s,-13.067240456355178
ATSC3v,-575.4474088140532
ATSC4Z,-11.005948839976202
ATSC4c,0.5756289378785092
ATSC4d,-7.304580606781677
ATSC4i,-11.319232446270105
ATSC4m,-50.949503509220776
ATSC4p,-2.1396181562215664
ATSC4s,13.418998669059262
ATSC4v,-297.891828913479
ATSC5Z,-94.17668054729329
ATSC5c,-0.568828581760815
ATSC5d,0.47590719809637094
ATSC5i,17.561788320390075
ATSC5m,-436.33654685068416
ATSC5p,2.5291000912037744
ATSC5s,-34.437972122870875
ATSC5v,-21.744533306813327
ATSC6Z,-43.08566329565734
ATSC6c,0.2895993145763546
ATSC6d,1.9262343842950622
ATSC6i,20.412099635907303
ATSC6m,-182.5665649571684
ATSC6p,1.893871973625402
ATSC6s,-8.193027616816362
ATSC6v,219.79490133153382
ATSC7Z,-25.494943486020205
ATSC7c,-0.1585011559275412
ATSC7d,-2.4533016061867934
ATSC7i,-12.783320187314187
ATSC7m,-123.15251477691841
ATSC7p,-0.8095654707953482
ATSC7s,-15.099966828484902
ATSC7v,-191.17603137207914
ATSC8Z,-60.06900654372397
ATSC8c,0.15827335011200958
ATSC8d,-2.1380130874479484
ATSC8i,-20.138271377520105
ATSC8m,-283.1606213557405
ATSC8p,-3.773539323859239
ATSC8s,30.626330226716895
ATSC8v,-623.670260208052
AXp-0d,0.7059221440850239
AXp-1d,0.45070500354059334
AXp-2d,0.29127237026201547
AXp-3d,0.1897688367859275
AXp-4d,0.1275095989309519
AXp-5d,0.0827517954157689
AXp-6d,0.053889662963388034
AXp-7d,0.033508495528683714
GATS1Z,0.7105508240089622
GATS1c,1.5206856342649355
GATS1d,0.7239065731725772
GATS1i,1.0361104652474336
GATS1m,0.7078232274923041
GATS1p,0.8368214020283206
GATS1s,0.5800704424825364
GATS1v,0.812215967547085
GATS2Z,0.9245331330442798
GATS2c,1.0592344666530606
GATS2d,1.177108587469695
GATS2i,1.0744533393916802
GATS2m,0.9157099910144032
GATS2p,0.9678908637637509
GATS2s,0.6254699335991899
GATS2v,0.9318410880692591
GATS3Z,0.9866511897852582
GATS3c,1.2510143879961348
GATS3d,1.2906724511930585
GATS3i,1.2794365789710649
GATS3m,0.9889923196826111
GATS3p,1.1657093362300717
GATS3s,1.0496457929017302
GATS3v,1.0548286966597438
GATS4Z,0.8360033284618451
GATS4c,1.0256524206727047
GATS4d,1.2322609309254369
GATS4i,1.0881955174198896
GATS4m,0.8479941249769509
GATS4p,0.9212868906594476
GATS4s,1.1439453394988404
GATS4v,0.9672106846058316
GATS5Z,0.9518282066163668
GATS5c,1.4582516537642929
GATS5d,1.028669994511669
GATS5i,0.8607990266363004
GATS5m,0.965436336670321
GATS5p,0.7446253333378501
GATS5s,1.7350996097806233
GATS5v,0.9139738184738788
GATS6Z,1.045821242019733
GATS6c,0.7354617230133564
GATS6d,0.9227223427331888
GATS6i,0.8202560130148931
GATS6m,1.0415457100953687
GATS6p,0.9049459229029035
GATS6s,1.2290717229996442
GATS6v,0.9270053771096894
GATS7Z,0.9480208937899014
GATS7c,0.8982186110472417
GATS7d,0.9960954446854664
GATS7i,1.0346866287246324
GATS7m,0.9558548859185976
GATS7p,0.9909898015673035
GATS7s,0.9549540786081063
GATS7v,1.047307725227609
GATS8Z,1.026319109742865
GATS8c,0.7159680566618706
GATS8d,0.9022603665629224
GATS8i,1.1526136903056206
GATS8m,1.0337888669780706
GATS8p,1.1416875740975456
GATS8s,0.422959691533956
GATS8v,1.177180007624064
MATS1Z,0.04258391934025287
MATS1c,-0.5280765330068975
MATS1d,0.31337335418453316
MATS1i,0.007406092936002267
MATS1m,0.044174414190242636
MATS1p,0.05391203249601341
MATS1s,-0.06931868755327064
MATS1v,0.041899030139927435
MATS2Z,-0.014822812467993642
MATS2c,0.04413457210879315
MATS2d,-0.0628907745310705
MATS2i,-0.05273296791399343
MATS2m,-0.013877512131443847
MATS2p,0.0027979883970354214
MATS2s,0.03157953786554379
MATS2v,-0.035136529083305466
MATS3Z,-0.060504933255948946
MATS3c,-0.11302916058498341
MATS3d,-0.18438177874186548
MATS3i,-0.2601310988852093
MATS3m,-0.06440279225515755
MATS3p,-0.2308317765526077
MATS3s,-0.09320948335689623
MATS3v,-0.13881949703729896
MATS4Z,-0.01293694802425022
MATS4c,0.30470683357445405
MATS4d,-0.16045527010427824
MATS4i,-0.08589188468468914
MATS4m,-0.013133165310289498
MATS4p,-0.0872106820474494
MATS4s,0.0945653616450431
MATS4v,-0.07099686606313499
MATS5Z,-0.11070002587249754
MATS5c,-0.30110709276323266
MATS5d,0.010453963358858419
MATS5i,0.1332612528660382
MATS5m,-0.11247371624875242
MATS5p,0.10308593768415716
MATS5s,-0.24268869596284887
MATS5v,-0.005182396994304901
MATS6Z,-0.052544254207777114
MATS6c,0.15904690071338454
MATS6d,0.0438991323210412
MATS6i,0.16069817284765295
MATS6m,-0.04882461239643444
MATS6p,0.08008886353251068
MATS6s,-0.059902438520893
MATS6v,0.054348342900727764
MATS7Z,-0.03316463532598179
MATS7c,-0.09285148167478013
MATS7d,-0.05963846710050613
MATS7i,-0.10734841830325523
MATS7m,-0.03513092364115266
MATS7p,-0.036517598888261275
MATS7s,-0.117761898943345
MATS7v,-0.05042325280263758
MATS8Z,-0.0849344335377291
MATS8c,0.10078046833223066
MATS8d,-0.05649344525134396
MATS8i,-0.18381728384616436
MATS8m,-0.08779935245906942
MATS8p,-0.18501685322835
MATS8s,0.2596186818423244
MATS8v,-0.1787988102211426
MAXaaS,1.3708143932476196
MAXssO,5.205186432303898
MINaaS,1.3708143932476196
MINssO,5.205186432303898
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.433887481764685
SpAD_D,274.11290939118226
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,579
TMWC10,126.01509137416092
TSRW10,72.47057878131787
VE1_Dt,4.928161300882067
VE2_Dt,0.19712645203528267
VE3_Dt,2.511256689079869
VR1_Dt,143.7067771780402
VR2_Dt,5.748271087121608
VR3_Dt,5.88406568583758
Xc-3dv,0.5765997833268515
Xc-4dv,0.0
Xc-5dv,0.06782612853506564
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.14433756729740643
Xch-6d,0.25
Xch-7d,0.367148116161318
Xp-0dv,14.300342703869065
Xp-1dv,8.444159218539024
Xp-2dv,6.1143320592706525
Xp-3dv,4.34350540340217
Xp-4dv,2.9247610157530284
Xp-5dv,1.5707217107938583
Xp-6dv,0.8053239602673186
Xp-7dv,0.4430602178933982
Xpc-4d,3.208124917984472
Xpc-5d,5.1281956434222264
Xpc-6d,6.961774460601687
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,43
nFRing,0
nHBAcc,4
nHBDon,2
nHRing,1
nSpiro,0
naRing,3
piPC10,6.742032693843551
AATS0dv,8.59620596205962
AATS0pe,6.381168292682927
AATS0se,7.804085292682925
AATS1dv,7.945736434108526
AATS1pe,6.551453488372093
AATS1se,7.810502139534881
AATS2dv,6.862745098039216
AATS2pe,6.499333823529414
AATS2se,7.83803638235294
AATS3dv,5.752032520325203
AATS3pe,6.424407317073172
AATS3se,7.8314486341463425
AATS4dv,5.76706827309237
AATS4pe,6.512160240963855
AATS4se,7.936860216867469
AATS5dv,4.518072289156627
AATS5pe,6.442367469879517
AATS5se,7.906214120481927
AATS6dv,4.433333333333333
AATS6pe,6.2563087500000005
AATS6se,7.727479199999999
AATS7dv,4.062222222222222
AATS7pe,6.153902666666667
AATS7se,7.616564106666665
AATS8dv,4.29951690821256
AATS8pe,6.151307246376812
AATS8se,7.610435797101451
AATSC0Z,10.249851279000595
AATSC0c,0.022760527969846782
AATSC0d,0.5484830458060679
AATSC0i,1.5877669355377977
AATSC0m,46.74040304580607
AATSC0p,0.2955891571704937
AATSC0s,1.7096607039542235
AATSC0v,50.55234658511332
AATSC1Z,0.43647884011454907
AATSC1c,-0.012019300699723207
AATSC1d,0.17187997177759645
AATSC1i,0.01175914948530445
AATSC1m,2.0647299235643155
AATSC1p,0.01593581224684487
AATSC1s,-0.11851143615950757
AATSC1v,2.118094293213721
AATSC2Z,-0.1519316233334506
AATSC2c,0.0010045261629194062
AATSC2d,-0.03449452356790423
AATSC2i,-0.08372766286661436
AATSC2m,-0.6486405102967486
AATSC2p,0.0008270550320525209
AATSC2s,0.05399029493775465
AATSC2v,-1.776233996017172
AATSC3Z,-0.620166567519334
AATSC3c,-0.0025726033709028186
AATSC3d,-0.10113027959547888
AATSC3i,-0.41302755771504857
AATSC3m,-3.0102124672813813
AATSC3p,-0.06823137027935305
AATSC3s,-0.1593565909311607
AATSC3v,-7.0176513270006495
AATSC4Z,-0.13260179325272534
AATSC4c,0.0069352884081748094
AATSC4d,-0.08800699526242985
AATSC4i,-0.13637629453337477
AATSC4m,-0.6138494398701299
AATSC4p,-0.025778532002669476
AATSC4s,0.16167468275975014
AATSC4v,-3.5890581796804697
AATSC5Z,-1.134658801774618
