DLiP-ID,C000S8
DLiP-Mol-ID,31288
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H7NO3S/c11-9(15)7-3-5-1-2-6(12)4-8(5)14-10(7)13/h1-4,12H,(H2,11,15)"
Standard Inchi Key(RDKit),QRYYSXMCHMIEIJ-UHFFFAOYSA-N
Canonical SMILES(RDKit),NC(=S)c1cc2ccc(O)cc2oc1=O
SMILES(SDF),
MW(SDF),
MW(RDKit),221.237
MW Monoisotopic(RDKit),221.014664084
MolLogP(RDKit),1.1328
XLogP(SDF),
XLogP(CDK),2.128
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),76.46
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),1
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),15
QED Weighted(RDKit),0.55735760507807
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,2508.347892200087
qed,0.5573576050780702
Chi0,10.999635521070495
Chi1,7.075387400469408
TPSA,76.46000000000001
Chi0n,7.558709812839677
Chi0v,8.375206393767403
Chi1n,4.14416265417473
Chi1v,4.552410944638592
Chi2n,3.0339120516017584
Chi2v,3.4737384572292056
Chi3n,1.985013466892242
Chi3v,2.2049266697059657
Chi4n,1.271678991134538
Chi4v,1.4139378895667505
MolMR,60.0362
MolWt,221.23699999999997
fr_SH,0
Kappa1,9.666509481658627
Kappa2,3.3598846418732773
Kappa3,1.687657347221134
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,1
fr_NH0,0
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,603.1292571564695
MolLogP,1.1327999999999998
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.8208436147705287
SMR_VSA1,9.523678331894054
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,5.733667477162185
SMR_VSA5,0.0
SMR_VSA6,0.0
SMR_VSA7,40.24904326869324
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,89.9372533860952
NHOHCount,3
PEOE_VSA1,15.257345809056236
PEOE_VSA2,0.0
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.217873443046695
PEOE_VSA7,18.19910120538483
PEOE_VSA8,11.452591282926406
PEOE_VSA9,5.563451491696996
RingCount,2
SMR_VSA10,28.175619900891924
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,221.014664084
NumHDonors,2
PEOE_VSA10,16.32103407666434
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,5.625586319077987
SlogP_VSA1,11.359253796240171
SlogP_VSA2,10.095029496578896
SlogP_VSA3,0.0
SlogP_VSA4,0.0
SlogP_VSA5,5.563451491696996
SlogP_VSA6,33.47715639497161
SlogP_VSA7,0.0
SlogP_VSA8,10.969244356107037
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
