DLiP-ID,T0038D
DLiP-Mol-ID,19902
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H23N5O7/c20-18(21)12-3-1-11(2-4-12)7-14(25)22-9-15(26)24-6-5-23(10-17(29)30)19(31)13(24)8-16(27)28/h1-4,13H,5-10H2,(H3,20,21)(H,22,25)(H,27,28)(H,29,30)/t13-/m0/s1"
Standard Inchi Key(RDKit),KMXIJCGQJFYWTC-ZDUSSCGKSA-N
Canonical SMILES(RDKit),N=C(N)c1ccc(CC(=O)NCC(=O)N2CCN(CC(=O)O)C(=O)[C@@H]2CC(=O)O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),433.421
MW Monoisotopic(RDKit),433.159748076
MolLogP(RDKit),-1.77192999999999
XLogP(SDF),
XLogP(CDK),-3.874
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),12
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),5
HBD Lipinski(RDKit),6
PSA(SDF),
PSA(RDKit),194.19
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,2
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.222744053878715
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4103272.5266163354
qed,0.22274405387871474
Chi0,23.12902755413791
Chi1,14.578295155867385
TPSA,194.18999999999994
Chi0n,16.53683813657619
Chi0v,16.53683813657619
Chi1n,9.3002162132163
Chi1v,9.3002162132163
Chi2n,6.918429755577081
Chi2v,6.918429755577081
Chi3n,4.664616505074677
Chi3v,4.664616505074677
Chi4n,3.1459997172878285
Chi4v,3.1459997172878285
MolMR,106.14140000000003
MolWt,433.4210000000002
fr_SH,0
Kappa1,23.320219209973118
Kappa2,10.184072710506276
Kappa3,6.520845479169801
