DLiP-ID,T004J8
DLiP-Mol-ID,19024
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H32N4O4/c1-28(20(15-23(30)32-3)18-11-13-21(31-2)26-16-18)22(29)9-5-4-8-19-12-10-17-7-6-14-25-24(17)27-19/h10-13,16,20H,4-9,14-15H2,1-3H3,(H,25,27)/t20-/m0/s1"
Standard Inchi Key(RDKit),OHKIVHLQMSGSHE-FQEVSTJZSA-N
Canonical SMILES(RDKit),COC(=O)C[C@@H](c1ccc(OC)nc1)N(C)C(=O)CCCCc1ccc2c(n1)NCCC2
SMILES(SDF),
MW(SDF),
MW(RDKit),440.544
MW Monoisotopic(RDKit),440.242355504
MolLogP(RDKit),3.3189
XLogP(SDF),
XLogP(CDK),2.746
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),93.65
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.447367232993862
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,16016825.579653068
qed,0.4473672329938623
Chi0,22.924074484064484
Chi1,15.511570350697115
TPSA,93.65
Chi0n,19.09558981298546
Chi0v,19.09558981298546
Chi1n,11.065764445515423
Chi1v,11.065764445515423
Chi2n,7.982348524202608
Chi2v,7.982348524202608
Chi3n,5.827097568997028
Chi3v,5.827097568997028
Chi4n,3.869752367204044
Chi4v,3.869752367204044
MolMR,121.53570000000008
MolWt,440.5440000000003
fr_SH,0
Kappa1,23.502008508834347
Kappa2,11.456472110818229
Kappa3,6.1824046594499364
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,916.7152718177739
MolLogP,3.318900000000001
NOCount,8
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.543693716823561
SMR_VSA1,19.06280027574374
SMR_VSA2,0.0
SMR_VSA3,14.867866772744893
SMR_VSA4,0.0
SMR_VSA5,50.987592189630035
SMR_VSA6,33.12881207515116
SMR_VSA7,47.28314282370197
SMR_VSA8,0.0
SMR_VSA9,5.879988336435371
fr_Al_OH,0
