DLiP-ID,C1026F
DLiP-Mol-ID,40909
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C18H18ClN5O4/c19-12-8-17(24(26)27)16(20-10-3-5-28-6-4-10)9-14(12)21-11-1-2-13-15(7-11)23-18(25)22-13/h1-2,7-10,20-21H,3-6H2,(H2,22,23,25)"
Standard Inchi Key(RDKit),ZKYCDDDSQVOERN-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=c1[nH]c2ccc(Nc3cc(NC4CCOCC4)c([N+](=O)[O-])cc3Cl)cc2[nH]1
SMILES(SDF),
MW(SDF),
MW(RDKit),403.826
MW Monoisotopic(RDKit),403.104731736
MolLogP(RDKit),3.7523
XLogP(SDF),
XLogP(CDK),3.043
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),125.08
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.379476921004521
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BCoR-BCL6
Common Target Pref Name,BCoR/BCL6
RDKit Descriptors
Ipc,2995048.5497735506
qed,0.379476921004521
Chi0,19.672997628507925
Chi1,13.491203638441375
TPSA,125.08000000000001
Chi0n,14.750699970248585
Chi0v,15.50662891626704
Chi1n,8.807117945960638
Chi1v,9.185082418969866
Chi2n,6.601784044138454
Chi2v,7.00898417087906
Chi3n,4.6579709688988995
Chi3v,4.970679977387199
Chi4n,3.2528523514789116
Chi4v,3.4580018593704884
MolMR,107.77220000000001
MolWt,403.8260000000001
fr_SH,0
Kappa1,18.329215372052044
Kappa2,7.528538665771485
Kappa3,3.8027053287694654
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1087.2597524084126
MolLogP,3.7523000000000017
NOCount,9
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.6533984441294323
SMR_VSA1,9.660174002617719
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,0.0
SMR_VSA5,18.88348407499998
SMR_VSA6,23.847341137038498
SMR_VSA7,55.95306750709024
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,2
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,163.748883323859
NHOHCount,4
PEOE_VSA1,25.338397203707128
PEOE_VSA2,10.114318268765572
PEOE_VSA3,4.794537184071822
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,37.107111519698464
PEOE_VSA8,31.00935810131897
PEOE_VSA9,26.666732072475085
RingCount,4
SMR_VSA10,45.38388642419928
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,403.10473173599996
NumHDonors,4
PEOE_VSA10,5.687386274683562
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.687386274683562
PEOE_VSA14,5.689743398203474
SlogP_VSA1,16.323320606216136
SlogP_VSA2,34.146872848885884
SlogP_VSA3,4.736862953800049
SlogP_VSA4,10.114318268765572
SlogP_VSA5,12.841643245852019
SlogP_VSA6,35.126372526379875
SlogP_VSA7,5.022633313741326
SlogP_VSA8,11.033401435232523
SlogP_VSA9,0.0
