DLiP-ID,I0005C
DLiP-Mol-ID,27894
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H26N4O3/c1-30-20-4-5-21-16(14-27-23(21)13-20)7-9-26-22-6-3-17(12-24(22)31-2)28-18-8-10-25-19(11-18)15-29/h3-6,8,10-14,26-27,29H,7,9,15H2,1-2H3,(H,25,28)"
Standard Inchi Key(RDKit),CAPZRPKPZMPEKQ-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc2c(CCNc3ccc(Nc4ccnc(CO)c4)cc3OC)c[nH]c2c1
SMILES(SDF),
MW(SDF),
MW(RDKit),418.497
MW Monoisotopic(RDKit),418.200490692
MolLogP(RDKit),4.4706
XLogP(SDF),
XLogP(CDK),2.712
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),91.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),9
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.320581792175194
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,MDM2-Like_P53
Common Target Pref Name,P53/HDM2
RDKit Descriptors
Ipc,17366672.540547404
qed,0.3205817921751942
Chi0,21.631181265251037
Chi1,15.194534443300771
TPSA,91.43
Chi0n,17.605746807383547
Chi0v,17.605746807383547
