DLiP-ID,T007Y2
DLiP-Mol-ID,26294
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C15H19F2NO2S/c1-11(2)12-3-5-13(6-4-12)21-15(16,17)14(19)18-7-9-20-10-8-18/h3-6,11H,7-10H2,1-2H3"
Standard Inchi Key(RDKit),ZFUFRDRUDRIRLP-UHFFFAOYSA-N
Canonical SMILES(RDKit),CC(C)c1ccc(SC(F)(F)C(=O)N2CCOCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),315.385
MW Monoisotopic(RDKit),315.110456288
MolLogP(RDKit),3.3537
XLogP(SDF),
XLogP(CDK),3.143
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),29.54
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),21
QED Weighted(RDKit),0.798104869393973
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,FKBP1A/FK506
Common Target Pref Name,FKBP1A/FK506
RDKit Descriptors
Ipc,46989.20062712905
qed,0.7981048693939725
Chi0,15.457819157813608
Chi1,9.898684032670673
TPSA,29.540000000000003
Chi0n,12.143065883604322
Chi0v,12.959562464532048
Chi1n,6.938492385698286
Chi1v,7.754988966626012
Chi2n,5.247147594606362
Chi2v,6.43540710578544
Chi3n,3.3400747331557143
Chi3v,4.278928369356057
Chi4n,2.0629514702710896
Chi4v,2.8475519467187165
MolMR,78.73400000000004
MolWt,315.38500000000005
fr_SH,0
Kappa1,16.234316656080026
