DLiP-ID,P000HU
DLiP-Mol-ID,26165
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C10H14O3/c1-13-10(12)7-4-8-2-5-9(11)6-3-8/h2-3,5-6,10-12H,4,7H2,1H3/t10-/m0/s1"
Standard Inchi Key(RDKit),WAQHVLNKHJYPKB-JTQLQIEISA-N
Canonical SMILES(RDKit),CO[C@H](O)CCc1ccc(O)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),182.219
MW Monoisotopic(RDKit),182.094294308
MolLogP(RDKit),1.2896
XLogP(SDF),
XLogP(CDK),1.305
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),3
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),49.69
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),13
QED Weighted(RDKit),0.68969314179265
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BAZ2B/H4
Common Target Pref Name,BAZ2B/H4
RDKit Descriptors
Ipc,908.6812529457343
qed,0.6896931417926502
Chi0,9.681798275874712
Chi1,6.21954535281284
TPSA,49.69
Chi0n,7.603640389785005
Chi0v,7.603640389785005
Chi1n,4.208925124459576
Chi1v,4.208925124459576
Chi2n,2.895474683042021
Chi2v,2.895474683042021
Chi3n,1.8883795039910898
Chi3v,1.8883795039910898
Chi4n,1.070607681355498
Chi4v,1.070607681355498
MolMR,49.44360000000004
MolWt,182.21900000000002
fr_SH,0
Kappa1,10.023752093802344
Kappa2,4.842714830764377
Kappa3,3.4412460465767953
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,242.85170031680724
MolLogP,1.2895999999999999
NOCount,3
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.411261457917634
SMR_VSA1,14.94991774348146
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,19.131669975187233
SMR_VSA6,7.109797541277533
SMR_VSA7,29.828919765543436
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,77.59318431098231
NHOHCount,2
PEOE_VSA1,14.94991774348146
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,12.13273413692322
PEOE_VSA7,24.117007251546223
PEOE_VSA8,13.530619164203543
PEOE_VSA9,0.0
RingCount,1
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,182.094294308
NumHDonors,2
PEOE_VSA10,5.749511833283905
PEOE_VSA11,6.290026729335213
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,23.612879060294155
SlogP_VSA3,11.157684576726059
SlogP_VSA4,0.0
SlogP_VSA5,11.984273114623004
SlogP_VSA6,24.26546827384644
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,1
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
