DLiP-ID,T0028V
DLiP-Mol-ID,18372
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C26H26FN5O4/c1-34-20-9-10-21(35-2)18(12-20)13-28-25(33)17-4-3-11-32(14-17)24-22-23(16-5-7-19(27)8-6-16)31-36-26(22)30-15-29-24/h5-10,12,15,17H,3-4,11,13-14H2,1-2H3,(H,28,33)"
Standard Inchi Key(RDKit),HOONHCYLJKRTBO-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(OC)c(CNC(=O)C2CCCN(c3ncnc4onc(-c5ccc(F)cc5)c34)C2)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),491.523
MW Monoisotopic(RDKit),491.196882532
MolLogP(RDKit),3.9739
XLogP(SDF),
XLogP(CDK),4.857
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),102.61
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),36
QED Weighted(RDKit),0.414327342409159
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,241536405.13652945
qed,0.41432734240915925
Chi0,25.070338854006454
Chi1,17.56721324336294
TPSA,102.61000000000001
Chi0n,20.031498345503884
Chi0v,20.031498345503884
Chi1n,11.669509660190629
Chi1v,11.669509660190629
Chi2n,8.596251268556292
Chi2v,8.596251268556292
Chi3n,6.40269774011059
Chi3v,6.40269774011059
Chi4n,4.546500593503991
Chi4v,4.546500593503991
MolMR,131.32269999999997
MolWt,491.5230000000002
fr_SH,0
Kappa1,23.528081124400735
Kappa2,10.187294784539326
Kappa3,4.66026265234338
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,4
fr_NH1,1
