DLiP-ID,C001P8
DLiP-Mol-ID,32704
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H14N2O2/c1-20-12-8-6-11(7-9-12)14-10-15(18-17-14)13-4-2-3-5-16(13)19/h2-10,19H,1H3,(H,17,18)"
Standard Inchi Key(RDKit),AASRUAOBYASXDX-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2cc(-c3ccccc3O)[nH]n2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),266.3
MW Monoisotopic(RDKit),266.105527688
MolLogP(RDKit),3.4579
XLogP(SDF),
XLogP(CDK),4.112
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),58.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),20
QED Weighted(RDKit),0.76290566214702
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,71095.20899850923
qed,0.7629056621470199
Chi0,13.94938298937633
Chi1,9.775188245478668
TPSA,58.14
Chi0n,10.998827904170415
Chi0v,10.998827904170415
Chi1n,6.259260572370903
Chi1v,6.259260572370903
Chi2n,4.412510509344311
Chi2v,4.412510509344311
Chi3n,3.157866504363808
Chi3v,3.157866504363808
Chi4n,2.0707560954996436
Chi4v,2.0707560954996436
MolMR,77.67650000000002
MolWt,266.3
fr_SH,0
Kappa1,12.292334289087536
Kappa2,5.089323289285414
Kappa3,2.2317575784874557
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,717.351624550633
MolLogP,3.4579000000000013
NOCount,4
fr_Ar_N,2
fr_COO2,0
