DLiP-ID,C003KL
AATSC4s,-0.40485567517155546
AATSC4v,-8.070663638880172
AATSC5Z,1.7005935983208709
AATSC5c,0.003213926270538645
AATSC5d,0.08515348288075564
AATSC5i,0.3299339781952397
AATSC5m,9.158055848812799
AATSC5p,0.09188797376465738
AATSC5s,0.07057157703961395
AATSC5v,11.496201938234508
AATSC6Z,3.835694608421881
AATSC6c,0.0031186670948519313
AATSC6d,-0.05175127902400632
AATSC6i,-0.009474756961423565
AATSC6m,19.050693151121603
AATSC6p,0.01875954961877136
AATSC6s,-0.10375285419711161
AATSC6v,6.486732417793485
AATSC7Z,-4.646989374262101
AATSC7c,-0.0021650968956649155
AATSC7d,-0.06040928768201497
AATSC7i,-0.05425812538181313
AATSC7m,-24.00261983300537
AATSC7p,-0.06450387357921566
AATSC7s,-0.3870362193992011
AATSC7v,-7.135320576682521
AATSC8Z,-0.6241698165588229
AATSC8c,-0.0006263765721871799
AATSC8d,-0.06861426100326735
AATSC8i,0.15094235477419488
AATSC8m,-2.3782243090951805
AATSC8p,-0.007966867189324043
AATSC8s,-0.2695875894703099
AATSC8v,-8.053588375709003
ATS0are,215.2923
ATS1are,226.728
ATS2are,380.3659
ATS3are,461.58990000000006
ATS4are,447.81600000000003
ATS5are,378.43690000000004
ATS6are,272.6086
ATS7are,271.33
ATS8are,267.05400000000003
ATSC0dv,143.98212578459493
ATSC0pe,4.975987878787877
ATSC0se,3.4588865454545448
ATSC1dv,30.84096231047223
ATSC1pe,0.1380761248852169
ATSC1se,-0.01911483471074378
ATSC2dv,-7.707830266752826
ATSC2pe,0.21691790633609087
ATSC2se,0.36898278512396704
ATSC3dv,-17.292755463350307
ATSC3pe,0.21652947658402283
ATSC3se,0.13984662809917361
ATSC4dv,-45.05827447690523
ATSC4pe,-2.88016253443526
ATSC4se,-2.293443867768594
ATSC5dv,7.598025396753419
ATSC5pe,-0.44463397612488315
ATSC5se,-0.21287992561983443
ATSC6dv,-19.646619581524185
ATSC6pe,0.04154876033057877
ATSC6se,-0.0626090578512398
ATSC7dv,-50.808027903426336
ATSC7pe,-1.3748603305785112
ATSC7se,-0.7760756942148758
ATSC8dv,-33.466920105154294
ATSC8pe,-0.7541539026629933
ATSC8se,-0.21027271074380155
AXp-0dv,0.6196709305536934
AXp-1dv,0.329956637288848
AXp-2dv,0.18719310819174556
AXp-3dv,0.10229833593835805
AXp-4dv,0.05426397372329534
AXp-5dv,0.031219044117868616
AXp-6dv,0.017057833817388922
AXp-7dv,0.006509327164312452
BertzCT,457.7923418773553
ECIndex,368
ETA_eta,13.645237286738254
GATS1dv,0.591554281447123
GATS1pe,0.7166841743944503
GATS1se,0.7817687502118853
GATS2dv,1.0313625605822374
GATS2pe,0.956080627590671
GATS2se,0.9627512769890163
GATS3dv,1.017345030002885
GATS3pe,0.9083087506302996
GATS3se,0.9041028932975241
GATS4dv,1.2338529477501656
GATS4pe,1.4530022812056467
GATS4se,1.5300923284317918
GATS5dv,1.2064853545958856
GATS5pe,1.4804353931069139
GATS5se,1.5079935415294519
GATS6dv,1.1138585836456194
GATS6pe,0.9857090310418902
GATS6se,0.9826195450891492
GATS7dv,1.2517176331739506
GATS7pe,1.1513349129829733
GATS7se,1.1117521001103086
GATS8dv,0.9846006162890266
GATS8pe,0.8723718251830621
GATS8se,0.7683032749245283
LogEE_A,3.848859257033021
LogEE_D,87.70856838624735
MATS1dv,0.2078999391110278
MATS1pe,0.026932353062973736
MATS1se,-0.00536375895711881
MATS2dv,-0.030992930718697145
MATS2pe,0.02523801385691393
MATS2se,0.06176022533058211
MATS3dv,-0.0550474318311778
MATS3pe,0.019944316422220082
MATS3se,0.018530926172283024
MATS4dv,-0.14966864404177727
MATS4pe,-0.2768232302333726
MATS4se,-0.31711489928441133
MATS5dv,0.0310969698404459
MATS5pe,-0.05265616729763312
MATS5se,-0.03626805834115279
MATS6dv,-0.10721212502648843
MATS6pe,0.006560597682445921
MATS6se,-0.014222158062246202
MATS7dv,-0.2772607581333775
MATS7pe,-0.2170920486366908
MATS7se,-0.17629192276965155
MATS8dv,-0.17838266583146264
MATS8pe,-0.11631243649204803
MATS8se,-0.04665434330314521
MAXaaCH,1.8148304095896086
MAXaasC,0.9253347109173231
MAXdssC,0.03621244331065765
MAXssNH,2.3514342403628117
MAXsssN,1.5330967078189301
MDEC-22,6.6209332045186144
MDEC-23,9.162604234267972
MDEC-33,1.8948485120271366
MDEN-12,0.4999999999999999
MDEN-13,0.19999999999999996
MDEN-23,0.33333333333333337
MDEO-12,0.6324555320336759
MDEO-22,0.19999999999999996
MINaaCH,1.7519715293524816
MINaasC,0.6370161984546907
MINdssC,-0.49522066851431856
MINssNH,2.3514342403628117
MINsssN,1.5330967078189301
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,2.007142857142857
SM1_Dzi,1.2420033006675162
SM1_Dzm,2.0249793912848943
SM1_Dzp,-4.348969231169468
SM1_Dzv,-1.930903462271982
SddssSe,0
SpAD_Dt,261.5948075627336
SpAbs_A,24.510818555668482
SpAbs_D,175.4171367724947
SpMAD_A,1.2900430818772886
SpMAD_D,9.23248088276288
SpMax_A,2.2810649283823325
SpMax_D,87.70856838624735
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,74.65
TpiPC10,6.76942668387381
VAdjMat,5.321928094887363
VE1_DzZ,4.302909877317518
VE1_Dzi,4.2935217355823045
VE1_Dzm,4.303082511644071
VE1_Dzp,4.318843916083533
VE1_Dzv,4.311922882423001
VE2_DzZ,0.2264689409114483
VE2_Dzi,0.22597482818854234
VE2_Dzm,0.2264780269286353
VE2_Dzp,0.22730757453071226
VE2_Dzv,0.2269433096012106
VE3_DzZ,2.101145395658356
VE3_Dzi,2.09896119972909
VE3_Dzm,2.1011855152212777
VE3_Dzp,2.104841640596227
VE3_Dzv,2.1032378352089127
VR1_DzZ,91.7167967918357
VR1_Dzi,92.44625028451938
VR1_Dzm,91.69923784843667
VR1_Dzp,90.5799685010325
VR1_Dzv,91.17561894644136
VR2_DzZ,4.8271998311492474
VR2_Dzi,4.865592120237862
VR2_Dzm,4.826275676233509
VR2_Dzp,4.7673667632122365
VR2_Dzv,4.798716786654809
VR3_DzZ,5.1605594197824685
VR3_Dzi,5.168481283794325
VR3_Dzm,5.160367954041896
VR3_Dzp,5.148086976552913
VR3_Dzv,5.15464141139843
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07342132423654162
Xch-7dv,0.0912651346772689
Xpc-4dv,0.9759466564181107
Xpc-5dv,0.9164137837701197
Xpc-6dv,0.9881750916185291
Zagreb1,92.0
Zagreb2,103.0
fragCpx,58.07
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,1
n6FRing,0
n6HRing,1
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,1
nBondsA,6
nBondsD,2
nBondsM,8
nBondsO,20
nBondsS,26
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,7
naHRing,0
AATS0are,6.524009090909091
AATS1are,6.668470588235294
AATS2are,6.673085964912281
AATS3are,6.410970833333334
AATS4are,6.49008695652174
AATS5are,6.757801785714286
AATS6are,6.490680952380953
AATS7are,6.460238095238095
AATS8are,6.210558139534885
AATSC0dv,4.363094720745301
AATSC0pe,0.1507875114784205
AATSC0se,0.10481474380165287
AATSC1dv,0.9070871267785949
AATSC1pe,0.0040610624966240265
AATSC1se,-0.0005622010209042289
AATSC2dv,-0.13522509239917238
AATSC2pe,0.0038055773041419452
AATSC2se,0.006473382195157316
AATSC3dv,-0.2401771592131987
AATSC3pe,0.0030073538414447615
AATSC3se,0.001942314279155189
AATSC4dv,-0.653018470679786
AATSC4pe,-0.041741486006308115
AATSC4se,-0.033238316924182526
AATSC5dv,0.13567902494202536
AATSC5pe,-0.007939892430801485
AATSC5se,-0.003801427243211329
AATSC6dv,-0.46777665670295676
AATSC6pe,0.0009892561983471135
AATSC6se,-0.0014906918536009475
AATSC7dv,-1.2097149500815794
AATSC7pe,-0.03273476977567884
AATSC7se,-0.018477992719401804
AATSC8dv,-0.7783004675617278
AATSC8pe,-0.01753846285262775
AATSC8se,-0.004890063040553524
AETA_eta,0.7181703835125397
ATSC0are,5.275254545454543
ATSC1are,0.11828925619834638
ATSC2are,0.4569330578512386
ATSC3are,0.5018628099173548
ATSC4are,-3.1513140495867766
ATSC5are,-0.4446289256198355
ATSC6are,-0.2633421487603307
ATSC7are,-1.5419421487603298
ATSC8are,-0.664698347107437
BCUTZ-1h,35.00041794380467
BCUTZ-1l,5.693947414740286
BCUTc-1h,0.5194333164260461
BCUTc-1l,-0.41310435389253936
BCUTd-1h,3.137105223274789
BCUTd-1l,0.9772272765633926
BCUTi-1h,14.55551275136845
BCUTi-1l,10.952922898234668
BCUTm-1h,79.9041784934642
BCUTm-1l,11.705462631348656
BCUTp-1h,3.0589779846156384
BCUTp-1l,0.7352210971627086
BCUTs-1h,7.008271635225303
BCUTs-1l,1.0438508449457482
BCUTv-1h,26.52389139769283
BCUTv-1l,14.69618557484583
BalabanJ,1.6574337647667583
Diameter,12
ETA_beta,22.0
GATS1are,0.7547603450922004
GATS2are,0.9688186358105549
GATS3are,0.8890187117209338
GATS4are,1.4903381392756727
GATS5are,1.5410062073695714
GATS6are,1.0439974665673384
GATS7are,1.1664018510667877
GATS8are,0.854100965399343
HybRatio,0.3333333333333333
Lipinski,True
LogEE_Dt,130.7974037813668
MATS1are,0.02176390910401351
MATS2are,0.050147379450248886
MATS3are,0.0436036692757609
MATS4are,-0.2857018907129522
MATS5are,-0.04966840401127943
MATS6are,-0.039223071897066114
MATS7are,-0.22966208807305658
MATS8are,-0.09670004200873396
MAXssCH2,0.5131533277528948
MINssCH2,0.5060817734654314
NsssssAs,0
RotRatio,0.05
SM1_Dzpe,1.3982289357901356
SM1_Dzse,1.3132134234848374
SMR_VSA1,14.368988721608504
SMR_VSA2,5.409283605791522
SMR_VSA3,10.38000632897168
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,26.303276740850986
SMR_VSA7,34.30163928137585
SMR_VSA8,0.0
SMR_VSA9,0.0
SpAD_DzZ,134.27070565308458
SpAD_Dzi,135.17657451997485
SpAD_Dzm,134.31690472298
SpAD_Dzp,253.66493032948915
SpAD_Dzv,201.20002664519623
SpAbs_Dt,261.59480756273365
SpDiam_A,4.562129856764665
SpDiam_D,135.81067982935974
SpMAD_Dt,13.768147766459663
SpMax_Dt,130.7974037813668
SsssssAs,0
VE1_Dzpe,4.295408865415246
VE1_Dzse,4.296239891480034
VE2_Dzpe,0.22607415081132876
VE2_Dzse,0.22611788902526495
VE3_Dzpe,2.0994006327507257
VE3_Dzse,2.0995940824810146
VMcGowan,201.76999999999973
VR1_Dzpe,92.32542717440533
VR1_Dzse,92.27228398131588
VR2_Dzpe,4.859233009179228
VR2_Dzse,4.856435999016625
VR3_Dzpe,5.167173473755507
VR3_Dzse,5.1665977006949975
mZagreb1,6.305555555555555
mZagreb2,4.305555555555555
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,29
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.15985619834710738
AATSC1are,0.0034790957705395993
AATSC2are,0.008016369435986642
AATSC3are,0.006970316804407705
AATSC4are,-0.04567121810995328
AATSC5are,-0.007939802243211348
AATSC6are,-0.006270051160960254
AATSC7are,-0.036712908303817376
AATSC8are,-0.015458101095521792
AETA_beta,1.1578947368421053
BCUTdv-1h,6.028947873557956
BCUTdv-1l,0.2560141661724513
BCUTpe-1h,3.5054270016132927
BCUTpe-1l,2.240765115715587
BCUTse-1h,3.717375003890831
BCUTse-1l,2.4368394469070953
ETA_alpha,9.533333333333333
ETA_dBeta,-3.0
ETA_eta_B,0.24950976442664796
ETA_eta_F,15.08697792190846
ETA_eta_L,4.524072199525741
ETA_eta_R,28.732215208646714
ETA_psi_1,0.5652173913043479
LabuteASA,118.82047016960047
LogEE_DzZ,67.04734356774605
LogEE_Dzi,67.5994056571084
LogEE_Dzm,67.02935723397329
LogEE_Dzp,126.14578581245465
LogEE_Dzv,100.27197470166321
PEOE_VSA1,14.47436126838716
PEOE_VSA2,5.409283605791522
PEOE_VSA3,4.794537184071822
PEOE_VSA4,5.480096598121202
PEOE_VSA5,0.0
PEOE_VSA6,28.06267803487257
PEOE_VSA7,12.13273413692322
PEOE_VSA8,23.12568381935456
PEOE_VSA9,13.213763929025836
SM1_Dzare,1.5017373553477598
SpAD_Dzpe,135.55397229997766
SpAD_Dzse,137.32212514288034
SpAbs_DzZ,132.8902136348962
SpAbs_Dzi,134.19604559839527
SpAbs_Dzm,132.92176052426527
SpAbs_Dzp,256.6405408560788
SpAbs_Dzv,202.47485286559836
SpDiam_Dt,190.1428705355383
SpMAD_DzZ,7.066879244899188
SpMAD_Dzi,7.1145565536828865
SpMAD_Dzm,7.069310774893685
SpMAD_Dzp,13.35078580681522
SpMAD_Dzv,10.589475086589275
SpMax_DzZ,67.04734356774605
SpMax_Dzi,67.5994056571084
SpMax_Dzm,67.02935723397329
SpMax_Dzp,126.14578581245465
SpMax_Dzv,100.27197470166321
VE1_Dzare,4.293660273677634
VE2_Dzare,0.2259821196672439
VE3_Dzare,2.0989934659824874
VR1_Dzare,92.43890592255745
VR2_Dzare,4.865205574871445
VR3_Dzare,5.168401835967183
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,6
nAromBond,6
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.5017543859649123
AETA_dBeta,-0.15789473684210525
AETA_eta_B,0.01313209286456042
AETA_eta_F,0.7940514695741294
AETA_eta_L,0.23810906313293376
AETA_eta_R,1.5122218530866691
BCUTare-1h,3.5592729333154955
BCUTare-1l,2.1901658299580733
ETA_beta_s,12.5
ETA_dPsi_A,0.14878260869565207
ETA_dPsi_B,0.0
ETA_eta_BR,0.42150976442664795
ETA_eta_FL,4.640631598420707
ETA_eta_RL,9.164703797946448
LogEE_Dzpe,67.81083635954901
LogEE_Dzse,68.69881701183371
PEOE_VSA10,0.0
PEOE_VSA11,5.835619785757269
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,5.480096598121202
SlogP_VSA2,43.132046328397145
SlogP_VSA3,9.574451537536682
SlogP_VSA4,5.409283605791522
SlogP_VSA5,5.563451491696996
SlogP_VSA6,28.738187789678854
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,133.07973436108733
SpAbs_Dzpe,134.45010735066964
SpAbs_Dzse,136.28537770328705
SpDiam_DzZ,105.29895084721039
SpDiam_Dzi,105.15309343666831
SpDiam_Dzm,105.29512342524941
SpDiam_Dzp,208.36848457647358
SpDiam_Dzv,161.85675368257384
SpMAD_Dzpe,7.134419594735666
SpMAD_Dzse,7.227480270677913
SpMax_Dzpe,67.81083635954901
SpMax_Dzse,68.69881701183371
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,19
AETA_beta_s,0.6578947368421053
AETA_eta_BR,0.022184724443507785
AETA_eta_FL,0.24424376833793193
AETA_eta_RL,0.48235283147086566
DetourIndex,1192
EState_VSA1,6.093240070938415
EState_VSA2,5.835619785757269
EState_VSA3,31.86672823254798
EState_VSA4,4.472719515832414
EState_VSA5,4.899909730850478
EState_VSA6,12.13273413692322
EState_VSA7,12.13273413692322
EState_VSA8,21.41004049607055
EState_VSA9,14.983735143328204
ETA_beta_ns,9.5
ETA_shape_p,0.21678321678321677
ETA_shape_x,0.0
ETA_shape_y,0.2517482517482517
GhoseFilter,True
LogEE_Dzare,66.56771439195687
SlogP_VSA10,4.794537184071822
SlogP_VSA11,0.0
SpAbs_Dzare,131.89415223844432
SpDiam_Dzpe,105.67722879660546
SpDiam_Dzse,107.19355929391241
SpMAD_Dzare,7.004196545320386
SpMax_Dzare,66.56771439195687
TopoPSA(NO),74.65
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,0.9253347109173231
VSA_EState9,42.677232222443905
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.5
EState_VSA10,4.794537184071822
ETA_dAlpha_A,0.0017543859649122744
ETA_dAlpha_B,0.0
FilterItLogS,-2.638550911602488
SpDiam_Dzare,103.51811114710554
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6383838383838386
ETA_epsilon_2,0.8877192982456139
ETA_epsilon_3,0.4381818181818185
ETA_epsilon_4,0.5863247863247866
ETA_epsilon_5,0.8317460317460317
AETA_beta_ns_d,0.02631578947368421
ETA_dEpsilon_A,0.2002020202020201
ETA_dEpsilon_B,0.052059052059052036
ETA_dEpsilon_C,-0.14814296814296807
ETA_dEpsilon_D,0.05597326649958223
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.8421052631578947
MDEDescriptor,"0.0,0.0,0.0,0.0,6.6209332045186144,9.162604234267972,0.0,1.8948485120271366,0.0,0.0,0.0,0.6324555320336759,0.19999999999999996,0.0,0.4999999999999999,0.19999999999999996,0.0,0.33333333333333337,0.0"
APolDescriptor,39.211102
BCUTDescriptor,"11.849999999999996,78.91833737335142,-0.37806149779911313,0.35749348557942984,4.656195928884679,9.713308114667578"
BPolDescriptor,22.704897999999996
TPSADescriptor,74.65
ALOGPDescriptor,"1.890999999999999,3.575880999999996,71.6019"
XLogPDescriptor,2.4080000000000004
VAdjMaDescriptor,5.321928094887363
WeightDescriptor,327.02185352000004
ChiPathDescriptor,"13.664925939000156,9.164703797946448,7.949960043217977,6.397169408483435,4.555289001940178,3.594347168517159,2.061927932196664,1.151319899333884,11.773747680520174,6.59913274577696,4.867020812985385,3.1712484140891,1.8449751065920421,1.2487617647147453,0.5799663497912234,0.19527981492937363"
ChiChainDescriptor,"0.0,0.0,0.0,0.1853954059492991,0.19037142086468112,0.0,0.0,0.0,0.07342132423654162,0.0912651346772689"
AtomCountDescriptor,33
BondCountDescriptor,20
SmallRingDescriptor,"2,1,2,1,0,0,0,2,0,0,0"
ChiClusterDescriptor,"1.093412988719178,0.0,0.23570226039551587,0.0,0.6222313671873079,0.0,0.03946723314583158,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,1,5,1,4,0,0,0"
ZagrebIndexDescriptor,92.0
LargestChainDescriptor,13
MannholdLogPDescriptor,2.0100000000000002
WeightedPathDescriptor,"38.08102734172478,2.004264596932883,19.96730513456314,8.530672447880285,8.920273052441669"
FractionalPSADescriptor,0.22827220626536676
WienerNumbersDescriptor,"808.0,25.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.448688404983743,2.9561195766171795,3.594213612217256,0.9759466564181108,0.91641378377012,0.914753767381988"
FractionalCSP3Descriptor,0.3333333333333333
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,2,2,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,2
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,13
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"15.39,7.695266272189349,4.795005202913631"
AromaticAtomsCountDescriptor,6
AromaticBondsCountDescriptor,6
FragmentComplexityDescriptor,814.07
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.3333333333333333
AutocorrelationDescriptorMass,"65.66143880176769,28.36541463264369,41.373909050539766,40.65090363315011,28.63886674364867"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,5
AutocorrelationDescriptorCharge,"0.5290861757795345,-0.3660615498859266,0.0620776318999825,0.2222583630500478,-0.38174080981292074"
EccentricConnectivityIndexDescriptor,368
AutocorrelationDescriptorPolarizability,"1105.6975078564378,1226.9755395323102,1548.863013552322,1411.0966480300594,1034.3265596782223"
