DLiP-ID,C0017O
DLiP-Mol-ID,31958
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C14H13ClN4O2S/c1-21-12-5-4-10(15)7-11(12)17-14(22)19-18-13(20)9-3-2-6-16-8-9/h2-8H,1H3,(H,18,20)(H2,17,19,22)"
Standard Inchi Key(RDKit),LOENJXIMEGQTNI-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(Cl)cc1NC(=S)NNC(=O)c1cccnc1
SMILES(SDF),
MW(SDF),
MW(RDKit),336.804
MW Monoisotopic(RDKit),336.044774336
MolLogP(RDKit),2.375
XLogP(SDF),
XLogP(CDK),2.677
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),3
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),75.28
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.590002967323765
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,93749.10589435672
qed,0.5900029673237653
Chi0,15.94938298937633
Chi1,10.596555450524585
TPSA,75.28
Chi0n,11.591374824228156
Chi0v,13.163800351174338
Chi1n,6.208051549727472
Chi1v,6.994264313200562
Chi2n,4.119554197466711
Chi2v,4.9642382684025605
Chi3n,2.623011993735389
Chi3v,3.0622332417550595
Chi4n,1.6142240863361819
Chi4v,1.947314748003894
MolMR,89.06360000000001
MolWt,336.8040000000001
fr_SH,0
Kappa1,15.99856515902277
Kappa2,7.577817405032926
Kappa3,4.305985120468435
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,1
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,681.7979842340179
MolLogP,2.375
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.935865582110761
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,15.835561315167979
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,12.426586145283864
SMR_VSA7,53.31160729097252
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,137.35980802439366
NHOHCount,3
PEOE_VSA1,10.05365155780638
PEOE_VSA2,20.6300984992398
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,11.600939890232516
PEOE_VSA7,42.549708785354746
PEOE_VSA8,17.41632045696748
PEOE_VSA9,18.36063530765809
RingCount,2
SMR_VSA10,40.52581622203903
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,336.04477433600005
NumHDonors,3
PEOE_VSA10,5.749511833283905
PEOE_VSA11,5.112436884724758
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,20.905234352027147
SlogP_VSA2,23.113392676301004
SlogP_VSA3,0.0
