DLiP-ID,C000F6
DLiP-Mol-ID,30733
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H26N4O6/c27-19(23-25-21(29)15-31-17-9-3-1-4-10-17)13-7-8-14-20(28)24-26-22(30)16-32-18-11-5-2-6-12-18/h1-6,9-12H,7-8,13-16H2,(H,23,27)(H,24,28)(H,25,29)(H,26,30)"
Standard Inchi Key(RDKit),JRJOEGZZOWPWDI-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(CCCCC(=O)NNC(=O)COc1ccccc1)NNC(=O)COc1ccccc1
SMILES(SDF),
MW(SDF),
MW(RDKit),442.472
MW Monoisotopic(RDKit),442.185234552
MolLogP(RDKit),0.999600000000001
XLogP(SDF),
XLogP(CDK),2.14
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),10
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),134.86
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),11
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),32
QED Weighted(RDKit),0.30294118234828
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,12569376.50420259
qed,0.3029411823482799
Chi0,23.020450801241797
Chi1,15.524877143252587
TPSA,134.86
Chi0n,17.465633121798724
Chi0v,17.465633121798724
Chi1n,10.03767590800023
Chi1v,10.03767590800023
Chi2n,6.603267450386493
Chi2v,6.603267450386493
Chi3n,3.9666250001161694
Chi3v,3.9666250001161694
Chi4n,2.378323374938625
Chi4v,2.378323374938625
MolMR,114.91280000000002
MolWt,442.47200000000015
fr_SH,0
Kappa1,24.191842579998433
Kappa2,14.017559039885715
Kappa3,10.626381657264117
fr_ArN,0
fr_COO,0
fr_C_O,4
fr_C_S,0
fr_NH0,0
fr_NH1,4
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,803.0044827800837
MolLogP,0.9996000000000006
NOCount,10
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.4625871929570247
SMR_VSA1,28.651874643887385
SMR_VSA2,0.0
SMR_VSA3,21.70316558844154
SMR_VSA4,0.0
SMR_VSA5,25.683286491704038
SMR_VSA6,13.213763929025836
SMR_VSA7,60.6636706846161
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,4
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
