DLiP-ID,T006DA
DLiP-Mol-ID,23842
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H22N4O3/c26-20(13-19-17-3-1-2-4-18(17)21(27)24-23-19)22-16-7-5-15(6-8-16)14-25-9-11-28-12-10-25/h1-8H,9-14H2,(H,22,26)(H,24,27)"
Standard Inchi Key(RDKit),UMYXBXDCMPKCMW-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(Cc1n[nH]c(=O)c2ccccc12)Nc1ccc(CN2CCOCC2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),378.432
MW Monoisotopic(RDKit),378.169190564
MolLogP(RDKit),1.9365
XLogP(SDF),
XLogP(CDK),1.475
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),87.32
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.708483893521666
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Rac1/GEFs
Common Target Pref Name,RAC1/TIAM1
RDKit Descriptors
Ipc,3417345.614350266
qed,0.7084838935216659
Chi0,19.34672421487486
Chi1,13.686673185801062
TPSA,87.32
Chi0n,15.480614903027803
Chi0v,15.480614903027803
Chi1n,9.340873099219328
Chi1v,9.340873099219328
Chi2n,6.8554054651640985
Chi2v,6.8554054651640985
Chi3n,4.850579229215087
Chi3v,4.850579229215087
Chi4n,3.374449502146019
Chi4v,3.374449502146019
MolMR,107.23540000000003
MolWt,378.4320000000003
fr_SH,0
Kappa1,18.338747786234524
Kappa2,8.327779409478442
Kappa3,4.267679943373615
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1023.7501839338468
MolLogP,1.9364999999999997
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.399692714782659
SMR_VSA1,9.53140013787187
SMR_VSA2,0.0
SMR_VSA3,15.097273347452553
SMR_VSA4,0.0
SMR_VSA5,12.965578028838586
SMR_VSA6,31.62006534485732
SMR_VSA7,70.14212011336217
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,161.8729603182468
NHOHCount,2
PEOE_VSA1,10.05365155780638
PEOE_VSA2,14.488984098994122
PEOE_VSA3,5.098681808301038
PEOE_VSA4,5.098681808301038
PEOE_VSA5,0.0
PEOE_VSA6,30.33183534230805
PEOE_VSA7,23.762552697081826
PEOE_VSA8,30.707879706886086
PEOE_VSA9,30.714737761265106
RingCount,4
SMR_VSA10,22.36701443296466
fr_Al_COO,0
fr_Ar_COO,0
