DLiP-ID,T002W7
DLiP-Mol-ID,19377
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H15ClN4/c18-15-8-4-7-14-13(11-20)16(12-5-2-1-3-6-12)17(22(14)15)21-10-9-19/h1-8,21H,9-10,19H2"
Standard Inchi Key(RDKit),JNQJQTCXPFQVCE-UHFFFAOYSA-N
Canonical SMILES(RDKit),N#Cc1c(-c2ccccc2)c(NCCN)n2c(Cl)cccc12
SMILES(SDF),
MW(SDF),
MW(RDKit),310.788
MW Monoisotopic(RDKit),310.09852416
MolLogP(RDKit),3.50198
XLogP(SDF),
XLogP(CDK),4.002
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),3
PSA(SDF),
PSA(RDKit),66.25
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),22
QED Weighted(RDKit),0.724762102765297
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Neuropilin-1/VEGF-A
Common Target Pref Name,Neuropilin-1/VEGF-A
RDKit Descriptors
Ipc,164828.510533802
qed,0.724762102765297
Chi0,15.526733258565956
Chi1,10.774386907679233
TPSA,66.25
Chi0n,11.882757649088873
Chi0v,12.638686595107329
Chi1n,6.999911646940919
Chi1v,7.377876119950146
Chi2n,4.86104527649944
