DLiP-ID,T000AT
AATSC4c,0.0004288742789613852
AATSC4d,-0.08916380636655011
AATSC4i,-0.05050914774638665
AATSC4m,-6.645555107382547
AATSC4p,-0.029370936014818164
AATSC4s,-0.08957944920710219
AATSC4v,-8.673591044107424
AATSC5Z,0.26729106748503123
AATSC5c,0.0007356024648539869
AATSC5d,-0.036772990630649274
AATSC5i,-0.04297560566779452
AATSC5m,1.1755796273291916
AATSC5p,-0.01784206237100205
AATSC5s,0.0746775292304194
AATSC5v,-1.6282966202174909
AATSC6Z,0.1726841419800302
AATSC6c,-0.0010634450955965252
AATSC6d,-0.0108858936459044
AATSC6i,-0.0753333623097835
AATSC6m,0.8198889743589737
AATSC6p,-0.00889274068895214
AATSC6s,-0.05628311937099897
AATSC6v,-0.2301012219874326
AATSC7Z,0.053602404045833336
AATSC7c,0.0010634936345850496
AATSC7d,0.021031642369992262
AATSC7i,-0.003464397504922435
AATSC7m,0.23216337762237757
AATSC7p,-0.0010179647767062463
AATSC7s,0.031533890577158524
AATSC7v,0.00037902632825825144
AATSC8Z,0.6616500940607364
AATSC8c,-0.0011475581882621488
AATSC8d,0.008510979532036996
AATSC8i,-0.034282951893010595
AATSC8m,3.159113266129031
AATSC8p,0.00828419417075758
AATSC8s,0.03967467892683103
AATSC8v,3.5755605076694907
ATS0are,391.52469999999994
ATS1are,432.17900000000003
ATS2are,748.5808999999999
ATS3are,921.2700000000001
ATS4are,926.0049999999999
ATS5are,970.5430000000001
ATS6are,966.1579999999997
ATS7are,901.914
ATS8are,779.2170000000003
ATSC0dv,259.6393442622951
ATSC0pe,8.473701639344261
ATSC0se,5.999904786885243
ATSC1dv,63.50497178177904
ATSC1pe,-0.2585001343724703
ATSC1se,-0.524189638269287
ATSC2dv,-21.637463047567884
ATSC2pe,-0.264870276807292
ATSC2se,-0.07375347057243697
ATSC3dv,-131.96237570545549
ATSC3pe,-3.176012093523236
ATSC3se,-1.9587700671862438
ATSC4dv,-90.75839828003228
ATSC4pe,-1.6179712174146723
ATSC4se,-0.4412695286213326
ATSC5dv,28.853533996237587
ATSC5pe,1.4694153453372558
ATSC5se,0.7545469067455147
ATSC6dv,16.774791722655205
ATSC6pe,-0.26003042192959447
ATSC6se,-0.6779730287557073
ATSC7dv,33.30448804084923
ATSC7pe,0.38764041924214077
ATSC7se,0.3919966471378626
ATSC8dv,32.323300188121465
ATSC8pe,0.51400978231658
ATSC8se,0.023116105348022165
AXp-0dv,0.5410104413062322
AXp-1dv,0.28908511331092485
AXp-2dv,0.14987967339645306
AXp-3dv,0.0806571387802008
AXp-4dv,0.042956616261305314
AXp-5dv,0.023188905000217114
AXp-6dv,0.012460904067981336
AXp-7dv,0.006712325876489765
BertzCT,1432.5539704480836
ECIndex,1213
ETA_eta,30.498019208414565
GATS1dv,0.540960176330804
GATS1pe,0.7865189920993044
GATS1se,0.8852628359841196
GATS2dv,0.9993619609068132
GATS2pe,0.9839855537615123
GATS2se,1.0208137430023252
GATS3dv,1.1952919865360918
GATS3pe,1.1012831492977087
GATS3se,1.0768137774541329
GATS4dv,1.0158644869911884
GATS4pe,0.8670639967572447
GATS4se,0.7876382707275899
GATS5dv,0.8403917302438745
GATS5pe,0.6937642842532223
GATS5se,0.6592868596414317
GATS6dv,0.9480606525687975
GATS6pe,0.9871287627766783
GATS6se,1.0273125843231121
GATS7dv,0.9809195729135116
GATS7pe,1.0723048786851972
GATS7se,1.091474942832453
GATS8dv,1.002631482469683
GATS8pe,1.0815359441821235
GATS8se,1.1346838125816225
LogEE_A,4.537887749309316
LogEE_D,268.7319194010902
MATS1dv,0.22605968767100204
MATS1pe,-0.02819509123971151
MATS1se,-0.08074766504557726
MATS2dv,-0.04459239714388894
MATS2pe,-0.01672572841940144
MATS2se,-0.006577533771068888
MATS3dv,-0.21381661738899452
MATS3pe,-0.15767789442148702
MATS3se,-0.13734123013548874
MATS4dv,-0.143106673186822
MATS4pe,-0.07817019400514172
MATS4se,-0.030109472484992707
MATS5dv,0.042104883372720246
MATS5pe,0.0657015116078062
MATS5se,0.047648128079164555
MATS6dv,0.0252634041464702
MATS6pe,-0.011999308773049507
MATS6se,-0.04418484085726982
MATS7dv,0.05471747598278725
MATS7pe,0.019514152014358133
MATS7se,0.02786966775546111
MATS8dv,0.061242560766470173
MATS8pe,0.029840518552631642
MATS8se,0.0018953021545355148
MAXaaCH,1.9729430521293867
MAXaaaC,0.9693394787131261
MAXaasC,0.9298327864641414
MAXaasN,1.9830104744344323
MAXdssC,-0.8777591822709117
MAXssNH,3.2491348779638365
MDEC-22,20.05047761006917
MDEC-23,34.10206138137755
MDEC-33,10.206258824378791
MDEN-22,0.4999999999999999
MDEN-23,0.20100756305184242
MDEO-11,0.4999999999999999
MDEO-12,0.8442136252749054
MDEO-22,0.6801596944085131
MINaaCH,1.8240586454415815
MINaaaC,0.9247177371562019
MINaasC,0.6312596154154766
MINaasN,1.9830104744344323
MINdssC,-0.8777591822709117
MINssNH,3.2491348779638365
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.9285714285714288
SM1_Dzi,1.7145538716427509
SM1_Dzm,1.923094010038725
SM1_Dzp,-8.048311040580366
SM1_Dzv,-3.3519407530784404
SddssSe,0
SpAD_Dt,1017.8358493179608
SpAbs_A,48.195047410899896
SpAbs_D,537.4638388021805
SpMAD_A,1.3387513169694416
SpMAD_D,14.929551077838344
SpMax_A,2.4870496623761014
SpMax_D,268.7319194010902
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,104.07000000000001
TpiPC10,9.252609319155349
VAdjMat,6.357552004618084
VE1_DzZ,5.906460005112639
VE1_Dzi,5.905114089322997
VE1_Dzm,5.906446477757231
VE1_Dzp,5.888005617846126
VE1_Dzv,5.896693747973321
VE2_DzZ,0.1640683334753511
VE2_Dzi,0.1640309469256388
VE2_Dzm,0.16406795771547864
VE2_Dzp,0.16355571160683682
VE2_Dzv,0.16379704855481447
VE3_DzZ,3.0569805135110535
VE3_Dzi,3.0567526157245757
VE3_Dzm,3.056978223243975
VE3_Dzp,3.0538511810060727
VE3_Dzv,3.0553256576017933
VR1_DzZ,261.25998573649974
VR1_Dzi,261.5228788316965
VR1_Dzm,261.26164277868617
VR1_Dzp,263.47153607202154
VR1_Dzv,262.3746647050464
VR2_DzZ,7.257221826013882
VR2_Dzi,7.2645244119915695
VR2_Dzm,7.257267854963505
VR2_Dzp,7.318653779778376
VR2_Dzv,7.288185130695734
VR3_DzZ,6.84644987092544
VR3_Dzi,6.847455615892135
VR3_Dzm,6.846456213408108
VR3_Dzp,6.854879185111559
VR3_Dzv,6.850707345679401
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.06673058217443598
Xch-6dv,0.19083235370773738
Xch-7dv,0.2388100067389745
Xpc-4dv,1.8775803560656465
Xpc-5dv,2.688826288900544
Xpc-6dv,3.4329057802723026
Zagreb1,198.0
Zagreb2,236.0
fragCpx,421.09
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,1
n5FRing,0
n5HRing,2
n5aRing,1
n6ARing,1
n6FRing,0
n6HRing,2
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,2
n9HRing,0
n9aRing,0
nAHRing,2
nBondsA,22
nBondsD,1
nBondsM,23
nBondsO,41
nBondsS,43
nBondsT,0
nFARing,2
nFHRing,3
nFaRing,1
nHetero,9
naHRing,2
AATS0are,6.4184377049180315
AATS1are,6.548166666666667
AATS2are,6.566499122807017
AATS3are,6.353586206896552
AATS4are,6.21479865771812
AATS5are,6.028217391304349
AATS6are,6.19332051282051
AATS7are,6.307090909090909
AATS8are,6.284008064516132
AATSC0dv,4.256382692824509
AATSC0pe,0.13891314162859444
AATSC0se,0.0983590948669712
AATSC1dv,0.9621965421481673
AATSC1pe,-0.003916668702613187
AATSC1se,-0.007942267246504348
AATSC2dv,-0.189802307434806
AATSC2pe,-0.0023234234807657196
AATSC2se,-0.0006469602681792717
AATSC3dv,-0.9100853496927964
AATSC3pe,-0.02190353167947059
AATSC3se,-0.013508759084043061
AATSC4dv,-0.6091167669800824
AATSC4pe,-0.010858867230970955
AATSC4se,-0.0029615404605458566
AATSC5dv,0.1792144968710409
AATSC5pe,0.009126803387187925
AATSC5se,0.004686626749972141
AATSC6dv,0.10753071617086671
AATSC6pe,-0.001666861679035862
AATSC6se,-0.004345980953562227
AATSC7dv,0.23289851776817644
AATSC7pe,0.002710772162532453
AATSC7se,0.002741235294670368
AATSC8dv,0.26067177571065697
AATSC8pe,0.0041452401799724195
AATSC8se,0.0001864202044195336
AETA_eta,0.8471672002337379
ATSC0are,9.223977049180322
ATSC1are,-0.4979653319000156
ATSC2are,-0.2677357968287882
ATSC3are,-3.353550362805687
ATSC4are,-1.3128291857027705
ATSC5are,1.4960654931469786
ATSC6are,-0.47865278151035406
ATSC7are,0.4050226552002184
ATSC8are,0.3130991131416295
BCUTZ-1h,8.029521192385664
BCUTZ-1l,5.679045063762805
BCUTc-1h,0.49262520723836695
BCUTc-1l,-0.5244109799977803
BCUTd-1h,3.254806093838512
BCUTd-1l,0.9729461881771058
BCUTi-1h,14.552574504278578
BCUTi-1l,10.940260900059826
BCUTm-1h,16.01531494041149
BCUTm-1l,11.69086434377869
BCUTp-1h,2.011374059716818
BCUTp-1l,0.7415175988584399
BCUTs-1h,7.008296261955817
BCUTs-1l,1.2469569719331648
BCUTv-1h,20.9107031908818
BCUTv-1l,14.700670622920292
BalabanJ,0.9788300458426707
Diameter,19
ETA_beta,46.75
GATS1are,0.8274482466369402
GATS2are,1.0047213112496867
GATS3are,1.102848394095478
GATS4are,0.8411059828654524
GATS5are,0.6772007821295233
GATS6are,0.9914211738697677
GATS7are,1.0780887334438258
GATS8are,1.0980813769755542
HybRatio,0.25925925925925924
Lipinski,True
LogEE_Dt,508.9179246589803
MATS1are,-0.049896122148835195
MATS2are,-0.015531493209032384
MATS3are,-0.15294963747306994
MATS4are,-0.05826846480651166
MATS5are,0.06145204661369143
MATS6are,-0.020291194321155052
MATS7are,0.018730738481616
MATS8are,0.01669828132720534
MAXssCH2,0.7515890101278596
MAXsssCH,-0.39449927057198275
MINssCH2,-0.06016817759699866
MINsssCH,-0.39449927057198275
NsssssAs,0
RotRatio,0.1951219512195122
SM1_Dzpe,2.0358782129742963
SM1_Dzse,1.911757780649884
SMR_VSA1,28.848516394112725
SMR_VSA2,0.0
SMR_VSA3,9.551078168738563
SMR_VSA4,0.0
SMR_VSA5,18.88348407499998
SMR_VSA6,31.868251245044572
SMR_VSA7,72.05152667431302
SMR_VSA8,0.0
SMR_VSA9,22.99804733313562
SpAD_DzZ,405.7077990792293
SpAD_Dzi,405.4652024558062
SpAD_Dzm,405.81978625317015
SpAD_Dzp,605.3379644312322
SpAD_Dzv,515.9740488097856
SpAbs_Dt,1017.8358493179605
SpDiam_A,4.882041570983096
SpDiam_D,415.22389710362233
SpMAD_Dt,28.27321803661002
SpMax_Dt,508.9179246589803
SsssssAs,0
VE1_Dzpe,5.906648092781453
VE1_Dzse,5.906428415156746
VE2_Dzpe,0.16407355813281815
VE2_Dzse,0.1640674559765763
VE3_Dzpe,3.057012357402986
VE3_Dzse,3.056975165122959
VMcGowan,343.9900000000012
VR1_Dzpe,261.24941499788923
VR1_Dzse,261.2622024724822
VR2_Dzpe,7.256928194385812
VR2_Dzse,7.257283402013395
VR3_Dzpe,6.846409409496049
VR3_Dzse,6.846458355678939
mZagreb1,8.833333333333334
mZagreb2,7.750000000000001
n10ARing,0
n10FRing,1
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,1
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,1
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,1
n9FHRing,2
n9FaRing,1
n9aHRing,0
nBondsKD,11
nBondsKS,55
nFAHRing,2
nFaHRing,1
nG12Ring,0
AATSC0are,0.15121273851115283
AATSC1are,-0.007544929271212357
AATSC2are,-0.0023485596213051593
AATSC3are,-0.023127933536590945
AATSC4are,-0.008810934132233359
AATSC5are,0.009292332255571295
AATSC6are,-0.003068287060963808
AATSC7are,0.0028323262601413876
AATSC8are,0.002524992847916367
AETA_beta,1.2986111111111112
BCUTdv-1h,6.022607215863231
BCUTdv-1l,1.8964354181646559
BCUTpe-1h,3.501485438283907
BCUTpe-1l,2.227514928983343
BCUTse-1h,3.7144007245869193
BCUTse-1l,2.423351811686968
ETA_alpha,16.700000000000003
ETA_dBeta,-2.75
ETA_eta_B,0.27805063378885464
ETA_eta_F,37.95451946713969
ETA_eta_L,8.134403314771069
ETA_eta_R,68.45253867555425
ETA_psi_1,0.5387096774193552
LabuteASA,206.73370951390606
LogEE_DzZ,202.90747096818606
LogEE_Dzi,202.77488538559427
LogEE_Dzm,202.9633124046417
LogEE_Dzp,301.49401628148627
LogEE_Dzv,257.5214770780763
PEOE_VSA1,33.937867461838586
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.9839785209472085
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,6.06636706846161
PEOE_VSA7,54.09438803938988
PEOE_VSA8,29.214518121468608
PEOE_VSA9,25.614300822499466
SM1_Dzare,2.2712889716147044
SpAD_Dzpe,402.9664701283838
SpAD_Dzse,406.1240046143853
SpAbs_DzZ,403.939814263935
SpAbs_Dzi,403.9411545699016
SpAbs_Dzm,404.05676312875755
SpAbs_Dzp,611.0363436035531
SpAbs_Dzv,518.3948949092313
SpDiam_Dt,727.7167407820823
SpMAD_DzZ,11.269661085534146
SpMAD_Dzi,11.262922290439061
SpMAD_Dzm,11.272771840365838
SpMAD_Dzp,16.814943456423116
SpMAD_Dzv,14.332612466938489
SpMax_DzZ,202.90747096818606
SpMax_Dzi,202.77488538559427
SpMax_Dzm,202.9633124046417
SpMax_Dzp,301.49401628148627
SpMax_Dzv,257.5214770780763
VE1_Dzare,5.907165839635508
VE2_Dzare,0.16408793998987523
VE3_Dzare,3.0571000084964175
VR1_Dzare,261.19583560660527
VR2_Dzare,7.2554398779612574
VR3_Dzare,6.846204299424095
n10AHRing,0
n10FARing,1
n10FHRing,1
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,1
n9FaHRing,1
nAromAtom,21
nAromBond,22
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.46388888888888896
AETA_dBeta,-0.0763888888888889
AETA_eta_B,0.007723628716357073
AETA_eta_F,1.054292207420547
AETA_eta_L,0.22595564763252968
AETA_eta_R,1.9014594076542848
BCUTare-1h,3.555441071765887
BCUTare-1l,2.17787097021014
ETA_beta_s,24.75
ETA_dPsi_A,0.1752903225806448
ETA_dPsi_B,0.0
ETA_eta_BR,0.7940506337888547
ETA_eta_FL,9.501759613813173
ETA_eta_RL,17.63616292858424
LogEE_Dzpe,201.53978723677452
LogEE_Dzse,203.11510668998847
PEOE_VSA10,12.356393797796823
PEOE_VSA11,23.066398277686744
PEOE_VSA12,6.792942306099827
PEOE_VSA13,0.0
SlogP_VSA1,24.264240419206526
SlogP_VSA2,47.17837349256936
SlogP_VSA3,11.21535880699783
SlogP_VSA4,0.0
SlogP_VSA5,23.720041938619428
SlogP_VSA6,60.794147187767564
SlogP_VSA7,0.0
SlogP_VSA8,10.902924932081056
SlogP_VSA9,0.0
SpAD_Dzare,397.71426939521984
SpAbs_Dzpe,401.10760545692636
SpAbs_Dzse,404.3704850066279
SpDiam_DzZ,312.5302257300679
SpDiam_Dzi,312.4092139165166
SpDiam_Dzm,312.61818493292606
SpDiam_Dzp,468.5131984815309
SpDiam_Dzv,398.55014655890756
SpMAD_Dzpe,11.193513059121772
SpMAD_Dzse,11.281222350399592
SpMax_Dzpe,201.53978723677452
SpMax_Dzse,203.11510668998847
n10FAHRing,1
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,36
AETA_beta_s,0.6875
AETA_eta_BR,0.022056962049690407
AETA_eta_FL,0.2639377670503659
AETA_eta_RL,0.4898934146828956
DetourIndex,8877
EState_VSA1,12.011146117099809
EState_VSA2,13.213763929025838
EState_VSA3,31.133609218519656
EState_VSA4,46.02194726894192
EState_VSA5,0.0
EState_VSA6,0.0
EState_VSA7,65.36124683555893
EState_VSA8,10.30076712495354
EState_VSA9,18.947451815200196
ETA_beta_ns,22.0
ETA_shape_p,0.039920159680638716
ETA_shape_x,0.0
ETA_shape_y,0.35329341317365265
GhoseFilter,False
LogEE_Dzare,198.92022605793255
SlogP_VSA10,5.817862777835028
SlogP_VSA11,22.99804733313562
SpAbs_Dzare,395.6808615021373
SpDiam_Dzpe,310.3839326079594
SpDiam_Dzse,312.85624937278686
SpMAD_Dzare,11.047618594311663
SpMax_Dzare,198.92022605793255
TopoPSA(NO),104.07000000000001
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,1.9830104744344323
VSA_EState9,79.51698952556556
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6111111111111112
EState_VSA10,9.901064578912528
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.03611111111111103
FilterItLogS,-5.9149813877938
SpDiam_Dzare,306.2647503981595
ETA_beta_ns_d,0.5
ETA_epsilon_1,0.6311475409836054
ETA_epsilon_2,0.8611111111111107
ETA_epsilon_3,0.44693877551020295
ETA_epsilon_4,0.555696202531644
ETA_epsilon_5,0.8315789473684208
AETA_beta_ns_d,0.013888888888888888
ETA_dEpsilon_A,0.18420876547340242
ETA_dEpsilon_B,0.07545133845196139
ETA_dEpsilon_C,-0.10875742702144103
ETA_dEpsilon_D,0.029532163742689965
PetitjeanIndex,0.47368421052631576
TopoShapeIndex,0.9
CDK Descriptors
FMFDescriptor,0.8888888888888888
MDEDescriptor,"0.0,0.0,0.0,0.0,20.05047761006917,34.10206138137755,0.0,10.206258824378791,0.0,0.0,0.4999999999999999,0.8442136252749054,0.6801596944085131,0.0,0.0,0.0,0.4999999999999999,0.20100756305184242,0.0"
APolDescriptor,72.30182499999998
BCUTDescriptor,"11.988226822485414,15.999964772315536,-0.3453676568424194,0.260926440102128,4.263556156194587,11.545936000519932"
BPolDescriptor,39.912175
TPSADescriptor,104.07000000000001
ALOGPDescriptor,"4.038800000000003,16.31190544000002,130.59420000000003"
XLogPDescriptor,4.020000000000001
VAdjMaDescriptor,6.357552004618084
WeightDescriptor,487.17433572000004
ChiPathDescriptor,"24.48455241637955,17.636162928584238,16.076413909846565,13.672849960280436,12.011459696983659,9.886785654026012,7.1256919191856065,5.480541833315287,19.47637588702436,11.85248964574792,8.693021056994278,6.371913963635865,4.639314556220974,3.176879985029748,1.9065183224011455,1.2216433095211379"
ChiChainDescriptor,"0.0,0.0,0.21407617506269555,0.6457624642754414,0.9846047600706991,0.0,0.0,0.06673058217443598,0.19083235370773738,0.2388100067389745"
AtomCountDescriptor,61
BondCountDescriptor,41
SmallRingDescriptor,"6,4,3,3,0,0,2,4,0,0,0"
ChiClusterDescriptor,"2.2247448713915894,0.0,0.4138605412657321,0.0,0.8664873846350086,0.0,0.12687953890469636,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,3,15,2,3,3,0,0"
ZagrebIndexDescriptor,198.0
LargestChainDescriptor,20
MannholdLogPDescriptor,3.4399999999999995
WeightedPathDescriptor,"75.4714761515612,2.0964298930989225,27.008277567034753,17.18586363688165,9.822413930153136"
FractionalPSADescriptor,0.21361962724533481
WienerNumbersDescriptor,"4667.0,57.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"5.102512952038497,8.540590916866817,11.744515069486132,1.8775803560656468,2.6888262889005468,3.0947268654051245"
FractionalCSP3Descriptor,0.25925925925925924
KierHallSmartsDescriptor,"0,0,0,0,0,0,0,0,6,0,0,10,1,0,0,1,7,2,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,2
LargestPiSystemDescriptor,10
PetitjeanNumberDescriptor,0.47368421052631576
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"26.234384295062462,12.027348394768133,6.1124819740426215"
AromaticAtomsCountDescriptor,21
AromaticBondsCountDescriptor,22
FragmentComplexityDescriptor,3096.09
HBondAcceptorCountDescriptor,4
HybridizationRatioDescriptor,0.25925925925925924
AutocorrelationDescriptorMass,"41.726755117075115,45.48419330358874,65.55584142975357,63.089662297263295,58.64630418447557"
PetitjeanShapeIndexDescriptor,"0.9,NaN"
RotatableBondsCountDescriptor,8
AutocorrelationDescriptorCharge,"0.9945345145547168,-0.5589343007697756,-0.03815254213482672,0.01158861487706632,0.13859637138514735"
EccentricConnectivityIndexDescriptor,1213
AutocorrelationDescriptorPolarizability,"2415.5110094457054,2891.0979149780446,4131.28413237371,4113.568771435958,3740.4686403183046"
