DLiP-ID,C0006J
DLiP-Mol-ID,30365
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H34O5/c1-4-14(2)23(26)28-20-7-5-6-16-9-8-15(3)19(22(16)20)11-10-18-12-17(24)13-21(25)27-18/h6,8-9,14-15,17-20,22,24H,4-5,7,10-13H2,1-3H3/t14-,15-,17+,18+,19-,20-,22-/m0/s1"
Standard Inchi Key(RDKit),AJLFOPYRIVGYMJ-INTXDZFKSA-N
Canonical SMILES(RDKit),CC[C@H](C)C(=O)O[C@H]1CCC=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21
SMILES(SDF),
MW(SDF),
MW(RDKit),390.52
MW Monoisotopic(RDKit),390.240624188
MolLogP(RDKit),3.9495
XLogP(SDF),
XLogP(CDK),4.07
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),72.83
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),0
nAtoms(SDF),
Heavy Atoms(RDKit),28
QED Weighted(RDKit),0.695389998340901
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,1710815.283370934
qed,0.695389998340901
Chi0,20.25878406613483
Chi1,13.384249150759294
TPSA,72.83
Chi0n,17.303456917557504
Chi0v,17.303456917557504
Chi1n,10.848814230381816
Chi1v,10.848814230381816
Chi2n,8.756848483166017
Chi2v,8.756848483166017
Chi3n,6.685136516360019
Chi3v,6.685136516360019
Chi4n,4.802377467895893
Chi4v,4.802377467895893
MolMR,106.29080000000005
MolWt,390.52000000000015
fr_SH,0
Kappa1,21.097609250477134
Kappa2,9.251803306920067
Kappa3,4.8572642018462595
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,0
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,636.9039408415775
MolLogP,3.949500000000003
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.69885904624693
SMR_VSA1,24.169327670584448
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,23.671624184645573
SMR_VSA5,84.02886212279886
SMR_VSA6,0.0
SMR_VSA7,23.80116485057091
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,2
fr_ether,2
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,167.71564643089602
NHOHCount,1
PEOE_VSA1,14.580253302440804
PEOE_VSA2,9.589074368143644
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,38.999271919573516
PEOE_VSA7,49.51302473702211
PEOE_VSA8,12.338727669087403
PEOE_VSA9,18.442694056835705
RingCount,3
SMR_VSA10,11.938610575903699
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,390.2406241879999
NumHDonors,1
PEOE_VSA10,12.207932775496605
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,11.938610575903699
SlogP_VSA1,0.0
SlogP_VSA2,35.35703713398931
SlogP_VSA3,19.06280027574374
SlogP_VSA4,23.671624184645573
SlogP_VSA5,65.71696295955395
SlogP_VSA6,23.80116485057091
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
