DLiP-ID,C0028V
DLiP-Mol-ID,29310
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C16H13N3O4/c1-23-14-8-2-11(3-9-14)15-10-16(20)18(17-15)12-4-6-13(7-5-12)19(21)22/h2-10,17H,1H3"
Standard Inchi Key(RDKit),JOVRGUDJBLTHAM-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1ccc(-c2cc(=O)n(-c3ccc([N+](=O)[O-])cc3)[nH]2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),311.297
MW Monoisotopic(RDKit),311.090605896
MolLogP(RDKit),2.7494
XLogP(SDF),
XLogP(CDK),3.469
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),90.16
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.592270728982696
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,239371.69789933236
qed,0.5922707289826956
Chi0,16.396976746569035
Chi1,11.079718698118977
TPSA,90.16
Chi0n,12.223572775562003
Chi0v,12.223572775562003
Chi1n,6.796156822879217
Chi1v,6.796156822879217
Chi2n,4.845473070182675
Chi2v,4.845473070182675
Chi3n,3.44020362756553
Chi3v,3.44020362756553
Chi4n,2.229517711974816
Chi4v,2.229517711974816
MolMR,85.0321
MolWt,311.29699999999997
fr_SH,0
Kappa1,14.581574652379608
Kappa2,5.799904289860715
Kappa3,2.8422955873278086
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,892.3248253831865
MolLogP,2.7494000000000005
NOCount,7
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.9656766029637298
SMR_VSA1,9.660174002617719
SMR_VSA2,0.0
SMR_VSA3,9.780484743446223
SMR_VSA4,0.0
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,75.0654259640439
SMR_VSA8,0.0
SMR_VSA9,22.694277594512922
fr_Al_OH,0
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,1
fr_oxime,0
fr_quatN,0
LabuteASA,130.44581015503294
NHOHCount,1
PEOE_VSA1,4.736862953800049
PEOE_VSA2,20.00753726113843
PEOE_VSA3,4.681802935145185
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,41.96165390246666
PEOE_VSA8,18.19910120538483
PEOE_VSA9,23.414422859627226
RingCount,3
SMR_VSA10,5.687386274683562
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
