DLiP-ID,C001M8
DLiP-Mol-ID,32583
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C17H12ClNO3S/c1-22-13-8-10(7-12(18)15(13)20)9-14-16(21)19-17(23-14)11-5-3-2-4-6-11/h2-9,20H,1H3/b14-9-"
Standard Inchi Key(RDKit),BTIAAMWQYVYEFI-ZROIWOOFSA-N
Canonical SMILES(RDKit),COc1cc(/C=C2\SC(c3ccccc3)=NC2=O)cc(Cl)c1O
SMILES(SDF),
MW(SDF),
MW(RDKit),345.807
MW Monoisotopic(RDKit),345.022641924
MolLogP(RDKit),4.1153
XLogP(SDF),
XLogP(CDK),3.968
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),58.89
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.850162336841146
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,226930.6329291101
qed,0.8501623368411464
Chi0,16.396976746569035
Chi1,11.079718698118981
TPSA,58.89
Chi0n,12.11593868891774
Chi0v,13.688364215863922
Chi1n,6.727281911237978
Chi1v,7.921742965174931
Chi2n,4.75237881985646
Chi2v,6.190227828523432
Chi3n,3.2096868433641057
Chi3v,4.530525610316141
Chi4n,2.097449845911832
Chi4v,3.2353239635654596
MolMR,93.2228
MolWt,345.80700000000013
fr_SH,0
Kappa1,15.647923499124358
Kappa2,6.479848053181389
Kappa3,3.254754502705468
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,831.2321660711171
MolLogP,4.115300000000002
NOCount,4
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.9084399302103934
SMR_VSA1,14.637927532712576
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,4.992404732635669
SMR_VSA5,0.0
SMR_VSA6,7.109797541277533
SMR_VSA7,63.51924229025663
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,1
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,142.00877353168428
NHOHCount,1
PEOE_VSA1,9.843390348640755
PEOE_VSA2,4.794537184071822
PEOE_VSA3,4.992404732635669
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,53.69466018193168
PEOE_VSA7,23.772205735454097
PEOE_VSA8,5.563451491696996
PEOE_VSA9,17.037567368908906
RingCount,3
SMR_VSA10,40.3897416624005
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,1
ExactMolWt,345.02264192399997
NumHDonors,1
PEOE_VSA10,5.043716986591482
PEOE_VSA11,11.49902366656781
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
PEOE_VSA14,0.0
SlogP_VSA1,4.736862953800049
SlogP_VSA2,23.16722165206123
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,11.126902983393991
SlogP_VSA6,52.362110725756985
SlogP_VSA7,5.022633313741326
SlogP_VSA8,6.076020106833881
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,0
fr_benzene,2
fr_epoxide,0
fr_guanido,0
fr_halogen,1
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,1
fr_nitrile,0
fr_nitroso,0
fr_oxazole,0
fr_sulfide,1
fr_sulfone,0
EState_VSA1,0.0
EState_VSA2,22.42883670966064
EState_VSA3,15.512304992178525
EState_VSA4,5.563451491696996
EState_VSA5,18.871682490668647
EState_VSA6,18.208754243757102
EState_VSA7,30.33183534230805
EState_VSA8,4.992404732635669
