DLiP-ID,C000QM
AATS1p,2.0330677315624994
AATS1s,3.604166666666667
AATS1v,300.55679462624107
AATS2Z,24.44
AATS2d,4.0
AATS2i,143.35667554622606
AATS2m,92.66153351999994
AATS2p,1.8647419763999986
AATS2s,3.5966666666666676
AATS2v,270.11341846950654
AATS3Z,19.322580645161292
AATS3d,3.3225806451612905
AATS3i,150.82815088113213
AATS3m,71.63466667741935
AATS3p,1.5594661922385815
AATS3s,3.2446236559139794
AATS3v,217.5484924185653
AATS4Z,18.28813559322034
AATS4d,3.23728813559322
AATS4i,155.72286320236597
AATS4m,67.2629937457627
AATS4p,1.4430798717032198
AATS4s,3.0527306967984953
AATS4v,202.96041278064774
AATS5Z,22.153846153846153
AATS5d,3.3653846153846154
AATS5i,153.29005055268638
AATS5m,83.34870794230771
AATS5p,1.5270140629056534
AATS5s,3.833333333333334
AATS5v,226.71323731596027
AATS6Z,20.313725490196077
AATS6d,3.0392156862745097
AATS6i,156.88948134729895
AATS6m,74.13584770588237
AATS6p,1.414613499265627
AATS6s,4.202614379084968
AATS6v,209.59558358261782
AATS7Z,17.142857142857142
AATS7d,2.6904761904761907
AATS7i,156.09815917210588
AATS7m,60.38930795238097
AATS7p,1.3993766567070953
AATS7s,3.757936507936509
AATS7v,195.8353722903097
AATS8Z,12.342857142857143
AATS8d,2.3142857142857145
AATS8i,155.6669408048056
AATS8m,41.13202582857141
AATS8p,1.3404525246355712
AATS8s,2.652380952380952
AATS8v,169.76628850273283
AMID_C,1.7536802285592346
AMID_N,0.1076092313530985
AMID_O,0.20000358951579464
AMID_X,0.0
AMID_h,0.30761282086889313
ATS0dv,276.0
ATS0pe,190.18880000000001
ATS0se,231.45642800000007
ATS1dv,290.0
ATS1pe,208.0061000000001
ATS1se,246.99209200000007
ATS2dv,402.0
ATS2pe,321.37810000000013
ATS2se,384.70428000000015
ATS3dv,369.0
ATS3pe,381.64659999999986
ATS3se,466.88928
ATS4dv,333.0
ATS4pe,366.06349999999986
ATS4se,450.02312400000005
ATS5dv,351.0
ATS5pe,337.389
ATS5se,408.96102799999994
ATS6dv,285.0
ATS6pe,339.826
ATS6se,412.90822000000003
ATS7dv,165.0
ATS7pe,270.4950000000001
ATS7se,331.5700800000001
ATS8dv,72.0
ATS8pe,206.592
ATS8se,258.726176
ATSC0Z,200.66666666666669
ATSC0c,0.4012847473221394
ATSC0d,15.366666666666665
ATSC0i,44.09550550693468
ATSC0m,956.3668789666665
ATSC0p,6.969426066981363
ATSC0s,38.91574074074075
ATSC0v,1468.8095497581712
ATSC1Z,12.555555555555564
ATSC1c,-0.15510784658738402
ATSC1d,4.4422222222222265
ATSC1i,3.916113200628472
ATSC1m,57.523117068888666
ATSC1p,0.250800726890512
ATSC1s,-0.7508641975308644
ATSC1v,36.91433080628792
ATSC2Z,-18.777777777777775
ATSC2c,-0.061111749498204415
ATSC2d,-0.8111111111111089
ATSC2i,-13.394211939273259
ATSC2m,-98.99339654444466
ATSC2p,-1.86373089965254
ATSC2s,5.382098765432102
ATSC2v,-398.3918100765351
ATSC3Z,30.888888888888886
ATSC3c,-0.0026897559396292475
ATSC3d,0.24222222222222267
ATSC3i,-13.82564356410802
ATSC3m,137.30404673555557
ATSC3p,-1.766268405899423
ATSC3s,10.44820987654321
ATSC3v,-192.24099810262186
ATSC4Z,28.888888888888875
ATSC4c,-0.07453243160068379
ATSC4d,-1.1544444444444437
ATSC4i,1.6811458306570335
ATSC4m,139.55396173222226
ATSC4p,0.4443179924068783
ATSC4s,-3.5704012345679006
ATSC4v,205.68701693792974
ATSC5Z,31.111111111111114
ATSC5c,0.12349980267690368
ATSC5d,-5.4355555555555535
ATSC5i,-6.794414849204776
ATSC5m,147.75357235777764
ATSC5p,-0.6423494270923349
ATSC5s,5.0608641975308615
ATSC5v,78.78197797927089
ATSC6Z,-95.0
ATSC6c,0.05213711910381076
ATSC6d,-7.356666666666665
ATSC6i,3.0272746813564706
ATSC6m,-440.57273277666684
ATSC6p,0.007103389482075673
ATSC6s,-17.70305555555556
ATSC6v,-207.99449725379847
ATSC7Z,-125.0
ATSC7c,-0.020536561511705336
ATSC7d,-5.013333333333334
ATSC7i,1.5149845840250618
ATSC7m,-585.53889042
ATSC7p,-0.4464164350736476
ATSC7s,-19.8875925925926
ATSC7v,-415.420374866893
ATSC8Z,-67.7777777777778
ATSC8c,-0.06508289910777847
ATSC8d,-0.5611111111111114
ATSC8i,0.019605421716781035
ATSC8m,-320.38580016111086
ATSC8p,-0.5497193939660289
ATSC8s,-9.268364197530861
ATSC8v,-296.5315487327873
AXp-0d,0.6883757632301711
AXp-1d,0.4449207901381205
AXp-2d,0.2864346991403159
AXp-3d,0.1843718754747652
AXp-4d,0.11808185840124531
AXp-5d,0.07919466973378417
AXp-6d,0.049619925980672976
AXp-7d,0.033061661007361645
GATS1Z,0.6435579318936876
GATS1c,1.3619703409698254
GATS1d,0.6782131236442517
GATS1i,0.8509642737622144
GATS1m,0.6498079544858804
GATS1p,0.8446385847585138
GATS1s,0.5297904423136405
GATS1v,0.7931173171121614
GATS2Z,0.8165282392026578
GATS2c,0.9526698219689068
GATS2d,1.0945770065075922
GATS2i,1.1121241540539173
GATS2m,0.8257331511451524
GATS2p,1.0559160462583181
GATS2s,0.5388208141997192
GATS2v,1.0129755875506063
GATS3Z,0.8391383560175758
GATS3c,0.7362189702830743
GATS3d,1.0349170806801482
GATS3i,1.1047787365863873
GATS3m,0.8484070613819086
GATS3p,1.0824412854027599
GATS3s,0.61665946477816
GATS3v,1.0376017833034938
GATS4Z,0.9234472661748971
GATS4c,1.0546963378884135
GATS4d,1.167506158314644
GATS4i,0.9886159059369681
GATS4m,0.922603462954706
GATS4p,0.9336330466580898
GATS4s,0.8841352883461014
GATS4v,0.9106682792296013
GATS5Z,0.8754472271914131
GATS5c,1.4212829255652069
GATS5d,1.270231937260137
GATS5i,1.0833383879630507
GATS5m,0.8702480821373083
GATS5p,0.9811713130240085
GATS5s,1.0369900270326167
GATS5v,0.8628478218379962
GATS6Z,1.3176666015243306
GATS6c,1.549431420044384
GATS6d,1.295138445833865
GATS6i,0.9700436402280241
GATS6m,1.296495223342374
GATS6p,0.9274942410173258
GATS6s,2.190749244569225
GATS6v,0.9410813614776407
GATS7Z,1.467548647365923
GATS7c,1.1302179004225474
GATS7d,1.0559343043074063
GATS7i,0.9558498340161653
GATS7m,1.4514931517254335
GATS7p,1.0005144268880644
GATS7s,2.1054849882564075
GATS7v,1.1142092956475198
GATS8Z,1.3068580920740387
GATS8c,0.6080691845114627
GATS8d,0.7009606445615123
GATS8i,0.9327643333311308
GATS8m,1.3092438193758265
GATS8p,1.0912689911069824
GATS8s,1.0554039217818985
GATS8v,1.2419185021205568
MATS1Z,0.05865863787375419
MATS1c,-0.3623701303028566
MATS1d,0.27101409978308055
MATS1i,0.08325919123462178
MATS1m,0.05638832067286883
MATS1p,0.03373673516299944
MATS1s,-0.01808870065906874
MATS1v,0.023561383527628037
MATS2Z,-0.05614617940199334
MATS2c,-0.09137414253497016
MATS2d,-0.03167028199566152
MATS2i,-0.18225275050537956
MATS2m,-0.062105912733869374
MATS2p,-0.16044915736883075
MATS2s,0.08298079897213831
MATS2v,-0.16274069438428995
MATS3Z,0.07448290644089592
MATS3c,-0.0032433199073305967
MATS3d,0.0076271779441606765
MATS3i,-0.1517122313059306
MATS3m,0.06946857260531797
MATS3p,-0.12262788852923848
MATS3s,0.1299110675501324
MATS3v,-0.06333008782990705
MATS4Z,0.07320231995044763
MATS4c,-0.0944412834764328
MATS4d,-0.038199933821096335
MATS4i,0.01938564722336551
MATS4m,0.07419709226591727
MATS4p,0.03241650040440207
MATS4s,-0.046651000862600496
MATS4v,0.07120502368684736
MATS5Z,0.0894454382826476
MATS5c,0.17755443394053258
MATS5d,-0.2040714166527615
MATS5i,-0.08889465435606826
MATS5m,0.08913153253814912
MATS5p,-0.053173131385034676
MATS5s,0.07502695025595874
MATS5v,0.030944203180984394
MATS6Z,-0.27848348641782295
MATS6c,0.07642676128394396
MATS6d,-0.2816128620645655
MATS6i,0.04038393011012381
MATS6m,-0.2709843227999649
MATS6p,0.0005995421087852625
MATS6s,-0.2675925446435444
MATS6v,-0.08329854901003624
MATS7Z,-0.4449454200284765
MATS7c,-0.036555021356406404
MATS7d,-0.23303377750232418
MATS7i,0.024540638173702434
MATS7m,-0.4373238699332789
MATS7p,-0.04575253100196425
MATS7s,-0.3650302682161637
MATS7v,-0.20201995503058381
MATS8Z,-0.2895111532985288
MATS8c,-0.13901685141199432
MATS8d,-0.03129841958475366
MATS8i,0.0003810965991345656
MATS8m,-0.2871454524176036
MATS8p,-0.06760787006597309
MATS8s,-0.20414135817785664
MATS8v,-0.17304483005006668
MAXdsN,3.8633857709750568
MAXssO,4.7854594198790625
MINdsN,3.8633857709750568
MINssO,4.7854594198790625
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,0
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,5
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,25.39883033577109
SpAD_D,153.5997042228265
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,490
TMWC10,112.32430327537554
TSRW10,66.08214789160914
VE1_Dt,4.297416991448206
VE2_Dt,0.22617984165516875
VE3_Dt,2.0998680287163762
VR1_Dt,97.7497200337137
VR2_Dt,5.1447221070375635
VR3_Dt,5.2242642209285375
Xc-3dv,0.3492955279511356
Xc-4dv,0.0
Xc-5dv,0.04679946102981303
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.09622504486493763
Xch-6d,0.4239461273964019
Xch-7d,0.41182612631079213
Xp-0dv,10.11456313751357
Xp-1dv,5.963146748284442
Xp-2dv,4.153360170349916
Xp-3dv,2.8526781996923103
Xp-4dv,1.929565954655215
Xp-5dv,1.2451379003945888
Xp-6dv,0.5777113944746887
Xp-7dv,0.33570659271329817
Xpc-4d,2.2748560901451653
Xpc-5d,3.7298583446644527
Xpc-6d,5.503972921641724
n3Ring,0
n4Ring,0
n5Ring,1
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,32
nFRing,0
nHBAcc,3
nHBDon,0
nHRing,1
nSpiro,0
naRing,2
piPC10,6.899281981777515
AATS0dv,9.2
AATS0pe,6.339626666666667
AATS0se,7.715214266666669
AATS1dv,9.0625
AATS1pe,6.500190625000003
AATS1se,7.718502875000002
AATS2dv,8.04
AATS2pe,6.427562000000003
AATS2se,7.694085600000003
AATS3dv,5.951612903225806
AATS3pe,6.155590322580643
AATS3se,7.530472258064516
AATS4dv,5.6440677966101696
AATS4pe,6.204466101694913
AATS4se,7.627510576271187
AATS5dv,6.75
AATS5pe,6.48825
AATS5se,7.8646351538461525
AATS6dv,5.588235294117647
AATS6pe,6.6632549019607845
AATS6se,8.096239607843138
AATS7dv,3.9285714285714284
AATS7pe,6.440357142857145
AATS7se,7.894525714285716
AATS8dv,2.057142857142857
AATS8pe,5.902628571428572
AATS8se,7.392176457142857
AATSC0Z,6.688888888888889
AATSC0c,0.013376158244071314
AATSC0d,0.5122222222222221
AATSC0i,1.4698501835644893
AATSC0m,31.87889596555555
AATSC0p,0.2323142022327121
AATSC0s,1.2971913580246917
AATSC0v,48.960318325272375
AATSC1Z,0.3923611111111114
AATSC1c,-0.004847120205855751
AATSC1d,0.13881944444444458
AATSC1i,0.12237853751963974
AATSC1m,1.7975974084027708
AATSC1p,0.0078375227153285
AATSC1s,-0.023464506172839513
AATSC1v,1.1535728376964975
AATSC2Z,-0.3755555555555555
AATSC2c,-0.0012222349899640883
AATSC2d,-0.01622222222222218
AATSC2i,-0.2678842387854652
AATSC2m,-1.9798679308888933
AATSC2p,-0.0372746179930508
AATSC2s,0.10764197530864203
AATSC2v,-7.967836201530702
AATSC3Z,0.4982078853046594
AATSC3c,-4.338316031660077e-05
AATSC3d,0.0039068100358423015
AATSC3i,-0.22299425103400033
AATSC3m,2.214581398960574
AATSC3p,-0.028488200095151982
AATSC3s,0.1685195141377937
AATSC3v,-3.100661259719707
AATSC4Z,0.4896421845574386
AATSC4c,-0.0012632615525539626
AATSC4d,-0.01956685499058379
AATSC4i,0.02849399712978023
AATSC4m,2.3653213852919026
AATSC4p,0.007530813430625056
AATSC4s,-0.06051527516216781
AATSC4v,3.486220626066606
AATSC5Z,0.5982905982905984
AATSC5c,0.0023749962053250706
AATSC5d,-0.10452991452991449
AATSC5i,-0.13066182402316875
AATSC5m,2.8414148530341854
AATSC5p,-0.012352873597929517
AATSC5s,0.0973243114909781
