DLiP-ID,T004B7
DLiP-Mol-ID,17269
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H28N4O5/c1-3-16(25)12-29-17-8-10-24(11-9-17)20(27)13(2)22-19(26)15-6-4-14(5-7-15)18(21)23-28/h4-7,13,17,28H,3,8-12H2,1-2H3,(H2,21,23)(H,22,26)/t13-/m0/s1"
Standard Inchi Key(RDKit),NPHVNAKSLSVWBQ-ZDUSSCGKSA-N
Canonical SMILES(RDKit),CCC(=O)COC1CCN(C(=O)[C@H](C)NC(=O)c2ccc(C(=N)NO)cc2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),404.467
MW Monoisotopic(RDKit),404.205969996
MolLogP(RDKit),1.09577
XLogP(SDF),
XLogP(CDK),1.261
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),9
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),131.82
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),8
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.29138834572627
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,2443188.3077485682
qed,0.29138834572626954
Chi0,21.388540578131746
Chi1,13.84977430814864
TPSA,131.82
Chi0n,16.73416265511241
Chi0v,16.73416265511241
Chi1n,9.67319684494575
Chi1v,9.67319684494575
Chi2n,6.987180540606561
Chi2v,6.987180540606561
Chi3n,4.893612406548511
Chi3v,4.893612406548511
Chi4n,3.0241034519609435
Chi4v,3.0241034519609435
MolMR,105.97310000000003
MolWt,404.4670000000001
fr_SH,0
Kappa1,22.508502910672608
Kappa2,10.679246774988515
Kappa3,6.365164482473434
fr_ArN,0
fr_COO,0
fr_C_O,3
fr_C_S,0
fr_NH0,1
fr_NH1,3
fr_NH2,0
fr_N_O,1
fr_azo,0
BertzCT,741.7433815355993
MolLogP,1.0957700000000012
NOCount,9
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.819156770086479
SMR_VSA1,24.327727530792803
SMR_VSA2,5.409283605791522
SMR_VSA3,15.69679493297801
SMR_VSA4,0.0
SMR_VSA5,45.25574648505554
SMR_VSA6,19.696394776338067
SMR_VSA7,35.392371257240434
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,169.42605438551666
NHOHCount,4
PEOE_VSA1,14.953561288656857
PEOE_VSA2,30.480244780905483
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,19.056471336613843
PEOE_VSA7,31.898114582465862
PEOE_VSA8,30.63723741814515
PEOE_VSA9,6.103966387748303
RingCount,2
SMR_VSA10,23.43322419082522
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,404.205969996
NumHDonors,4
PEOE_VSA10,18.484342579418147
