DLiP-ID,T001GJ
AATSC4d,-0.09827804940629764
AATSC4i,-0.23945322921283083
AATSC4m,-6.254092562660915
AATSC4p,-0.04028270196926609
AATSC4s,-0.28573686957237904
AATSC4v,-8.985317348721642
AATSC5Z,-0.13590010405827263
AATSC5c,0.0002428127492216837
AATSC5d,-0.029760665972944845
AATSC5i,-0.14815330773238278
AATSC5m,-0.7397486346359063
AATSC5p,-0.02145938986814776
AATSC5s,0.18474245577523418
AATSC5v,-3.2053542637317016
AATSC6Z,-0.09137441291447534
AATSC6c,0.0015179495096385427
AATSC6d,0.032363528981635116
AATSC6i,0.2073701127963951
AATSC6m,-0.4422805298055692
AATSC6p,0.0071563640600580194
AATSC6s,0.07002078821797864
AATSC6v,0.7051556707085065
AATSC7Z,0.6000847882221453
AATSC7c,-0.000815226666473507
AATSC7d,0.015076887501445254
AATSC7i,0.025776392522655258
AATSC7m,2.907540728468
AATSC7p,0.012772663196702472
AATSC7s,-0.1201607015154824
AATSC7v,4.425169041997385
AATSC8Z,-0.13464810134945415
AATSC8c,-0.00047401640412835384
AATSC8d,-0.022455114546685834
AATSC8i,0.010578401016967989
AATSC8m,-0.5531159992053662
AATSC8p,0.017072916461530602
AATSC8s,-0.15312612982141252
AATSC8v,1.8108173645877197
ATS0are,392.1046999999999
ATS1are,408.75800000000004
ATS2are,679.4608999999998
ATS3are,882.202
ATS4are,913.7159999999997
ATS5are,958.7259999999999
ATS6are,921.1249999999999
ATS7are,824.4680000000002
ATS8are,781.8680000000003
ATSC0dv,259.93548387096774
ATSC0pe,9.183670967741929
ATSC0se,6.07719774193548
ATSC1dv,73.29240374609776
ATSC1pe,-0.4208216441207006
ATSC1se,-0.40137631425598563
ATSC2dv,23.757544224765848
ATSC2pe,1.428908636836635
ATSC2se,0.9697238043704453
ATSC3dv,-83.72424557752343
ATSC3pe,-1.476551716961492
ATSC3se,-0.9869528647242494
ATSC4dv,-109.23517169614982
ATSC4pe,-2.791712278876163
ATSC4se,-1.7037210697190477
ATSC5dv,-7.000000000000001
ATSC5pe,0.15117741935483953
ATSC5se,0.18061319354838515
ATSC6dv,21.831425598335073
ATSC6pe,-0.07089198751300405
ATSC6se,0.0022433902185177157
ATSC7dv,34.43080124869928
ATSC7pe,-0.33104807492196014
ATSC7se,-0.7804950832466171
ATSC8dv,-26.70759625390218
ATSC8pe,-0.6789184183142534
ATSC8se,-0.23319805619147052
AXp-0dv,0.5640122535656708
AXp-1dv,0.30743427014666147
AXp-2dv,0.16104184882386854
AXp-3dv,0.0906652936431018
AXp-4dv,0.0493149072434828
AXp-5dv,0.026955730747156605
AXp-6dv,0.01481480283935982
AXp-7dv,0.008585633425757888
BertzCT,1135.1445768283884
ECIndex,1100
ETA_eta,28.756376540770034
GATS1dv,0.4931812717175478
GATS1pe,0.6983312614069926
GATS1se,0.7327870254278914
GATS2dv,0.8365679839680832
GATS2pe,0.6756218126411736
GATS2se,0.6718239208577261
GATS3dv,1.1434097474163378
GATS3pe,1.0203539595849676
GATS3se,1.0283020262201952
GATS4dv,1.1492577783671125
GATS4pe,1.0777326954024156
GATS4se,1.0955688803877794
GATS5dv,0.9969843633655993
GATS5pe,0.9873558890288446
GATS5se,0.9983994469437398
GATS6dv,0.9973628691983122
GATS6pe,1.1087846623948925
GATS6se,1.1402109780410445
GATS7dv,0.9334794958771131
GATS7pe,0.9761879852565708
GATS7se,1.0598136630566097
GATS8dv,1.0793123859951856
GATS8pe,1.0917839455516607
GATS8se,1.1335603495816826
LogEE_A,4.427867860409258
LogEE_D,261.7796758334855
MATS1dv,0.2731524571854056
MATS1pe,-0.04439085080180812
MATS1se,-0.06398233543601126
MATS2dv,0.05246913580246909
MATS2pe,0.08932151483973876
MATS2se,0.09160361711782229
MATS3dv,-0.14163097683637604
MATS3pe,-0.07069764126174823
MATS3se,-0.07141108324577315
MATS4dv,-0.1784578926073637
MATS4pe,-0.1290901706776777
MATS4se,-0.11905125013760161
MATS5dv,-0.010771903698188137
MATS5pe,0.006584618281114698
MATS5se,0.011887926061847251
MATS6dv,0.03518410443205678
MATS6pe,-0.003233782533507215
MATS6se,0.00015464341378423034
MATS7dv,0.060833034573416815
MATS7pe,-0.016555132931253724
MATS7se,-0.058982710289952715
MATS8dv,-0.050558057259472
MATS8pe,-0.03637662639650027
MATS8se,-0.018881769977662128
MAXaaCH,1.933565746582563
MAXaasC,0.9128672992060263
MAXdssC,-0.5415227694051123
MAXsCH3,1.8152150188299159
MAXssNH,2.998944469322585
MDEC-11,0.05263157894736841
MDEC-12,3.3771951974864884
MDEC-13,2.531336820128742
MDEC-22,15.758358098062791
MDEC-23,26.72798019960809
MDEC-33,8.507289068932284
MDEN-22,0.4553366174737273
MDEO-11,0.814325284978472
MDEO-12,0.3605623925768521
MINaaCH,1.1905122036455271
MINaasC,-0.43681227948482904
MINdssC,-1.1480221104896773
MINsCH3,1.8054209418833562
MINssNH,2.547560202875096
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,1.761904761904762
SM1_Dzi,1.72198869340269
SM1_Dzm,1.7923518247588088
SM1_Dzp,-7.881927179765617
SM1_Dzv,-3.1006114622630965
SddssSe,0
SpAD_Dt,699.2099502321374
SpAbs_A,43.34373331034026
SpAbs_D,523.5593516669712
SpMAD_A,1.274815685598243
SpMAD_D,15.398804460793269
SpMax_A,2.360245087084937
SpMax_D,261.7796758334855
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,100.55
TpiPC10,8.080295464067497
VAdjMat,6.169925001442312
VE1_DzZ,5.746806479027088
VE1_Dzi,5.7486203377101965
VE1_Dzm,5.746946895972215
VE1_Dzp,5.733719550935239
VE1_Dzv,5.739784287621795
VE2_DzZ,0.16902371997138493
VE2_Dzi,0.16907706875618225
VE2_Dzm,0.16902784988153574
VE2_Dzp,0.1686388103216247
VE2_Dzv,0.1688171849300528
VE3_DzZ,2.9724197371906578
VE3_Dzi,2.9727353163730714
VE3_Dzm,2.972444170800907
VE3_Dzp,2.9701398880398084
VE3_Dzv,2.9711970606937297
VR1_DzZ,222.9839650381981
VR1_Dzi,222.8701729630434
VR1_Dzm,222.96055751048803
VR1_Dzp,225.12251715951044
VR1_Dzv,224.1069160271432
VR2_DzZ,6.558351912888179
VR2_Dzi,6.555005087148335
VR2_Dzm,6.5576634561908245
VR2_Dzp,6.621250504691483
VR2_Dzv,6.59137988315127
VR3_DzZ,6.630875294838594
VR3_Dzi,6.630364849525086
VR3_Dzm,6.630770315288233
VR3_Dzp,6.640420206337866
VR3_Dzv,6.635898673296585
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.0
Xch-6dv,0.07335061313960894
Xch-7dv,0.09508577601995336
Xpc-4dv,1.4960557922314668
Xpc-5dv,1.8340365331031894
Xpc-6dv,2.140544608958916
Zagreb1,168.0
Zagreb2,191.0
fragCpx,174.08
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,0
n5aRing,0
n6ARing,0
n6FRing,0
n6HRing,1
n6aRing,3
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,18
nBondsD,2
nBondsM,20
nBondsO,36
nBondsS,44
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,8
naHRing,1
AATS0are,6.324269354838709
AATS1are,6.386843750000001
AATS2are,6.291304629629628
AATS3are,6.256751773049645
AATS4are,6.2583287671232855
AATS5are,6.185329032258064
AATS6are,6.223817567567567
AATS7are,6.107170370370372
AATS8are,6.205301587301589
AATSC0dv,4.192507804370448
AATSC0pe,0.14812372528616014
AATSC0se,0.0980193184183142
AATSC1dv,1.1451938085327775
AATSC1pe,-0.006575338189385947
AATSC1se,-0.0062715049102497755
AATSC2dv,0.21997726134042453
AATSC2pe,0.01323063552626514
AATSC2se,0.00897892411454116
AATSC3dv,-0.5937889757271165
AATSC3pe,-0.010471997992634695
AATSC3se,-0.00699966570726418
AATSC4dv,-0.7481861075078755
AATSC4pe,-0.019121316978603857
AATSC4se,-0.011669322395335944
AATSC5dv,-0.04516129032258065
AATSC5pe,0.0009753381893860615
AATSC5se,0.0011652464099895816
AATSC6dv,0.14750963242118292
AATSC6pe,-0.0004789999156284057
AATSC6se,1.5158042017011592e-05
AATSC7dv,0.25504297221258726
AATSC7pe,-0.0024522079623848897
AATSC7se,-0.0057814450610860525
AATSC8dv,-0.2119650496341443
AATSC8pe,-0.005388241415192487
AATSC8se,-0.0018507782237418295
AETA_eta,0.8457757806108833
ATSC0are,10.035537096774192
ATSC1are,-0.5561157127991587
ATSC2are,1.5650257023933467
ATSC3are,-1.6357843652445279
ATSC4are,-2.9341631633714758
ATSC5are,0.07770564516129266
ATSC6are,0.04331789802289787
ATSC7are,-0.6717775494276835
ATSC8are,-0.6778657127991635
BCUTZ-1h,9.004072725826148
BCUTZ-1l,5.687218255550414
BCUTc-1h,0.45801553015201374
BCUTc-1l,-0.524406864288333
BCUTd-1h,3.2068732628531134
BCUTd-1l,0.9726389726019007
BCUTi-1h,17.42477370291803
BCUTi-1l,10.947916568155351
BCUTm-1h,19.000143402675768
BCUTm-1l,11.698747216013853
BCUTp-1h,1.997860730557214
BCUTp-1l,0.5458509926863371
BCUTs-1h,8.001922024528596
BCUTs-1l,1.2546230302605184
BCUTv-1h,20.903992173272293
BCUTv-1l,13.30411806936613
BalabanJ,1.363200624226261
Diameter,20
ETA_beta,43.5
GATS1are,0.7105648587849018
GATS2are,0.6738805943806945
GATS3are,1.0252276315519973
GATS4are,1.0754041136653634
GATS5are,0.9904163156961716
GATS6are,1.1103099564385448
GATS7are,0.9829761953891798
GATS8are,1.0915405848349788
HybRatio,0.2692307692307692
Lipinski,True
LogEE_Dt,349.6049751160687
MATS1are,-0.05368293610785972
MATS2are,0.08952591897571495
MATS3are,-0.07167340038398143
MATS4are,-0.12416022002798228
MATS5are,0.0030972191886479198
MATS6are,0.0018082427312660124
MATS7are,-0.03074275514723857
MATS8are,-0.03323718168480304
MAXssCH2,0.646354182472552
MAXsssCH,-1.1254134561015532
MINssCH2,0.10192094008263952
MINsssCH,-1.1254134561015532
NsssssAs,0
RotRatio,0.3055555555555556
SM1_Dzpe,1.8777328349212405
SM1_Dzse,1.728268180212008
SMR_VSA1,23.822879764459216
SMR_VSA2,0.0
SMR_VSA3,10.30076712495354
SMR_VSA4,0.0
SMR_VSA5,32.22804289761662
SMR_VSA6,18.97134255119644
SMR_VSA7,88.86517399560147
SMR_VSA8,0.0
SMR_VSA9,5.749511833283905
SpAD_DzZ,420.4062859705516
SpAD_Dzi,417.4038199545315
SpAD_Dzm,420.3303111907667
SpAD_Dzp,586.3536281665721
SpAD_Dzv,513.0022916566993
SpAbs_Dt,699.2099502321374
SpDiam_A,4.720490174169875
SpDiam_D,405.3770682198133
SpMAD_Dt,20.564998536239337
SpMax_Dt,349.6049751160687
SsssssAs,0
VE1_Dzpe,5.747155915002678
VE1_Dzse,5.746690933932569
VE2_Dzpe,0.16903399750007878
VE2_Dzse,0.16902032158625202
VE3_Dzpe,2.9724805405870356
VE3_Dzse,2.972399631022731
VMcGowan,352.5000000000012
VR1_Dzpe,222.93951390981812
VR1_Dzse,223.0015627742185
VR2_Dzpe,6.5570445267593565
VR2_Dzse,6.558869493359368
VR3_Dzpe,6.630675928217971
VR3_Dzse,6.630954211013816
mZagreb1,11.61111111111111
mZagreb2,7.75
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,0
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,1
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,11
nBondsKS,53
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.16186350156087406
AATSC1are,-0.008689308012486855
AATSC2are,0.014490978725864322
AATSC3are,-0.01160130755492573
AATSC4are,-0.02009700796829778
AATSC5are,0.0005013267429760817
AATSC6are,0.0002926885001547154
AATSC7are,-0.004976129995760619
AATSC8are,-0.005379886609517171
AETA_beta,1.2794117647058822
BCUTdv-1h,7.004062291090197
BCUTdv-1l,0.9879117705897219
BCUTpe-1h,3.988681008605031
BCUTpe-1l,2.236216874387177
BCUTse-1h,4.0099657283005765
BCUTse-1l,2.4321124982686313
ETA_alpha,15.819047619047621
ETA_dBeta,1.5
ETA_eta_B,0.5256331139642363
ETA_eta_F,36.79791060087304
ETA_eta_L,7.515203247536549
ETA_eta_R,65.55428714164307
ETA_psi_1,0.5421018276762405
LabuteASA,197.54580149407366
LogEE_DzZ,210.25496371356712
LogEE_Dzi,208.75128866091148
LogEE_Dzm,210.2178718255233
LogEE_Dzp,291.9702735361469
LogEE_Dzv,256.04517355448746
PEOE_VSA1,20.476967556653413
PEOE_VSA2,4.794537184071822
PEOE_VSA3,14.16893075269385
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,25.122838405075452
PEOE_VSA7,60.01229408555127
PEOE_VSA8,31.146694715074666
PEOE_VSA9,6.606881964512918
SM1_Dzare,2.090104302625157
SpAD_Dzpe,417.8982268177933
SpAD_Dzse,420.8550448981406
SpAbs_DzZ,418.80022502908577
SpAbs_Dzi,415.88441816623526
SpAbs_Dzm,418.6954078720328
SpAbs_Dzp,591.8224742520596
SpAbs_Dzv,515.190958571238
SpDiam_Dt,510.59863272615564
SpMAD_DzZ,12.364890763839753
SpMAD_Dzi,12.276582939839162
SpMAD_Dzm,12.362656211493137
SpMAD_Dzp,17.24569494607565
SpMAD_Dzv,15.088302695785273
SpMax_DzZ,210.25496371356712
SpMax_Dzi,208.75128866091148
SpMax_Dzm,210.2178718255233
SpMax_Dzp,291.9702735361469
SpMax_Dzv,256.04517355448746
VE1_Dzare,5.74750685733555
VE2_Dzare,0.16904431933339853
VE3_Dzare,2.972541602375438
VR1_Dzare,222.88071386802426
VR2_Dzare,6.5553151137654195
VR3_Dzare,6.630412144573932
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,18
nAromBond,18
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.4652661064425771
AETA_dBeta,0.04411764705882353
AETA_eta_B,0.015459797469536362
AETA_eta_F,1.0822914882609718
AETA_eta_L,0.22103538963342792
AETA_eta_R,1.928067268871855
BCUTare-1h,4.107727417392236
BCUTare-1l,2.186412974574377
ETA_beta_s,21.0
ETA_dPsi_A,0.17189817232375948
ETA_dPsi_B,0.0
ETA_eta_BR,0.7836331139642363
ETA_eta_FL,8.87337720087231
ETA_eta_RL,16.38858044840886
LogEE_Dzpe,209.00434084521783
LogEE_Dzse,210.47835386613536
PEOE_VSA10,23.42643628131279
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,5.907179729351506
SlogP_VSA1,15.37044016181271
SlogP_VSA2,41.663385709429335
SlogP_VSA3,24.05700205284985
SlogP_VSA4,5.817220841045895
SlogP_VSA5,34.10255685370189
SlogP_VSA6,60.6636706846161
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
SpAD_Dzare,413.53554826351797
SpAbs_Dzpe,416.193133021477
SpAbs_Dzse,419.27929485950335
SpDiam_DzZ,327.34913760676375
SpDiam_Dzi,325.62002258376947
SpDiam_Dzm,327.3342262430398
SpDiam_Dzp,455.01508227047395
SpDiam_Dzv,398.4445273672454
SpMAD_Dzpe,12.29112431817039
SpMAD_Dzse,12.378089555827664
SpMax_Dzpe,209.00434084521783
SpMax_Dzse,210.47835386613536
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,34
AETA_beta_s,0.6176470588235294
AETA_eta_BR,0.023048032763654008
AETA_eta_FL,0.26098168237859737
AETA_eta_RL,0.48201707201202526
DetourIndex,5719
EState_VSA1,23.735546687497212
EState_VSA2,11.984273114623004
EState_VSA3,30.761488535345837
EState_VSA4,17.075242264380485
EState_VSA5,18.19910120538483
EState_VSA6,31.18920547353706
EState_VSA7,25.246773188062022
EState_VSA8,15.617555728959871
EState_VSA9,4.736862953800049
ETA_beta_ns,22.5
ETA_shape_p,0.14449127031908485
ETA_shape_x,0.0
ETA_shape_y,0.31607465382299815
GhoseFilter,True
LogEE_Dzare,206.82924778771857
SlogP_VSA10,10.208277825509848
SlogP_VSA11,5.749511833283905
SpAbs_Dzare,411.6452181530789
SpDiam_Dzpe,325.47402807139053
SpDiam_Dzse,327.6679983503817
SpMAD_Dzare,12.162810243044646
SpMax_Dzare,206.82924778771857
TopoPSA(NO),100.55
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,13.461621196861664
VSA_EState9,72.37171213647166
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.6617647058823529
EState_VSA10,19.086016810659167
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.0347338935574229
FilterItLogS,-7.292428381149345
SpDiam_Dzare,322.1305541270174
ETA_beta_ns_d,1.5
ETA_epsilon_1,0.6061443932411665
ETA_epsilon_2,0.8582633053221285
ETA_epsilon_3,0.4387755102040806
ETA_epsilon_4,0.5433455433455421
ETA_epsilon_5,0.8129987129987127
AETA_beta_ns_d,0.04411764705882353
ETA_dEpsilon_A,0.1673688830370859
ETA_dEpsilon_B,0.06279884989562445
ETA_dEpsilon_C,-0.10457003314146146
ETA_dEpsilon_D,0.04526459232341573
PetitjeanIndex,0.5
TopoShapeIndex,1.0
CDK Descriptors
FMFDescriptor,0.7352941176470589
MDEDescriptor,"0.05263157894736841,3.3771951974864884,2.531336820128742,0.0,15.758358098062791,26.72798019960809,0.0,8.507289068932284,0.0,0.0,0.814325284978472,0.3605623925768521,0.0,0.0,0.0,0.0,0.4553366174737273,0.0,0.0"
APolDescriptor,71.49520399999999
BCUTDescriptor,"11.996125652357676,18.998408909203384,-0.34979528624994544,0.2963039767881794,4.252836500419869,10.021279559167656"
BPolDescriptor,38.284796
TPSADescriptor,100.55
ALOGPDescriptor,"3.5901000000000005,12.888818010000003,127.59639999999999"
XLogPDescriptor,2.6699999999999986
VAdjMaDescriptor,6.169925001442312
WeightDescriptor,465.20638482
ChiPathDescriptor,"24.50142475325411,16.38858044840886,14.327751821646368,11.471955105559491,8.948082327405771,7.299712097892045,4.5225228478135175,2.929496781498519,19.176416621232807,11.06763372527981,7.7300087435456915,5.349252324943009,3.501358414287279,2.3181928442554662,1.1999990299881447,0.6954363074863893"
ChiChainDescriptor,"0.0,0.0,0.0,0.23470804841064383,0.3911398746378812,0.0,0.0,0.0,0.07335061313960894,0.09508577601995336"
AtomCountDescriptor,62
BondCountDescriptor,36
SmallRingDescriptor,"3,3,3,3,0,0,0,3,0,0,0"
ChiClusterDescriptor,"2.1436234060726758,0.0,0.33093309327558146,0.0,0.7847519989890148,0.0,0.06282807363665747,0.0"
RuleOfFiveDescriptor,1
CarbonTypesDescriptor,"0,0,3,13,3,2,4,0,0"
ZagrebIndexDescriptor,168.0
LargestChainDescriptor,21
MannholdLogPDescriptor,3.4400000000000004
WeightedPathDescriptor,"68.47972609998635,2.0141095911760694,21.944026464750834,10.502711706206487,8.913331375954222"
FractionalPSADescriptor,0.21614062764616895
WienerNumbersDescriptor,"4295.0,50.0"
AminoAcidCountDescriptor,"1,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,2,0,0"
ChiPathClusterDescriptor,"4.517139853141876,6.263142709353192,8.495178111483158,1.4960557922314668,1.8340365331031883,1.9391444072828825"
FractionalCSP3Descriptor,0.2692307692307692
KierHallSmartsDescriptor,"0,0,0,0,0,0,2,0,4,0,0,10,1,0,0,2,7,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,3
LargestPiSystemDescriptor,9
PetitjeanNumberDescriptor,0.5
AcidicGroupCountDescriptor,1
KappaShapeIndicesDescriptor,"28.569444444444443,14.666666666666666,9.119218615340419"
AromaticAtomsCountDescriptor,18
AromaticBondsCountDescriptor,18
FragmentComplexityDescriptor,2974.08
HBondAcceptorCountDescriptor,6
HybridizationRatioDescriptor,0.2692307692307692
AutocorrelationDescriptorMass,"39.679861185035875,39.23933659627064,54.00730655199283,56.25668469968759,52.53331710083824"
PetitjeanShapeIndexDescriptor,"1.0,NaN"
RotatableBondsCountDescriptor,12
AutocorrelationDescriptorCharge,"0.7214408624646286,-0.35058676786985776,-0.006763275306385857,0.06460342409193592,-0.07984053561774267"
EccentricConnectivityIndexDescriptor,1100
AutocorrelationDescriptorPolarizability,"2037.461660013876,2312.066085384566,3036.958978760059,3086.3769713886404,2726.7657690161764"
