DLiP-ID,C001WV
DLiP-Mol-ID,26685
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H16N4/c1-13-7-9-15(10-8-13)17-12-19-21-16(11-18(20)23(19)22-17)14-5-3-2-4-6-14/h2-12H,20H2,1H3"
Standard Inchi Key(RDKit),QKZUXQNNTSYVHY-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(-c2cc3nc(-c4ccccc4)cc(N)n3n2)cc1
SMILES(SDF),
MW(SDF),
MW(RDKit),300.365
MW Monoisotopic(RDKit),300.137496512
MolLogP(RDKit),3.95392
XLogP(SDF),
XLogP(CDK),4.774
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),56.21
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),4
nAtoms(SDF),
Heavy Atoms(RDKit),23
QED Weighted(RDKit),0.609493436592065
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,358273.4035718255
qed,0.6094934365920648
Chi0,15.81119030894213
Chi1,11.20350993820667
TPSA,56.209999999999994
Chi0n,12.769844016775387
Chi0v,12.769844016775387
Chi1n,7.493460469292839
Chi1v,7.493460469292839
Chi2n,5.597878008166614
Chi2v,5.597878008166614
Chi3n,3.8716194292175365
Chi3v,3.8716194292175365
Chi4n,2.6199900605424906
Chi4v,2.6199900605424906
MolMR,93.00840000000002
MolWt,300.365
fr_SH,0
Kappa1,13.517929241784408
Kappa2,5.247237117221847
Kappa3,2.441474881180928
fr_ArN,1
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,969.6109206093824
MolLogP,3.9539200000000028
NOCount,4
fr_Ar_N,3
fr_COO2,0
fr_urea,0
