DLiP-ID,T0067P
DLiP-Mol-ID,23610
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C23H23N3O5/c1-4-23(30)16-8-18-20-12(9-26(18)21(28)15(16)11-31-22(23)29)7-13-14(10-25(2)3)19(27)6-5-17(13)24-20/h5-8,27,30H,4,9-11H2,1-3H3/t23-/m0/s1"
Standard Inchi Key(RDKit),UCFGDBYHRUNTLO-QHCPKHFHSA-N
Canonical SMILES(RDKit),CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2cc3c(CN(C)C)c(O)ccc3nc2-1
SMILES(SDF),
MW(SDF),
MW(RDKit),421.453
MW Monoisotopic(RDKit),421.163770836
MolLogP(RDKit),1.8468
XLogP(SDF),
XLogP(CDK),2.253
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),8
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),104.89
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),3
nRings(SDF),
nRings(RDKit),5
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),31
QED Weighted(RDKit),0.486542021210503
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,12269942.157708623
qed,0.4865420212105028
Chi0,22.076621311330612
Chi1,14.740237853411664
TPSA,104.89
Chi0n,17.598641050396072
Chi0v,17.598641050396072
Chi1n,10.206275564285928
Chi1v,10.206275564285928
Chi2n,8.466876053848996
Chi2v,8.466876053848996
Chi3n,6.25254668624455
Chi3v,6.25254668624455
Chi4n,4.582035556834457
Chi4v,4.582035556834457
MolMR,113.58060000000002
MolWt,421.4530000000002
fr_SH,0
Kappa1,19.71687996398413
Kappa2,6.633166188512516
Kappa3,2.715664946185649
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1327.262093253442
MolLogP,1.8468000000000002
NOCount,8
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.7487721103238782
SMR_VSA1,19.744454927553285
SMR_VSA2,0.0
SMR_VSA3,14.450987899589041
SMR_VSA4,0.0
SMR_VSA5,38.64200440993839
SMR_VSA6,14.09534396535438
SMR_VSA7,56.87307831975825
