DLiP-ID,P0003J
DLiP-Mol-ID,22971
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H25N3O4S/c1-3-24-18-7-8-19(16-5-4-6-17(20(16)18)21(24)26)29(27,28)22-13-15-9-11-23(12-10-15)14(2)25/h4-8,15,22H,3,9-13H2,1-2H3"
Standard Inchi Key(RDKit),DRBVUHJDRZINML-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCN1C(=O)c2cccc3c(S(=O)(=O)NCC4CCN(C(C)=O)CC4)ccc1c23
SMILES(SDF),
MW(SDF),
MW(RDKit),415.515
MW Monoisotopic(RDKit),415.15657728
MolLogP(RDKit),2.3567
XLogP(SDF),
XLogP(CDK),2.031
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),86.79
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.812203202174018
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,BRD4-1/H4
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,4088141.402980473
qed,0.8122032021740179
Chi0,20.75878406613483
Chi1,13.830535685248812
TPSA,86.78999999999999
Chi0n,16.642410945576277
Chi0v,17.458907526504
Chi1n,9.959439187112173
Chi1v,11.442602434706567
Chi2n,7.661710070423315
Chi2v,9.397085186032125
Chi3n,5.972618985356413
Chi3v,7.4543514052279445
Chi4n,4.324861144295389
Chi4v,5.642293927058367
MolMR,111.46500000000005
MolWt,415.51500000000027
fr_SH,0
Kappa1,19.848667834780596
Kappa2,7.421934798613364
Kappa3,3.4007932831777654
fr_ArN,0
fr_COO,0
fr_C_O,2
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1088.543303721146
MolLogP,2.3567
NOCount,7
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5812768770973615
SMR_VSA1,18.00687135247258
SMR_VSA2,0.0
SMR_VSA3,9.622004595302567
SMR_VSA4,5.917906046161393
SMR_VSA5,31.584601120751042
SMR_VSA6,31.078935354500782
SMR_VSA7,35.89528683400505
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,2
fr_azide,0
