DLiP-ID,T002VH
DLiP-Mol-ID,19338
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C22H23N3O4S/c26-22(25-12-14-29-15-13-25)19(16-17-6-2-1-3-7-17)24-30(27,28)20-10-4-8-18-9-5-11-23-21(18)20/h1-11,19,24H,12-16H2"
Standard Inchi Key(RDKit),JMTKHMHVSYWLFC-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(C(Cc1ccccc1)NS(=O)(=O)c1cccc2cccnc12)N1CCOCC1
SMILES(SDF),
MW(SDF),
MW(RDKit),425.51
MW Monoisotopic(RDKit),425.140927216
MolLogP(RDKit),1.9832
XLogP(SDF),
XLogP(CDK),1.859
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),88.6
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),30
QED Weighted(RDKit),0.652496092419748
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,8228097.842324036
qed,0.6524960924197484
Chi0,20.97648072687178
Chi1,14.54364332281354
TPSA,88.6
Chi0n,16.399405779527484
Chi0v,17.215902360455207
Chi1n,9.810118345387043
Chi1v,11.293281592981433
Chi2n,7.132524935445068
Chi2v,8.814927176854583
Chi3n,5.0861268321958
Chi3v,6.589407737219569
Chi4n,3.5771407828684194
Chi4v,4.945644106135883
MolMR,113.39750000000005
MolWt,425.5100000000003
fr_SH,0
Kappa1,20.462277891999232
Kappa2,8.908927512794875
Kappa3,4.506711020629524
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1124.0925169050508
MolLogP,1.9832
NOCount,7
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,1.6627819750656172
SMR_VSA1,17.949197122200808
SMR_VSA2,0.0
SMR_VSA3,14.605983116249774
SMR_VSA4,0.0
SMR_VSA5,17.358145927591746
SMR_VSA6,26.303276740850986
SMR_VSA7,72.42396574792618
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
