DLiP-ID,C001KO
MIC4,43.02976680527896
MIC5,43.02976680527896
MPC2,42
MPC3,59
MPC4,77
MPC5,93
MPC6,97
MPC7,97
MPC8,91
MPC9,90
Mare,0.98096
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,0
NsSH,0
NssO,1
NssS,1
NtCH,0
NtsC,2
RNCG,0.21042079311509487
RPCG,0.07312759020150865
SIC0,0.2900380351598883
SIC1,0.6563771873336888
SIC2,0.7847958774597178
SIC3,0.8644024184180439
SIC4,0.8910146308905474
SIC5,0.8910146308905474
SaaN,0
SaaO,0
SaaS,0
Sare,49.048
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,0
SsSH,0
SssO,5.113544149502011
SssS,1.2684828252288565
StCH,0
StsC,4.5250194479044445
TIC0,81.84664800036174
TIC1,185.22492257800815
TIC2,221.46375353553572
TIC3,243.9281469822459
TIC4,251.43792198657286
TIC5,251.43792198657286
Vabc,377.51470309627666
WPol,50
apol,58.64344599999999
bpol,28.274553999999995
nRot,5
ABCGG,17.306873176409745
ATS0Z,1358.0
ATS0d,166.0
ATS0i,8054.062452468579
ATS0m,5376.463747000001
ATS0p,82.884791906678
ATS0s,244.92704046639233
ATS0v,11580.512797798481
ATS1Z,1401.0
ATS1d,212.0
ATS1i,7549.774177165
ATS1m,5345.501932
ATS1p,102.02477879
ATS1s,171.46913580246914
ATS1v,14429.948184754097
ATS2Z,2069.0
ATS2d,343.0
ATS2i,13596.4843802754
ATS2m,7743.727206999998
ATS2p,157.28479894649
ATS2s,243.7993827160494
ATS2v,21458.127222967014
ATS3Z,2627.0
ATS3d,409.0
ATS3i,19131.219079319013
ATS3m,9751.135092999999
ATS3p,199.76905202128196
ATS3s,346.4706790123457
ATS3v,26724.600046619416
ATS4Z,2837.0
ATS4d,396.0
ATS4i,21952.15510975058
ATS4m,10429.803118
ATS4p,211.76325910097998
ATS4s,440.3904320987654
ATS4v,27505.95483568434
ATS5Z,2492.0
ATS5d,348.0
ATS5i,22783.11313749432
ATS5m,8770.491971
ATS5p,195.894454668678
ATS5s,462.31481481481484
ATS5v,24439.13132393428
ATS6Z,1980.0
ATS6d,285.0
ATS6i,19253.466362536106
ATS6m,6952.443673
ATS6p,151.712655252678
ATS6s,418.9691358024691
ATS6v,19250.678776066972
ATS7Z,1578.0
ATS7d,249.0
ATS7i,15873.38144727044
ATS7m,5653.15994
ATS7p,121.632413368376
ATS7s,341.3703703703703
ATS7v,16272.683380123499
ATS8Z,1442.0
ATS8d,233.0
ATS8i,13723.943473125637
ATS8m,5184.628862999999
ATS8p,115.787052541584
ATS8s,299.90740740740733
ATS8v,15750.194536774861
C1SP1,2
C1SP2,2
C1SP3,1
C2SP1,0
C2SP2,6
C2SP3,5
C3SP2,3
C3SP3,0
C4SP3,1
FCSP3,0.38095238095238093
GGI10,0.14018977655341291
JGI10,0.007009488827670645
JGT10,0.4880133324359742
Kier1,22.68
Kier2,10.346938775510203
Kier3,4.854926745188164
MAXdO,12.56123047367095
MAXtN,9.88556203055433
MID_C,43.570857660324904
MID_N,7.321208100695143
MID_O,3.670692722528412
MID_X,0.0
MID_h,13.036782740730851
MINdO,12.56123047367095
MINtN,9.65697542825474
MPC10,95
MWC01,30.0
MWC02,4.976733742420574
MWC03,5.849324779946859
MWC04,6.748759547491679
MWC05,7.643482907077201
MWC06,8.55429627936774
MWC07,9.456966047437597
MWC08,10.373584927387608
MWC09,11.280980797202949
MWC10,12.201758352336618
NaaCH,4
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,2
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,5
NdssS,0
NsCH3,1
NsNH2,1
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,3.593860000000001
SRW02,4.110873864173311
SRW03,0.0
SRW04,5.43372200355424
SRW05,0.0
SRW06,6.99117688712121
SRW07,0.0
SRW08,8.662331957082475
SRW09,0.0
SRW10,10.396688774948379
SaaCH,6.93246928785033
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.2691054951947534
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,1.8159149543627922
SdssS,0
SsCH3,1.5752330319682066
SsNH2,6.1420970595323325
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.9977829200754886
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.8882447783584717
VE1_D,5.207560083547731
VE2_A,0.138865884941374
VE2_D,0.18598428869813327
VE3_A,2.3875772591943436
VE3_D,2.6797308491548137
VR1_A,985.2856395593674
VR1_D,171.56925871509796
VR2_A,35.18877284140598
VR2_D,6.127473525539213
VR3_A,7.922551005714821
VR3_D,6.174606443169723
WPath,2091
Xc-3d,1.768941654742141
Xc-4d,0.08333333333333333
Xc-5d,0.5704112485576035
Xc-6d,0.06804138174397717
Xp-0d,20.148053602125596
Xp-1d,13.551209127417563
Xp-2d,11.54005998625998
Xp-3d,10.337772714629658
Xp-4d,8.814680881199418
Xp-5d,6.691344920230982
Xp-6d,4.675467758999141
Xp-7d,3.1282893051608087
ZMIC0,90.63700120531587
ZMIC1,44.344079232769104
ZMIC2,33.512677834741446
ZMIC3,29.170916640408315
ZMIC4,27.48577592706271
ZMIC5,27.48577592706271
nAcid,0
nAtom,50
nBase,0
nRing,3
piPC1,3.713572066704308
piPC2,4.197201947661808
piPC3,4.764308407326388
piPC4,5.251618763538796
piPC5,5.6242431125052725
piPC6,5.82931319710341
piPC7,5.927259303760531
piPC8,5.9442746643050235
piPC9,6.056344806721308
AATS0Z,27.16
AATS0d,3.32
AATS0i,161.0812490493716
AATS0m,107.52927494000001
AATS0p,1.65769583813356
AATS0s,4.898540809327846
AATS0v,231.61025595596962
AATS1Z,26.942307692307693
AATS1d,4.076923076923077
AATS1i,145.18796494548076
AATS1m,102.79811407692308
AATS1p,1.9620149767307693
AATS1s,3.2974833808167143
AATS1v,277.4990035529634
AATS2Z,22.736263736263737
AATS2d,3.769230769230769
AATS2i,149.41191626676263
AATS2m,85.09590337362636
AATS2p,1.7284043840273629
AATS2s,2.6791140957807626
AATS2v,235.80359585678036
AATS3Z,21.016
AATS3d,3.272
AATS3i,153.0497526345521
AATS3m,78.00908074399999
AATS3p,1.5981524161702558
AATS3s,2.771765432098766
AATS3v,213.79680037295532
AATS4Z,20.120567375886523
AATS4d,2.8085106382978724
AATS4i,155.6890433315644
AATS4m,73.97023487943262
AATS4p,1.5018670858225531
AATS4s,3.1233363978635844
AATS4v,195.0776938701017
AATS5Z,17.673758865248228
AATS5d,2.4680851063829787
AATS5i,161.58236267726468
AATS5m,62.20207071631205
AATS5p,1.3893223735367235
AATS5s,3.278828473863935
AATS5v,173.3271725101722
AATS6Z,16.923076923076923
AATS6d,2.4358974358974357
AATS6i,164.55954156013766
AATS6m,59.42259549572649
AATS6p,1.296689361134
AATS6s,3.580932784636488
AATS6v,164.53571603476044
AATS7Z,16.2680412371134
AATS7d,2.5670103092783507
AATS7i,163.64310770381897
AATS7m,58.2799993814433
AATS7p,1.2539424058595465
AATS7s,3.519282168766704
AATS7v,167.75962247549998
AATS8Z,16.767441860465116
AATS8d,2.7093023255813953
AATS8i,159.58073805960044
AATS8m,60.28638212790697
AATS8p,1.3463610760649303
AATS8s,3.4872954349698526
AATS8v,183.14179693924257
AMID_C,1.556102059297318
AMID_N,0.2614717178819694
AMID_O,0.131096168661729
AMID_X,0.0
AMID_h,0.4655993835975304
ATS0dv,368.44444444444446
ATS0pe,310.3225
ATS0se,382.41086899999993
ATS1dv,360.0
ATS1pe,334.938
ATS1se,401.0769879999999
ATS2dv,478.0
ATS2pe,565.8593000000001
ATS2se,691.4769779999999
ATS3dv,534.6666666666667
ATS3pe,768.6482
ATS3se,946.195626
ATS4dv,507.66666666666674
ATS4pe,864.6837
ATS4se,1067.4852859999999
ATS5dv,445.33333333333337
ATS5pe,866.9121
ATS5se,1078.2172859999998
ATS6dv,405.33333333333337
ATS6pe,723.2810000000001
ATS6se,900.384394
ATS7dv,354.0
ATS7pe,594.1649
ATS7se,740.47899
ATS8dv,332.6666666666667
ATS8pe,533.7155
ATS8se,661.3312300000001
ATSC0Z,492.71999999999997
ATSC0c,0.9223405353165932
ATSC0d,31.520000000000003
ATSC0i,81.6384010070352
ATSC0m,2263.9692060200005
ATSC0p,14.103716731579675
ATSC0s,88.0525120027435
ATSC0v,2573.8190147557793
ATSC1Z,21.211199999999984
ATSC1c,-0.4384223705733464
ATSC1d,15.659200000000002
ATSC1i,6.807810112138524
ATSC1m,100.04464973920003
ATSC1p,1.2562651799639326
ATSC1s,3.7470576131687245
ATSC1v,169.60944586466155
ATSC2Z,28.769599999999983
ATSC2c,0.07472917990987472
ATSC2d,2.2736000000000063
ATSC2i,4.029482467252333
ATSC2m,145.97554514359996
ATSC2p,0.6672545224489017
ATSC2s,7.237842078189304
ATSC2v,290.02705638305406
ATSC3Z,101.87999999999998
ATSC3c,-0.3228351280085041
ATSC3d,-14.119999999999996
ATSC3i,-8.750465962071255
ATSC3m,461.86245958999996
ATSC3p,1.3417581023267198
ATSC3s,-3.319337277091907
ATSC3v,252.88937228051714
ATSC4Z,118.68959999999998
ATSC4c,0.3795413615617176
ATSC4d,-18.526399999999995
ATSC4i,-37.1629176872178
ATSC4m,500.77140306360013
ATSC4p,-2.0886266638014566
ATSC4s,-0.8706370027434827
ATSC4v,-691.6487998063324
ATSC5Z,-292.8704
ATSC5c,-0.24436337111257403
ATSC5d,-4.206400000000003
ATSC5i,-23.308475915502797
ATSC5m,-1326.0020224364
ATSC5p,-5.678341487932618
ATSC5s,-39.7115577846365
ATSC5v,-1008.0785903787114
ATSC6Z,-180.2048
ATSC6c,0.06685737092493335
ATSC6d,2.723199999999997
ATSC6i,7.763950760262028
ATSC6m,-814.0534741868001
ATSC6p,-3.5695451594428516
ATSC6s,-1.2856712962962977
ATSC6v,-465.8752041771057
ATSC7Z,49.2832
ATSC7c,0.13928675523580678
ATSC7d,4.7712
ATSC7i,20.054872519540528
ATSC7m,236.7349144412001
ATSC7p,0.8683511759392204
ATSC7s,18.176039951989026
ATSC7v,512.6373482474296
ATSC8Z,-14.998399999999997
ATSC8c,-0.1886980459392457
ATSC8d,0.1856
ATSC8i,6.467526182748427
ATSC8m,-62.08890329440001
ATSC8p,2.74365321398967
ATSC8s,-30.114614197530866
ATSC8v,277.1653318575056
AXp-0d,0.719573342933057
AXp-1d,0.45170697091391876
AXp-2d,0.27476333300619
AXp-3d,0.17521648668863826
AXp-4d,0.11447637508051192
AXp-5d,0.07194994537882776
AXp-6d,0.0482006985463829
AXp-7d,0.03225040520784339
GATS1Z,0.7649843256272872
GATS1c,1.4457691966179158
GATS1d,0.7324409410386568
GATS1i,1.029497865980759
GATS1m,0.7655799501324322
GATS1p,0.8884634828543877
GATS1s,0.5336661878593605
GATS1v,0.8852333647095728
GATS2Z,0.955683989658661
GATS2c,0.8663275754210215
GATS2d,1.3581120655993753
GATS2i,0.9950254606253205
GATS2m,0.9433028135574774
GATS2p,1.0528098803786206
GATS2s,0.46769308962232436
GATS2v,0.9398699900752339
GATS3Z,0.8930427017372952
GATS3c,0.980719350723588
GATS3d,1.4488578680203046
GATS3i,1.0443190987669957
GATS3m,0.8895914777677447
GATS3p,1.0002945295729069
GATS3s,0.7237010275601493
GATS3v,0.958467065663684
GATS4Z,0.9197173253924662
GATS4c,0.7025912017298319
GATS4d,1.2127839579508226
GATS4i,1.1755483283736106
GATS4m,0.9210176557313895
GATS4p,1.0820656317888624
GATS4s,0.8830902376977876
GATS4v,1.0841247322345415
GATS5Z,1.5417960684876773
GATS5c,1.041707381987341
GATS5d,0.9261259315260826
GATS5i,1.1968847510506202
GATS5m,1.5043105920518203
GATS5p,1.3319776736110587
GATS5s,1.4632804639743158
GATS5v,1.1224472392344689
GATS6Z,1.4126710546583903
GATS6c,1.1269043268209415
GATS6d,0.8503622716820687
GATS6i,1.0369362138353317
GATS6m,1.384925433994124
GATS6p,1.2145795232770922
GATS6s,1.3812953277397122
GATS6v,1.0392733719360043
GATS7Z,0.9057966465971348
GATS7c,1.0863178215646396
GATS7d,0.8654299021403526
GATS7i,0.8436091815480679
GATS7m,0.9086747000629412
GATS7p,0.8893446189382694
GATS7s,1.1042236382483812
GATS7v,0.8581614370667906
GATS8Z,0.8279621049928826
GATS8c,1.0615904676734789
GATS8d,1.0574681265494037
GATS8i,0.8702970497857891
GATS8m,0.8429431444289404
GATS8p,0.7388360837776761
GATS8s,1.7611985676624342
GATS8v,0.8836065011636454
MATS1Z,0.04139345797894261
MATS1c,-0.45705458620057327
MATS1d,0.47769426005466614
MATS1i,0.08018250211818281
MATS1m,0.042490321131397404
MATS1p,0.08564744396221032
MATS1s,0.04091808320641638
MATS1v,0.06336343181246266
MATS2Z,0.03208205984630727
MATS2c,0.044517168431045695
MATS2d,0.0396329558766108
MATS2i,0.027119607051617263
MATS2m,0.0354273120289013
MATS2p,0.025994804841904227
MATS2s,0.045164370853764076
MATS2v,0.06191403691230994
MATS3Z,0.08270823185582074
MATS3c,-0.140006913128974
MATS3d,-0.17918781725888316
MATS3i,-0.042874264337035124
MATS3m,0.08160225118996954
MATS3p,0.03805402867521821
MATS3s,-0.015078898723473034
MATS3v,0.039301811173310164
MATS4Z,0.08542074735813011
MATS4c,0.14592130579989732
MATS4d,-0.20842783597940734
MATS4i,-0.16142329397486285
MATS4m,0.07843680525887511
MATS4p,-0.05251436675998301
MATS4s,-0.003506277319901353
MATS4v,-0.09529245469090977
MATS5Z,-0.2107784375975192
MATS5c,-0.0939497662539037
MATS5d,-0.047323325053101516
MATS5i,-0.10124422930087491
MATS5m,-0.20769429278594226
MATS5p,-0.14277061221797527
MATS5s,-0.15992857408938713
MATS5v,-0.13888881673103146
MATS6Z,-0.1562968791414968
MATS6c,0.03097719870512807
MATS6d,0.03692134148986937
MATS6i,0.04064175234201035
MATS6m,-0.15366202824436995
MATS6p,-0.10815919508074916
MATS6s,-0.00623982400283233
MATS6v,-0.07735274564981207
MATS7Z,0.05155810874372095
MATS7c,0.07784250367859856
MATS7d,0.0780260610183683
MATS7i,0.12662623259256992
MATS7m,0.05390016175507632
MATS7p,0.03173657748921684
MATS7s,0.10640346931232708
MATS7v,0.10266691413915036
MATS8Z,-0.017697678194512095
MATS8c,-0.11894540253084528
MATS8d,0.0034234446936607247
MATS8i,0.04605907997645338
MATS8m,-0.015944651320247926
MATS8p,0.11310119508173015
MATS8s,-0.19884153476423153
MATS8v,0.0626083783968647
MAXssO,5.113544149502011
MAXssS,1.2684828252288565
MAXtsC,2.30561702497038
MINssO,5.113544149502011
MINssS,1.2684828252288565
MINtsC,2.2194024229340648
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,1
NssssN,0
Radius,7
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.13903484547327
SpAD_D,309.95979163917616
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,4.629025962544319
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,-0.6224430666435539
SssssN,0
TMPC10,799
TMWC10,135.0858873806688
TSRW10,63.59479348687962
VE1_Dt,5.2182217365529535
VE2_Dt,0.18636506201974834
VE3_Dt,2.6817760975411127
VR1_Dt,170.22891495498618
VR2_Dt,6.07960410553522
VR3_Dt,6.1667635069932345
Xc-3dv,1.0005820865953026
Xc-4dv,0.0625
Xc-5dv,0.23126008200771586
Xc-6dv,0.03125
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.2110053910475711
Xch-7d,0.3872727591021218
Xp-0dv,16.565060676386647
Xp-1dv,10.162810527328471
Xp-2dv,7.910124600223663
Xp-3dv,6.393401949028345
Xp-4dv,4.943551499594175
Xp-5dv,3.5993902149128827
Xp-6dv,2.176713160176068
Xp-7dv,1.4204674558552703
Xpc-4d,4.973054652785785
Xpc-5d,8.982702849258407
Xpc-6d,14.192411734472142
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,52
nFRing,0
nHBAcc,7
nHBDon,2
nHRing,1
nSpiro,1
naRing,1
piPC10,6.294227639650359
AATS0dv,7.368888888888889
AATS0pe,6.20645
AATS0se,7.648217379999998
AATS1dv,6.923076923076923
AATS1pe,6.441115384615385
AATS1se,7.713018999999998
AATS2dv,5.252747252747253
AATS2pe,6.218234065934067
AATS2se,7.598648109890109
AATS3dv,4.277333333333334
AATS3pe,6.1491856
AATS3se,7.569565008
AATS4dv,3.6004728132387713
AATS4pe,6.132508510638298
AATS4se,7.5708176312056725
AATS5dv,3.15839243498818
AATS5pe,6.148312765957447
AATS5se,7.6469311063829775
AATS6dv,3.464387464387465
AATS6pe,6.181888888888889
AATS6se,7.695593111111111
AATS7dv,3.649484536082474
AATS7pe,6.125411340206186
AATS7se,7.633804020618556
AATS8dv,3.868217054263566
AATS8pe,6.205994186046512
AATS8se,7.689898023255815
AATSC0Z,9.8544
AATSC0c,0.018446810706331866
AATSC0d,0.6304000000000001
AATSC0i,1.632768020140704
AATSC0m,45.27938412040001
AATSC0p,0.2820743346315935
AATSC0s,1.76105024005487
AATSC0v,51.47638029511559
AATSC1Z,0.40790769230769197
AATSC1c,-0.008431199434102815
AATSC1d,0.3011384615384616
AATSC1i,0.13091942523343317
AATSC1m,1.9239355719076927
AATSC1p,0.024158945768537166
AATSC1s,0.07205880025324471
AATSC1v,3.261720112781953
AATSC2Z,0.3161494505494504
AATSC2c,0.0008211997792293926
AATSC2d,0.024984615384615452
AATSC2i,0.044280027112663
AATSC2m,1.6041268697098896
AATSC2p,0.007332467279658261
AATSC2s,0.0795367261339484
AATSC2v,3.1871105097038908
AATSC3Z,0.8150399999999999
AATSC3c,-0.002582681024068033
AATSC3d,-0.11295999999999996
AATSC3i,-0.07000372769657004
AATSC3m,3.6948996767199995
AATSC3p,0.010734064818613758
AATSC3s,-0.026554698216735256
AATSC3v,2.023114978244137
AATSC4Z,0.8417702127659573
AATSC4c,0.002691782706111472
AATSC4d,-0.1313929078014184
AATSC4i,-0.26356679210792766
AATSC4m,3.5515702344936178
AATSC4p,-0.014812955062421678
AATSC4s,-0.006174730515911224
AATSC4v,-4.905310636924343
