DLiP-ID,T005VR
AATS5Z,19.476190476190474
AATS5d,3.1904761904761907
AATS5i,157.01170032586705
AATS5m,70.69307733333332
AATS5p,1.453056451328381
AATS5s,2.7323633156966496
AATS5v,190.75911920377501
AATS6Z,21.295774647887324
AATS6d,3.4507042253521125
AATS6i,158.08145472279233
AATS6m,78.1747841830986
AATS6p,1.5053613758182256
AATS6s,3.243175099982612
AATS6v,211.94194818133238
AATS7Z,22.028985507246375
AATS7d,3.391304347826087
AATS7i,158.55504435381513
AATS7m,81.8130021884058
AATS7p,1.4941643941730867
AATS7s,3.490472356414386
AATS7v,210.31807692257476
AATS8Z,21.984375
AATS8d,3.265625
AATS8i,157.47036475939848
AATS8m,81.084632
AATS8p,1.4901304010748746
AATS8s,3.4132908950617296
AATS8v,205.5009352700279
AMID_C,1.5776510818409042
AMID_N,0.22961779775517788
AMID_O,0.21728057348811072
AMID_X,0.0
AMID_h,0.5243529586730962
ATS0dv,398.44444444444446
ATS0pe,272.5319999999999
ATS0se,330.991185
ATS1dv,410.33333333333337
ATS1pe,306.8810000000001
ATS1se,363.84980799999977
ATS2dv,589.6666666666667
ATS2pe,507.7675000000001
ATS2se,607.8085039999997
ATS3dv,529.3333333333333
ATS3pe,585.6157000000003
ATS3se,711.6895079999999
ATS4dv,446.0
ATS4pe,573.3170999999999
ATS4se,703.022942
ATS5dv,391.66666666666663
ATS5pe,518.9689
ATS5se,643.1324999999999
ATS6dv,407.66666666666663
ATS6pe,460.9719999999999
ATS6se,560.789406
ATS7dv,409.0
ATS7pe,449.86819999999994
ATS7se,547.396344
ATS8dv,362.66666666666663
ATS8pe,414.89920000000006
ATS8se,507.71265200000005
ATSC0Z,415.33333333333337
ATSC0c,1.1541484939141693
ATSC0d,23.833333333333332
ATSC0i,69.55427803940579
ATSC0m,1893.3270651428575
ATSC0p,12.016302183901068
ATSC0s,46.77605493500556
ATSC0v,2036.251625550813
ATSC1Z,22.44444444444443
ATSC1c,-0.665115491356479
ATSC1d,6.111111111111111
ATSC1i,-3.3187821639222332
ATSC1m,107.63476265306107
ATSC1p,0.4403319794127579
ATSC1s,-3.900605075134764
ATSC1v,97.35380655798525
ATSC2Z,28.111111111111082
ATSC2c,0.12045375600471314
ATSC2d,-2.055555555555553
ATSC2i,3.269443792795766
ATSC2m,120.15890697959173
ATSC2p,1.3792752812310638
ATSC2s,0.27611870079535983
ATSC2v,-10.292854440384517
ATSC3Z,-38.888888888888914
ATSC3c,-0.0553360603362548
ATSC3d,-6.972222222222221
ATSC3i,5.361078824867024
ATSC3m,-182.4821377142857
ATSC3p,-0.17193567062860593
ATSC3s,-4.596975907418296
ATSC3v,-270.28831486686795
ATSC4Z,-33.66666666666668
ATSC4c,-0.13369044352253495
ATSC4d,-2.3333333333333335
ATSC4i,-13.114806149433155
ATSC4m,-175.7906231632653
ATSC4p,-2.5617342595491523
ATSC4s,-8.736812145983224
ATSC4v,-497.2355911722812
ATSC5Z,-62.66666666666665
ATSC5c,0.34065646742048067
ATSC5d,-1.5000000000000004
ATSC5i,-26.37154056159099
ATSC5m,-253.2429187142857
ATSC5p,-3.1903053612588566
ATSC5s,7.275164935658765
ATSC5v,-56.64691574060896
ATSC6Z,-129.11111111111111
ATSC6c,-0.3523702832245376
ATSC6d,-5.861111111111111
ATSC6i,-10.939555269249183
ATSC6m,-581.4813129795918
ATSC6p,-1.7033606692235255
ATSC6s,-5.778057919555568
ATSC6v,-274.61082591197646
ATSC7Z,-10.666666666666675
ATSC7c,0.2667427859446979
ATSC7d,-3.4166666666666656
ATSC7i,8.677158153863417
ATSC7m,-54.266392306122455
ATSC7p,1.273649796633382
ATSC7s,-2.5521046209979215
ATSC7v,-27.141879624789368
ATSC8Z,-55.222222222222214
ATSC8c,-0.02218451326641694
ATSC8d,0.6111111111111107
ATSC8i,-0.49533284169855296
ATSC8m,-239.73121212244897
ATSC8p,-0.18545307426606167
ATSC8s,-7.813169346385102
ATSC8v,-58.75475967231949
AXp-0d,0.674702507513998
AXp-1d,0.4277146074474999
AXp-2d,0.2744480345527478
AXp-3d,0.1759326753450119
AXp-4d,0.11301652306306212
AXp-5d,0.07242802826392312
AXp-6d,0.046639088270154706
AXp-7d,0.030478170980195313
GATS1Z,0.6684782608695652
GATS1c,1.5366208291580565
GATS1d,0.6918516266342354
GATS1i,1.0670860816939642
GATS1m,0.663574142008413
GATS1p,0.8233814823535303
GATS1s,0.6411623734053665
GATS1v,0.7612641389674112
GATS2Z,0.8293433724761342
GATS2c,1.066946282791958
GATS2d,1.0751748251748252
GATS2i,0.9946157531718414
GATS2m,0.8242616432691066
GATS2p,0.8644912849223154
GATS2s,0.7113057422404195
GATS2v,0.8487071733975111
GATS3Z,1.0083123136895207
GATS3c,0.9522412641535921
GATS3d,1.1437024513947591
GATS3i,0.9999488198621975
GATS3m,1.0045081601908292
GATS3p,0.9778878072357051
GATS3s,0.9451088872937277
GATS3v,0.994275731041588
GATS4Z,1.1966559657570892
GATS4c,0.982968415877389
GATS4d,0.9652680652680653
GATS4i,1.1183911925595948
GATS4m,1.1846075612536677
GATS4p,1.1949292926773953
GATS4s,1.1463069504722692
GATS4v,1.0997953022755051
GATS5Z,1.3197374455400137
GATS5c,0.67283738710046
GATS5d,1.1161338661338662
GATS5i,1.1875983204662213
GATS5m,1.2934276877728472
GATS5p,1.290823287737352
GATS5s,0.8816662148525409
GATS5v,1.0818227776817324
GATS6Z,1.1046447222661813
GATS6c,1.2345471978215647
GATS6d,1.1508913621589678
GATS6i,1.1563876075380772
GATS6m,1.1045385342976026
GATS6p,0.9902778810726509
GATS6s,1.156902657449617
GATS6v,0.994171914145783
GATS7Z,0.8769976969781561
GATS7c,0.956216803900106
GATS7d,1.1219215567041654
GATS7i,0.9474311733179401
GATS7m,0.8882436298793479
GATS7p,0.8022740051193041
GATS7s,1.4676682158481131
GATS7v,0.9253612913889026
GATS8Z,1.17996338282504
GATS8c,1.048777847504857
GATS8d,1.0079763986013985
GATS8i,1.0022080554284172
GATS8m,1.1659268770173175
GATS8p,1.0489957316238534
GATS8s,1.8150536025965138
GATS8v,0.984669181064149
MATS1Z,0.049340498290180716
MATS1c,-0.5261709085750178
MATS1d,0.23411371237458192
MATS1i,-0.043565866772723075
MATS1m,0.05190609688301205
MATS1p,0.03345806687611079
MATS1s,-0.07613771683122002
MATS1v,0.043652885059131195
MATS2Z,0.03740390301596684
MATS2c,0.05767589675161509
MATS2d,-0.04766286345233708
MATS2i,0.025976804539165232
MATS2m,0.0350724434838792
MATS2p,0.06343308155906759
MATS2s,0.003262180057926203
MATS2v,-0.0027934447442007375
MATS3Z,-0.043215211754537616
MATS3c,-0.022128625813632816
MATS3d,-0.13501882732651962
MATS3i,0.035574290219987856
MATS3m,-0.044483875316358105
MATS3p,-0.006603938856649827
MATS3s,-0.04535827553194148
MATS3v,-0.06126377086708654
MATS4Z,-0.03782771535580526
MATS4c,-0.05405619291869848
MATS4d,-0.045687645687645696
MATS4i,-0.08799232832620396
MATS4m,-0.043328818170497815
MATS4p,-0.09948784322278882
MATS4s,-0.08716380650578592
MATS4v,-0.11395609116708717
MATS5Z,-0.07544141252006419
MATS5c,0.14757913267519904
MATS5d,-0.03146853146853148
MATS5i,-0.1895752590994494
MATS5m,-0.066877752760371
MATS5p,-0.13274904843576138
MATS5s,0.07776590977763588
MATS5v,-0.013909606020642408
MATS6Z,-0.18388985598987181
MATS6c,-0.18060448373196064
MATS6d,-0.14547424406579335
MATS6i,-0.09303937008656611
MATS6m,-0.18167746478247337
MATS6p,-0.08385456598115336
MATS6s,-0.07307170512792235
MATS6v,-0.07977689920143437
MATS7Z,-0.01563263312164144
MATS7c,0.14067962217119093
MATS7d,-0.08726056552143507
MATS7i,0.07593707519312787
MATS7m,-0.017446387190059146
MATS7p,0.06451777607936621
MATS7s,-0.03321047465103424
MATS7v,-0.00811350813039522
MATS8Z,-0.08725421348314605
MATS8c,-0.012614136662529663
MATS8d,0.016826923076923066
MATS8i,-0.004673503722955937
MATS8m,-0.08309373000141769
MATS8p,-0.010128205676298343
MATS8s,-0.10961575085136269
MATS8v,-0.01893568091052089
MAXaaN,4.61428799760645
MAXaaS,1.5212478175384017
MAXssO,5.378716507544381
MINaaN,4.61428799760645
MINaaS,1.5212478175384017
MINssO,5.310457265027148
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,2
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,36.559629560726805
SpAD_D,314.89941504927765
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,0.648659578190022
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,1051
TMWC10,134.91106819799504
TSRW10,78.30723949951607
VE1_Dt,5.140454596903186
VE2_Dt,0.19038720729271058
VE3_Dt,2.6303932915437813
VR1_Dt,168.81968016206096
VR2_Dt,6.252580746742999
VR3_Dt,6.1220829370140155
Xc-3dv,0.8004818929982487
Xc-4dv,0.0
Xc-5dv,0.12707431601459235
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.21407617506269555
Xch-6d,0.5714781694372535
Xch-7d,0.8659663016858764
Xp-0dv,15.007069323362867
Xp-1dv,9.294855696388685
Xp-2dv,7.160367813525895
Xp-3dv,5.420271567402773
Xp-4dv,4.053172252118198
Xp-5dv,2.6946458203842365
Xp-6dv,1.6648789854673975
Xp-7dv,1.0648571134203606
Xpc-4d,3.955989696300909
Xpc-5d,6.458885008445202
Xpc-6d,9.277142217298188
n3Ring,0
n4Ring,0
n5Ring,2
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,46
nFRing,2
nHBAcc,6
nHBDon,2
nHRing,3
nSpiro,0
naRing,4
piPC10,8.219161916906078
AATS0dv,9.486772486772487
AATS0pe,6.488857142857141
AATS0se,7.880742499999999
AATS1dv,8.920289855072465
AATS1pe,6.671326086956523
AATS1se,7.909778434782604
AATS2dv,7.7587719298245625
AATS2pe,6.681151315789475
AATS2se,7.9974803157894705
AATS3dv,5.816849816849816
AATS3pe,6.435337362637366
AATS3se,7.820763824175823
AATS4dv,4.955555555555556
AATS4pe,6.370189999999998
AATS4se,7.811366022222222
AATS5dv,4.662698412698412
AATS5pe,6.17820119047619
AATS5se,7.656339285714285
AATS6dv,5.741784037558685
AATS6pe,6.492563380281689
AATS6se,7.898442338028169
AATS7dv,5.927536231884058
AATS7pe,6.519828985507246
AATS7se,7.933280347826087
AATS8dv,5.666666666666666
AATS8pe,6.482800000000001
AATS8se,7.933010187500001
AATSC0Z,9.88888888888889
AATSC0c,0.02747972604557546
AATSC0d,0.5674603174603174
AATSC0i,1.6560542390334712
AATSC0m,45.079215836734704
AATSC0p,0.2861024329500254
AATSC0s,1.1137155936906087
AATSC0v,48.48218156073364
AATSC1Z,0.48792270531400933
AATSC1c,-0.01445903242079302
AATSC1d,0.1328502415458937
AATSC1i,-0.0721474383461355
AATSC1m,2.3398861446317625
AATSC1p,0.009572434335059955
AATSC1s,-0.08479576250292965
AATSC1v,2.116387099086636
AATSC2Z,0.36988304093567215
AATSC2c,0.0015849178421672781
AATSC2d,-0.02704678362573096
AATSC2i,0.0430189972736285
AATSC2m,1.5810382497314701
AATSC2p,0.01814835896356663
AATSC2s,0.003633140799938945
AATSC2v,-0.13543229526821732
AATSC3Z,-0.4273504273504276
AATSC3c,-0.0006080885751236792
AATSC3d,-0.07661782661782661
AATSC3i,0.05891295411941784
AATSC3m,-2.0052982166405022
AATSC3p,-0.0018894029739407246
AATSC3s,-0.05051621876283841
AATSC3v,-2.970201262273274
AATSC4Z,-0.3740740740740742
AATSC4c,-0.0014854493724726105
AATSC4d,-0.02592592592592593
