DLiP-ID,C0009Q
DLiP-Mol-ID,30495
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H16NO/c1-8-5-6-9(11-8)7-10(2,3)4/h5-6H,7H2,1-4H3/q+1"
Standard Inchi Key(RDKit),KOWVJDFMEZKDDT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(C[N+](C)(C)C)o1
SMILES(SDF),
MW(SDF),
MW(RDKit),154.233
MW Monoisotopic(RDKit),154.12264055209
MolLogP(RDKit),1.79422
XLogP(SDF),
XLogP(CDK),0.515
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),1
HBA Lipinski(RDKit),2
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),0
HBD Lipinski(RDKit),0
PSA(SDF),
PSA(RDKit),13.14
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),1
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),11
QED Weighted(RDKit),0.591880718145586
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,247.68248850633677
qed,0.5918807181455862
Chi0,8.483127663125442
Chi1,4.972145112102215
TPSA,13.14
Chi0n,7.71726920552962
Chi0v,7.71726920552962
Chi1n,3.8303538360968075
Chi1v,3.8303538360968075
Chi2n,3.9607966262597043
Chi2v,3.9607966262597043
Chi3n,1.4261943445277143
Chi3v,1.4261943445277143
Chi4n,1.037613303157226
Chi4v,1.037613303157226
MolMR,45.18140000000002
MolWt,154.233
fr_SH,0
Kappa1,8.33765625
Kappa2,2.701198255729845
Kappa3,2.7629506850065257
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,0
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,231.95592647952355
MolLogP,1.7942200000000001
NOCount,2
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,2.650069334668718
SMR_VSA1,8.900181794747972
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,13.4684936056032
SMR_VSA6,21.143015948031568
SMR_VSA7,23.653228974672103
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,1
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,1
LabuteASA,68.02024811235552
NHOHCount,0
PEOE_VSA1,8.900181794747972
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,19.056471336613843
PEOE_VSA8,0.0
PEOE_VSA9,21.143015948031568
RingCount,1
SMR_VSA10,0.0
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,0
fr_lactam,0
fr_phenol,0
ExactMolWt,154.12264055209
NumHDonors,0
PEOE_VSA10,12.305003824787018
PEOE_VSA11,5.760247418874442
PEOE_VSA12,0.0
PEOE_VSA13,0.0
PEOE_VSA14,0.0
SlogP_VSA1,0.0
SlogP_VSA2,25.626046805726194
SlogP_VSA3,6.544756405912575
SlogP_VSA4,6.923737199690624
SlogP_VSA5,11.520494837748885
SlogP_VSA6,16.54988507397657
SlogP_VSA7,0.0
