DLiP-ID,T005B0
DLiP-Mol-ID,22205
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H26N2O3/c1-25-23-9-5-8-21(26-23)14-15-29-22-12-10-18(11-13-22)16-20(17-24(27)28)19-6-3-2-4-7-19/h2-13,20H,14-17H2,1H3,(H,25,26)(H,27,28)/t20-/m0/s1"
Standard Inchi Key(RDKit),QQEIIOWLNXVJET-FQEVSTJZSA-N
Canonical SMILES(RDKit),CNc1cccc(CCOc2ccc(C[C@@H](CC(=O)O)c3ccccc3)cc2)n1
SMILES(SDF),
MW(SDF),
MW(RDKit),390.483
MW Monoisotopic(RDKit),390.194342692
MolLogP(RDKit),4.5458
XLogP(SDF),
XLogP(CDK),4.561
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),4
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),71.45
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),10
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.531520493439627
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Integrins
Common Target Pref Name,Integrins
RDKit Descriptors
Ipc,4063539.053530356
qed,0.5315204934396275
Chi0,20.47648072687178
Chi1,14.135361590784807
TPSA,71.45
Chi0n,16.54490439613897
Chi0v,16.54490439613897
Chi1n,9.759643449036144
Chi1v,9.759643449036144
Chi2n,6.916170830755674
Chi2v,6.916170830755674
Chi3n,4.7872874305055175
Chi3v,4.7872874305055175
Chi4n,3.281644652580711
Chi4v,3.281644652580711
MolMR,114.56450000000002
