DLiP-ID,T001PF
AATSC6d,-0.12110546611985071
AATSC6i,-0.11161255004254513
AATSC6m,5.5278204257207655
AATSC6p,-0.0019652962902852343
AATSC6s,0.04805426332864053
AATSC6v,3.7273754360768883
AATSC7Z,-0.7875401529204183
AATSC7c,0.0051620066256847464
AATSC7d,-0.19300547436999513
AATSC7i,-0.3749586038799924
AATSC7m,-4.097954461747272
AATSC7p,-0.0762451818135014
AATSC7s,0.3753575432193722
AATSC7v,-15.217500251030573
AATSC8Z,-3.7237252861602492
AATSC8c,-0.004721105654794766
AATSC8d,0.2210197710718002
AATSC8i,0.21750796824128651
AATSC8m,-17.390198745057226
AATSC8p,0.006718469643258118
AATSC8s,-0.5851341195513933
AATSC8v,-9.602269486335178
ATS0are,187.77490000000003
ATS1are,201.87
ATS2are,328.0349999999999
ATS3are,389.6020000000001
ATS4are,422.3320000000001
ATS5are,401.3579999999999
ATS6are,384.34400000000005
ATS7are,278.72799999999995
ATS8are,239.09600000000003
ATSC0dv,119.9354838709677
ATSC0pe,3.3753354838709657
ATSC0se,2.2053037419354835
ATSC1dv,58.324661810613954
ATSC1pe,0.35205369406867537
ATSC1se,0.2703136857440167
ATSC2dv,30.080124869927158
ATSC2pe,0.6324801248699242
ATSC2se,0.07489722372528593
ATSC3dv,-71.77211238293445
ATSC3pe,-1.5229430801248736
ATSC3se,-0.8972476045785641
ATSC4dv,-81.01560874089495
ATSC4pe,-1.3910543184183155
ATSC4se,-0.7140577398543183
ATSC5dv,-16.793964620187307
ATSC5pe,-0.7228294484911542
ATSC5se,-0.3222476919875127
ATSC6dv,13.560874089490124
ATSC6pe,0.9146092611862691
ATSC6se,0.2594498563995839
ATSC7dv,-33.25910509885534
ATSC7pe,1.1701602497398547
ATSC7se,1.0533304474505727
ATSC8dv,-31.916753381893855
ATSC8pe,-2.6669554630593115
ATSC8se,-1.3853581186264303
AXp-0dv,0.6055891767132444
AXp-1dv,0.3121115663173227
AXp-2dv,0.16669195254773206
AXp-3dv,0.08680894530442448
AXp-4dv,0.04741433951514029
AXp-5dv,0.025526420565191943
AXp-6dv,0.013533066690003771
AXp-7dv,0.007798029643084173
BertzCT,480.88374318185555
ECIndex,192
ETA_eta,11.942424755222829
GATS1dv,0.45336874663797755
GATS1pe,0.7272749291826667
GATS1se,0.7484300659424927
GATS2dv,0.8638903831211526
GATS2pe,0.7133776480574984
GATS2se,0.7968914868096162
GATS3dv,1.3479469248700022
GATS3pe,1.2734889321350504
GATS3se,1.311388299405574
GATS4dv,1.298912625835703
GATS4pe,1.1185173878602679
GATS4se,1.091398735021113
GATS5dv,0.945361199886087
GATS5pe,0.928345628501163
GATS5se,0.8687374730152012
GATS6dv,0.855239217795779
GATS6pe,0.7016884202613242
GATS6se,0.6959513505835964
GATS7dv,1.1854199312393294
GATS7pe,0.9856797986150001
GATS7se,0.9515660514280462
GATS8dv,1.2756858526089299
GATS8pe,2.2123800836045926
GATS8se,2.220796122942087
LogEE_A,3.6994195493559383
LogEE_D,54.32766750747391
MATS1dv,0.4711034158149545
MATS1pe,0.10104240534274168
MATS1se,0.1187439072835787
MATS2dv,0.14397924013308633
MATS2pe,0.10757166029569017
MATS2se,0.01949688541455808
MATS3dv,-0.29446194830810224
MATS3pe,-0.22201783905662395
MATS3se,-0.20020044457324818
MATS4dv,-0.2991470068393148
MATS4pe,-0.18251173667256587
MATS4se,-0.14339320452491375
MATS5dv,-0.06383492073537325
MATS5pe,-0.09762738884118506
MATS5se,-0.06661532978862943
MATS6dv,0.05154573932854481
MATS6pe,0.12352971252896264
MATS6se,0.053633705306229386
MATS7dv,-0.18688168019271695
MATS7pe,0.23363196311232623
MATS7se,0.3218845160108111
MATS8dv,-0.20623991393222166
MATS8pe,-0.6123511259095871
MATS8se,-0.4868501882616827
MAXaaCH,1.9984259259259258
MAXaasC,1.0367129629629632
MAXsCH3,1.9175406273620559
MDEC-11,0.516459056608978
MDEC-12,2.7820717804085047
MDEC-13,5.973221444100828
MDEC-22,3.5327755290014426
MDEC-23,9.71230902565699
MDEC-33,6.585555701217671
MDEO-12,0.14285714285714285
MINaaCH,1.9090721844293272
MINaasC,0.8057804232804233
MINsCH3,1.7563947940287226
NddssSe,0
NssGeH2,0
NssPbH2,0
NssSiH2,0
NssSnH2,0
NsssGeH,0
NsssPbH,0
NsssSiH,0
NsssSnH,0
NsssdAs,0
NssssBe,0
NssssGe,0
NssssPb,0
NssssSi,0
NssssSn,0
NsssssP,0
SM1_DzZ,0.6428571428571429
SM1_Dzi,0.5715179572142502
SM1_Dzm,0.641031336679575
SM1_Dzp,-2.682770346860122
SM1_Dzv,-1.1173135843594801
SddssSe,0
SpAD_Dt,199.05560721565385
SpAbs_A,19.99889840721488
SpAbs_D,108.65533501494784
SpMAD_A,1.24993115045093
SpMAD_D,6.790958438434238
SpMax_A,2.41386168399911
SpMax_D,54.32766750747391
SssGeH2,0
SssPbH2,0
SssSiH2,0
SssSnH2,0
SsssGeH,0
SsssPbH,0
SsssSiH,0
SsssSnH,0
SsssdAs,0
SssssBe,0
SssssGe,0
SssssPb,0
SssssSi,0
SssssSn,0
SsssssP,0
TopoPSA,46.260000000000005
TpiPC10,7.772278920034409
VAdjMat,5.087462841250339
VE1_DzZ,3.935025960058174
VE1_Dzi,3.934133244641596
VE1_Dzm,3.935019648294024
VE1_Dzp,3.912618204047643
VE1_Dzv,3.9256897028163715
VE2_DzZ,0.24593912250363587
VE2_Dzi,0.24588332779009975
VE2_Dzm,0.2459387280183765
VE2_Dzp,0.24453863775297768
VE2_Dzv,0.24535560642602322
VE3_DzZ,1.8399211083126985
VE3_Dzi,1.8396942186546843
VE3_Dzm,1.839919504315857
VE3_Dzp,1.8342103965527983
VE3_Dzv,1.837545685505845
VR1_DzZ,74.72693848240503
VR1_Dzi,74.78996626423259
VR1_Dzm,74.72759040264123
VR1_Dzp,76.11984713478427
VR1_Dzv,75.43602176650529
VR2_DzZ,4.6704336551503145
VR2_Dzi,4.674372891514537
VR2_Dzm,4.670474400165077
VR2_Dzp,4.757490445924017
VR2_Dzv,4.714751360406581
VR3_DzZ,4.783844278630348
VR3_Dzi,4.784687364375973
VR3_Dzm,4.7838530026247446
VR3_Dzp,4.802312663458114
VR3_Dzv,4.793288532438488
Xch-3dv,0.0
Xch-4dv,0.0
Xch-5dv,0.02282177322938192
Xch-6dv,0.08483221085123258
Xch-7dv,0.08874609974251058
Xpc-4dv,1.1208977080065352
Xpc-5dv,1.4588529377777846
Xpc-6dv,1.6112762652682255
Zagreb1,82.0
Zagreb2,96.0
fragCpx,49.03
n10Ring,0
n11Ring,0
n12Ring,0
n3ARing,0
n3HRing,0
n3aRing,0
n4ARing,0
n4FRing,0
n4HRing,0
n4aRing,0
n5ARing,0
n5FRing,0
n5HRing,1
n5aRing,1
n6ARing,0
n6FRing,0
n6HRing,0
n6aRing,1
n7ARing,0
n7FRing,0
n7HRing,0
n7aRing,0
n8ARing,0
n8FRing,0
n8HRing,0
n8aRing,0
n9ARing,0
n9FRing,0
n9HRing,0
n9aRing,0
nAHRing,0
nBondsA,11
nBondsD,0
nBondsM,11
nBondsO,17
nBondsS,21
nBondsT,0
nFARing,0
nFHRing,0
nFaRing,0
nHetero,3
naHRing,1
AATS0are,6.057254838709678
AATS1are,6.3084375
AATS2are,6.074722222222221
AATS3are,6.184158730158732
AATS4are,6.033314285714288
AATS5are,5.902323529411763
AATS6are,5.652117647058824
AATS7are,6.059304347826086
AATS8are,5.977400000000001
AATSC0dv,3.868886576482829
AATSC0pe,0.10888178980228921
AATSC0se,0.0711388303850156
AATSC1dv,1.822645681581686
AATSC1pe,0.011001677939646105
AATSC1se,0.008447302679500522
AATSC2dv,0.5570393494430955
AATSC2pe,0.011712594904998597
AATSC2se,0.001386985624542332
AATSC3dv,-1.1392398790941975
AATSC3pe,-0.024173699684521804
AATSC3se,-0.014242025469501018
AATSC4dv,-1.157365839155642
AATSC4pe,-0.019872204548833077
AATSC4se,-0.01020082485506169
AATSC5dv,-0.24697006794393098
AATSC5pe,-0.010629844830752267
AATSC5se,-0.004738936646875186
AATSC6dv,0.19942461896309005
AATSC6pe,0.013450136193915722
AATSC6se,0.0038154390646997632
AATSC7dv,-0.7230240238881597
AATSC7pe,0.025438266298692492
AATSC7se,0.022898487988055927
AATSC8dv,-0.7979188345473464
AATSC8pe,-0.0666738865764828
AATSC8se,-0.034633952965660755
AETA_eta,0.7464015472014268
ATSC0are,3.554741935483871
ATSC1are,0.4338792924037457
ATSC2are,0.4708979188345463
ATSC3are,-1.5879529656607703
ATSC4are,-1.3672075962539023
ATSC5are,-0.6586726326742969
ATSC6are,0.7810338189386061
ATSC7are,1.4497958376690934
ATSC8are,-2.655654110301768
BCUTZ-1h,8.033336429388406
BCUTZ-1l,5.682020456532259
BCUTc-1h,0.3797241938637282
BCUTc-1l,-0.4660038718261851
BCUTd-1h,3.2512563731067434
BCUTd-1l,0.9884262197938829
BCUTi-1h,14.564917265553216
BCUTi-1l,10.942601839030557
BCUTm-1h,16.015979221800993
BCUTm-1l,11.693326198208545
BCUTp-1h,1.997565254764457
BCUTp-1l,0.7157225439502044
BCUTs-1h,6.002600962607744
BCUTs-1l,1.2825783919397915
BCUTv-1h,20.905059028071168
BCUTv-1l,14.681756246284273
BalabanJ,1.9791829412519164
Diameter,7
ETA_beta,19.5
GATS1are,0.7199626010689942
GATS2are,0.7395989304004038
GATS3are,1.2934098110872425
GATS4are,1.1110209767183181
GATS5are,0.9037389722897331
GATS6are,0.6960482937242336
GATS7are,0.969030167711501
GATS8are,2.23514115629282
HybRatio,0.3076923076923077
Lipinski,True
LogEE_Dt,99.52780360782693
MATS1are,0.11824221621278244
MATS2are,0.07604779521120239
MATS3are,-0.2198116475673941
MATS4are,-0.17032956562208723
MATS5are,-0.0844723006764889
MATS6are,0.10016466499301524
MATS7are,0.2748543616156201
MATS8are,-0.5789820957013345
MAXsssCH,-0.4579421768707488
MINsssCH,-0.4579421768707488
NsssssAs,0
RotRatio,0.11764705882352941
SM1_Dzpe,0.6786260709914321
SM1_Dzse,0.6372525935499613
SMR_VSA1,9.629622331814055
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,26.875177986820173
SMR_VSA6,0.0
SMR_VSA7,41.28309517926634
SMR_VSA8,0.0
SMR_VSA9,11.126902983393991
SpAD_DzZ,84.76466443754944
SpAD_Dzi,85.0979515273136
SpAD_Dzm,84.77125887125273
SpAD_Dzp,98.18196224785032
SpAD_Dzv,91.80715948909078
SpAbs_Dt,199.05560721565377
SpDiam_A,4.751219867756843
SpDiam_D,79.6136812967174
SpMAD_Dt,12.440975450978366
SpMax_Dt,99.52780360782693
SsssssAs,0
VE1_Dzpe,3.935077461687806
VE1_Dzse,3.9350158226409775
VE2_Dzpe,0.24594234135548787
VE2_Dzse,0.2459384889150611
VE3_Dzpe,1.8399341962295588
VE3_Dzse,1.839918532108537
VMcGowan,172.52999999999966
VR1_Dzpe,74.71861876515719
VR1_Dzse,74.72836340274281
VR2_Dzpe,4.669913672822324
VR2_Dzse,4.670522712671426
VR3_Dzpe,4.783732937518446
VR3_Dzse,4.7838633468108664
mZagreb1,6.166666666666667
mZagreb2,3.527777777777778
n10ARing,0
n10FRing,0
n10HRing,0
n10aRing,0
n11ARing,0
n11FRing,0
n11HRing,0
n11aRing,0
n12ARing,0
n12FRing,0
n12HRing,0
n12aRing,0
n3AHRing,0
n3aHRing,0
n4AHRing,0
n4FARing,0
n4FHRing,0
n4FaRing,0
n4aHRing,0
n5AHRing,0
n5FARing,0
n5FHRing,0
n5FaRing,0
n5aHRing,1
n6AHRing,0
n6FARing,0
n6FHRing,0
n6FaRing,0
n6aHRing,0
n7AHRing,0
n7FARing,0
n7FHRing,0
n7FaRing,0
n7aHRing,0
n8AHRing,0
n8FARing,0
n8FHRing,0
n8FaRing,0
n8aHRing,0
n9AHRing,0
n9FARing,0
n9FHRing,0
n9FaRing,0
n9aHRing,0
nBondsKD,5
nBondsKS,27
nFAHRing,0
nFaHRing,0
nG12Ring,0
AATSC0are,0.1146690946930281
AATSC1are,0.013558727887617052
AATSC2are,0.008720331830269375
AATSC3are,-0.025205602629536035
AATSC4are,-0.019531537089341463
AATSC5are,-0.009686362245210248
AATSC6are,0.011485791454979502
AATSC7are,0.03151730081889333
AATSC8are,-0.0663913527575442
AETA_beta,1.21875
BCUTdv-1h,6.033246189876152
BCUTdv-1l,0.9934653585766471
BCUTpe-1h,3.515079985780811
BCUTpe-1l,2.2315017865269318
BCUTse-1h,3.7232664126338846
BCUTse-1l,2.427472544971122
ETA_alpha,7.566666666666666
ETA_dBeta,0.5
ETA_eta_B,0.3219894094980811
ETA_eta_F,11.93961803309807
ETA_eta_L,3.6475672461135638
ETA_eta_R,23.8820427883209
ETA_psi_1,0.5761421319796955
LabuteASA,94.7078330861361
LogEE_DzZ,42.42251079020329
LogEE_Dzi,42.58469563598268
LogEE_Dzm,42.42569389416883
LogEE_Dzp,48.58796168388889
LogEE_Dzv,45.69408344747797
PEOE_VSA1,9.629622331814055
PEOE_VSA2,0.0
PEOE_VSA3,0.0
PEOE_VSA4,0.0
PEOE_VSA5,0.0
PEOE_VSA6,23.355764462510276
PEOE_VSA7,37.964481650927475
PEOE_VSA8,5.563451491696996
PEOE_VSA9,11.797894382596763
SM1_Dzare,0.7570963238715681
SpAD_Dzpe,84.64490096046734
SpAD_Dzse,84.78369744551759
SpAbs_DzZ,84.20216443754948
SpAbs_Dzi,84.59787331475117
SpAbs_Dzm,84.2103564516581
SpAbs_Dzp,99.8586937146379
SpAbs_Dzv,92.50548047931551
SpDiam_Dt,145.34335264657412
SpMAD_DzZ,5.29779152734684
SpMAD_Dzi,5.3186219704571
SpMAD_Dzm,5.298203679453295
SpMAD_Dzp,6.136372640490645
SpMAD_Dzv,5.737947468068174
SpMax_DzZ,42.42251079020329
SpMax_Dzi,42.58469563598268
SpMax_Dzm,42.42569389416883
SpMax_Dzp,48.58796168388889
SpMax_Dzv,45.69408344747797
VE1_Dzare,3.935275238201793
VE2_Dzare,0.24595470238761205
VE3_Dzare,1.8399844548447875
VR1_Dzare,74.69472915562052
VR2_Dzare,4.668420572226283
VR3_Dzare,4.783413158729299
n10AHRing,0
n10FARing,0
n10FHRing,0
n10FaRing,0
n10aHRing,0
n11AHRing,0
n11FARing,0
n11FHRing,0
n11FaRing,0
n11aHRing,0
n12AHRing,0
n12FARing,0
n12FHRing,0
n12FaRing,0
n12aHRing,0
n4FAHRing,0
n4FaHRing,0
n5FAHRing,0
n5FaHRing,0
n6FAHRing,0
n6FaHRing,0
n7FAHRing,0
n7FaHRing,0
n8FAHRing,0
n8FaHRing,0
n9FAHRing,0
n9FaHRing,0
nAromAtom,11
nAromBond,11
nG12ARing,0
nG12FRing,0
nG12HRing,0
nG12aRing,0
AETA_alpha,0.47291666666666665
AETA_dBeta,0.03125
AETA_eta_B,0.020124338093630068
AETA_eta_F,0.7462261270686293
AETA_eta_L,0.22797295288209773
AETA_eta_R,1.4926276742700562
BCUTare-1h,3.569509583264433
BCUTare-1l,2.1816070774530036
ETA_beta_s,9.5
ETA_dPsi_A,0.13785786802030442
ETA_dPsi_B,0.0
ETA_eta_BR,0.49398940949808107
ETA_eta_FL,3.94465690676145
ETA_eta_RL,7.592224152875014
LogEE_Dzpe,42.36486460967064
LogEE_Dzse,42.43167700985566
PEOE_VSA10,5.760247418874442
PEOE_VSA11,0.0
PEOE_VSA12,0.0
PEOE_VSA13,0.0
SlogP_VSA1,0.0
SlogP_VSA2,10.263190651966152
SlogP_VSA3,0.0
SlogP_VSA4,13.847474399381248
SlogP_VSA5,30.045330492858827
SlogP_VSA6,28.788563210819788
SlogP_VSA7,0.0
SlogP_VSA8,11.126902983393991
SlogP_VSA9,0.0
SpAD_Dzare,84.37096639001334
SpAbs_Dzpe,84.0511031483498
SpAbs_Dzse,84.22610142616136
SpDiam_DzZ,62.45439947367544
SpDiam_Dzi,62.651523676617586
SpDiam_Dzm,62.45772889422245
SpDiam_Dzp,69.05815405889231
SpDiam_Dzv,65.71060190505214
SpMAD_Dzpe,5.290306310029209
SpMAD_Dzse,5.298981090344849
SpMax_Dzpe,42.36486460967064
SpMax_Dzse,42.43167700985566
n10FAHRing,0
n10FaHRing,0
n11FAHRing,0
n11FaHRing,0
n12FAHRing,0
n12FaHRing,0
nG12AHRing,0
nG12FARing,0
nG12FHRing,0
nG12FaRing,0
nG12aHRing,0
nHeavyAtom,16
AETA_beta_s,0.59375
AETA_eta_BR,0.030874338093630067
AETA_eta_FL,0.24654105667259063
AETA_eta_RL,0.47451400955468837
DetourIndex,783
EState_VSA1,6.103966387748303
EState_VSA2,0.0
EState_VSA3,0.0
EState_VSA4,28.14452988881389
EState_VSA5,0.0
EState_VSA6,6.923737199690624
EState_VSA7,38.112942673227685
EState_VSA8,5.156663257125445
EState_VSA9,4.523094936973348
ETA_beta_ns,10.0
ETA_shape_p,0.2422907488986784
ETA_shape_x,0.0
ETA_shape_y,0.39647577092511016
GhoseFilter,True
LogEE_Dzare,42.23280171524864
SlogP_VSA10,0.0
SlogP_VSA11,0.0
SpAbs_Dzare,83.70850710662575
SpDiam_Dzpe,62.39660412488509
SpDiam_Dzse,62.463644169101556
SpMAD_Dzare,5.2731853993758335
SpMax_Dzare,42.23280171524864
TopoPSA(NO),46.260000000000005
VSA_EState1,0.0
VSA_EState2,0.0
VSA_EState3,0.0
VSA_EState4,0.0
VSA_EState5,0.0
VSA_EState6,0.0
VSA_EState7,0.0
VSA_EState8,5.137538265306122
VSA_EState9,31.029128401360545
nBridgehead,0
nG12FAHRing,0
nG12FaHRing,0
AETA_beta_ns,0.625
EState_VSA10,5.106527394840706
ETA_dAlpha_A,0.0
ETA_dAlpha_B,0.027083333333333348
FilterItLogS,-3.7927220069192984
SpDiam_Dzare,62.259844607635166
ETA_beta_ns_d,0.0
ETA_epsilon_1,0.5688172043010755
ETA_epsilon_2,0.8208333333333332
ETA_epsilon_3,0.43913043478260905
ETA_epsilon_4,0.513675213675214
ETA_epsilon_5,0.7901960784313724
AETA_beta_ns_d,0.0
ETA_dEpsilon_A,0.12968676951846647
ETA_dEpsilon_B,0.05514199062586156
ETA_dEpsilon_C,-0.07454477889260491
ETA_dEpsilon_D,0.030637254901960786
PetitjeanIndex,0.42857142857142855
TopoShapeIndex,0.75
CDK Descriptors
FMFDescriptor,0.6875
MDEDescriptor,"0.516459056608978,2.7820717804085047,5.973221444100828,0.0,3.5327755290014426,9.71230902565699,0.0,6.585555701217671,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0"
APolDescriptor,35.585894999999994
BCUTDescriptor,"11.85,15.995922195427974,-0.38813774527581996,0.12033714056794025,5.11069551478166,10.126983010434177"
BPolDescriptor,18.314104999999998
TPSADescriptor,46.260000000000005
ALOGPDescriptor,"2.0902,4.3689360399999995,64.96130000000001"
XLogPDescriptor,2.734
VAdjMaDescriptor,5.08746284125034
WeightDescriptor,217.11027884
ChiPathDescriptor,"11.706742302257043,7.5922241528750165,7.040050473571073,5.633950552165128,4.622638713451117,3.2269907230954,1.8623744798886535,1.4324884134248557,9.68942682741191,5.305896627394485,4.00060686114557,2.6910773044371585,1.8491592410904718,1.04658324317287,0.5277896009101471,0.32751724500953544"
ChiChainDescriptor,"0.0,0.0,0.09622504486493763,0.33133897861876416,0.38212862097282496,0.0,0.0,0.02282177322938192,0.08483221085123258,0.08874609974251059"
AtomCountDescriptor,31
BondCountDescriptor,17
SmallRingDescriptor,"2,2,2,2,0,0,1,1,0,0,0"
ChiClusterDescriptor,"1.2491822985688097,0.0,0.3793570624858994,0.0,0.5850232945628068,0.0,0.11733284949726566,0.0"
RuleOfFiveDescriptor,0
CarbonTypesDescriptor,"0,0,0,6,3,3,1,0,0"
ZagrebIndexDescriptor,82.0
LargestChainDescriptor,8
MannholdLogPDescriptor,2.5599999999999996
WeightedPathDescriptor,"31.947684568909814,1.9967302855568634,8.367401705470101,5.393462139068301,2.9739395664018007"
FractionalPSADescriptor,0.21307144114577567
WienerNumbersDescriptor,"422.0,23.0"
AminoAcidCountDescriptor,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
ChiPathClusterDescriptor,"2.8394965840143587,4.35575887571499,5.176385902957592,1.1208977080065352,1.4588529377777841,1.3999370420653086"
FractionalCSP3Descriptor,0.3076923076923077
KierHallSmartsDescriptor,"0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
BasicGroupCountDescriptor,0
HBondDonorCountDescriptor,1
LargestPiSystemDescriptor,11
PetitjeanNumberDescriptor,0.42857142857142855
AcidicGroupCountDescriptor,0
KappaShapeIndicesDescriptor,"12.456747404844291,5.104166666666667,2.651404786680541"
AromaticAtomsCountDescriptor,11
AromaticBondsCountDescriptor,11
FragmentComplexityDescriptor,784.03
HBondAcceptorCountDescriptor,1
HybridizationRatioDescriptor,0.3076923076923077
AutocorrelationDescriptorMass,"17.90891837235837,18.38382748451219,26.159005685204157,24.660731774891147,21.660731774891147"
PetitjeanShapeIndexDescriptor,"0.75,NaN"
RotatableBondsCountDescriptor,2
AutocorrelationDescriptorCharge,"0.17078921548526613,-0.016906954543550037,-0.06303112503964033,-0.00845944080376547,0.011120146408459689"
EccentricConnectivityIndexDescriptor,192
AutocorrelationDescriptorPolarizability,"968.5426799946289,1121.5971550859374,1549.3427218566894,1430.2642665263668,1161.1358029267583"
