DLiP-ID,C000QC
GGI7,0.22743055555555555
GGI8,0.15621063240110855
GGI9,0.085625
JGI1,0.20454545454545453
JGI2,0.07407407407407413
JGI3,0.036057692307692304
JGI4,0.04060606060606062
JGI5,0.02152777777777777
JGI6,0.01582766439909297
JGI7,0.01337826797385621
JGI8,0.009763164525069284
JGI9,0.006116071428571429
MIC0,12.240882775003081
MIC1,27.129131914452778
MIC2,31.373072886078262
MIC3,32.85783881515217
MIC4,33.04579672112004
MIC5,33.04579672112004
MPC2,27
MPC3,29
MPC4,31
MPC5,35
MPC6,31
MPC7,29
MPC8,28
MPC9,25
Mare,0.9597647058823531
NaaN,0
NaaO,0
NaaS,0
NdNH,0
NdSe,0
NddC,0
NdsN,0
NsBr,0
NsCl,0
NsLi,0
NsOH,1
NsSH,0
NssO,1
NssS,0
NtCH,0
NtsC,0
RNCG,0.23379399022609107
RPCG,0.13598351952863325
SIC0,0.23712478994964453
SIC1,0.5327982633985414
SIC2,0.76150977272389
SIC3,0.8417717402524267
SIC4,0.874644129982394
SIC5,0.874644129982394
SaaN,0
SaaO,0
SaaS,0
Sare,48.94800000000001
SdNH,0
SdSe,0
SddC,0
SdsN,0
SsBr,0
SsCl,0
SsLi,0
SsOH,9.521206599891457
SsSH,0
SssO,5.048873527963292
SssS,0
StCH,0
StsC,0
TIC0,68.5987060537216
TIC1,154.13517694447478
TIC2,220.2999739808553
TIC3,243.51925492972893
TIC4,253.02902993405587
TIC5,253.02902993405587
Vabc,323.4493396906556
WPol,26
apol,52.90299699999997
bpol,32.267002999999995
nRot,10
ABCGG,13.028060669769054
ATS0Z,918.0
ATS0d,127.0
ATS0i,8412.504238540721
ATS0m,3590.320086
ATS0p,66.233586240621
ATS0s,185.13888888888889
ATS0v,9417.219324099668
ATS1Z,1029.0
ATS1d,154.0
ATS1i,7486.533858910751
ATS1m,3770.4954699999994
ATS1p,84.98769665600001
ATS1s,140.94444444444446
ATS1v,11896.077646086766
ATS2Z,1382.0
ATS2d,246.0
ATS2i,14347.961783406634
ATS2m,4888.000375
ATS2p,123.423004675584
ATS2s,226.0277777777778
ATS2v,16397.671611697537
ATS3Z,1487.0
ATS3d,269.0
ATS3i,19559.95455681577
ATS3m,5064.474261999999
ATS3p,141.32199856031897
ATS3s,301.63888888888886
ATS3v,17974.389690582226
ATS4Z,1327.0
ATS4d,260.0
ATS4i,21831.779892042003
ATS4m,4383.840394
ATS4p,134.70233942590298
ATS4s,295.0833333333333
ATS4v,16601.60504634878
ATS5Z,1197.0
ATS5d,237.0
ATS5i,19518.396332682056
ATS5m,3963.530428
ATS5p,121.431056741658
ATS5s,267.1111111111111
ATS5v,14973.788998728402
ATS6Z,1097.0
ATS6d,210.0
ATS6i,17434.436101516963
ATS6m,3625.536602
ATS6p,110.359181811715
ATS6s,252.44444444444446
ATS6v,13625.452562316621
ATS7Z,1011.0
ATS7d,194.0
ATS7i,16701.75978308921
ATS7m,3380.257157
ATS7p,100.255779573111
ATS7s,234.1388888888889
ATS7v,12370.167646951846
ATS8Z,944.0
ATS8d,176.0
ATS8i,14273.264584868672
ATS8m,3182.4793239999995
ATS8p,91.64501853946999
ATS8s,226.66666666666666
ATS8v,11433.768962092172
C1SP1,0
C1SP2,1
C1SP3,3
C2SP1,0
C2SP2,5
C2SP3,6
C3SP2,1
C3SP3,1
C4SP3,0
FCSP3,0.6111111111111112
GGI10,0.053667993061932456
JGI10,0.004878908460175678
JGT10,0.4267751360978249
Kier1,20.045454545454547
Kier2,11.522633744855968
Kier3,9.036860879904875
MAXdO,11.786953840178047
MID_C,35.66399080133669
MID_N,2.005222430243448
MID_O,5.420256796729255
MID_X,0.0
MID_h,7.425479226972701
MINdO,11.786953840178047
MPC10,20
MWC01,22.0
MWC02,4.59511985013459
MWC03,5.351858133476067
MWC04,6.150602768446279
MWC05,6.930494765951626
MWC06,7.734121303328305
MWC07,8.526549286340263
MWC08,9.334414687078109
MWC09,10.135511555656276
MWC10,10.947273998920458
NaaCH,3
NaaNH,0
NaaSe,0
NaaaC,0
NaasC,3
NaasN,0
NdCH2,0
NddsN,0
NdsCH,0
NdssC,1
NdssS,0
NsCH3,3
NsNH2,0
NsNH3,0
NsPH2,0
NsSeH,0
NssBH,0
NssBe,0
NssNH,1
NssPH,0
NssSe,0
NsssB,0
NsssN,0
NsssP,0
SLogP,4.013600000000004
SRW02,3.8066624897703196
SRW03,0.0
SRW04,5.030437921392435
SRW05,0.0
SRW06,6.421622267806518
SRW07,0.0
SRW08,7.896924656268864
SRW09,0.0
SRW10,9.423433587436891
SaaCH,5.097841136702588
SaaNH,0
SaaSe,0
SaaaC,0
SaasC,1.45445280540321
SaasN,0
SdCH2,0
SddsN,0
SdsCH,0
SdssC,0.07953834929033321
SdssS,0
SsCH3,5.9942792263935
SsNH2,0
SsNH3,0
SsPH2,0
SsSeH,0
SssBH,0
SssBe,0
SssNH,2.902730484168976
SssPH,0
SssSe,0
SsssB,0
SsssN,0
SsssP,0
VE1_A,3.4268088734106543
VE1_D,4.617556650410122
VE2_A,0.15576403970048427
VE2_D,0.20988893865500555
VE3_A,2.020086830884642
VE3_D,2.3183230620126722
VR1_A,1385.5005084267214
VR1_D,110.558197940566
VR2_A,62.97729583757825
VR2_D,5.025372633662091
VR3_A,8.022274091629864
VR3_D,5.4939994208709635
WPath,1411
Xc-3d,1.30341649735279
Xc-4d,0.0
Xc-5d,0.11785113019775792
Xc-6d,0.0
Xp-0d,16.372032720186702
Xp-1d,10.524075805453153
Xp-2d,8.892622429804241
Xp-3d,6.291566847432167
Xp-4d,4.4073279649613255
Xp-5d,3.315457525987345
Xp-6d,2.0245127892820522
Xp-7d,1.2778268350522626
ZMIC0,77.25122862055484
ZMIC1,39.25759034573043
ZMIC2,27.947548251124424
ZMIC3,23.537530868673457
ZMIC4,22.457539531784157
ZMIC5,22.457539531784157
nAcid,0
nAtom,51
nBase,0
nRing,1
piPC1,3.295836866004329
piPC2,3.7013019741124933
piPC3,4.029806041084529
piPC4,4.386703182557784
piPC5,4.829812613426037
piPC6,4.7481876928230164
piPC7,4.706993202065745
piPC8,4.743028143019941
piPC9,4.704449750079915
AATS0Z,18.0
AATS0d,2.4901960784313726
AATS0i,164.95106350079845
AATS0m,70.39843305882353
AATS0p,1.298697769423941
AATS0s,3.6301742919389977
AATS0v,184.65135929607192
AATS1Z,20.176470588235293
AATS1d,3.019607843137255
AATS1i,146.79478154726962
AATS1m,73.93128372549019
AATS1p,1.6664254246274512
AATS1s,2.763616557734205
AATS1v,233.25642443307385
AATS2Z,15.021739130434783
AATS2d,2.6739130434782608
AATS2i,155.95610634137645
AATS2m,53.13043885869565
AATS2p,1.3415543986476521
AATS2s,2.4568236714975846
AATS2v,178.23556099671237
AATS3Z,12.188524590163935
AATS3d,2.2049180327868854
AATS3i,160.32749636734238
AATS3m,41.51208411475409
AATS3p,1.1583770373796638
AATS3s,2.4724499089253187
AATS3v,147.33106303755923
AATS4Z,10.053030303030303
AATS4d,1.9696969696969697
AATS4i,165.39227190940912
AATS4m,33.21091207575758
AATS4p,1.020472268378053
AATS4s,2.235479797979798
AATS4v,125.76973519961197
AATS5Z,10.14406779661017
AATS5d,2.0084745762711864
AATS5i,165.4101384125598
AATS5m,33.58924091525424
AATS5p,1.0290767520479491
AATS5s,2.2636534839924667
AATS5v,126.89651693837628
AATS6Z,10.349056603773585
AATS6d,1.9811320754716981
AATS6i,164.47581227846192
AATS6m,34.20317549056604
AATS6p,1.0411243567142925
AATS6s,2.3815513626834384
AATS6v,128.54200530487378
AATS7Z,10.11
AATS7d,1.94
AATS7i,167.01759783089207
AATS7m,33.80257157
AATS7p,1.00255779573111
AATS7s,2.341388888888889
AATS7v,123.70167646951846
AATS8Z,10.850574712643677
AATS8d,2.0229885057471266
AATS8i,164.06051246975485
AATS8m,36.58022211494252
AATS8p,1.0533910176950574
AATS8s,2.6053639846743293
AATS8v,131.4226317481859
AMID_C,1.6210904909698494
AMID_N,0.0911464741019749
AMID_O,0.24637530894223889
AMID_X,0.0
AMID_h,0.3375217830442137
ATS0dv,244.0
ATS0pe,302.1473999999999
ATS0se,380.8215279999999
ATS1dv,219.0
ATS1pe,320.35799999999995
ATS1se,388.25131999999996
ATS2dv,269.0
ATS2pe,553.7290999999999
ATS2se,688.2939799999999
ATS3dv,266.0
ATS3pe,718.3976
ATS3se,905.5240239999999
ATS4dv,204.0
ATS4pe,761.3064999999999
ATS4se,972.1939600000001
ATS5dv,185.0
ATS5pe,681.9201
ATS5se,870.4493840000001
ATS6dv,182.0
ATS6pe,615.1691000000001
ATS6se,783.471456
ATS7dv,178.0
ATS7pe,576.1011
ATS7se,736.780996
ATS8dv,144.0
ATS8pe,504.8966
ATS8se,642.7765440000001
ATSC0Z,364.5882352941176
ATSC0c,0.9898434950444049
ATSC0d,22.50980392156863
ATSC0i,66.17200917446587
ATSC0m,1737.0717652941173
ATSC0p,11.356584444895335
ATSC0s,64.31045751633985
ATSC0v,2549.00204359814
ATSC1Z,1.2352941176470678
ATSC1c,-0.5156990819578772
ATSC1d,6.568627450980393
ATSC1i,-4.092381241893204
ATSC1m,5.761183999999677
ATSC1p,-0.3769942286666681
ATSC1s,-2.715686274509804
ATSC1v,-31.956779140829035
ATSC2Z,1.9584775086505224
ATSC2c,-0.07786981615244834
ATSC2d,-4.939254133025759
ATSC2i,-4.744860251688284
ATSC2m,4.8261613321797245
ATSC2p,-0.9772264835834458
ATSC2s,9.677431757016532
ATSC2v,-149.82149017999467
ATSC3Z,-22.093425605536325
ATSC3c,0.3163698176568897
ATSC3d,-0.6312956555171096
ATSC3i,-22.69707175185939
ATSC3m,-117.87826725259525
ATSC3p,-3.2654644031777775
ATSC3s,6.290561322568241
ATSC3v,-580.2154970918768
ATSC4Z,12.065743944636663
ATSC4c,-0.31225788061485726
ATSC4d,-0.5940023068050748
ATSC4i,-6.591885845439656
ATSC4m,58.51244253287203
ATSC4p,-0.4690677831893328
ATSC4s,-6.074778931180315
ATSC4v,24.639678772635058
ATSC5Z,13.442906574394446
ATSC5c,0.10319677698302905
ATSC5d,-0.7481737793156475
ATSC5i,2.802564993160157
ATSC5m,65.2786550449827
ATSC5p,0.5176188933577782
ATSC5s,-1.542387543252596
ATSC5v,112.44332249005575
ATSC6Z,-12.536332179930792
ATSC6c,0.018660135175137704
ATSC6d,2.0580545943867747
ATSC6i,-7.271772842876057
ATSC6m,-62.57747194463664
ATSC6p,-1.073502683019555
ATSC6s,-3.8500576701268767
ATSC6v,-206.21509735582566
ATSC7Z,63.65051903114187
ATSC7c,-0.20223234497171422
ATSC7d,0.9611687812379857
ATSC7i,13.201923532096227
ATSC7m,300.64716379584786
ATSC7p,1.4958638231267782
ATSC7s,5.957708573625531
ATSC7v,401.58687680967654
ATSC8Z,36.76124567474047
ATSC8c,0.267404076782158
ATSC8d,-3.5951557093425617
ATSC8i,-1.8361769505589987
ATSC8m,168.22299096885817
ATSC8p,-0.2815152870513331
ATSC8s,22.07170319108036
ATSC8v,36.05497065686497
AXp-0d,0.7441833054630319
AXp-1d,0.4783670820660524
AXp-2d,0.32935638628904595
AXp-3d,0.21695058094593678
AXp-4d,0.1421718698374621
AXp-5d,0.09472735788535272
AXp-6d,0.06530686417038878
AXp-7d,0.04406299431214698
GATS1Z,1.0460363558137036
GATS1c,1.5185810268985596
GATS1d,1.0452961672473866
GATS1i,1.4234585887053812
GATS1m,1.0537428357954184
GATS1p,1.3399370534495127
GATS1s,0.7531293934312383
GATS1v,1.2403486072157357
GATS2Z,1.000234998667172
GATS2c,0.9784448593465273
GATS2d,1.4848602484472047
GATS2i,1.200616940051693
GATS2m,1.0059563258232183
GATS2p,1.1776966926586974
GATS2s,0.5590474396675337
GATS2v,1.1278425158326126
GATS3Z,1.0083236792407917
GATS3c,0.7404960443456228
GATS3d,1.0286956645913063
GATS3i,1.1902071233925189
GATS3m,1.0134357476345652
GATS3p,1.1608524081004323
GATS3s,0.8927195420932194
GATS3v,1.1219981165850688
GATS4Z,0.9547923572608955
GATS4c,1.0009424730050422
GATS4d,0.8834534368070952
GATS4i,0.9955248630740314
GATS4m,0.9546150515895009
GATS4p,0.9625940760561518
GATS4s,1.0134871120884135
GATS4v,0.9534377069789559
GATS5Z,0.9553382447044154
GATS5c,0.9142896012951875
GATS5d,0.9694457568062362
GATS5i,0.9385885493105484
GATS5m,0.954787905140803
GATS5p,0.928130370746912
GATS5s,0.9821889203065132
GATS5v,0.9382130369868368
GATS6Z,0.9923316712025182
GATS6c,0.8552044074700392
GATS6d,0.8277315758332784
GATS6i,1.0222371399461214
GATS6m,0.9929847447329512
GATS6p,1.0080236393962299
GATS6s,1.2067624045170269
GATS6v,1.0065789612409743
GATS7Z,0.8770167796063246
GATS7c,0.9573052718728495
GATS7d,0.8662891986062717
GATS7i,0.8465928523272943
GATS7m,0.8774262166088075
GATS7p,0.8531648629350105
GATS7s,1.012341836475431
GATS7v,0.8585241759180683
GATS8Z,0.9142734215338283
GATS8c,0.7370709040232574
GATS8d,1.0978613480716086
GATS8i,0.9816287943880128
GATS8m,0.9167527379442769
GATS8p,0.9871205519405797
GATS8s,0.8597691219942144
GATS8v,0.9668855694352868
MATS1Z,0.0033881897386253876
MATS1c,-0.520990524804876
MATS1d,0.29181184668989546
MATS1i,-0.061844597027474746
MATS1m,0.003316606783384223
MATS1p,-0.03319609258363971
MATS1s,-0.04222775547537986
MATS1v,-0.012536976665471496
MATS2Z,0.0029778189317732286
MATS2c,-0.043609887338769866
MATS2d,-0.12163876685350705
MATS2i,-0.039749480156706166
MATS2m,0.0015401620683102705
MATS2p,-0.047701259071127065
MATS2s,0.08341821009816248
MATS2v,-0.032582640563579714
MATS3Z,-0.025332074333867607
MATS3c,0.13360996685193527
MATS3d,-0.011723881875821116
MATS3i,-0.14338570457409355
MATS3m,-0.028367843837737317
MATS3p,-0.12020085718189308
MATS3s,0.04089009754094195
MATS3v,-0.09515453385080314
MATS4Z,0.01278638270409808
MATS4c,-0.12188299548520676
MATS4d,-0.010195597085840986
MATS4i,-0.03848855456425858
MATS4m,0.013014476731012293
MATS4p,-0.015958207795084174
MATS4s,-0.03649598787817194
MATS4v,0.0037347462758362646
MATS5Z,0.01593597716048368
MATS5c,0.045059645342870366
MATS5d,-0.01436544026457213
MATS5i,0.01830499187459367
MATS5m,0.01624207851265193
MATS5p,0.019699289115937185
MATS5s,-0.010365734444615752
MATS5v,0.019065651699284737
MATS6Z,-0.016543681163126264
MATS6c,0.009070110184432423
MATS6d,0.04398954703832753
MATS6i,-0.052872554481869095
MATS6m,-0.017332633893451813
MATS6p,-0.045479921926507995
MATS6s,-0.028803810593995928
MATS6v,-0.03892374195367596
MATS7Z,0.08903678606001937
MATS7c,-0.10419677095614736
MATS7d,0.021777003484320562
MATS7i,0.10174968367088913
MATS7m,0.08826926820143259
MATS7p,0.0671760557495408
MATS7s,0.047246303165811306
MATS7v,0.08034882031080239
MATS8Z,0.0591069421726697
MATS8c,0.15836252373282073
MATS8d,-0.09362609635948578
MATS8i,-0.016266388237798093
MATS8m,0.056769950116485855
MATS8p,-0.014531323529092175
MATS8s,0.20118943526356659
MATS8v,0.008291744020804877
MAXsOH,9.521206599891457
MAXssO,5.048873527963292
MINsOH,9.521206599891457
MINssO,5.048873527963292
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,7
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,26.921519171068425
SpAD_D,266.2272469624376
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.84505072432239
SssNH2,0
SsssAs,0
SsssCH,0.7690733056862065
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,299
TMWC10,113.70594634933198
TSRW10,54.579080922675026
VE1_Dt,4.619833879758761
VE2_Dt,0.20999244907994366
VE3_Dt,2.318816108049285
VR1_Dt,110.39930824903436
VR2_Dt,5.018150374956107
VR3_Dt,5.492561228327439
Xc-3dv,0.7217434918459934
Xc-4dv,0.0
Xc-5dv,0.015214515486254614
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.06804138174397717
Xch-7d,0.1642664266089148
Xp-0dv,14.022858721492023
Xp-1dv,8.151746251013227
Xp-2dv,6.129666457038852
Xp-3dv,3.6691280246808406
Xp-4dv,2.312727347761888
Xp-5dv,1.507924092344901
Xp-6dv,0.843515458742411
Xp-7dv,0.4929145800147362
Xpc-4d,2.150859198247276
Xpc-5d,2.556664913002734
Xpc-6d,3.2786512110875083
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,51
nFRing,0
nHBAcc,3
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,4.318321099840202
AATS0dv,4.784313725490196
AATS0pe,5.92445882352941
AATS0se,7.467088784313724
AATS1dv,4.294117647058823
AATS1pe,6.281529411764705
AATS1se,7.612770980392156
AATS2dv,2.9239130434782608
AATS2pe,6.01879456521739
AATS2se,7.481456304347825
AATS3dv,2.180327868852459
AATS3pe,5.888504918032787
AATS3se,7.42232806557377
AATS4dv,1.5454545454545454
AATS4pe,5.767473484848484
AATS4se,7.365105757575758
AATS5dv,1.5677966101694916
AATS5pe,5.778983898305085
AATS5se,7.376689694915255
AATS6dv,1.7169811320754718
AATS6pe,5.803482075471699
AATS6se,7.391240150943396
AATS7dv,1.78
AATS7pe,5.761011
AATS7se,7.36780996
AATS8dv,1.6551724137931034
AATS8pe,5.803409195402298
AATS8se,7.3882361379310355
AATSC0Z,7.14878892733564
AATSC0c,0.019408695981262842
AATSC0d,0.44136870434448294
AATSC0i,1.297490375969919
AATSC0m,34.060230692041515
AATSC0p,0.22267812637049675
AATSC0s,1.2609893630654874
AATSC0v,49.98043222741451
AATSC1Z,0.02422145328719741
AATSC1c,-0.010111746705056416
AATSC1d,0.12879661668589004
AATSC1i,-0.08024276944888635
AATSC1m,0.11296439215685641
AATSC1p,-0.007392043699346433
AATSC1s,-0.053248750480584396
AATSC1v,-0.6266035125652752
AATSC2Z,0.021287799007070896
AATSC2c,-0.0008464110451353081
AATSC2d,-0.05368754492419304
AATSC2i,-0.05157456795313352
AATSC2m,0.052458275349779614
AATSC2p,-0.010622026995472237
AATSC2s,0.10518947561974491
AATSC2v,-1.6284944584782028
AATSC3Z,-0.1810936525043961
AATSC3c,0.0025931952266958175
AATSC3d,-0.005174554553418932
AATSC3i,-0.1860415717365524
AATSC3m,-0.9662153053491414
AATSC3p,-0.02676610166539162
AATSC3s,0.05156197805383804
AATSC3v,-4.755864730261286
AATSC4Z,0.0914071510957323
AATSC4c,-0.0023655900046580095
AATSC4d,-0.004500017475796022
AATSC4i,-0.0499385291321186
AATSC4m,0.4432760797944851
AATSC4p,-0.0035535438120404
AATSC4s,-0.046021052508941784
AATSC4v,0.18666423312602318
AATSC5Z,0.11392293707113937
AATSC5c,0.000874548957483297
AATSC5d,-0.006340455756912267
AATSC5i,0.023750550789492855
AATSC5m,0.5532089410591754
