DLiP-ID,T003MO
VR1_A,662.786500135501
VR1_D,201.6239511560473
VR2_A,20.712078129234406
VR2_D,6.300748473626478
VR3_A,7.6596037272199125
VR3_D,6.469555144283635
WPath,3698
Xc-3d,2.520946996109434
Xc-4d,0.2041241452319315
Xc-5d,0.598461712529338
Xc-6d,0.10206207261596575
Xp-0d,22.976480726871785
Xp-1d,15.348173775453851
Xp-2d,13.982409127716078
Xp-3d,10.679278323375215
Xp-4d,8.199091766733025
Xp-5d,6.7239588164903195
Xp-6d,3.9502901327280013
Xp-7d,2.7776123140733735
ZMIC0,105.24218889284109
ZMIC1,52.37130652456962
ZMIC2,33.38759910443873
ZMIC3,26.845560170333002
ZMIC4,26.105030073132518
ZMIC5,26.105030073132518
nAcid,1
nAtom,60
nBase,0
nRing,3
piPC1,3.8066624897703196
piPC2,4.343805421853684
piPC3,4.727387818712341
piPC4,5.147494476813453
piPC5,5.607179793264784
piPC6,5.558997521390972
piPC7,5.729998316787094
piPC8,5.599347456519317
piPC9,5.728170162713031
AATS0Z,26.533333333333335
AATS0d,3.1333333333333333
AATS0i,164.11194296852622
AATS0m,104.91213758333336
AATS0p,1.5045163555961996
AATS0s,5.871657807498857
AATS0v,213.99507495044108
AATS1Z,28.951612903225808
AATS1d,3.8225806451612905
AATS1i,147.48339861265575
AATS1m,110.45948641935486
AATS1p,1.851610779451613
AATS1s,2.9081292313819196
AATS1v,263.30157734607195
AATS2Z,22.21818181818182
AATS2d,3.272727272727273
AATS2i,154.3929217766266
AATS2m,82.44590962727275
AATS2p,1.5539062539890185
AATS2s,3.7711840628507285
AATS2v,213.36669303286334
AATS3Z,17.477124183006534
AATS3d,2.738562091503268
AATS3i,162.0962051406762
AATS3m,62.80496924183006
AATS3p,1.2911104553801827
AATS3s,3.0311567013636735
AATS3v,169.8820123119656
AATS4Z,17.230263157894736
AATS4d,2.5328947368421053
AATS4i,164.81020905401707
AATS4m,60.79553350657896
AATS4p,1.199881679419553
AATS4s,3.3033321150097463
AATS4v,160.13326149372915
AATS5Z,16.62142857142857
AATS5d,2.4785714285714286
AATS5i,164.94175641660544
AATS5m,58.93452030714286
AATS5p,1.1737876149187216
AATS5s,4.477072310405644
AATS5v,159.8667679951371
AATS6Z,16.2265625
AATS6d,2.484375
AATS6i,161.81323736566742
AATS6m,57.58694028906251
AATS6p,1.2111664070341877
AATS6s,3.631763599537037
AATS6v,162.81382487231255
AATS7Z,15.145038167938932
AATS7d,2.3282442748091605
AATS7i,163.79296945817964
AATS7m,53.41132935114503
AATS7p,1.1445386374352449
AATS7s,3.7429672038450663
AATS7v,152.06546957465824
AATS8Z,13.72
AATS8d,2.28
AATS8i,165.71705296304907
AATS8m,47.44142681599998
AATS8p,1.0983079765417205
AATS8s,3.07974074074074
AATS8v,144.16419396521462
AMID_C,1.4218826067059995
AMID_N,0.2537433207375308
AMID_O,0.2706083932379794
AMID_X,0.0
AMID_h,0.5941039410224368
ATS0dv,442.44444444444446
ATS0pe,381.3657999999999
ATS0se,470.3173169999999
ATS1dv,352.3333333333333
ATS1pe,405.07460000000003
ATS1se,486.6122559999999
ATS2dv,578.0
ATS2pe,706.7896
ATS2se,858.7335699999996
ATS3dv,505.0
ATS3pe,949.8598000000003
ATS3se,1180.624816
ATS4dv,458.0
ATS4pe,964.4343
ATS4se,1199.674836
ATS5dv,566.6666666666667
ATS5pe,896.2771999999999
ATS5se,1111.522742
ATS6dv,432.33333333333337
ATS6pe,799.1954
ATS6se,993.1983
ATS7dv,449.33333333333337
ATS7pe,810.4423999999998
ATS7se,1012.936254
ATS8dv,330.3333333333333
ATS8pe,764.661
ATS8se,961.8706100000003
ATSC0Z,599.7333333333336
ATSC0c,1.3067332626466326
ATSC0d,34.400000000000006
ATSC0i,91.19006522702365
ATSC0m,2759.6385649833337
ATSC0p,16.0778876390784
ATSC0s,150.0552283379058
ATSC0v,2977.747816542977
ATSC1Z,107.87555555555566
ATSC1c,-0.8771643578490205
ATSC1d,5.319999999999995
ATSC1i,-7.924681609523878
ATSC1m,466.3584936838892
ATSC1p,-0.2791319715768762
ATSC1s,-20.366631468145098
ATSC1v,141.84684989877363
ATSC2Z,17.55555555555557
ATSC2c,0.35108724451351747
ATSC2d,-6.400000000000006
ATSC2i,-16.019821405978032
ATSC2m,58.898846963889085
ATSC2p,-2.4902691644627963
ATSC2s,62.61836967497333
ATSC2v,-661.4674527765229
ATSC3Z,11.146666666666665
ATSC3c,0.12244707455441142
ATSC3d,-3.7200000000000015
ATSC3i,-9.186696789940724
ATSC3m,63.9134460091667
ATSC3p,-0.2495950386351192
ATSC3s,-10.583910679583902
ATSC3v,-37.03959350653531
ATSC4Z,-141.72444444444443
ATSC4c,-0.38270500363806315
ATSC4d,-8.28
ATSC4i,-6.832877185639802
ATSC4m,-669.5013256744444
ATSC4p,-3.3778304396426813
ATSC4s,-65.86601775643958
ATSC4v,-494.57632288686045
ATSC5Z,-75.04444444444445
ATSC5c,0.10022661568529598
ATSC5d,-4.999999999999997
ATSC5i,13.028083769960865
ATSC5m,-336.92201577777786
ATSC5p,0.10980302522959848
ATSC5s,67.56561833180915
ATSC5v,-116.43748319730564
ATSC6Z,-2.9644444444444513
ATSC6c,-0.06474432043901891
ATSC6d,-7.120000000000002
ATSC6i,-16.0092323805121
ATSC6m,-49.25606468111101
ATSC6p,-2.602014393999721
ATSC6s,17.84879477213839
ATSC6v,-567.8619918098263
ATSC7Z,26.848888888888865
ATSC7c,0.21376556809543612
ATSC7d,-1.2399999999999982
ATSC7i,-9.361734250963917
ATSC7m,128.8472689530555
ATSC7p,-1.6633548085746415
ATSC7s,51.91100534884164
ATSC7v,-114.65292475577718
ATSC8Z,-20.111111111111125
ATSC8c,-0.20058641369753877
ATSC8d,1.8000000000000018
ATSC8i,-3.928964656946583
ATSC8m,-69.96851759861129
ATSC8p,0.7061701651577983
ATSC8s,-27.469617222031708
ATSC8v,282.2987636559012
AXp-0d,0.7180150227147433
AXp-1d,0.4514168757486427
AXp-2d,0.30396541581991476
AXp-3d,0.19416869678864027
AXp-4d,0.12613987333435422
AXp-5d,0.08511340274038379
AXp-6d,0.05563788919335213
AXp-7d,0.03804948375442977
GATS1Z,0.8607992441084923
GATS1c,1.6741173115800632
GATS1d,1.0788634658664664
GATS1i,1.3826874980750983
GATS1m,0.8546019453146189
GATS1p,1.2673902380026947
GATS1s,0.7076543830490485
GATS1v,1.014110654258636
GATS2Z,0.8889708557338611
GATS2c,0.7609578564426712
GATS2d,1.2551532769556022
GATS2i,1.2590977417942026
GATS2m,0.8940126888241745
GATS2p,1.1353854903573237
GATS2s,0.45824070430290387
GATS2v,1.1330994637518446
GATS3Z,1.0419609150908025
GATS3c,0.8864344872482475
GATS3d,1.1378058975528194
GATS3i,1.076742669093443
GATS3m,1.032955545056859
GATS3p,1.05352229244808
GATS3s,0.8562360540736061
GATS3v,1.000335653537772
GATS4Z,1.2313312495612079
GATS4c,1.2140105408828177
GATS4d,1.1565751223990204
GATS4i,1.0445439430404369
GATS4m,1.2192579186342336
GATS4p,1.1297938998413632
GATS4s,1.3293675314734998
GATS4v,1.0198180972839883
GATS5Z,1.039986025535158
GATS5c,1.0875447019536608
GATS5d,1.0780730897009965
GATS5i,0.8992298623817785
GATS5m,1.0394080911873878
GATS5p,0.9237478529741807
GATS5s,1.111624997381148
GATS5v,0.9538076054795008
GATS6Z,0.8631049563694971
GATS6c,1.0604152410267564
GATS6d,1.0183502906976742
GATS6i,1.0424233973188666
GATS6m,0.8806280884070985
GATS6p,0.9722515249282998
GATS6s,0.9885274380071978
GATS6v,1.0607171607878092
GATS7Z,0.9116774546108699
GATS7c,1.004975513663382
GATS7d,0.8968356115746492
GATS7i,0.9729806156236313
GATS7m,0.9171904313953159
GATS7p,0.9710158853520012
GATS7s,0.8758231915077559
GATS7v,0.992941315764137
GATS8Z,0.972358826144953
GATS8c,1.1672056774706212
GATS8d,0.8849999999999998
GATS8i,0.9224495042548109
GATS8m,0.973811600775419
GATS8p,0.8947173400681121
GATS8s,1.139577368114093
GATS8v,0.9243039820633903
MATS1Z,0.17407019607280663
MATS1c,-0.6496113305350438
MATS1d,0.1496624156039008
MATS1i,-0.0840995858463472
MATS1m,0.16354122493925766
MATS1p,-0.016801194316887202
MATS1s,-0.13134926103264974
MATS1v,0.046098982694476306
MATS2Z,0.01596669226727031
MATS2c,0.14655028600339196
MATS2d,-0.10147991543340387
MATS2i,-0.09582276733223855
MATS2m,0.011641612856891996
MATS2p,-0.08448427216645146
MATS2s,0.22761935552990778
MATS2v,-0.12116554222045114
MATS3Z,0.0072886424467519285
MATS3c,0.03674694903864116
MATS3d,-0.042407660738714104
MATS3i,-0.039506783805501655
MATS3m,0.009082383755690988
MATS3p,-0.006087889746783955
MATS3s,-0.02766017054956212
MATS3v,-0.004877958672719239
MATS4Z,-0.09328122440382855
MATS4c,-0.11560719307626907
MATS4d,-0.09501223990208076
MATS4i,-0.02957765581193221
MATS4m,-0.09576501880912568
MATS4p,-0.08293092667663485
MATS4s,-0.1732678303796116
MATS4v,-0.06556213215632278
MATS5Z,-0.05362700882932095
MATS5c,0.03287148578289658
MATS5d,-0.062292358803986675
MATS5i,0.06122886806737083
MATS5m,-0.05232393526139888
MATS5p,0.0029269043571205763
MATS5s,0.19297357307383162
MATS5v,-0.016758228563177848
MATS6Z,-0.0023170020008892885
MATS6c,-0.02322501544371958
MATS6d,-0.09702034883720931
MATS6i,-0.08229325924575809
MATS6m,-0.008366595760851105
MATS6p,-0.0758615979018798
MATS6s,0.05575695457008185
MATS6v,-0.08939148815156701
MATS7Z,0.020504448117738477
MATS7c,0.07492569186298084
MATS7d,-0.01650985265400317
MATS7i,-0.04702066177392399
MATS7m,0.021384690395038368
MATS7p,-0.04738445212201751
MATS7s,0.15844854756184568
MATS7v,-0.017635069589419742
MATS8Z,-0.016096042685638065
MATS8c,-0.0736810497804364
MATS8d,0.025116279069767464
MATS8i,-0.02068101421617893
MATS8m,-0.012170031566266448
MATS8p,0.021082475937440545
MATS8s,-0.08787042219470884
MATS8v,0.045505333192434536
MAXaaN,4.625832869752856
MAXsOH,9.330481467791476
MINaaN,4.625832869752856
MINsOH,9.330481467791476
NddssS,1
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,8
NssNH2,0
NsssAs,0
NsssCH,1
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,10
SM1_Dt,0.0
SddssS,-4.004896828567145
SdssSe,0
SdsssP,0
SpAD_A,40.873376012097765
SpAD_D,475.60754237127935
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,5.0977113288872715
SssNH2,0
SsssAs,0
SsssCH,-1.4617115334070954
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,654
TMWC10,141.9927468684886
TSRW10,67.59000171483986
VE1_Dt,5.5359239534958515
VE2_Dt,0.17299762354674536
VE3_Dt,2.874409291302684
VR1_Dt,206.2872044444663
VR2_Dt,6.446475138889572
VR3_Dt,6.492420203938311
Xc-3dv,1.134434639368993
Xc-4dv,0.05103103630798288
Xc-5dv,0.15880969724720206
Xc-6dv,0.017010345435994292
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.25343678769327627
Xch-7d,0.31321973380314727
Xp-0dv,18.527821627256348
Xp-1dv,12.128546272771167
Xp-2dv,9.390977783512657
Xp-3dv,6.678524653190982
Xp-4dv,4.648615952251038
Xp-5dv,3.190794121051362
Xp-6dv,1.7685863688417862
Xp-7dv,1.1047712960271359
Xpc-4d,4.762166146884779
Xpc-5d,6.346686581818876
Xpc-6d,9.348590146751715
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,3
n7Ring,0
n8Ring,0
n9Ring,0
nARing,1
nBonds,62
nFRing,1
nHBAcc,6
nHBDon,4
nHRing,2
nSpiro,0
naRing,2
piPC10,5.579022028386778
AATS0dv,7.374074074074074
AATS0pe,6.356096666666665
AATS0se,7.8386219499999985
AATS1dv,5.682795698924731
AATS1pe,6.533461290322581
AATS1se,7.848584774193546
AATS2dv,5.254545454545455
AATS2pe,6.4253599999999995
AATS2se,7.806668818181815
AATS3dv,3.3006535947712417
AATS3pe,6.208233986928106
AATS3se,7.716502065359477
AATS4dv,3.013157894736842
AATS4pe,6.3449625
AATS4se,7.892597605263157
AATS5dv,4.047619047619048
AATS5pe,6.401979999999999
AATS5se,7.939448157142858
AATS6dv,3.377604166666667
AATS6pe,6.2437140625
AATS6se,7.75936171875
AATS7dv,3.430025445292621
AATS7pe,6.186583206106869
AATS7se,7.732337816793893
AATS8dv,2.6426666666666665
AATS8pe,6.117287999999999
AATS8se,7.694964880000002
AATSC0Z,9.99555555555556
AATSC0c,0.021778887710777208
AATSC0d,0.5733333333333335
AATSC0i,1.5198344204503942
AATSC0m,45.993976083055564
AATSC0p,0.26796479398464
AATSC0s,2.50092047229843
AATSC0v,49.629130275716285
AATSC1Z,1.739928315412188
AATSC1c,-0.014147812223371298
AATSC1d,0.08580645161290315
AATSC1i,-0.12781744531490127
AATSC1m,7.521911188449826
AATSC1p,-0.004502128573820584
AATSC1s,-0.32849405593782416
AATSC1v,2.287852417722155
AATSC2Z,0.15959595959595974
AATSC2c,0.0031917022228501587
AATSC2d,-0.05818181818181823
AATSC2i,-0.14563474005434573
AATSC2m,0.5354440633080826
AATSC2p,-0.02263881058602542
AATSC2s,0.5692579061361212
AATSC2v,-6.013340479786572
AATSC3Z,0.07285403050108931
AATSC3c,0.0008003076768262184
AATSC3d,-0.02431372549019609
AATSC3i,-0.06004376986889362
AATSC3m,0.41773494123638366
AATSC3p,-0.0016313401217981647
AATSC3s,-0.06917588679466602
AATSC3v,-0.2420888464479432
AATSC4Z,-0.9323976608187133
AATSC4c,-0.002517796076566205
AATSC4d,-0.05447368421052631
AATSC4i,-0.04495313937920922
AATSC4m,-4.404613984700292
