DLiP-ID,C100FS
VR2_D,4.436498927630886
VR3_A,6.270200571176048
VR3_D,4.853707130696496
WPath,646
Xc-3d,0.6910440616569953
Xc-4d,0.0
Xc-5d,0.11785113019775792
Xc-6d,0.0
Xp-0d,12.510225400620904
Xp-1d,8.236382105218448
Xp-2d,6.565583262840693
Xp-3d,4.794713930617059
Xp-4d,3.474247509165349
Xp-5d,2.581663973251291
Xp-6d,1.362411448823354
Xp-7d,0.8219022572333495
ZMIC0,58.79271500973297
ZMIC1,37.76369826707766
ZMIC2,27.65382215574329
ZMIC3,21.61325368124719
ZMIC4,20.260951962205837
ZMIC5,20.260951962205837
nAcid,0
nAtom,38
nBase,0
nRing,1
piPC1,3.091042453358316
piPC2,3.481240089335692
piPC3,3.82319179172153
piPC4,4.2176677782541
piPC5,4.620674372524056
piPC6,4.340553386467307
piPC7,4.316237331634658
piPC8,4.431188753469138
piPC9,4.187284511004463
AATS0Z,23.526315789473685
AATS0d,2.5
AATS0i,162.1687587784692
AATS0m,92.65901810526316
AATS0p,1.5432809211007636
AATS0s,3.1483717581562503
AATS0v,201.01256432875877
AATS1Z,21.92105263157895
AATS1d,3.0789473684210527
AATS1i,144.56560455431128
AATS1m,80.67412063157892
AATS1p,1.840435628684211
AATS1s,2.5268301927658654
AATS1v,246.22021762793955
AATS2Z,16.82089552238806
AATS2d,2.656716417910448
AATS2i,152.34030387006624
AATS2m,60.23535859701492
AATS2p,1.4923946257259848
AATS2s,2.317409864258953
AATS2v,188.74864067538954
AATS3Z,13.494505494505495
AATS3d,2.1648351648351647
AATS3i,161.98534580435603
AATS3m,47.07179041758242
AATS3p,1.2138831863584725
AATS3s,2.1277981277981284
AATS3v,146.03069568902458
AATS4Z,12.435294117647059
AATS4d,2.0470588235294116
AATS4i,163.14725813314072
AATS4m,42.1771618117647
AATS4p,1.176295900209082
AATS4s,2.1654442023723073
AATS4v,138.8467165999144
AATS5Z,13.013157894736842
AATS5d,2.026315789473684
AATS5i,163.25294718989414
AATS5m,45.126032697368416
AATS5p,1.1394936416325525
AATS5s,2.370776478232619
AATS5v,139.03797268843618
AATS6Z,11.617647058823529
AATS6d,2.0
AATS6i,162.30856082850715
AATS6m,38.418681926470576
AATS6p,1.156412035249706
AATS6s,2.3644244734931013
AATS6v,138.13681875647828
AATS7Z,10.935483870967742
AATS7d,1.967741935483871
AATS7i,162.58436779057084
AATS7m,35.79958227419353
AATS7p,1.1485669968545162
AATS7s,2.0717343687773795
AATS7v,133.4444641552161
AATS8Z,11.25925925925926
AATS8d,2.0
AATS8i,162.70234583942855
AATS8m,37.19856496296296
AATS8p,1.1582237549867036
AATS8s,2.1116826703246456
AATS8v,134.20207946119754
AMID_C,1.6373861959491478
AMID_N,0.11849232870307702
AMID_O,0.10383793051227865
AMID_X,0.0
AMID_h,0.32633073776582927
ATS0dv,161.30864197530863
ATS0pe,220.40660000000003
ATS0se,278.95216899999997
ATS1dv,155.22222222222223
ATS1pe,234.3415
ATS1se,284.9003619999999
ATS2dv,183.88888888888889
ATS2pe,396.9161000000001
ATS2se,493.219676
ATS3dv,164.55555555555554
ATS3pe,524.0927
ATS3se,666.994918
ATS4dv,141.88888888888889
ATS4pe,488.5345000000001
ATS4se,623.84138
ATS5dv,120.44444444444444
ATS5pe,439.40870000000007
ATS5se,560.550172
ATS6dv,89.11111111111111
ATS6pe,394.73300000000006
ATS6se,503.07051000000007
ATS7dv,65.11111111111111
ATS7pe,353.1024999999999
ATS7se,452.31851000000006
ATS8dv,51.111111111111114
ATS8pe,306.9119999999999
ATS8se,393.3993700000001
ATSC0Z,407.263157894737
ATSC0c,0.3522757330786185
ATSC0d,15.394736842105267
ATSC0i,55.63158373610344
ATSC0m,1857.991989473684
ATSC0p,11.814544772081394
ATSC0s,37.85606434352913
ATSC0v,2071.701970401851
ATSC1Z,-25.94736842105263
ATSC1c,-0.22907086310360497
ATSC1d,4.105263157894737
ATSC1i,-2.450590975505161
ATSC1m,-112.84728684210552
ATSC1p,-0.6117276402631535
ATSC1s,0.3007564636327923
ATSC1v,-34.8325412423111
ATSC2Z,9.614958448753463
ATSC2c,0.11054415453229276
ATSC2d,-1.5117728531855972
ATSC2i,-16.788595345976375
ATSC2m,25.95006729639873
ATSC2p,-1.7702708310256918
ATSC2s,6.554405391592476
ATSC2v,-456.12259554764654
ATSC3Z,88.7645429362881
ATSC3c,-0.004774376663502697
ATSC3d,1.1862880886426592
ATSC3i,-2.991154040584719
ATSC3m,401.58028194459837
ATSC3p,1.4660526485237122
ATSC3s,-3.1791760818249015
ATSC3v,219.30135008482057
ATSC4Z,-8.772853185595565
ATSC4c,-0.126036570589539
ATSC4d,-1.093490304709141
ATSC4i,2.559168804869804
ATSC4m,-29.773251085872595
ATSC4p,0.020275913538668866
ATSC4s,0.8742068626370634
ATSC4v,69.51327250243608
ATSC5Z,83.52631578947366
ATSC5c,0.09540737956078824
ATSC5d,-0.868421052631579
ATSC5i,3.659925487596546
ATSC5m,375.33336352631596
ATSC5p,0.538513597960709
ATSC5s,-0.8716769346778005
ATSC5v,237.8545590050655
ATSC6Z,-67.62880886426592
ATSC6c,-0.01803397956172176
ATSC6d,-0.8905817174515237
ATSC6i,-0.7347865747649678
ATSC6m,-308.04155721606645
ATSC6p,-0.5067662662875494
ATSC6s,-8.880132580627318
ATSC6v,-180.26611409000026
ATSC7Z,-48.903047091412745
ATSC7c,-0.007212920505360231
ATSC7d,-1.4072022160664812
ATSC7i,-0.5320358900114673
ATSC7m,-222.0360271939058
ATSC7p,-0.42449739510780315
ATSC7s,-6.937149807833666
ATSC7v,-129.50313160973428
ATSC8Z,-31.68975069252077
ATSC8c,0.029540147264184514
ATSC8d,-1.7714681440443212
ATSC8i,0.11727491150702996
ATSC8m,-140.39628946260393
ATSC8p,-0.27480119716158824
ATSC8s,-1.1619797227890318
ATSC8v,-48.230583573453686
AXp-0d,0.7358956118012296
AXp-1d,0.4844930650128499
AXp-2d,0.32827916314203465
AXp-3d,0.2179415423007754
AXp-4d,0.14476031288188954
AXp-5d,0.09929476820197272
AXp-6d,0.0681205724411677
AXp-7d,0.04566123651296386
GATS1Z,1.0065262341690355
GATS1c,1.695881996335421
GATS1d,0.9803418803418801
GATS1i,1.2517627793582236
GATS1m,1.0112339626666798
GATS1p,1.1213692268744988
GATS1s,0.5506863690853286
GATS1v,1.135557613314356
GATS2Z,0.7851097317753437
GATS2c,0.7381967902093518
GATS2d,1.2734532465875745
GATS2i,1.2304914026788574
GATS2m,0.8078916143155174
GATS2p,1.0069889069459468
GATS2s,0.5161993690208071
GATS2v,1.15876844318453
GATS3Z,0.8346251835525546
GATS3c,1.0770415791994785
GATS3d,0.9904198365736825
GATS3i,0.9948543669227838
GATS3m,0.8400316418232838
GATS3p,0.870409845571472
GATS3s,1.0466860290048212
GATS3v,0.9089545469555887
GATS4Z,1.037831633040913
GATS4c,1.422987350776431
GATS4d,1.0179185520361989
GATS4i,0.9587004085278864
GATS4m,1.0308012765856012
GATS4p,0.9776822607314912
GATS4s,1.0638409969078708
GATS4v,0.9347108287876638
GATS5Z,0.8110784440423878
GATS5c,1.1275440153564067
GATS5d,1.0277777777777775
GATS5i,0.8970337129756034
GATS5m,0.8184120661100355
GATS5p,0.8712113945973166
GATS5s,1.5668240294168445
GATS5v,0.875149345210659
GATS6Z,1.0360947881349485
GATS6c,1.1426084268292636
GATS6d,0.9719708396178982
GATS6i,0.9437459641379127
GATS6m,1.0391269719525178
GATS6p,0.9431875337553056
GATS6s,1.8425200643627966
GATS6v,0.9870197633424705
GATS7Z,1.02499708184994
GATS7c,0.9756833545989689
GATS7d,0.9885028949545077
GATS7i,0.9466108018823125
GATS7m,1.0260661804226598
GATS7p,0.9636756083452892
GATS7s,1.2612959313944654
GATS7v,0.9886881852979491
GATS8Z,1.0515086681408725
GATS8c,0.961152901683927
GATS8d,1.0681861348528012
GATS8i,0.9521808504773599
GATS8m,1.0473455328868508
GATS8p,0.9891769978390808
GATS8s,1.046189374356724
GATS8v,0.9724458160306363
MATS1Z,-0.06371155337296457
MATS1c,-0.6502601274907645
MATS1d,0.2666666666666666
MATS1i,-0.04405035432983354
MATS1m,-0.06073615359023799
MATS1p,-0.05177750409044191
MATS1s,0.007944736698023964
MATS1v,-0.01681349042476152
MATS2Z,0.013390015546459993
MATS2c,0.17797616688548376
MATS2d,-0.055695879576476634
MATS2i,-0.17115978475260427
MATS2m,0.007921427379262873
MATS2p,-0.08498289371621763
MATS2s,0.09819890202283907
MATS2v,-0.12487143477717737
MATS3Z,0.09101366454687725
MATS3c,-0.0056594751281082226
MATS3d,0.03217807833192448
MATS3i,-0.022452233996318554
MATS3m,0.0902548912685877
MATS3p,0.051817299869251404
MATS3s,-0.035068833942204725
MATS3v,0.04420345650863299
MATS4Z,-0.009630091374880264
MATS4c,-0.15994789217248212
MATS4d,-0.03175465057817998
MATS4i,0.020565637687854913
MATS4m,-0.007163860058872717
MATS4p,0.0007672344747468808
MATS4s,0.010323891252542955
MATS4v,0.015000478962999936
MATS5Z,0.10254587748772286
MATS5c,0.13541577037822228
MATS5d,-0.0282051282051282
MATS5i,0.032894313282163044
MATS5m,0.10100510810938351
MATS5p,0.02279028131635062
MATS5s,-0.011513042227100919
MATS5v,0.05740559269703462
MATS6Z,-0.09279643622763135
MATS6c,-0.028607738659568376
MATS6d,-0.032327802916038206
MATS6i,-0.0073809875523651826
MATS6m,-0.09264887641293916
MATS6p,-0.023969854021192206
MATS6s,-0.13108671269465455
MATS6v,-0.04862521132302524
MATS7Z,-0.0735957445034559
MATS7c,-0.012549323811169752
MATS7d,-0.05602426247587533
MATS7i,-0.0058615356841119955
MATS7m,-0.0732439095988478
MATS7p,-0.022021654479893484
MATS7s,-0.11231493735165939
MATS7v,-0.038312888750232504
MATS8Z,-0.054756229478379874
MATS8c,0.05900920524979863
MATS8d,-0.08097499208610318
MATS8i,0.001483452097472166
MATS8m,-0.05317428139670189
MATS8p,-0.016367843531456983
MATS8s,-0.02159995891635828
MATS8v,-0.016382684757425305
MAXsSH,4.294944334070567
MINsSH,4.294944334070567
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,6
NssNH2,0
NsssAs,0
NsssCH,0
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,6
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,21.081813947866458
SpAD_D,158.07497567798134
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,6.4478490647270705
SssNH2,0
SsssAs,0
SsssCH,0
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,207
TMWC10,100.98143099279801
TSRW10,48.12420321353923
VE1_Dt,4.0566121762688825
VE2_Dt,0.23862424566287543
VE3_Dt,1.930976436994872
VR1_Dt,75.21548063178948
VR2_Dt,4.424440037164087
VR3_Dt,4.850985320297098
Xc-3dv,0.3379867346077773
Xc-4dv,0.0
Xc-5dv,0.05590169943749474
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.08333333333333333
Xch-7d,0.1422588984322123
Xp-0dv,11.301930840841527
Xp-1dv,6.762954979451314
Xp-2dv,4.711344643514117
Xp-3dv,3.075504707306739
Xp-4dv,1.8976608740618208
Xp-5dv,1.1979456701848534
Xp-6dv,0.6057412080081798
Xp-7dv,0.3160395695082602
Xpc-4d,1.3693847838257185
Xpc-5d,1.8083198033733934
Xpc-6d,2.512195086307546
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,1
n7Ring,0
n8Ring,0
n9Ring,0
nARing,0
nBonds,38
nFRing,0
nHBAcc,2
nHBDon,2
nHRing,0
nSpiro,0
naRing,1
piPC10,3.9051242637369894
AATS0dv,4.244964262508122
AATS0pe,5.800173684210527
AATS0se,7.340846552631578
AATS1dv,4.084795321637427
AATS1pe,6.166881578947368
AATS1se,7.497377947368419
AATS2dv,2.744610281923715
AATS2pe,5.924120895522389
AATS2se,7.361487701492537
AATS3dv,1.808302808302808
AATS3pe,5.75926043956044
AATS3se,7.329614483516483
AATS4dv,1.669281045751634
AATS4pe,5.747464705882354
AATS4se,7.339310352941176
AATS5dv,1.5847953216374269
AATS5pe,5.7816934210526325
AATS5se,7.375660157894736
AATS6dv,1.3104575163398693
AATS6pe,5.8048970588235305
AATS6se,7.398095735294119
AATS7dv,1.050179211469534
AATS7pe,5.695201612903224
AATS7se,7.295459838709679
AATS8dv,0.9465020576131687
AATS8pe,5.683555555555554
AATS8se,7.28517351851852
AATSC0Z,10.71745152354571
AATSC0c,0.009270414028384697
AATSC0d,0.4051246537396123
AATSC0i,1.4639890456869324
AATSC0m,48.89452603878116
AATSC0p,0.31090907294951037
AATSC0s,0.9962122195665559
AATSC0v,54.518472905311874
AATSC1Z,-0.6828254847645429
AATSC1c,-0.006028180607989604
AATSC1d,0.10803324099722993
AATSC1i,-0.06448923619750424
AATSC1m,-2.969665443213303
AATSC1p,-0.016098095796398777
AATSC1s,0.007914643779810323
AATSC1v,-0.9166458221660816
AATSC2Z,0.1435068425187084
AATSC2c,0.0016499127542133247
AATSC2d,-0.02256377392814324
AATSC2i,-0.2505760499399459
AATSC2m,0.3873144372596825
AATSC2p,-0.026421952701875997
AATSC2s,0.09782694614317128
AATSC2v,-6.8077999335469634
AATSC3Z,0.9754345377614076
AATSC3c,-5.246567762090875e-05
AATSC3d,0.013036132842227025
AATSC3i,-0.0328698246218101
AATSC3m,4.412970131259323
AATSC3p,0.016110468665095738
AATSC3s,-0.03493600089917474
AATSC3v,2.4099049459870394
AATSC4Z,-0.10321003747759488
AATSC4c,-0.001482783183406341
AATSC4d,-0.012864591820107543
AATSC4i,0.030107868292585927
AATSC4m,-0.3502735421867364
AATSC4p,0.00023854015927845723
AATSC4s,0.01028478661925957
AATSC4v,0.8178032059110127
AATSC5Z,1.099030470914127
AATSC5c,0.0012553602573787926
AATSC5d,-0.011426592797783934
AATSC5i,0.04815691431048087
AATSC5m,4.938596888504158
