DLiP-ID,I000KQ
DLiP-Mol-ID,28546
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C19H20N2O4S/c1-12-8-9-15(19-13(2)20-25-14(19)3)10-18(12)26(22,23)21-16-6-5-7-17(11-16)24-4/h5-11,21H,1-4H3"
Standard Inchi Key(RDKit),JSUYLKKHYGOFLO-UHFFFAOYSA-N
Canonical SMILES(RDKit),COc1cccc(NS(=O)(=O)c2cc(-c3c(C)noc3C)ccc2C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),372.446
MW Monoisotopic(RDKit),372.11437812
MolLogP(RDKit),4.07626
XLogP(SDF),
XLogP(CDK),3.853
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),81.43
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),5
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),26
QED Weighted(RDKit),0.729814169200257
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Bromodomain_Histone
Common Target Pref Name,Bromodomain/Histone
RDKit Descriptors
Ipc,702451.1955078006
qed,0.729814169200257
Chi0,18.89697674656903
Chi1,12.313698932843204
TPSA,81.42999999999999
Chi0n,15.029906932146655
Chi0v,15.846403513074382
Chi1n,8.023660265068461
Chi1v,9.506823512662855
Chi2n,6.0169014984289415
Chi2v,7.6677256246748735
Chi3n,4.121660796694956
Chi3v,5.644948161210816
Chi4n,2.8369215714092086
Chi4v,4.158184627383658
MolMR,99.95250000000001
MolWt,372.4460000000001
fr_SH,0
Kappa1,18.004988662131517
Kappa2,6.837509936679369
Kappa3,3.4326629736035947
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,1
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,1035.6511231081179
MolLogP,4.076260000000003
NOCount,6
fr_Ar_N,1
fr_COO2,0
fr_urea,0
BalabanJ,2.030501070696283
SMR_VSA1,17.677754875102334
SMR_VSA2,0.0
SMR_VSA3,5.156663257125445
SMR_VSA4,0.0
SMR_VSA5,25.666695074589647
SMR_VSA6,11.831892405729622
SMR_VSA7,59.48219638465117
SMR_VSA8,0.0
SMR_VSA9,16.876414816677897
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
