DLiP-ID,T002OL
AATS2d,2.8363636363636364
AATS2i,157.02210277446667
AATS2m,56.61979520909094
AATS2p,1.3121505430689464
AATS2s,2.613383838383839
AATS2v,177.1122119563794
AATS3Z,12.717948717948717
AATS3d,2.4038461538461537
AATS3i,162.96579874078373
AATS3m,44.28190063461537
AATS3p,1.111469543120205
AATS3s,2.5908119658119664
AATS3v,143.01541113440385
AATS4Z,11.974683544303797
AATS4d,2.2278481012658227
AATS4i,164.41157272724772
AATS4m,40.89900096202531
AATS4p,1.0262344319395569
AATS4s,2.596694796061885
AATS4v,134.02175191331185
AATS5Z,12.95
AATS5d,2.1357142857142857
AATS5i,167.44689793865146
AATS5m,44.26214135714286
AATS5p,0.9924448410282856
AATS5s,3.3720238095238098
AATS5v,135.26070113382005
AATS6Z,12.852459016393443
AATS6d,2.139344262295082
AATS6i,163.7531232144355
AATS6m,43.450761286885225
AATS6p,1.0670068294899346
AATS6s,3.2620673952641166
AATS6v,140.2256299914852
AATS7Z,10.071428571428571
AATS7d,2.015873015873016
AATS7i,165.53254227524772
AATS7m,32.94567777777777
AATS7p,0.9904429089722778
AATS7s,2.2429453262786594
AATS7v,123.16129719820255
AATS8Z,9.894736842105264
AATS8d,2.043859649122807
AATS8i,167.9622959063782
AATS8m,32.25392180701754
AATS8p,0.9540064317162985
AATS8s,2.3589181286549703
AATS8v,120.04856335378084
AMID_C,1.5447284121657952
AMID_N,0.0887207544026632
AMID_O,0.3646831863831001
AMID_X,0.0
AMID_h,0.45340394078576324
ATS0dv,324.0
ATS0pe,341.99710000000005
ATS0se,428.50240399999996
ATS1dv,275.0
ATS1pe,362.61000000000007
ATS1se,437.8442079999998
ATS2dv,392.0
ATS2pe,680.4887999999997
ATS2se,841.3931319999998
ATS3dv,422.0
ATS3pe,925.2000999999998
ATS3se,1166.8781000000001
ATS4dv,341.0
ATS4pe,944.8190000000001
ATS4se,1195.7859840000006
ATS5dv,359.0
ATS5pe,877.1302000000001
ATS5se,1103.0991520000002
ATS6dv,296.0
ATS6pe,756.8053999999997
ATS6se,949.5142600000001
ATS7dv,163.0
ATS7pe,736.6575
ATS7se,939.8571040000002
ATS8dv,151.0
ATS8pe,673.5735000000001
ATS8se,860.7798640000003
ATSC0Z,425.7142857142858
ATSC0c,1.2017365640371476
ATSC0d,25.982142857142858
ATSC0i,71.1276270860209
ATSC0m,2017.6011819821429
ATSC0p,12.136206532463834
ATSC0s,106.45982142857146
ATSC0v,2721.370890853711
ATSC1Z,22.04081632653063
ATSC1c,-0.6291612182767269
ATSC1d,7.964604591836732
ATSC1i,-15.163723928908954
ATSC1m,100.68965730388973
ATSC1p,-1.4358592320383048
ATSC1s,3.1296857284580506
ATSC1v,-113.9986562188336
ATSC2Z,-20.51020408163264
ATSC2c,-0.40861900104483473
ATSC2d,-2.161352040816329
ATSC2i,-14.187785652693393
ATSC2m,-112.76675648278103
ATSC2p,-2.1988985510159913
ATSC2s,24.936561082766445
ATSC2v,-523.4984956510033
ATSC3Z,135.51020408163265
ATSC3c,0.8864293401864183
ATSC3d,-4.110969387755107
ATSC3i,4.4990709416980685
ATSC3m,614.984798710459
ATSC3p,-0.8554574625784647
ATSC3s,58.01023951247167
ATSC3v,42.20999971729882
ATSC4Z,46.44897959183674
ATSC4c,-0.311025695462966
ATSC4d,-6.413903061224492
ATSC4i,-22.39564195057779
ATSC4m,217.73018672895398
ATSC4p,-2.75994891417551
ATSC4s,-19.5185834750567
ATSC4v,-93.55748378642116
ATSC5Z,-38.428571428571395
ATSC5c,-0.5456992607236552
ATSC5d,-4.0982142857142865
ATSC5i,14.236321833557714
ATSC5m,-168.43090849107176
ATSC5p,1.8755671253862953
ATSC5s,-11.354910714285722
ATSC5v,247.47379262252505
ATSC6Z,-97.30612244897962
ATSC6c,0.580725356502386
ATSC6d,-4.568239795918364
ATSC6i,-4.0259065522443604
ATSC6m,-473.57613483609725
ATSC6p,-1.4527313987913113
ATSC6s,21.904000141723376
ATSC6v,-691.0876287506949
ATSC7Z,-27.000000000000007
ATSC7c,-0.04298123583535335
ATSC7d,0.18303571428571574
ATSC7i,-9.227048482711401
ATSC7m,-126.89931383482117
ATSC7p,-1.4125494007033697
ATSC7s,-10.095114087301592
ATSC7v,-209.9973737632685
ATSC8Z,-24.489795918367353
ATSC8c,-0.19727206767804809
ATSC8d,3.214923469387756
ATSC8i,12.692674511995518
ATSC8m,-99.15932974936206
ATSC8p,2.3946906544699003
ATSC8s,-23.233684098639447
ATSC8v,365.62711843769915
AXp-0d,0.7228281333174388
AXp-1d,0.4665472675129154
AXp-2d,0.3023074355268833
AXp-3d,0.20290752483598873
AXp-4d,0.12994263313989834
AXp-5d,0.08691933550065054
AXp-6d,0.05880358528524069
AXp-7d,0.04022920020131838
GATS1Z,0.9134287059931707
GATS1c,1.611671927773276
GATS1d,1.0027129679869777
GATS1i,1.6315774930353286
GATS1m,0.9269215053410164
GATS1p,1.4886802605096259
GATS1s,0.49421952536765607
GATS1v,1.293203616298406
GATS2Z,1.00243288590604
GATS2c,1.2403060744140324
GATS2d,1.2604810996563574
GATS2i,1.2985066267418632
GATS2m,1.011399075036853
GATS2p,1.2339903023969798
GATS2s,0.46568168369652824
GATS2v,1.190310767874831
GATS3Z,0.8273425400103251
GATS3c,0.6668114306896251
GATS3d,1.2008987575997885
GATS3i,1.0207002649511592
GATS3m,0.8366133825064299
GATS3p,1.0486607700576833
GATS3s,0.494962723544935
GATS3v,1.0129842561161455
GATS4Z,0.9501529181887689
GATS4c,1.1772184622159463
GATS4d,1.178998651528992
GATS4i,1.0770561217396346
GATS4m,0.9498386758067241
GATS4p,1.05726948223925
GATS4s,1.183664001469282
GATS4v,0.9899027454541334
GATS5Z,1.1341442953020133
GATS5c,1.5438902144945024
GATS5d,1.043298969072165
GATS5i,0.8451928762925867
GATS5m,1.121217472345983
GATS5p,0.8379431018933343
GATS5s,1.6485931144378743
GATS5v,0.8709419411227778
GATS6Z,1.1542798987787435
GATS6c,0.9314122289207538
GATS6d,0.9543124331023604
GATS6i,1.0114934530096025
GATS6m,1.1519701356802279
GATS6p,1.0373722510409709
GATS6s,1.1629985113813368
GATS6v,1.0856802378833839
GATS7Z,0.9833146905294554
GATS7c,0.9445769947874689
GATS7d,0.856815578465063
GATS7i,0.996716829528477
GATS7m,0.9841933424626444
GATS7p,1.0117954769200954
GATS7s,0.8292680653983963
GATS7v,1.0052221913033825
GATS8Z,1.022790827740492
GATS8c,1.1494330678627405
GATS8d,0.8541628986555735
GATS8i,0.8043614063339362
GATS8m,1.0156870588177886
GATS8p,0.8101039847985719
GATS8s,1.1050073850426092
GATS8v,0.8625317752762469
MATS1Z,0.05086541858000711
MATS1c,-0.5143584048820717
MATS1d,0.3011635618255259
MATS1i,-0.2094501714014027
MATS1m,0.04903009225581806
MATS1p,-0.11623638040618778
MATS1s,0.028882060105230624
MATS1v,-0.04115524281176062
MATS2Z,-0.024527150701647328
MATS2c,-0.17310301187382668
MATS2d,-0.04234926585442054
MATS2i,-0.10154806215004727
MATS2m,-0.028453854550507626
MATS2p,-0.09223963512329506
MATS2s,0.11924664517443483
MATS2v,-0.09793164392049747
MATS3Z,0.11426604715195317
MATS3c,0.26478798572999673
MATS3d,-0.056797955767028
MATS3i,0.02270638250483186
MATS3m,0.10941893564870846
MATS3p,-0.025303400484944834
MATS3s,0.195606081839151
MATS3v,0.005567895078818839
MATS4Z,0.03867131084869594
MATS4c,-0.09173138161297972
MATS4d,-0.08749401887859412
MATS4i,-0.11159792905248603
MATS4m,0.03824848709142735
MATS4p,-0.08060259514506637
MATS4s,-0.06498206422247503
MATS4v,-0.012184893510115143
MATS5Z,-0.03610738255033553
MATS5c,-0.18163690015070116
MATS5d,-0.06309278350515464
MATS5i,0.08006071574039987
MATS5m,-0.03339230963883575
MATS5p,0.0618172447994926
MATS5s,-0.04266364741896257
MATS5v,0.0363748717169369
MATS6Z,-0.10491803278688526
MATS6c,0.22181438652986415
MATS6d,-0.08070531237676745
MATS6i,-0.025980862593846046
MATS6m,-0.10774141657639384
MATS6p,-0.054945301526495065
MATS6s,0.09444215678838454
MATS6v,-0.11656645258024503
MATS7Z,-0.028187919463087248
MATS7c,-0.015895972590036604
MATS7d,0.003130966017563981
MATS7i,-0.057655662149406886
MATS7m,-0.027953837230750327
MATS7p,-0.05172948663708092
MATS7s,-0.04214470127722669
MATS7v,-0.034296011040130345
MATS8Z,-0.028258565877781704
MATS8c,-0.08063795344585235
MATS8d,0.060782540543799383
MATS8i,0.08765930006848119
MATS8m,-0.024142455222401927
MATS8p,0.09692808586569038
MATS8s,-0.10720511879214391
MATS8v,0.06599846584587148
MAXssO,5.3797681248425295
MINssO,4.481721878102165
NddssS,0
NdssSe,0
NdsssP,0
NsAsH2,0
NsGeH3,0
NsPbH3,0
NsSiH3,0
NsSnH3,0
NssAsH,0
NssCH2,13
NssNH2,0
NsssAs,0
NsssCH,2
NsssNH,0
NssssB,0
NssssC,0
NssssN,0
Radius,8
SM1_Dt,0.0
SddssS,0
SdssSe,0
SdsssP,0
SpAD_A,32.23835978741635
SpAD_D,297.01772890354465
SsAsH2,0
SsGeH3,0
SsPbH3,0
SsSiH3,0
SsSnH3,0
SssAsH,0
SssCH2,12.883818197304233
SssNH2,0
SsssAs,0
SsssCH,0.1894997737331099
SsssNH,0
SssssB,0
SssssC,0
SssssN,0
TMPC10,424
TMWC10,123.82697972030859
TSRW10,58.89292096791651
VE1_Dt,4.9222765539470705
VE2_Dt,0.19689106215788282
VE3_Dt,2.5100618695760444
VR1_Dt,138.39543408856792
VR2_Dt,5.535817363542717
VR3_Dt,5.846405783823982
Xc-3dv,0.5221210666248862
Xc-4dv,0.0
Xc-5dv,0.07373053426027532
Xc-6dv,0.0
Xch-3d,0.0
Xch-4d,0.0
Xch-5d,0.0
Xch-6d,0.1853954059492991
Xch-7d,0.16839382851364085
Xp-0dv,15.335543741623647
Xp-1dv,9.687245901182576
Xp-2dv,7.169023258188076
Xp-3dv,5.3715298509913385
Xp-4dv,3.904091439837937
Xp-5dv,2.8535110296646606
Xp-6dv,1.3671295973531716
Xp-7dv,0.809743097277867
Xpc-4d,3.0746358225055004
Xpc-5d,4.45025287005049
Xpc-6d,6.421812497757808
n3Ring,0
n4Ring,0
n5Ring,0
n6Ring,2
n7Ring,0
n8Ring,0
n9Ring,0
nARing,2
nBonds,57
nFRing,0
nHBAcc,5
nHBDon,0
nHRing,1
nSpiro,0
naRing,0
piPC10,3.871201010907891
AATS0dv,5.785714285714286
AATS0pe,6.107091071428572
AATS0se,7.651828642857142
AATS1dv,4.824561403508772
AATS1pe,6.3615789473684226
AATS1se,7.68147733333333
AATS2dv,3.5636363636363635
AATS2pe,6.186261818181816
AATS2se,7.649028472727271
AATS3dv,2.7051282051282053
AATS3pe,5.930769871794871
AATS3se,7.479987820512822
AATS4dv,2.1582278481012658
AATS4pe,5.9798670886075955
AATS4se,7.568265721518991
AATS5dv,2.5642857142857145
AATS5pe,6.2652157142857146
AATS5se,7.879279657142859
AATS6dv,2.4262295081967213
AATS6pe,6.20332295081967
AATS6se,7.782903770491805
AATS7dv,1.2936507936507937
AATS7pe,5.8464880952380955
AATS7se,7.459183365079366
AATS8dv,1.3245614035087718
AATS8pe,5.908539473684211
AATS8se,7.550700561403511
AATSC0Z,7.602040816326531
AATSC0c,0.02145958150066335
AATSC0d,0.4639668367346939
AATSC0i,1.2701361979646588
AATSC0m,36.02859253539541
AATSC0p,0.21671797379399704
AATSC0s,1.9010682397959189
AATSC0v,48.595908765244836
AATSC1Z,0.38668098818474794
AATSC1c,-0.011037916110118015
AATSC1d,0.13972990511994265
AATSC1i,-0.26603024436682376
AATSC1m,1.7664852158577147
AATSC1p,-0.025190512842777277
AATSC1s,0.05490676716593071
AATSC1v,-1.9999764248918175
AATSC2Z,-0.18645640074211492
AATSC2c,-0.003714718191316679
AATSC2d,-0.01964865491651208
AATSC2i,-0.12897986956993993
AATSC2m,-1.0251523316616458
AATSC2p,-0.019989986827418104
AATSC2s,0.22669600984333133
AATSC2v,-4.759077233190939
AATSC3Z,0.8686551543694401
AATSC3c,0.005682239360169348
AATSC3d,-0.026352367870225046
AATSC3i,0.028840198344218387
AATSC3m,3.9422102481439683
AATSC3p,-0.0054837016831952865
AATSC3s,0.37186050969533124
AATSC3v,0.27057692126473604
AATSC4Z,0.29398088349263757
AATSC4c,-0.0019685170598921897
AATSC4d,-0.040594323172306906
AATSC4i,-0.14174456930745435
AATSC4m,1.378039156512367
AATSC4p,-0.017468031102376647
AATSC4s,-0.12353533844972596
AATSC4v,-0.5921359733317795
AATSC5Z,-0.2744897959183671
AATSC5c,-0.0038978518623118226
AATSC5d,-0.029272959183673473
AATSC5i,0.1016880130968408
AATSC5m,-1.2030779177933697
AATSC5p,0.013396908038473538
