DLiP-ID,T0045O
DLiP-Mol-ID,21333
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24BNO5/c23-19-11-8-16(21(25)26)12-18(19)22-20(24)13-27-17-9-6-15(7-10-17)14-4-2-1-3-5-14/h6-12,14,23,25-26H,1-5,13H2,(H,22,24)"
Standard Inchi Key(RDKit),NEMGUBFLUCYQJV-UHFFFAOYSA-N
Canonical SMILES(RDKit),O=C(COc1ccc(C2CCCCC2)cc1)Nc1cc(B(O)O)ccc1O
SMILES(SDF),
MW(SDF),
MW(RDKit),369.226
MW Monoisotopic(RDKit),369.174753268
MolLogP(RDKit),2.1372
XLogP(SDF),
XLogP(CDK),4.495
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),6
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),4
PSA(SDF),
PSA(RDKit),99.02
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),27
QED Weighted(RDKit),0.461985945026817
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,HIF-1a/p300
Common Target Pref Name,HIF-1a/p300
RDKit Descriptors
Ipc,1378796.7191239516
qed,0.46198594502681756
Chi0,19.225403871315223
Chi1,13.024877143252588
TPSA,99.02000000000001
Chi0n,15.096930477253522
Chi0v,15.096930477253522
Chi1n,9.243729319772106
Chi1v,9.243729319772106
Chi2n,6.891076319418413
Chi2v,6.891076319418413
Chi3n,4.919446427792675
Chi3v,4.919446427792675
Chi4n,3.421689566446495
Chi4v,3.421689566446495
MolMR,104.32510000000003
MolWt,369.226
fr_SH,0
Kappa1,19.261897686978266
Kappa2,8.926445263371514
Kappa3,5.244697266909597
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,0
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,772.4415803048829
MolLogP,2.1372000000000004
NOCount,6
fr_Ar_N,0
fr_COO2,0
fr_urea,0
BalabanJ,1.5370618415006034
SMR_VSA1,24.68597268284458
SMR_VSA2,0.0
SMR_VSA3,0.0
SMR_VSA4,0.0
SMR_VSA5,38.02201416079144
SMR_VSA6,11.923670568519249
SMR_VSA7,48.02802097092827
SMR_VSA8,0.0
SMR_VSA9,11.49902366656781
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,1
fr_HOCCN,0
fr_Imine,0
fr_amide,1
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,1
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,158.5024378734449
NHOHCount,4
