DLiP-ID,C001N4
DLiP-Mol-ID,32628
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C9H11N5O3/c1-3(15)6(16)4-2-11-7-5(12-4)8(17)14-9(10)13-7/h3,15H,2H2,1H3,(H4,10,11,13,14,17)/t3-/m0/s1"
Standard Inchi Key(RDKit),VPVOXUSPXFPWBN-VKHMYHEASA-N
Canonical SMILES(RDKit),C[C@H](O)C(=O)C1=Nc2c([nH]c(N)nc2=O)NC1
SMILES(SDF),
MW(SDF),
MW(RDKit),237.219
MW Monoisotopic(RDKit),237.086189212
MolLogP(RDKit),-1.2
XLogP(SDF),
XLogP(CDK),0.124
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),7
HBA Lipinski(RDKit),8
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),4
HBD Lipinski(RDKit),5
PSA(SDF),
PSA(RDKit),133.46
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),2
nRings(SDF),
nRings(RDKit),2
Aromatic Rings(RDKit),1
nAtoms(SDF),
Heavy Atoms(RDKit),17
QED Weighted(RDKit),0.510176723649673
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,6417.244855303997
qed,0.5101767236496731
Chi0,12.576985790260121
Chi1,7.986071002992367
TPSA,133.45999999999998
Chi0n,9.0199446869934
Chi0v,9.0199446869934
Chi1n,4.92268169077674
Chi1v,4.92268169077674
Chi2n,3.6030781780544223
Chi2v,3.6030781780544223
Chi3n,2.257686376611801
Chi3v,2.257686376611801
Chi4n,1.4460788785259822
Chi4v,1.4460788785259822
MolMR,61.5426
MolWt,237.219
fr_SH,0
Kappa1,11.270907134056522
Kappa2,3.980038055599371
Kappa3,2.0183782959914645
fr_ArN,1
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,2
fr_NH1,2
fr_NH2,1
fr_N_O,0
fr_azo,0
BertzCT,560.2400202490591
MolLogP,-1.2000000000000002
NOCount,8
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,2.483508752359959
SMR_VSA1,9.901064578912528
SMR_VSA2,0.0
SMR_VSA3,9.967957041894417
SMR_VSA4,4.992404732635669
SMR_VSA5,13.027703587438927
SMR_VSA6,17.595212487081092
SMR_VSA7,10.35380407912383
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,1
fr_Ar_NH,1
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,1
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,95.59193181860823
NHOHCount,5
PEOE_VSA1,21.14096199695643
PEOE_VSA2,9.589074368143644
PEOE_VSA3,4.992404732635669
PEOE_VSA4,4.9839785209472085
PEOE_VSA5,0.0
PEOE_VSA6,0.0
PEOE_VSA7,6.923737199690624
PEOE_VSA8,0.0
PEOE_VSA9,6.544756405912575
RingCount,2
SMR_VSA10,28.948518282640727
fr_Al_COO,0
fr_Ar_COO,0
fr_ketone,1
fr_lactam,0
fr_phenol,0
ExactMolWt,237.086189212
NumHDonors,4
PEOE_VSA10,17.633514168354033
PEOE_VSA11,5.687386274683562
PEOE_VSA12,11.731584227351433
PEOE_VSA13,0.0
PEOE_VSA14,5.559266895052008
SlogP_VSA1,16.609722976220525
SlogP_VSA2,39.21813717953164
SlogP_VSA3,4.794537184071822
SlogP_VSA4,0.0
SlogP_VSA5,6.923737199690624
SlogP_VSA6,9.786941916707491
SlogP_VSA7,0.0
SlogP_VSA8,0.0
SlogP_VSA9,0.0
fr_amidine,0
fr_aniline,2
fr_benzene,0
fr_epoxide,0
fr_guanido,0
fr_halogen,0
fr_hdrzine,0
fr_hdrzone,0
fr_isocyan,0
fr_lactone,0
fr_methoxy,0
