DLiP-ID,P000J1
DLiP-Mol-ID,26471
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C21H18F3N3O4S2/c1-12-7-8-16(13(2)9-12)33(30,31)17-10-25-20(27-19(17)29)32-11-18(28)26-15-6-4-3-5-14(15)21(22,23)24/h3-10H,11H2,1-2H3,(H,26,28)(H,25,27,29)"
Standard Inchi Key(RDKit),XHKKCXMZBGDTIT-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1ccc(S(=O)(=O)c2cnc(SCC(=O)Nc3ccccc3C(F)(F)F)[nH]c2=O)c(C)c1
SMILES(SDF),
MW(SDF),
MW(RDKit),497.52
MW Monoisotopic(RDKit),497.069082716
MolLogP(RDKit),3.96914
XLogP(SDF),
XLogP(CDK),4.499
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),6
HBA Lipinski(RDKit),7
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),2
HBD Lipinski(RDKit),2
PSA(SDF),
PSA(RDKit),108.99
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),6
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),33
QED Weighted(RDKit),0.394132909779955
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,KEAP1/NRF2
Common Target Pref Name,KEAP1/NRF2
RDKit Descriptors
Ipc,11544445.555860052
qed,0.3941329097799546
Chi0,24.388540578131753
Chi1,15.390902547037028
TPSA,108.98999999999998
Chi0n,17.356505692014373
Chi0v,18.989498853869826
Chi1n,9.398994257189083
Chi1v,11.867756064436968
Chi2n,7.034308786512533
Chi2v,9.88488377341059
Chi3n,4.499315091447255
Chi3v,7.293672314992139
Chi4n,3.0104628536201896
Chi4v,5.096052549120171
MolMR,117.02320000000003
MolWt,497.5200000000001
fr_SH,0
Kappa1,24.521009494512832
Kappa2,9.39550944093689
