DLiP-ID,J0004A
DLiP-Mol-ID,26862
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C24H30N4O/c1-2-3-14-27-15-12-23(13-16-27)28(19-20-8-5-4-6-9-20)24(29)26-22-11-7-10-21(17-22)18-25/h4-11,17,23H,2-3,12-16,19H2,1H3,(H,26,29)"
Standard Inchi Key(RDKit),JSYDXBRADWMZDW-UHFFFAOYSA-N
Canonical SMILES(RDKit),CCCCN1CCC(N(Cc2ccccc2)C(=O)Nc2cccc(C#N)c2)CC1
SMILES(SDF),
MW(SDF),
MW(RDKit),390.531
MW Monoisotopic(RDKit),390.24196158
MolLogP(RDKit),4.85688
XLogP(SDF),
XLogP(CDK),4.237
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),3
HBA Lipinski(RDKit),5
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),59.37
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),7
nRings(SDF),
nRings(RDKit),3
Aromatic Rings(RDKit),2
nAtoms(SDF),
Heavy Atoms(RDKit),29
QED Weighted(RDKit),0.734582692938444
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,DCN1/UBE2M
Common Target Pref Name,DCN1/UBE2M
RDKit Descriptors
Ipc,4379177.109437038
qed,0.734582692938444
Chi0,20.476480726871785
Chi1,14.190203145651198
TPSA,59.37
Chi0n,17.180246018352378
Chi0v,17.180246018352378
Chi1n,10.533655254822825
Chi1v,10.533655254822825
Chi2n,7.662628465093708
Chi2v,7.662628465093708
Chi3n,5.525314441581106
Chi3v,5.525314441581106
Chi4n,3.8449526402194003
Chi4v,3.8449526402194003
MolMR,116.53070000000007
MolWt,390.5310000000002
fr_SH,0
Kappa1,20.883039611311982
Kappa2,10.635381818476755
Kappa3,6.067924298635795
fr_ArN,0
fr_COO,0
fr_C_O,1
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,822.2743457266171
MolLogP,4.856880000000005
NOCount,5
fr_Ar_N,0
fr_COO2,0
fr_urea,1
BalabanJ,1.7053392800074045
SMR_VSA1,4.794537184071822
SMR_VSA2,5.261891554738487
SMR_VSA3,9.799819461700956
SMR_VSA4,0.0
