DLiP-ID,C001X8
DLiP-Mol-ID,26813
Vendor-ID,
Standard Inchi(RDKit),"InChI=1S/C20H24N4S/c1-14-15(2)25-20-18(14)19(21-13-22-20)23-17-8-10-24(11-9-17)12-16-6-4-3-5-7-16/h3-7,13,17H,8-12H2,1-2H3,(H,21,22,23)"
Standard Inchi Key(RDKit),CGRZMNFYFYJXES-UHFFFAOYSA-N
Canonical SMILES(RDKit),Cc1sc2ncnc(NC3CCN(Cc4ccccc4)CC3)c2c1C
SMILES(SDF),
MW(SDF),
MW(RDKit),352.507
MW Monoisotopic(RDKit),352.172167768
MolLogP(RDKit),4.38464
XLogP(SDF),
XLogP(CDK),3.105
ALogP(SDF),
Num H Acceptors(SDF),
nHAcceptors(SDF),
HBA(RDKit),5
HBA Lipinski(RDKit),4
Num H Donors(SDF),
nHDonors(SDF),
HBD(RDKit),1
HBD Lipinski(RDKit),1
PSA(SDF),
PSA(RDKit),41.05
RO3 Pass,
Num RO5 Violations,0
Num Lipinski RO5 Violations,0
nBonds(SDF),
nRigidBonds(SDF),
nRotatableBonds(SDF),
nRotatableBonds(RDKit),4
nRings(SDF),
nRings(RDKit),4
Aromatic Rings(RDKit),3
nAtoms(SDF),
Heavy Atoms(RDKit),25
QED Weighted(RDKit),0.756202532465002
Molecular Formula(SDF),
PPI Type(SDF),
PDB ID(SDF),
Receptor Chain(SDF),
Protein Name Receptor(SDF),
Peptide Chain(SDF),
Protein Name Peptide(SDF),
ELM ID(SDF),
Motif Sequence(SDF),
Physical Form Apperance(SDF),
Quantity of Sample mg(SDF),
Box Num(SDF),
Box Position(SDF),
fCsp3(SDF),
nCarbons(SDF),
nHetAtoms(SDF),
nHalide(SDF),
Year(SDF),
No(SDF),
Target Pref Name,Menin/Histone-lysine N-methyltransferase MLL
Common Target Pref Name,MENIN/MLL
RDKit Descriptors
Ipc,884161.6684761866
qed,0.7562025324650022
Chi0,17.225403871315226
Chi1,12.203509938206672
TPSA,41.050000000000004
Chi0n,14.826874867223859
Chi0v,15.643371448151585
Chi1n,8.939951672147428
Chi1v,9.756448253075154
Chi2n,6.866034289164924
Chi2v,8.069229201159636
Chi3n,5.142779663617822
Chi3v,6.258034665417985
Chi4n,3.5622212176163943
Chi4v,4.559074991511784
MolMR,105.25270000000005
MolWt,352.5070000000001
fr_SH,0
Kappa1,16.486382212937364
Kappa2,7.099208137526081
Kappa3,3.5274274168781106
fr_ArN,0
fr_COO,0
fr_C_O,0
fr_C_S,0
fr_NH0,3
fr_NH1,1
fr_NH2,0
fr_N_O,0
fr_azo,0
BertzCT,850.7635864151365
MolLogP,4.384640000000004
NOCount,4
fr_Ar_N,2
fr_COO2,0
fr_urea,0
BalabanJ,1.4065540723397087
SMR_VSA1,0.0
SMR_VSA2,0.0
SMR_VSA3,14.867866772744895
SMR_VSA4,0.0
SMR_VSA5,39.275714880293805
SMR_VSA6,18.406301415831482
SMR_VSA7,52.66320559416788
SMR_VSA8,0.0
SMR_VSA9,0.0
fr_Al_OH,0
fr_Ar_NH,0
fr_Ar_OH,0
fr_HOCCN,0
fr_Imine,0
fr_amide,0
fr_azide,0
fr_diazo,0
fr_ester,0
fr_ether,0
fr_furan,0
fr_imide,0
fr_nitro,0
fr_oxime,0
fr_quatN,0
LabuteASA,152.47322270505583
NHOHCount,1
PEOE_VSA1,5.316788604006331
